gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00066812	FHL1	FHL1	RGC	RO_D45	8.787360243769009e-12	40
geneComp_00088630	UFD1	UFD1	RGC	RO_D45	9.656688773292069e-12	41
geneComp_00047514	BSCL2	BSCL2	RGC	RO_D45	1.1520319999583251e-11	42
geneComp_00048777	CDK2AP1	CDK2AP1	RGC	RO_D45	1.5723622542039024e-11	43
geneComp_00038481	RTL8A	RTL8A	RGC	RO_D209	1.7214575546999484e-11	44
geneComp_00066185	EXOSC7	EXOSC7	RGC	RO_D45	2.049950702129311e-11	45
geneComp_00004259	CNGB1	CNGB1	RGC	RO_D209	2.969918001445298e-11	46
geneComp_00051465	EEF1D	EEF1D	RGC	RO_D45	4.453671569653904e-11	47
geneComp_00077747	PCBP2	PCBP2	RGC	RO_D45	4.8822171763318307e-11	48
geneComp_00077903	PDCD5	PDCD5	RGC	RO_D45	6.200402721225678e-11	49
geneComp_00067785	GOLGA8B	GOLGA8B	RGC	RO_D45	7.114862621638606e-11	50
geneComp_00046347	APIP	APIP	RGC	RO_D45	1.4737384989390154e-10	51
geneComp_00086729	TCF12	TCF12	RGC	RO_D45	2.557340259412449e-10	52
geneComp_00068842	HNRNPA1	HNRNPA1	RGC	RO_D45	4.138914868790966e-10	53
geneComp_00078890	PPFIA3	PPFIA3	RGC	RO_D45	4.138914868790966e-10	54
geneComp_00047437	BORCS8	BORCS8	RGC	RO_D45	5.688350668290382e-10	55
geneComp_00073832	MEAF6	MEAF6	RGC	RO_D45	6.368737413408361e-10	56
geneComp_00078548	PLEKHA6	PLEKHA6	RGC	RO_D45	6.78835492995539e-10	57
geneComp_00085168	SMARCD3	SMARCD3	RGC	RO_D45	7.235864348016503e-10	58
geneComp_00002272	BSCL2	BSCL2	RGC	RO_D209	9.74113599218556e-10	59
geneComp_00034606	RAB6A	RAB6A	RGC	RO_D209	9.74113599218556e-10	60
geneComp_00046863	ATP1B3	ATP1B3	RGC	RO_D45	1.4731840830064844e-9	61
geneComp_00066114	ETFB	ETFB	RGC	RO_D45	1.8723253007399615e-9	62
geneComp_00073340	LTO1	LTO1	RGC	RO_D45	2.509967670994713e-9	63
geneComp_00041943	TMCC2	TMCC2	RGC	RO_D209	3.004703751379844e-9	64
geneComp_00046325	APBA1	APBA1	RGC	RO_D45	3.2109979137139584e-9	65
geneComp_00068943	HOMER2	HOMER2	RGC	RO_D45	3.5717560067314553e-9	66
geneComp_00086934	TGFB1	TGFB1	RGC	RO_D45	3.835720669620099e-9	67
geneComp_00032158	OSBPL10	OSBPL10	RGC	RO_D209	3.975195104979168e-9	68
geneComp_00001775	AUTS2	AUTS2	RGC	RO_D209	4.3592545428839385e-9	69
geneComp_00092758	BSG	BSG	RO_D209	RO_D45	4.5779614208739315e-9	70
geneComp_00127686	RP1	RP1	RO_D209	RO_D45	4.5779614208739315e-9	71
geneComp_00042480	TPD52	TPD52	RGC	RO_D209	4.800788095276584e-9	72
geneComp_00038488	RTN4	RTN4	RGC	RO_D209	4.931927558054157e-9	73
geneComp_00000876	ANK3	ANK3	RGC	RO_D209	5.409956601837262e-9	74
geneComp_00051146	DPYSL2	DPYSL2	RGC	RO_D45	5.653343628665406e-9	75
geneComp_00050023	CSRP2	CSRP2	RGC	RO_D45	1.0034911078661824e-8	76
geneComp_00038988	SEPTIN6	SEPTIN6	RGC	RO_D209	1.0776774409521298e-8	77
geneComp_00045367	ABI2	ABI2	RGC	RO_D45	1.100144525948006e-8	78
geneComp_00085256	SMIM7	SMIM7	RGC	RO_D45	1.3867105471933616e-8	79
geneComp_00047260	BEX2	BEX2	RGC	RO_D45	1.413667172244157e-8	80
geneComp_00002140	BNIP2	BNIP2	RGC	RO_D209	1.9399523864898446e-8	81
geneComp_00046396	APP	APP	RGC	RO_D45	2.1031376209355342e-8	82
geneComp_00086083	ST7	ST7	RGC	RO_D45	2.193250525364126e-8	83
geneComp_00079848	RAB6A	RAB6A	RGC	RO_D45	2.193886812374043e-8	84
geneComp_00087004	THOC1	THOC1	RGC	RO_D45	2.376875468034678e-8	85
geneComp_00086484	TACC2	TACC2	RGC	RO_D45	2.6729353186774832e-8	86
geneComp_00051744	ELP4	ELP4	RGC	RO_D45	3.1627375551532354e-8	87
geneComp_00088709	UNG	UNG	RGC	RO_D45	3.221550189459164e-8	88
geneComp_00048393	CCDC50	CCDC50	RGC	RO_D45	3.395092130708732e-8	89
geneComp_00047126	BAP1	BAP1	RGC	RO_D45	3.4078954727951115e-8	90
geneComp_00040673	SQSTM1	SQSTM1	RGC	RO_D209	3.6425304356020714e-8	91
geneComp_00000469	ADI1	ADI1	RGC	RO_D209	4.757644501475347e-8	92
geneComp_00032879	PFN2	PFN2	RGC	RO_D209	7.21687391175509e-8	93
geneComp_00089176	WDR1	WDR1	RGC	RO_D45	7.360959208548861e-8	94
geneComp_00000043	ABAT	ABAT	RGC	RO_D209	7.984759914688268e-8	95
geneComp_00086560	TARDBP	TARDBP	RGC	RO_D45	8.337842315181417e-8	96
geneComp_00086925	TFPI	TFPI	RGC	RO_D45	8.338516874691298e-8	97
geneComp_00070054	KAZN	KAZN	RGC	RO_D45	9.192608112136316e-8	98
geneComp_00000135	ABR	ABR	RGC	RO_D209	9.45654789647842e-8	99
geneComp_00080061	RBBP7	RBBP7	RGC	RO_D45	1.0058720512050342e-7	100
geneComp_00087071	TIMM44	TIMM44	RGC	RO_D45	1.0413431108636108e-7	101
geneComp_00089963	ZNF385D	ZNF385D	RGC	RO_D45	1.07890887795791e-7	102
geneComp_00087777	TPT1	TPT1	RGC	RO_D45	1.1121296461635903e-7	103
geneComp_00086418	SYNGR1	SYNGR1	RGC	RO_D45	1.1861270529294389e-7	104
geneComp_00087794	TRA2B	TRA2B	RGC	RO_D45	1.2915926848924387e-7	105
geneComp_00050407	DAZAP2	DAZAP2	RGC	RO_D45	1.322869202517541e-7	106
geneComp_00087734	TPM1	TPM1	RGC	RO_D45	1.322869202517541e-7	107
geneComp_00051490	EFCAB12	EFCAB12	RGC	RO_D45	1.3505655605981301e-7	108
geneComp_00041076	SUMF1	SUMF1	RGC	RO_D209	1.4748056507938073e-7	109
geneComp_00073661	MARCHF6	MARCHF6	RGC	RO_D45	1.4838887164259967e-7	110
geneComp_00049459	CLVS1	CLVS1	RGC	RO_D45	1.5075273407522483e-7	111
geneComp_00084240	SEPTIN8	SEPTIN8	RGC	RO_D45	1.5083612318249562e-7	112
geneComp_00059248	ENSG00000267383	ENSG00000267383	RGC	RO_D45	2.0273233064694688e-7	113
geneComp_00041006	STX1A	STX1A	RGC	RO_D209	2.0553618820661856e-7	114
geneComp_00004169	CLK4	CLK4	RGC	RO_D209	2.151745710565435e-7	115
geneComp_00025730	LGR4	LGR4	RGC	RO_D209	2.151745710565435e-7	116
geneComp_00082553	RPL14	RPL14	RGC	RO_D45	2.7242894325547307e-7	117
geneComp_00048880	CELF2	CELF2	RGC	RO_D45	2.7667430915077966e-7	118
geneComp_00046476	ARHGAP23	ARHGAP23	RGC	RO_D45	3.0004442193223607e-7	119
geneComp_00084587	SIX3-AS1	SIX3-AS1	RGC	RO_D45	3.864909113439418e-7	120
geneComp_00046868	ATP2A2	ATP2A2	RGC	RO_D45	4.0146164321884465e-7	121
geneComp_00043378	UCKL1	UCKL1	RGC	RO_D209	4.051606665923936e-7	122
geneComp_00020872	ETFB	ETFB	RGC	RO_D209	5.389561686703483e-7	123
geneComp_00033956	PRKACB	PRKACB	RGC	RO_D209	5.756056152372564e-7	124
geneComp_00080245	REM2	REM2	RGC	RO_D45	6.093423713870865e-7	125
geneComp_00050109	CTNND2	CTNND2	RGC	RO_D45	6.158221299491426e-7	126
geneComp_00074045	MGST2	MGST2	RGC	RO_D45	6.339887638141341e-7	127
geneComp_00049407	CLK1	CLK1	RGC	RO_D45	7.067144294901467e-7	128
geneComp_00020700	EPB41L2	EPB41L2	RGC	RO_D209	7.297828459218368e-7	129
geneComp_00002801	CALD1	CALD1	RGC	RO_D209	7.707239140326803e-7	130
geneComp_00039194	SH3BP2	SH3BP2	RGC	RO_D209	7.707239140326803e-7	131
geneComp_00045762	AFDN	AFDN	RGC	RO_D45	8.166469444347545e-7	132
geneComp_00041058	SULF2	SULF2	RGC	RO_D209	8.337049054860496e-7	133
geneComp_00068540	HECTD2	HECTD2	RGC	RO_D45	9.440327032945373e-7	134
geneComp_00090392	ZNF91	ZNF91	RGC	RO_D45	9.82717980450895e-7	135
geneComp_00079052	PPP2R5C	PPP2R5C	RGC	RO_D45	9.958835199818678e-7	136
geneComp_00042885	TSC22D4	TSC22D4	RGC	RO_D209	1.0174517415646787e-6	137
geneComp_00087221	TMEM107	TMEM107	RGC	RO_D45	1.1107942249604429e-6	138
geneComp_00079633	PTPN4	PTPN4	RGC	RO_D45	1.1737773706674473e-6	139
geneComp_00083937	SCAI	SCAI	RGC	RO_D45	1.1819497071321548e-6	140
geneComp_00070025	KANSL1	KANSL1	RGC	RO_D45	1.327458560285532e-6	141
geneComp_00078561	PLEKHG4B	PLEKHG4B	RGC	RO_D45	1.3419679712988862e-6	142
geneComp_00051224	DTYMK	DTYMK	RGC	RO_D45	1.3521447846771092e-6	143
geneComp_00073906	MEIS1	MEIS1	RGC	RO_D45	1.3521447846771092e-6	144
geneComp_00033271	PLCD1	PLCD1	RGC	RO_D209	1.395706621886984e-6	145
geneComp_00030543	NAV2	NAV2	RGC	RO_D209	1.4546321658745104e-6	146
geneComp_00080231	REEP6	REEP6	RGC	RO_D45	1.4685153730881877e-6	147
geneComp_00028098	LTO1	LTO1	RGC	RO_D209	1.6817123377032545e-6	148
geneComp_00089370	XPNPEP3	XPNPEP3	RGC	RO_D45	1.7467627348897876e-6	149
geneComp_00001510	ASPH	ASPH	RGC	RO_D209	1.7730391661462023e-6	150
geneComp_00085352	SNHG6	SNHG6	RGC	RO_D45	1.8835678957301108e-6	151
geneComp_00046966	ATP6V1H	ATP6V1H	RGC	RO_D45	2.072184457781547e-6	152
geneComp_00021818	FRMD4B	FRMD4B	RGC	RO_D209	2.4802277787142167e-6	153
geneComp_00073949	METTL17	METTL17	RGC	RO_D45	2.4826624611532232e-6	154
geneComp_00073439	MACROH2A1	MACROH2A1	RGC	RO_D45	2.5405334483082927e-6	155
geneComp_00030473	NAIP	NAIP	RGC	RO_D209	2.615678166791965e-6	156
geneComp_00076623	NTAN1	NTAN1	RGC	RO_D45	2.7614543048288586e-6	157
geneComp_00078513	PLCD1	PLCD1	RGC	RO_D45	2.8791453802420735e-6	158
geneComp_00084984	SLC4A2	SLC4A2	RGC	RO_D45	2.913790239567008e-6	159
geneComp_00024560	IQSEC1	IQSEC1	RGC	RO_D209	3.329277321792625e-6	160
geneComp_00083363	RPS20	RPS20	RGC	RO_D45	3.358414044226801e-6	161
geneComp_00076020	NECAP2	NECAP2	RGC	RO_D45	3.4209279788149217e-6	162
geneComp_00030789	NEDD4L	NEDD4L	RGC	RO_D209	3.4309238603843994e-6	163
geneComp_00073783	MCM7	MCM7	RGC	RO_D45	3.6501925531650497e-6	164
geneComp_00050541	DDX18	DDX18	RGC	RO_D45	4.0852172831963105e-6	165
geneComp_00073135	LPP	LPP	RGC	RO_D45	4.118335063942394e-6	166
geneComp_00078000	PDLIM5	PDLIM5	RGC	RO_D45	4.257119886585623e-6	167
geneComp_00073364	LY6G5C	LY6G5C	RGC	RO_D45	4.47113711702054e-6	168
geneComp_00084281	SERPINB6	SERPINB6	RGC	RO_D45	4.5144528921180784e-6	169
geneComp_00068203	GTPBP8	GTPBP8	RGC	RO_D45	4.7012309848758445e-6	170
geneComp_00041412	TBC1D8B	TBC1D8B	RGC	RO_D209	4.7404343137466534e-6	171
geneComp_00085326	SNF8	SNF8	RGC	RO_D45	4.965804568895781e-6	172
geneComp_00081466	RNF130	RNF130	RGC	RO_D45	5.041064560238284e-6	173
geneComp_00067625	GLOD4	GLOD4	RGC	RO_D45	5.256715979090584e-6	174
geneComp_00076855	OLFM3	OLFM3	RGC	RO_D45	6.506476613699376e-6	175
geneComp_00077846	PCID2	PCID2	RGC	RO_D45	7.676941954524205e-6	176
geneComp_00005225	DCLK1	DCLK1	RGC	RO_D209	7.995201794729463e-6	177
geneComp_00050559	DDX39A	DDX39A	RGC	RO_D45	8.69787080331072e-6	178
geneComp_00000677	AKAP9	AKAP9	RGC	RO_D209	9.119422333776988e-6	179
geneComp_00082456	RPAIN	RPAIN	RGC	RO_D45	9.366647415719798e-6	180
geneComp_00050164	CUTA	CUTA	RGC	RO_D45	9.405790811533815e-6	181
geneComp_00073603	MAP6	MAP6	RGC	RO_D45	9.74248772435945e-6	182
geneComp_00032419	PARK7	PARK7	RGC	RO_D209	9.956618450587153e-6	183
geneComp_00085193	SMG1	SMG1	RGC	RO_D45	1.0065999766902684e-5	184
geneComp_00090152	ZNF599	ZNF599	RGC	RO_D45	1.0096001341170918e-5	185
geneComp_00045377	ABR	ABR	RGC	RO_D45	1.011679859394712e-5	186
geneComp_00048204	CAST	CAST	RGC	RO_D45	1.011679859394712e-5	187
geneComp_00073629	MAPK8	MAPK8	RGC	RO_D45	1.0472063255513699e-5	188
geneComp_00050812	DIXDC1	DIXDC1	RGC	RO_D45	1.1159871556273227e-5	189
geneComp_00039345	SIX3-AS1	SIX3-AS1	RGC	RO_D209	1.1318030380941365e-5	190
geneComp_00068106	GSEC	GSEC	RGC	RO_D45	1.1575754119688438e-5	191
geneComp_00068935	HNRNPU	HNRNPU	RGC	RO_D45	1.1756640144292889e-5	192
geneComp_00090402	ZNG1B	ZNG1B	RGC	RO_D45	1.3183996833608673e-5	193
geneComp_00074962	MRPL22	MRPL22	RGC	RO_D45	1.3393785099268537e-5	194
geneComp_00033382	PLTP	PLTP	RGC	RO_D209	1.3545996948260568e-5	195
geneComp_00075784	NAV1	NAV1	RGC	RO_D45	1.366961928720402e-5	196
geneComp_00085142	SMAD2	SMAD2	RGC	RO_D45	1.4202074770634825e-5	197
geneComp_00087171	TMBIM4	TMBIM4	RGC	RO_D45	1.5509880884643555e-5	198
geneComp_00046275	ANXA6	ANXA6	RGC	RO_D45	1.615765939531902e-5	199
geneComp_00073445	MAD2L2	MAD2L2	RGC	RO_D45	1.6910095811203232e-5	200
geneComp_00041429	TBL1XR1	TBL1XR1	RGC	RO_D209	1.7188650588461036e-5	201
geneComp_00066935	FNBP1L	FNBP1L	RGC	RO_D45	1.773005486523141e-5	202
geneComp_00003151	CCDC50	CCDC50	RGC	RO_D209	1.7786333341500794e-5	203
geneComp_00068621	HIBCH	HIBCH	RGC	RO_D45	1.795340421222884e-5	204
geneComp_00090174	ZNF624	ZNF624	RGC	RO_D45	1.8490227396978594e-5	205
geneComp_00085596	SNX5	SNX5	RGC	RO_D45	1.8555889546360608e-5	206
geneComp_00033985	PRKCZ	PRKCZ	RGC	RO_D209	1.875017252399902e-5	207
geneComp_00086334	SUN1	SUN1	RGC	RO_D45	1.8924603083113634e-5	208
geneComp_00024812	KAZN	KAZN	RGC	RO_D209	1.9763338514443717e-5	209
geneComp_00069106	HSP90B1	HSP90B1	RGC	RO_D45	2.0059386963051817e-5	210
geneComp_00085995	SRSF5	SRSF5	RGC	RO_D45	2.1225515225088306e-5	211
geneComp_00079037	PPP2CA	PPP2CA	RGC	RO_D45	2.1345951855824232e-5	212
geneComp_00077710	PAX6	PAX6	RGC	RO_D45	2.1861602879517792e-5	213
geneComp_00086550	TAOK2	TAOK2	RGC	RO_D45	2.2294395244006544e-5	214
geneComp_00066651	FBXO5	FBXO5	RGC	RO_D45	2.3401006386879973e-5	215
geneComp_00086141	STAU1	STAU1	RGC	RO_D45	2.3958947174828502e-5	216
geneComp_00089384	XRCC6	XRCC6	RGC	RO_D45	2.5634447898576317e-5	217
geneComp_00068884	HNRNPA2B1	HNRNPA2B1	RGC	RO_D45	2.611137113708694e-5	218
geneComp_00089291	WNT2B	WNT2B	RGC	RO_D45	2.7179084923454013e-5	219
geneComp_00028515	MCCC1	MCCC1	RGC	RO_D209	2.7620193075912165e-5	220
geneComp_00073573	MAP3K13	MAP3K13	RGC	RO_D45	2.9619040465893567e-5	221
geneComp_00044392	ZDHHC5	ZDHHC5	RGC	RO_D209	2.9679097374516953e-5	222
geneComp_00049857	CRABP2	CRABP2	RGC	RO_D45	2.9759004565140096e-5	223
geneComp_00074224	MIR217HG	MIR217HG	RGC	RO_D45	3.0097465565470283e-5	224
geneComp_00067207	GABPB1-AS1	GABPB1-AS1	RGC	RO_D45	3.227278103042609e-5	225
geneComp_00068493	HDAC1	HDAC1	RGC	RO_D45	3.302464980283981e-5	226
geneComp_00078806	POMP	POMP	RGC	RO_D45	3.4657220568767966e-5	227
geneComp_00039926	SMARCD3	SMARCD3	RGC	RO_D209	3.5297231019548385e-5	228
geneComp_00074885	MPPED2	MPPED2	RGC	RO_D45	3.550558318785016e-5	229
geneComp_00082483	RPL10	RPL10	RGC	RO_D45	3.6150059917326395e-5	230
geneComp_00077410	OSBPL9	OSBPL9	RGC	RO_D45	3.657418978348654e-5	231
geneComp_00074390	MIR4435-2HG	MIR4435-2HG	RGC	RO_D45	3.813970256508975e-5	232
geneComp_00080285	RFC5	RFC5	RGC	RO_D45	3.840811091902052e-5	233
geneComp_00075598	MYO10	MYO10	RGC	RO_D45	3.877749927692855e-5	234
geneComp_00077746	PCBP1-AS1	PCBP1-AS1	RGC	RO_D45	3.983078858088585e-5	235
geneComp_00077487	OXR1	OXR1	RGC	RO_D45	4.008345640170137e-5	236
geneComp_00086122	STARD3	STARD3	RGC	RO_D45	4.008345640170137e-5	237
geneComp_00075725	NAMPT	NAMPT	RGC	RO_D45	4.1247419516455096e-5	238
geneComp_00087670	TOP1	TOP1	RGC	RO_D45	4.142137637007948e-5	239
geneComp_00047744	C1orf35	C1orf35	RGC	RO_D45	4.204232540895825e-5	240
geneComp_00066292	FAM124A	FAM124A	RGC	RO_D45	4.239093795936114e-5	241
geneComp_00088211	TTC1	TTC1	RGC	RO_D45	4.570831325147442e-5	242
geneComp_00066954	FNTB	FNTB	RGC	RO_D45	4.6109614890811515e-5	243
geneComp_00032468	PAX6	PAX6	RGC	RO_D209	4.756023674285263e-5	244
geneComp_00076398	NPAS3	NPAS3	RGC	RO_D45	4.8314941881980015e-5	245
geneComp_00001154	APP	APP	RGC	RO_D209	4.904627533555458e-5	246
geneComp_00074878	MPP2	MPP2	RGC	RO_D45	4.9141413534275734e-5	247
geneComp_00023266	HDAC9	HDAC9	RGC	RO_D209	5.0430077957639784e-5	248
geneComp_00043060	TUBA1C	TUBA1C	RGC	RO_D209	5.0430077957639784e-5	249
geneComp_00043479	UPF3B	UPF3B	RGC	RO_D209	5.058956762247363e-5	250
geneComp_00084735	SLC24A5	SLC24A5	RGC	RO_D45	5.188947485369843e-5	251
geneComp_00046517	ARHGEF12	ARHGEF12	RGC	RO_D45	5.411760628306056e-5	252
geneComp_00074053	MIAT	MIAT	RGC	RO_D45	5.497728341026384e-5	253
geneComp_00069359	IFRD1	IFRD1	RGC	RO_D45	5.558225639163887e-5	254
geneComp_00073774	MCL1	MCL1	RGC	RO_D45	5.6155502996300305e-5	255
geneComp_00080000	RARS1	RARS1	RGC	RO_D45	6.0324632577958704e-5	256
geneComp_00085634	SORBS2	SORBS2	RGC	RO_D45	6.11017498796231e-5	257
geneComp_00075335	MTMR2	MTMR2	RGC	RO_D45	6.332384453551567e-5	258
geneComp_00045268	AAK1	AAK1	RGC	RO_D45	6.68276517846909e-5	259
geneComp_00032161	OSBPL1A	OSBPL1A	RGC	RO_D209	6.711028792275741e-5	260
geneComp_00046752	ASPH	ASPH	RGC	RO_D45	6.822317232432255e-5	261
geneComp_00077977	PDHB	PDHB	RGC	RO_D45	6.860554417600928e-5	262
geneComp_00076584	NSD3	NSD3	RGC	RO_D45	7.109737836696623e-5	263
geneComp_00089618	ZDHHC16	ZDHHC16	RGC	RO_D45	7.143344219516271e-5	264
geneComp_00076832	OGDH	OGDH	RGC	RO_D45	7.2010332630974e-5	265
geneComp_00078646	PMF1	PMF1	RGC	RO_D45	7.266641997402107e-5	266
geneComp_00002403	C12orf57	C12orf57	RGC	RO_D209	7.418589910762735e-5	267
geneComp_00073400	LYRM1	LYRM1	RGC	RO_D45	7.526200060975496e-5	268
geneComp_00040968	STOX2	STOX2	RGC	RO_D209	7.791182125915005e-5	269
geneComp_00042801	TRIOBP	TRIOBP	RGC	RO_D209	7.791182125915005e-5	270
geneComp_00085934	SRGAP1	SRGAP1	RGC	RO_D45	7.976426160295241e-5	271
geneComp_00001953	BCL2L1	BCL2L1	RGC	RO_D209	8.389386103403937e-5	272
geneComp_00033646	PPFIA2	PPFIA2	RGC	RO_D209	8.579861521661496e-5	273
geneComp_00088412	TXNL1	TXNL1	RGC	RO_D45	8.658347211079187e-5	274
geneComp_00049445	CLTB	CLTB	RGC	RO_D45	8.699357545403941e-5	275
geneComp_00088042	TRIO	TRIO	RGC	RO_D45	8.784712695904389e-5	276
geneComp_00046690	ASAP1	ASAP1	RGC	RO_D45	9.22903327058895e-5	277
geneComp_00088494	UBE2D3	UBE2D3	RGC	RO_D45	9.22903327058895e-5	278
geneComp_00066067	ERP29	ERP29	RGC	RO_D45	9.306392457795085e-5	279
geneComp_00071027	LIMS1	LIMS1	RGC	RO_D45	9.34454492083657e-5	280
geneComp_00020795	ERGIC3	ERGIC3	RGC	RO_D209	9.37940507878928e-5	281
geneComp_00038959	SEMA6D	SEMA6D	RGC	RO_D209	9.927518116354006e-5	282
geneComp_00090000	ZNF436-AS1	ZNF436-AS1	RGC	RO_D45	1.0380804146923386e-4	283
geneComp_00030778	NECAP2	NECAP2	RGC	RO_D209	1.0843312492665974e-4	284
geneComp_00031389	NTM	NTM	RGC	RO_D209	1.0992735796348514e-4	285
geneComp_00038507	RUFY3	RUFY3	RGC	RO_D209	1.1066890447377404e-4	286
geneComp_00087793	TRA2A	TRA2A	RGC	RO_D45	1.1132489077020375e-4	287
geneComp_00022639	GPM6B	GPM6B	RGC	RO_D209	1.1378575089330338e-4	288
geneComp_00045133	ZNF875	ZNF875	RGC	RO_D209	1.1378575089330338e-4	289
geneComp_00048398	CCDC59	CCDC59	RGC	RO_D45	1.1753829365725174e-4	290
geneComp_00084614	SLAIN1	SLAIN1	RGC	RO_D45	1.1955154065501604e-4	291
geneComp_00073858	MED23	MED23	RGC	RO_D45	1.2408721432378826e-4	292
geneComp_00080322	RFXANK	RFXANK	RGC	RO_D45	1.249204457226554e-4	293
geneComp_00086671	TBL1XR1	TBL1XR1	RGC	RO_D45	1.26176503130653e-4	294
geneComp_00051677	ELAVL2	ELAVL2	RGC	RO_D45	1.3662093873107066e-4	295
geneComp_00050907	DNAH10	DNAH10	RGC	RO_D45	1.3732858608372093e-4	296
geneComp_00075748	NAP1L4	NAP1L4	RGC	RO_D45	1.4204472525276683e-4	297
geneComp_00065943	EPB41L3	EPB41L3	RGC	RO_D45	1.5246013651035823e-4	298
geneComp_00050826	DLEU1	DLEU1	RGC	RO_D45	1.5767570863416174e-4	299
geneComp_00069799	IQGAP1	IQGAP1	RGC	RO_D45	1.6006963182391563e-4	300
geneComp_00051342	E2F3	E2F3	RGC	RO_D45	1.644098034081327e-4	301
geneComp_00075764	NARF	NARF	RGC	RO_D45	1.644098034081327e-4	302
geneComp_00030632	NCOA1	NCOA1	RGC	RO_D209	1.667616643759558e-4	303
geneComp_00047293	BID	BID	RGC	RO_D45	1.74742618393313e-4	304
geneComp_00066153	EWSR1	EWSR1	RGC	RO_D45	1.807376238186123e-4	305
geneComp_00067017	FOXP1	FOXP1	RGC	RO_D45	1.8299105906574247e-4	306
geneComp_00077417	OSGEP	OSGEP	RGC	RO_D45	1.849001555254034e-4	307
geneComp_00001360	ARL6IP4	ARL6IP4	RGC	RO_D209	1.8810820126229492e-4	308
geneComp_00084601	SKIC8	SKIC8	RGC	RO_D45	2.008753473030797e-4	309
geneComp_00079431	PSIP1	PSIP1	RGC	RO_D45	2.0164225813033306e-4	310
geneComp_00073757	MCCC1	MCCC1	RGC	RO_D45	2.0303120379678368e-4	311
geneComp_00082423	ROCK1	ROCK1	RGC	RO_D45	2.1041989773770033e-4	312
geneComp_00047017	AUTS2	AUTS2	RGC	RO_D45	2.136455355756235e-4	313
