gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	PTC	IR	codingPotential	domain_identified	signal_peptide_identified	switchConsequencesGene	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	gene_name	gene_biotype	isoform_biotype	disease_category
ENSG00000100412	ENST00000678269	A_RO_D200	B_RO_D100	45.15002999999999	55.84522333333334	5.04574	0	-0.1096	0.1096	0	1.767628232918259e-4	FALSE	0	TRUE	yes	no	TRUE	9.05943024784557	1.949205178635394	20.260664083834413	0.00619397580141287	0.19945394220454893	0.08890582080591881	6.177921511495855	0.4404272199846515	0.5274677202152205	0.7273377756330955	TRUE	FALSE	FALSE	1.767628232918259e-4	ACO2	protein_coding	protein_coding	c(""Optic atrophy, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000102935	ENST00000562520	A_RO_D200	B_RO_D100	19.109634999999997	26.107156666666665	5.9128050000000005	0	-0.31074999999999997	0.31074999999999997	0	1.904704034423692e-20	FALSE	0	TRUE	yes	no	FALSE	9.269815193205938	2.108818704009458	44.947713867889	0.00106145257865074	0.10592813557793046	-0.0681278456427194	6.489461977440247	0.02575618772846048	0.8769193644757178	0.9422815269814558	TRUE	FALSE	FALSE	1.904704034423692e-20	ZNF423	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000108370	ENST00000638125	A_RO_D200	B_RO_D100	55.529185	8.245923333333334	2.407455	3.3761533333333333	0.3851333333333333	0.0439	0.4290333333333333	1.709244050912504e-5	NA	0	FALSE	NA	NA	TRUE	-0.2658461941111818	2.499246315241282	0.222150191735595	0.6516123557181666	0.8827661035131692	2.647277980858344	5.363743568185668	30.829527332205345	7.859642096626523e-4	0.03187590469062944	TRUE	FALSE	TRUE	1.709244050912504e-5	RGS9	protein_coding	protein_coding_CDS_not_defined	Other retinopathy, autosomal recessive
ENSG00000109103	ENST00000470125	A_RO_D200	B_RO_D100	713.16122	146.67171	0.383595	21.4975	0.14159999999999998	4e-4	0.142	3.358946268077865e-7	NA	1	FALSE	NA	NA	NA	-5.5258159833352885	4.218170167449596	12.886349483570214	0.0087503602321076	0.22673121717370368	2.13094552751016	8.076794053568197	84.11607901010856	3.221364616676133e-5	0.01193457373045675	TRUE	FALSE	TRUE	3.358946268077865e-7	UNC119	protein_coding	protein_coding	Cone or cone-rod dystrophy, autosomal dominant
ENSG00000110871	ENST00000288532	A_RO_D200	B_RO_D100	21.488529999999997	31.872663333333335	10.65996	24.25045	0.2620166666666667	0.49995	0.7619666666666667	0.00702020677065267	FALSE	0	TRUE	yes	no	TRUE	-0.9569538199357344	5.48539528993508	27.69545016380577	0.00113557525859897	0.10748183657822132	-0.4785125897497292	5.532136201452567	5.6744646941121735	0.04781819423205393	0.18747821097006667	TRUE	FALSE	FALSE	0.00702020677065267	COQ5	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000113971	ENST00000683570	A_RO_D200	B_RO_D100	15.563655	20.29764	2.173215	0.5950166666666666	-0.11641666666666668	0.14545	0.02903333333333333	0.00886745320178266	FALSE	0	TRUE	no	no	TRUE	2.0790408996511354	1.4357762896979045	6.689847981126433	0.03583933267646715	0.3692010284729996	-0.9328977768838648	5.160215465398358	25.03369685980986	0.00140954377854278	0.03904817224341501	TRUE	FALSE	FALSE	0.00886745320178266	NPHP3	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000115255	ENST00000233596	A_RO_D200	B_RO_D100	47.415825	19.36371	12.565195	11.345413333333331	0.31181666666666663	0.27495000000000003	0.5867666666666667	5.117713577780313e-4	FALSE	0	TRUE	yes	no	TRUE	0.3778436532326483	4.833659999091751	2.980015660513852	0.12754306487028338	0.502176718843419	1.3529127777755992	4.966841030794298	37.802373775530846	4.217704954546805e-4	0.02573302130006234	TRUE	FALSE	TRUE	5.117713577780313e-4	REEP6	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000115255	ENST00000395479	A_RO_D200	B_RO_D100	47.415825	19.36371	34.820375	7.970870000000001	-0.3137833333333334	0.7242500000000001	0.41046666666666665	5.112824509604064e-4	FALSE	0	TRUE	yes	no	TRUE	2.3632788274175898	4.92981241459248	56.88533744942582	1.2639730638007516e-4	0.05406674060447068	1.3529127777755992	4.966841030794298	37.802373775530846	4.217704954546805e-4	0.02573302130006234	TRUE	FALSE	TRUE	5.112824509604064e-4	REEP6	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000116127	ENST00000620466	A_RO_D200	B_RO_D100	44.398585	40.56338999999999	19.697405	0.9162	-0.4216	0.4445	0.0229	2.457975752480266e-17	FALSE	0	TRUE	no	no	FALSE	4.648022259673963	4.175663873219296	13.850940808802308	0.00731495140848317	0.2116565713550492	0.5906035036277643	8.076280470836137	6.21815744216683	0.0405531599901694	0.1711749718184913	TRUE	FALSE	FALSE	2.457975752480266e-17	ALMS1	protein_coding	retained_intron	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000122970	ENST00000552912	A_RO_D200	B_RO_D100	40.84177	37.979843333333335	16.63054	10.737453333333333	-0.12363333333333332	0.4068	0.2831666666666667	0.03647328126192255	FALSE	0	TRUE	yes	no	NA	0.8583667291668414	5.0058089257361305	8.116693446273521	0.02447960134822197	0.32298945707842713	0.12185562074207083	6.820029760327295	0.31735617675889466	0.5903523495842599	0.7719797905736988	TRUE	FALSE	FALSE	0.03647328126192255	IFT81	protein_coding	protein_coding	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000125124	ENST00000245157	A_RO_D200	B_RO_D100	49.87826499999999	56.92968666666667	5.851055000000001	14.646836666666664	0.14115	0.11535	0.2565	5.415821549446097e-9	FALSE	0	TRUE	yes	no	TRUE	-1.0822290524780698	4.411933885569879	7.8004782443198515	0.02654060214194804	0.33281901948319925	-0.01879386549568315	6.244832593351366	0.00347518192968169	0.9545986490974284	0.9800452060423958	TRUE	FALSE	FALSE	5.415821549446097e-9	BBS2	protein_coding	protein_coding	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000127463	ENST00000477853	A_RO_D200	B_RO_D100	42.107355	24.91861333333333	19.636065	17.471543333333333	0.2232500000000001	0.47315	0.6964	0.00380802524322739	FALSE	0	TRUE	yes	yes	TRUE	0.4025711283646763	5.220839166049659	1.9071250096667636	0.2093786354019815	0.5737088502417269	0.49942000874547615	5.822500010244819	11.842380613651912	0.01025965538393474	0.0895884351260872	TRUE	FALSE	FALSE	0.00380802524322739	EMC1	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000128159	ENST00000248846	A_RO_D200	B_RO_D100	14.01092	11.60554	4.87522	6.180023333333334	0.19661666666666663	0.33745000000000003	0.5340666666666667	0.04374719436987638	FALSE	0	TRUE	yes	no	TRUE	-0.12192020935073626	3.81041186682461	0.0841566861055543	0.7800702894382474	0.93940957907957	0.19775995164982055	4.557664708944176	0.8911473848047137	0.37558216534850875	0.6001429840192603	TRUE	FALSE	FALSE	0.04374719436987638	TUBGCP6	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000134183	ENST00000679935	A_RO_D200	B_RO_D100	51.187825	22.70556	7.0975	16.93549	0.6076666666666667	0.1384	0.7460666666666667	6.6811301557327314e-6	FALSE	0	TRUE	yes	no	FALSE	-1.015559210833339	4.257718654592318	5.059729086192737	0.05890426451549105	0.4266241413292174	1.0681398173435368	4.927478651928302	5.727560181000575	0.04707045293849356	0.18616111897956003	TRUE	FALSE	FALSE	6.6811301557327314e-6	GNAT2	protein_coding	protein_coding	Cone or cone-rod dystrophy, autosomal recessive
ENSG00000134183	ENST00000351050	A_RO_D200	B_RO_D100	51.187825	22.70556	44.090325	5.7700700000000005	-0.6076666666666667	0.8616	0.25393333333333334	6.664596267253699e-6	FALSE	0	TRUE	yes	no	FALSE	3.166369323618758	5.099856477251043	20.82801897886422	0.00253178231129672	0.14291795527812914	1.0681398173435368	4.927478651928302	5.727560181000575	0.04707045293849356	0.18616111897956003	TRUE	FALSE	FALSE	6.664596267253699e-6	GNAT2	protein_coding	protein_coding	Cone or cone-rod dystrophy, autosomal recessive
ENSG00000143951	ENST00000272321	A_RO_D200	B_RO_D100	14.249585	14.130813333333332	5.346235	9.264273333333334	0.28283333333333327	0.3751	0.6579333333333333	0.03343323302352387	FALSE	0	TRUE	yes	no	TRUE	-0.5551224736671636	4.027369797115207	1.6660424099820257	0.23741494947194444	0.5995394835707243	1.421796575285854	5.893499679765492	13.491059995019643	0.00758628845190909	0.07883689418594274	TRUE	FALSE	FALSE	0.03343323302352387	WDPCP	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000144028	ENST00000323853	A_RO_D200	B_RO_D100	85.09814	126.93008333333334	78.63104	91.37032333333332	-0.2030833333333334	0.92395	0.7208666666666667	6.778713247111349e-4	FALSE	0	TRUE	yes	no	TRUE	0.01361524214727412	7.597400193760644	0.01086882147239434	0.9198656318200068	0.9901094318559516	-0.6067785310461757	7.084196135611516	19.024234050733256	0.00304944421604188	0.05318996030923968	TRUE	FALSE	FALSE	6.778713247111349e-4	SNRNP200	protein_coding	protein_coding	Retinitis pigmentosa, autosomal dominant
ENSG00000144028	ENST00000497539	A_RO_D200	B_RO_D100	85.09814	126.93008333333334	5.722245	34.15065333333333	0.20071666666666668	0.06735	0.2680666666666667	6.786067999760486e-4	FALSE	0	TRUE	yes	no	TRUE	-2.33966134555224	5.2244037333669775	9.34368105015425	0.01819664865543721	0.2945553762598371	-0.6067785310461757	7.084196135611516	19.024234050733256	0.00304944421604188	0.05318996030923968	TRUE	FALSE	FALSE	6.786067999760486e-4	SNRNP200	protein_coding	retained_intron	Retinitis pigmentosa, autosomal dominant
ENSG00000148482	ENST00000377374	A_RO_D200	B_RO_D100	3.845375	1.9850166666666669	0.61965	0	-0.1619	0.1619	0	0.04198537670022111	FALSE	0	TRUE	yes	yes	TRUE	6.0376809556595	-0.2481564660109037	8.105790377028523	0.03541424606727522	0.36733186444621985	1.086631839972262	2.041732129830378	2.286888560082838	0.1731693079476943	0.38229278622956425	TRUE	FALSE	FALSE	0.04198537670022111	SLC39A12	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000156313	ENST00000642395	A_RO_D200	B_RO_D100	28.74554	20.337926666666664	1.612175	3.70922	0.1277666666666667	0.0553	0.18306666666666668	1.0161941029994024e-4	FALSE	0	TRUE	yes	no	TRUE	-0.9615479199607984	2.65919210295042	2.469049381187665	0.15970423761127708	0.5305438463240022	0.8036251729195802	5.798200887439188	3.2120521516274425	0.11513077419870656	0.30390396940001246	TRUE	FALSE	FALSE	1.0161941029994024e-4	RPGR	protein_coding	protein_coding	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Cone or cone-rod dystrophy, X-linked"", ""Leber congenital amaurosis, autosomal recessive"", ""Macular degeneration, X-linked"", ""Retinitis pigmentosa, X-linked"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000157796	ENST00000512588	A_RO_D200	B_RO_D100	20.285995	38.40764	4.20561	18.967216666666666	0.27175000000000005	0.21205	0.4838	0.02661593906588494	FALSE	0	TRUE	no	no	TRUE	-1.9423065884748008	4.42089158785454	15.170398948938493	0.00582970286875461	0.1964368691474426	-0.1266920725121515	6.098129308225295	0.3041625308413132	0.5980217031490183	0.7772396221159346	TRUE	FALSE	FALSE	0.02661593906588494	WDR19	protein_coding	retained_intron	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000165533	ENST00000622513	A_RO_D200	B_RO_D100	41.48166500000001	35.75042333333334	10.155445	13.576596666666669	0.13648333333333337	0.24495	0.38143333333333335	0.02622968101737539	FALSE	0	TRUE	yes	no	NA	-0.18868850264888112	4.607632707380627	0.6877420168911335	0.43405140823530486	0.7534831256536468	0.08766220850547515	6.366944622871974	0.3541941340281023	0.5698673909281298	0.7584995035813058	TRUE	FALSE	FALSE	0.02622968101737539	TTC8	protein_coding	protein_coding	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000167113	ENST00000300452	A_RO_D200	B_RO_D100	29.318765	34.56155666666667	18.281885000000003	17.172943333333333	-0.12791666666666668	0.62365	0.49573333333333336	0.03784137132004832	FALSE	0	TRUE	yes	no	NA	0.31770258665102385	5.263330143175617	2.427716675194659	0.16276883198229816	0.5332623806993222	-0.17798002571973884	5.4586614415496255	1.3297072624308832	0.2854863048858493	0.5116595781700567	TRUE	FALSE	FALSE	0.03784137132004832	COQ4	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000170289	ENST00000681746	A_RO_D200	B_RO_D100	16.22435	5.54268	0.222205	1.3429233333333337	0.23295	0.01575	0.2487	0.01240621738055713	TRUE	0	TRUE	yes	no	TRUE	-2.3144270971959338	0.6660729224554829	3.420272086030025	0.10646692589409172	0.4839534191032607	1.998516776304216	4.397381101852611	40.74308522190275	3.35975469450247e-4	0.02364129447504598	TRUE	FALSE	TRUE	0.01240621738055713	CNGB3	protein_coding	nonsense_mediated_decay	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000176406	ENST00000436393	A_RO_D200	B_RO_D100	209.7144649999999	28.588749999999997	170.72246	13.87074	-0.32515000000000005	0.81305	0.4879	2.3554257802139473e-8	FALSE	0	TRUE	yes	no	NA	3.862374739445746	6.966416134240816	132.7886154660273	7.766827318984023e-6	0.02027598650207248	1.5003040888623078	8.679437960320467	28.627478012788707	9.790731302134498e-4	0.03432649735734896	TRUE	TRUE	TRUE	2.3554257802139473e-8	RIMS2	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000187017	ENST00000645284	A_RO_D200	B_RO_D100	80.09933500000001	42.34738	56.67384	22.064576666666667	-0.1773166666666668	0.7040500000000001	0.5267333333333333	0.02808119267379503	FALSE	2	TRUE	yes	no	NA	1.598783696779538	5.873153641117426	33.162986635205094	6.691305139249961e-4	0.08978130417088435	0.8478763792679158	6.078425553747557	17.336114131876613	0.0039931648243387	0.05987284367791254	TRUE	FALSE	FALSE	0.02808119267379503	ESPN	protein_coding	protein_coding	c(""Deafness alone or syndromic, autosomal dominant"", ""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000187240	ENST00000375735	A_RO_D200	B_RO_D100	43.63615	37.942436666666666	22.343405	32.36983333333333	0.33629999999999993	0.5147	0.851	4.6265805157075464e-08	FALSE	0	TRUE	yes	no	FALSE	-0.3014820027337637	6.0506796840498565	1.54659893626302	0.2533105798258148	0.6133857850183905	-0.3303665999009139	7.234584444713788	1.048420953329119	0.3391249459512568	0.5669906528926244	TRUE	FALSE	FALSE	4.6265805157075464e-08	DYNC2H1	protein_coding	protein_coding	Other retinopathy, autosomal recessive
ENSG00000187240	ENST00000650373	A_RO_D200	B_RO_D100	43.63615	37.942436666666666	18.196199999999997	3.915173333333333	-0.3091833333333333	0.41445	0.10526666666666668	3.183406264100747e-5	FALSE	0	TRUE	yes	no	FALSE	2.4488350751114165	3.9979397799621728	6.421360110752307	0.0387022750442708	0.3772628695790852	-0.3303665999009139	7.234584444713788	1.048420953329119	0.3391249459512568	0.5669906528926244	TRUE	FALSE	FALSE	3.183406264100747e-5	DYNC2H1	protein_coding	protein_coding	Other retinopathy, autosomal recessive
ENSG00000187535	ENST00000426508	A_RO_D200	B_RO_D100	13.155425	28.509876666666667	12.07415	19.070673333333332	-0.23841666666666672	0.91585	0.6774333333333333	0.04557334171598561	FALSE	0	TRUE	no	no	TRUE	-0.4309966216720564	5.206603159795709	5.62110851808014	0.04921357485089896	0.4060917700294467	-0.4292577231849852	5.409844072638159	7.088582450792792	0.03135813918802446	0.15053171059988105	TRUE	FALSE	FALSE	0.04557334171598561	IFT140	protein_coding	protein_coding	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000188107	ENST00000503581	A_RO_D200	B_RO_D100	52.78079	27.70096	38.154430000000005	7.132886666666667	-0.4735666666666668	0.7270000000000001	0.2534333333333333	1.5229754164870504e-21	FALSE	0	TRUE	yes	yes	TRUE	2.656725183492344	4.991642289144494	27.96616931328187	0.0011040581542869	0.10674587392883894	1.1077844461897863	7.587136052610394	4.741861593159622	0.06491267427813814	0.22067980541257864	TRUE	FALSE	FALSE	1.5229754164870504e-21	EYS	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000196189	ENST00000470306	A_RO_D200	B_RO_D100	3.08153	2.6624333333333334	1.038355	0.08781333333333334	-0.28598333333333337	0.34155	0.05556666666666666	0.04622057286243587	NA	1	FALSE	NA	NA	TRUE	3.6640257094621287	0.29894494063645116	5.693131457377917	0.04812545040978828	0.4032389022212877	0.3205805540495659	2.372083867570555	0.3739165695813784	0.5596039060737524	0.7519914395738272	TRUE	FALSE	FALSE	0.04622057286243587	SEMA4A	protein_coding	retained_intron	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"")
ENSG00000196189	ENST00000368282	A_RO_D200	B_RO_D100	3.08153	2.6624333333333334	1.13416	2.45201	0.5037833333333332	0.37035	0.8741333333333333	0.0348778943327197	FALSE	0	TRUE	yes	yes	TRUE	-0.8810852285877047	1.6829928936523326	0.7952948870406067	0.40185039647563175	0.7291650151569555	0.3205805540495659	2.372083867570555	0.3739165695813784	0.5596039060737524	0.7519914395738272	TRUE	FALSE	FALSE	0.0348778943327197	SEMA4A	protein_coding	protein_coding	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"")
ENSG00000198707	ENST00000676363	A_RO_D200	B_RO_D100	134.21792499999998	105.19907666666666	17.128385	25.16889	0.11103333333333334	0.1278	0.23883333333333337	2.3828742168367107e-5	FALSE	3	TRUE	yes	no	TRUE	-0.32248995366883243	5.298596222354783	2.338427232186833	0.16966926798565918	0.5395558941900118	-0.08328742961313843	7.791035260735102	0.184351454250145	0.6801973431072454	0.8284728068863627	TRUE	FALSE	FALSE	2.3828742168367107e-5	CEP290	protein_coding	retained_intron	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Leber congenital amaurosis, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000198947	ENST00000679437	A_RO_D200	B_RO_D100	110.94973000000002	32.22698	0.4969	7.519496666666667	0.22525	0.00335	0.2286	2.8225625496981276e-5	FALSE	1	TRUE	no	no	TRUE	-3.6421700204386696	2.910661555047294	3.7324980193708934	0.0942596910512845	0.47282286024780645	3.279454360657036	7.953074507348653	59.652652129289336	9.992343478678722e-5	0.01617181905101951	TRUE	FALSE	TRUE	2.8225625496981276e-5	DMD	protein_coding	protein_coding	Other retinopathy, X-linked
ENSG00000198947	ENST00000357033	A_RO_D200	B_RO_D100	110.94973000000002	32.22698	44.88787	1.28393	-0.33468333333333333	0.37795	0.04326666666666666	0.00191793895878835	FALSE	1	TRUE	yes	no	TRUE	5.359979399258578	4.998661486219645	53.25610638839487	1.558207188397372e-4	0.05504563393167554	3.279454360657036	7.953074507348653	59.652652129289336	9.992343478678722e-5	0.01617181905101951	TRUE	FALSE	TRUE	0.00191793895878835	DMD	protein_coding	protein_coding	Other retinopathy, X-linked
