gene_id	ensembl_gene_name	isoform_id	logFC	FDR	isoform_switch_q_value	dIF
ENSG00000105379	ETFB	ENST00000354232.8	-1.30942500942744	1.5171311866797e-4	0.0248820751138652	0.26245000000000007
ENSG00000105426	PTPRS	transcript24483.chr19.nic	-0.610199523031623	0.0351820520791975	3.750305924316446e-4	-0.44145
ENSG00000105426	PTPRS	transcript24503.chr19.nic	-0.610199523031623	0.0351820520791975	7.285611645407067e-5	0.242
ENSG00000107643	MAPK8	ENST00000374189.6	-1.80893443006132	3.11134797292402e-5	0.01946658540282849	0.24790000000000004
ENSG00000111666	CHPT1	transcript39808.chr12.nnic	1.74719923310271	2.31392752863e-4	0.01156441148195444	0.28669999999999995
ENSG00000113048	MRPS27	transcript13703.chr5.nnic	0.53773187843361	0.0455207025457584	0.03940982632576831	0.20740000000000003
ENSG00000125744	RTN2	ENST00000344680.8	-2.3985956517489	1.9720256705951e-4	0.0499967109876565	0.5426
ENSG00000125744	RTN2	ENST00000430715.6	-2.3985956517489	1.9720256705951e-4	0.00328942728446748	-0.6567000000000001
ENSG00000125814	NAPB	ENST00000377026.4	-2.48928277719695	4.3427813682062e-6	0.0132455843493529	0.52475
ENSG00000126214	KLC1	transcript32992.chr14.nnic	-1.66008863214041	3.28843829646222e-5	0.01265887439773174	0.25945000000000007
ENSG00000136717	BIN1	ENST00000316724.10	-0.755269384451972	0.0105723032182888	6.307137407049827e-4	0.45175
ENSG00000136717	BIN1	transcript42624.chr2.nnic	-0.755269384451972	0.0105723032182888	0.00844112499144778	0.17570000000000002
ENSG00000136717	BIN1	ENST00000409400.1	-0.755269384451972	0.0105723032182888	0.02020018720469937	-0.30225
ENSG00000139970	RTN1	ENST00000342503.8	-4.14285403032121	5.66757637408015e-7	6.462694426203404e-10	0.63545
ENSG00000139970	RTN1	ENST00000267484.10	-4.14285403032121	5.66757637408015e-7	5.108314530838746e-9	-0.65005
ENSG00000140416	TPM1	ENST00000334895.10	1.91448162229499	2.61241937345964e-5	6.281203735246462e-6	0.28535
ENSG00000140416	TPM1	ENST00000358278.7	1.91448162229499	2.61241937345964e-5	0.00175095162043548	-0.5407000000000001
ENSG00000142192	APP	ENST00000357903.7	0.614165718077616	0.0244491128233474	0.01588678754218642	-0.28785000000000005
ENSG00000142538	PTH2	transcript68934.chr19.nnic	2.77065740653562	7.46521601993162e-6	2.6584322865667926e-10	0.5750000000000001
ENSG00000142538	PTH2	ENST00000270631.2	2.77065740653562	7.46521601993162e-6	6.436918019194676e-11	-0.5750000000000001
ENSG00000143324	XPR1	ENST00000367590.9	-2.06088533041836	3.11171225984112e-5	0.00738009682025628	0.3691
ENSG00000150764	DIXDC1	transcript45515.chr11.nic	-0.587961546541558	0.0487804821131267	0.0132455843493529	0.4192
ENSG00000157514	TSC22D3	ENST00000372390.8	-0.826274050463248	0.0133190848103853	0.02912120190497395	0.3103
ENSG00000157514	TSC22D3	ENST00000372397.6	-0.826274050463248	0.0133190848103853	0.03407543315814362	-0.29275000000000007
ENSG00000159023	EPB41	ENST00000343067.9	-1.40096801143207	1.2555307753532e-4	0.01265887439773174	0.43075
ENSG00000159023	EPB41	ENST00000647103.1	-1.40096801143207	1.2555307753532e-4	0.03995129860029654	-0.27115
ENSG00000160710	ADAR	ENST00000368474.9	-0.527069434650251	0.0365367887588744	0.04327925487778515	-0.24760000000000004
ENSG00000163539	CLASP2	transcript10302.chr3.nic	-2.35340547519763	6.94937944330296e-6	0.04564467317251439	0.13375
ENSG00000164054	SHISA5	ENST00000296444.7	-0.549376079606326	0.0294979435302637	0.00220440051938386	-0.2201
ENSG00000164054	SHISA5	ENST00000426002.5	-0.549376079606326	0.0294979435302637	0.00156707861821811	0.2199
ENSG00000168000	BSCL2	ENST00000360796.10	-1.77912788256695	4.28763629565147e-5	9.551065940230207e-5	0.4424499999999999
ENSG00000168894	RNF181	transcript32072.chr2.nnic	-0.762808577423756	0.00916272904052845	0.00352554078376658	-0.6930499999999999
ENSG00000170396	ZNF804A	transcript60045.chr2.nnic	-4.39268788460093	5.65904492343199e-6	0.04564467317251439	-0.62525
ENSG00000170396	ZNF804A	ENST00000302277.7	-4.39268788460093	5.65904492343199e-6	0.02020018720469937	0.62525
ENSG00000171735	CAMTA1	transcript5346.chr1.nic	-0.74574672168071	0.00719672998166781	0.00287707723056856	0.2993
ENSG00000175582	RAB6A	ENST00000336083.8	-0.828908306442146	0.00402024943891225	0.0132455843493529	0.46635
ENSG00000182287	AP1S2	ENST00000329235.6	-0.925309873259454	0.00383922456544541	0.00171130357931399	0.3761
ENSG00000182287	AP1S2	ENST00000380291.5	-0.925309873259454	0.00383922456544541	1.5308413366472224e-6	-0.32275
ENSG00000196405	EVL	transcript29982.chr14.nic	-0.586551747661812	0.0254994761214968	0.00220440051938386	0.1569
ENSG00000196482	ESRRG	ENST00000408911.8	-1.29931563728066	5.171868724228e-4	0.01990772722371559	0.4389499999999999
ENSG00000196923	PDLIM7	ENST00000355572.6	1.28754757601971	2.1057844944391e-4	1.0706474992052697e-4	0.6169
ENSG00000196923	PDLIM7	ENST00000355841.7	1.28754757601971	2.1057844944391e-4	7.002418019811022e-5	-0.44065
ENSG00000196924	FLNA	ENST00000676696.1	2.02697233142929	7.18689211238479e-6	2.6777530946146123e-5	0.1711
ENSG00000197043	ANXA6	transcript39834.chr5.nnic	2.66838123344263	2.30179112023122e-6	0.00106058039041936	0.60645
ENSG00000204843	DCTN1	ENST00000409240.5	-1.18467319332436	2.5791344242828e-4	0.04394830977619593	-0.522
ENSG00000204843	DCTN1	ENST00000409438.5	-1.18467319332436	2.5791344242828e-4	4.729951568711841e-6	0.49175
