seq_id	aln_start	aln_end	env_start	env_end	hmm_acc	hmm_name	type	hmm_start	hmm_end	hmm_length	score	evalue	significance	clan
BambuTx153	129	166	129	166	PF00805.27	Pentapeptide	Repeat	1	38	40	38.2	9.4e-10	1	CL0505
BambuTx153	224	262	224	262	PF00805.27	Pentapeptide	Repeat	1	39	40	46.9	1.7e-12	1	CL0505
BambuTx154	3	108	1	108	PF14792.11	DNA_pol_B_palm	Domain	9	113	113	120.7	4.1e-35	1	CL0260
BambuTx154	115	179	114	180	PF14791.11	DNA_pol_B_thumb	Family	2	62	63	72.4	2.5e-20	1	No_Clan
BambuTx17	83	168	83	171	PF00041.26	fn3	Domain	1	81	84	49.4	4.8e-13	1	CL0159
BambuTx178	67	311	66	311	PF00001.26	7tm_1	Family	2	260	260	134.4	6e-39	1	CL0192
BambuTx181	9	213	3	213	PF07528.19	DZF_N	Domain	32	210	210	139.7	1.5e-40	1	CL0260
BambuTx181	217	336	217	346	PF20965.2	DZF_C	Domain	1	121	133	128	2.9e-37	1	No_Clan
BambuTx181	396	449	389	451	PF00035.31	dsrm	Domain	9	64	66	39.4	7.9e-10	1	CL0196
BambuTx181	513	574	512	574	PF00035.31	dsrm	Domain	3	66	66	53.6	3.1e-14	1	CL0196
BambuTx183	8	85	8	85	PF13873.11	Myb_DNA-bind_5	Domain	1	78	78	90.6	5.6e-26	1	CL0123
BambuTx188	69	175	67	180	PF00586.29	AIRS	Domain	3	107	112	56	5.5e-15	1	CL0804
BambuTx188	193	366	192	368	PF02769.27	AIRS_C	Domain	2	154	156	74.5	1.2e-20	1	No_Clan
BambuTx190	110	171	110	171	PF00226.36	DnaJ	Domain	1	63	63	94.6	3.4e-27	1	CL0392
BambuTx190	267	366	261	366	PF09320.16	DUF1977	Family	7	108	108	100.7	5.9e-29	1	No_Clan
BambuTx192	11	75	10	76	PF00536.36	SAM_1	Domain	2	63	64	36	8e-09	1	CL0003
BambuTx192	292	365	292	365	PF14360.11	PAP2_C	Domain	1	74	74	99.4	1.6e-28	1	CL0525
BambuTx193	16	258	15	260	PF00335.25	Tetraspanin	Family	2	223	225	190.5	4e-56	1	CL0347
BambuTx2	7	66	1	87	PF02984.24	Cyclin_C	Domain	36	94	119	26.2	7.6e-06	1	CL0065
BambuTx218	1	245	1	245	PF01209.23	Ubie_methyltran	Family	23	233	233	277.9	6.7e-83	1	CL0063
BambuTx225	69	398	8	400	PF07690.21	MFS_1	Family	31	345	347	64	1.3e-17	1	CL0015
BambuTx229	10	93	6	96	PF00153.32	Mito_carr	Repeat	6	93	96	63.3	1.6e-17	1	No_Clan
BambuTx229	106	199	102	202	PF00153.32	Mito_carr	Repeat	5	93	96	73.5	1e-20	1	No_Clan
BambuTx229	208	296	205	298	PF00153.32	Mito_carr	Repeat	4	94	96	78.1	3.8e-22	1	No_Clan
BambuTx230	10	93	6	96	PF00153.32	Mito_carr	Repeat	6	93	96	63.3	1.6e-17	1	No_Clan
BambuTx230	106	199	102	202	PF00153.32	Mito_carr	Repeat	5	93	96	73.5	1e-20	1	No_Clan
BambuTx230	208	296	205	298	PF00153.32	Mito_carr	Repeat	4	94	96	78.1	3.8e-22	1	No_Clan
BambuTx233	17	40	15	40	PF00642.29	zf-CCCH	Family	4	27	27	22	0.00014	1	CL0537
BambuTx233	48	86	48	86	PF22628.1	zf-CCCH_10	Domain	1	39	39	74.6	3.7e-21	1	CL0537
BambuTx233	178	202	177	203	PF00642.29	zf-CCCH	Family	2	26	27	21.2	0.00025	1	CL0537
BambuTx233	213	251	213	251	PF22628.1	zf-CCCH_10	Domain	1	39	39	78	3.1e-22	1	CL0537
BambuTx235	130	360	127	360	PF14735.11	HAUS4	Family	5	235	235	294.7	5.9e-88	1	No_Clan
BambuTx248	81	214	78	217	PF00179.31	UQ_con	Domain	4	137	140	77.1	1.2e-21	1	CL0208
BambuTx249	216	241	216	241	PF13465.11	zf-H2C2_2	Domain	1	26	26	41.1	1.5e-10	1	CL0361
BambuTx249	258	280	258	280	PF00096.31	zf-C2H2	Domain	1	23	23	21.9	2e-04	1	CL0361
BambuTx249	315	337	315	337	PF00096.31	zf-C2H2	Domain	1	23	23	26.8	5.4e-06	1	CL0361
BambuTx249	343	365	343	365	PF00096.31	zf-C2H2	Domain	1	23	23	23.6	5.7e-05	1	CL0361
BambuTx249	371	393	371	393	PF00096.31	zf-C2H2	Domain	1	23	23	16.8	0.0084	1	CL0361
BambuTx249	399	418	399	420	PF00096.31	zf-C2H2	Domain	1	20	23	17.6	0.0047	1	CL0361
BambuTx249	428	450	428	450	PF00096.31	zf-C2H2	Domain	1	23	23	25.6	1.3e-05	1	CL0361
BambuTx249	501	525	500	525	PF13465.11	zf-H2C2_2	Domain	2	26	26	41.9	8.3e-11	1	CL0361
BambuTx25	191	211	189	211	PF00096.31	zf-C2H2	Domain	3	23	23	16.6	0.0098	1	CL0361
BambuTx25	261	283	261	283	PF00096.31	zf-C2H2	Domain	1	23	23	25.7	1.3e-05	1	CL0361
BambuTx25	291	311	290	311	PF00096.31	zf-C2H2	Domain	3	23	23	16.3	0.012	1	CL0361
BambuTx25	317	339	317	339	PF00096.31	zf-C2H2	Domain	1	23	23	23.2	7.8e-05	1	CL0361
BambuTx25	353	375	353	375	PF00096.31	zf-C2H2	Domain	1	23	23	26.4	7.6e-06	1	CL0361
BambuTx25	383	403	382	403	PF00096.31	zf-C2H2	Domain	3	23	23	18.9	0.0017	1	CL0361
BambuTx25	409	431	409	431	PF00096.31	zf-C2H2	Domain	1	23	23	23.8	5.1e-05	1	CL0361
BambuTx25	437	459	437	459	PF00096.31	zf-C2H2	Domain	1	23	23	25.2	1.7e-05	1	CL0361
BambuTx25	465	487	465	487	PF00096.31	zf-C2H2	Domain	1	23	23	23	8.7e-05	1	CL0361
BambuTx25	493	515	493	515	PF00096.31	zf-C2H2	Domain	1	23	23	24.2	3.8e-05	1	CL0361
BambuTx25	521	543	521	543	PF00096.31	zf-C2H2	Domain	1	23	23	19.9	0.00086	1	CL0361
BambuTx250	6	41	3	43	PF10190.14	Tmemb_170	Family	6	41	106	45.3	1.1e-11	1	No_Clan
BambuTx250	41	83	40	83	PF10190.14	Tmemb_170	Family	64	106	106	44.6	1.8e-11	1	No_Clan
BambuTx253	1	61	1	62	PF01423.27	LSM	Domain	11	65	66	40.5	2e-10	1	CL0010
BambuTx255	18	110	5	111	PF01145.30	Band_7	Family	83	175	176	56.2	5.3e-15	1	CL0433
BambuTx255	236	310	234	345	PF15975.10	Flot	Family	1	77	124	30	5.3e-07	1	No_Clan
BambuTx275	7	99	7	99	PF10251.14	PEN-2	Family	1	93	93	135.1	1e-39	1	No_Clan
BambuTx277	53	360	52	360	PF06350.17	HSL_N	Family	2	306	306	396.1	1e-118	1	No_Clan
BambuTx277	392	540	392	550	PF07859.18	Abhydrolase_3	Domain	1	151	210	121.7	4.1e-35	1	CL0028
BambuTx277	707	772	682	773	PF07859.18	Abhydrolase_3	Domain	146	209	210	43.5	3.6e-11	1	CL0028
BambuTx293	36	75	36	75	PF05920.16	Homeobox_KN	Family	1	40	40	66.6	1.5e-18	1	CL0123
BambuTx295	43	122	34	123	PF02174.22	IRS	Domain	13	91	92	80	1.2e-22	1	CL0266
BambuTx30	71	142	70	143	PF07989.16	Cnn_1N	Coiled-coil	2	73	74	80.3	1.1e-22	1	No_Clan
BambuTx309	472	594	471	596	PF02893.25	GRAM	Domain	2	110	112	78.9	2.9e-22	1	CL0266
BambuTx31	71	142	70	143	PF07989.16	Cnn_1N	Coiled-coil	2	73	74	80.2	1.1e-22	1	No_Clan
BambuTx310	24	258	23	258	PF01275.24	Myelin_PLP	Family	2	231	231	335.9	1.6e-100	1	No_Clan
BambuTx311	5	239	4	239	PF01275.24	Myelin_PLP	Family	2	231	231	336.3	1.2e-100	1	No_Clan
BambuTx35	22	113	21	118	PF07679.21	I-set	Domain	2	85	90	30.7	2.9e-07	1	CL0159
BambuTx35	136	205	118	208	PF08205.17	C2-set_2	Domain	14	83	89	35.5	9.3e-09	1	CL0159
BambuTx35	308	389	307	390	PF13927.11	Ig_3	Domain	2	76	78	55.2	9.1e-15	1	CL0159
BambuTx352	88	292	86	293	PF04664.18	OGFr_N	Family	3	207	208	348.6	1.2e-104	1	No_Clan
BambuTx352	517	536	517	536	PF04680.18	OGFr_III	Repeat	1	20	20	27.4	3.8e-06	1	No_Clan
BambuTx352	537	556	537	556	PF04680.18	OGFr_III	Repeat	1	20	20	21.4	3e-04	1	No_Clan
BambuTx352	557	576	557	576	PF04680.18	OGFr_III	Repeat	1	20	20	29.6	8e-07	1	No_Clan
BambuTx352	577	596	577	596	PF04680.18	OGFr_III	Repeat	1	20	20	29.6	8e-07	1	No_Clan
BambuTx352	597	615	597	616	PF04680.18	OGFr_III	Repeat	1	19	20	21	0.00041	1	No_Clan
BambuTx36	28	121	19	122	PF00581.25	Rhodanese	Domain	12	101	102	62.5	4.9e-17	1	CL0031
BambuTx39	191	398	187	399	PF06702.17	Fam20C	Family	5	217	218	298.1	4.5e-89	1	CL0016
BambuTx43	87	357	21	374	PF03097.23	BRO1	Repeat	84	346	385	149.6	1.4e-43	1	CL0020
BambuTx5	48	83	45	83	PF00400.37	WD40	Repeat	4	39	39	31.1	2.7e-07	1	CL0186
BambuTx5	97	125	87	125	PF00400.37	WD40	Repeat	11	39	39	19	0.0018	1	CL0186
BambuTx5	137	170	133	170	PF00400.37	WD40	Repeat	5	39	39	25.1	2.2e-05	1	CL0186
BambuTx5	174	212	174	212	PF00400.37	WD40	Repeat	1	39	39	35.6	1.1e-08	1	CL0186
BambuTx5	217	254	216	254	PF00400.37	WD40	Repeat	2	39	39	40.5	3e-10	1	CL0186
BambuTx5	271	298	259	298	PF00400.37	WD40	Repeat	12	39	39	23.4	7.3e-05	1	CL0186
BambuTx5	306	340	303	340	PF00400.37	WD40	Repeat	5	39	39	27.8	3e-06	1	CL0186
BambuTx70	3	153	2	154	PF00160.26	Pro_isomerase	Domain	2	158	159	182.3	9e-54	1	CL0475
BambuTx87	105	349	105	349	PF00102.32	Y_phosphatase	Domain	1	234	234	299.7	1.8e-89	1	CL0031
BambuTx87	406	639	406	640	PF00102.32	Y_phosphatase	Domain	1	233	234	212.7	6.5e-63	1	CL0031
BambuTx93	32	54	29	54	PF10580.14	Neuromodulin_N	Domain	8	31	31	47.1	2e-12	1	No_Clan
BambuTx93	55	75	55	75	PF00612.32	IQ	Motif	1	21	21	26.2	4.7e-06	1	CL0220
BambuTx93	90	261	90	261	PF06614.16	Neuromodulin	Family	1	175	175	269.1	2.5e-80	1	CL0756
BambuTx98	32	371	31	371	PF05208.18	ALG3	Family	21	358	358	462.4	1.5e-138	1	CL0111
BambuTx99	1	273	1	273	PF15010.11	FAM131	Family	1	290	290	466.9	4.5e-140	1	No_Clan
ENST00000002125.9	100	353	100	354	PF02636.22	Methyltransf_28	Family	1	248	249	226.1	5.4e-67	1	CL0063
ENST00000003302.8	19	64	19	65	PF22566.1	UBA_8	Domain	1	45	46	56.8	1.6e-15	1	CL0214
ENST00000003302.8	74	126	74	126	PF21909.1	USP_UIM_N	Domain	1	53	53	99.9	7.7e-29	1	CL0702
ENST00000003302.8	162	647	162	647	PF00443.34	UCH	Family	1	254	254	168.6	2.2e-49	1	CL0125
ENST00000003583.12	100	131	100	132	PF07004.17	SHIPPO-rpt	Repeat	1	32	33	9.6	2.7	1	No_Clan
ENST00000003583.12	140	170	140	171	PF07004.17	SHIPPO-rpt	Repeat	1	32	33	13.7	0.13	1	No_Clan
ENST00000003583.12	178	210	178	213	PF07004.17	SHIPPO-rpt	Repeat	1	30	33	14.8	0.062	1	No_Clan
ENST00000003583.12	220	243	219	249	PF07004.17	SHIPPO-rpt	Repeat	2	26	33	12.4	0.35	1	No_Clan
ENST00000004531.14	74	476	74	489	PF13520.11	AA_permease_2	Family	1	377	427	167.7	4.9e-49	1	CL0062
ENST00000004531.14	596	646	596	646	PF13906.11	AA_permease_C	Domain	1	51	51	87.8	4.3e-25	1	CL0062
ENST00000006777.11	58	202	57	203	PF01694.27	Rhomboid	Family	2	142	143	90.6	1.3e-25	1	CL0207
ENST00000007264.7	17	182	17	182	PF00849.27	PseudoU_synth_2	Family	1	152	152	75	8.8e-21	1	CL0649
ENST00000007969.12	185	317	179	329	PF14580.11	LRR_9	Repeat	25	160	175	50	3e-13	1	CL0022
ENST00000008440.9	45	108	45	112	PF10263.14	SprT-like	Domain	1	64	108	51.7	8e-14	1	CL0126
ENST00000008440.9	121	168	121	168	PF22934.1	SPRTN_ZBD	Family	1	48	48	91.8	2.5e-26	1	No_Clan
ENST00000009530.13	17	128	17	129	PF09307.15	MHC2-interact	Domain	1	108	109	154.9	6.6e-46	1	No_Clan
ENST00000009530.13	136	203	136	204	PF08831.15	MHCassoc_trimer	Domain	1	68	69	114.5	2.1e-33	1	No_Clan
ENST00000009530.13	224	269	208	271	PF00086.23	Thyroglobulin_1	Domain	19	65	67	56.4	1.8e-15	1	No_Clan
ENST00000010132.6	104	400	104	400	PF00069.30	Pkinase	Domain	1	263	263	183.6	5.4e-54	1	CL0016
ENST00000010404.6	17	149	16	150	PF01124.23	MAPEG	Family	2	128	129	103.9	8.1e-30	1	No_Clan
ENST00000011691.6	13	72	13	74	PF05030.17	SSXT	Family	1	60	62	111	1.8e-32	1	No_Clan
ENST00000011898.10	9	229	9	229	PF00335.25	Tetraspanin	Family	1	225	225	205.4	1.1e-60	1	CL0347
ENST00000012134.7	189	211	189	211	PF00096.31	zf-C2H2	Domain	1	23	23	19	0.0017	1	CL0361
ENST00000012134.7	222	239	217	239	PF00096.31	zf-C2H2	Domain	6	23	23	16.5	0.01	1	CL0361
ENST00000012443.9	29	61	28	61	PF00515.33	TPR_1	Repeat	2	34	34	32.7	5.1e-08	1	CL0020
ENST00000012443.9	136	228	136	228	PF08321.17	PPP5	Repeat	1	93	93	111.7	1.8e-32	1	CL0020
ENST00000012443.9	236	429	235	431	PF00149.33	Metallophos	Domain	2	189	191	139.7	1.8e-40	1	CL0163
ENST00000013125.9	20	277	20	277	PF00069.30	Pkinase	Domain	1	263	263	211.2	2.1e-62	1	CL0016
ENST00000013125.9	522	812	521	815	PF00780.27	CNH	Repeat	2	252	255	177.5	5.2e-52	1	CL0186
ENST00000026218.9	247	510	247	511	PF05024.20	Gpi1	Family	1	264	265	291.3	7.9e-87	1	No_Clan
ENST00000029410.10	84	175	80	177	PF13733.11	Glyco_transf_7N	Domain	38	131	134	77.2	1e-21	1	CL0110
ENST00000029410.10	182	257	181	258	PF02709.19	Glyco_transf_7C	Family	2	77	78	86.7	7.2e-25	1	CL0110
ENST00000039989.9	297	326	295	328	PF13181.11	TPR_8	Repeat	3	32	34	16.6	0.0075	1	CL0020
ENST00000039989.9	693	719	691	722	PF13181.11	TPR_8	Repeat	5	31	34	13.9	0.059	1	CL0020
ENST00000042381.9	17	365	17	365	PF15903.10	PL48	Family	1	346	346	557.9	8.9e-168	1	No_Clan
ENST00000052569.10	282	359	280	360	PF00595.29	PDZ	Domain	3	80	81	62	6.2e-17	1	CL0466
ENST00000055335.11	163	283	157	284	PF03370.18	CBM_21	Domain	20	112	113	76.4	2.3e-21	1	CL0576
ENST00000055682.12	284	690	284	690	PF15735.10	DUF4683	Family	1	411	411	423	2.5e-126	1	No_Clan
ENST00000064778.8	1	244	1	244	PF14944.11	TCRP1	Family	1	235	235	398.9	1.2e-119	1	No_Clan
ENST00000070846.11	386	423	384	424	PF00514.28	Arm	Repeat	3	40	41	26.7	4.7e-06	1	CL0020
ENST00000070846.11	426	465	426	467	PF00514.28	Arm	Repeat	1	39	41	20.4	0.00047	1	CL0020
ENST00000072516.7	69	139	55	144	PF18452.6	Ig_6	Domain	47	120	128	29.5	6.8e-07	1	CL0159
ENST00000072516.7	405	562	404	570	PF01582.25	TIR	Family	2	176	179	121.3	4.6e-35	1	CL0173
ENST00000085068.7	16	178	16	179	PF00857.25	Isochorismatase	Family	1	174	175	75.5	6.2e-21	1	No_Clan
ENST00000085079.11	17	140	17	140	PF01417.25	ENTH	Repeat	1	124	124	185.4	4e-55	1	CL0020
ENST00000156825.5	5	37	4	40	PF01429.24	MBD	Domain	37	74	77	23.2	4.8e-05	1	CL0081
ENST00000156825.5	47	116	47	116	PF16564.10	MBDa	Domain	1	71	71	100	7.7e-29	1	CL0081
ENST00000156825.5	121	211	120	211	PF14048.11	MBD_C	Family	2	94	94	121.6	2.1e-35	1	No_Clan
ENST00000158166.5	128	447	128	447	PF00069.30	Pkinase	Domain	1	263	263	187.1	4.6e-55	1	CL0016
ENST00000159111.9	16	50	16	50	PF02375.22	JmjN	Family	1	34	34	51.4	8.4e-14	1	CL0029
ENST00000159111.9	176	292	176	292	PF02373.27	JmjC	Domain	1	114	114	146.6	4.4e-43	1	CL0029
ENST00000159111.9	754	789	754	789	PF13831.11	PHD_2	Family	1	36	36	53.8	1.1e-14	1	CL0229
ENST00000159111.9	796	906	795	906	PF13832.11	zf-HC5HC2H_2	Domain	2	109	109	126.9	4.3e-37	1	CL0229
ENST00000159111.9	922	956	922	956	PF18104.6	Tudor_2	Domain	1	35	35	53.9	1.3e-14	1	CL0010
ENST00000160740.7	201	268	200	268	PF00505.24	HMG_box	Domain	2	69	69	63.1	2.9e-17	1	CL0114
ENST00000160827.9	49	368	49	368	PF00225.28	Kinesin	Domain	1	327	327	316.8	1.7e-94	1	CL0023
ENST00000160827.9	596	646	595	650	PF12836.12	HHH_3	Domain	8	58	65	39.8	4.3e-10	1	CL0198
ENST00000164227.10	186	272	184	272	PF12796.12	Ank_2	Repeat	11	90	90	54.3	1.8e-14	1	CL0465
ENST00000164640.8	131	211	130	212	PF00595.29	PDZ	Domain	2	80	81	50.5	2.4e-13	1	CL0466
ENST00000165698.9	19	94	19	95	PF03134.24	TB2_DP1_HVA22	Family	1	76	77	99.8	7.2e-29	1	No_Clan
ENST00000166244.8	33	204	32	204	PF01404.24	Ephrin_lbd	Domain	2	176	176	227.9	1e-67	1	CL0202
ENST00000166244.8	330	421	328	429	PF00041.26	fn3	Domain	1	75	84	31.4	2.1e-07	1	CL0159
ENST00000166244.8	440	529	438	530	PF00041.26	fn3	Domain	3	83	84	63.4	2.1e-17	1	CL0159
ENST00000166244.8	543	632	543	632	PF14575.11	EphA2_TM	Domain	1	74	74	57.6	1.9e-15	1	No_Clan
ENST00000166244.8	635	892	635	892	PF07714.22	PK_Tyr_Ser-Thr	Domain	1	258	258	317.2	8.6e-95	1	CL0016
ENST00000166244.8	934	992	931	992	PF00536.36	SAM_1	Domain	7	64	64	72.2	4e-20	1	CL0003
ENST00000166534.8	26	157	26	157	PF08336.16	P4Ha_N	Family	1	135	135	134.8	2e-39	1	No_Clan
ENST00000166534.8	416	519	416	519	PF13640.11	2OG-FeII_Oxy_3	Domain	1	98	98	54.8	1.7e-14	1	CL0029
ENST00000167218.9	135	172	135	172	PF01753.23	zf-MYND	Domain	1	39	39	37.9	1.6e-09	1	CL0175
ENST00000167462.9	273	372	271	372	PF08366.18	LLGL	Family	3	104	104	138.4	1e-40	1	No_Clan
ENST00000167462.9	432	451	423	451	PF00400.37	WD40	Repeat	20	39	39	14.1	0.064	1	CL0186
ENST00000169298.8	173	384	145	386	PF00777.23	Glyco_transf_29	Family	47	269	272	121.9	3.9e-35	1	No_Clan
ENST00000171887.8	179	305	179	306	PF10409.14	PTEN_C2	Domain	1	132	133	139.1	8.5e-41	1	CL0154
ENST00000175756.10	56	289	56	290	PF00102.32	Y_phosphatase	Domain	1	233	234	262.7	3.7e-78	1	CL0031
ENST00000178638.8	39	289	38	289	PF00194.26	Carb_anhydrase	Domain	2	254	254	298.5	5.2e-89	1	No_Clan
ENST00000178640.10	19	95	18	97	PF00564.29	PB1	Domain	2	82	84	51.8	7.3e-14	1	CL0072
ENST00000178640.10	170	419	166	419	PF00069.30	Pkinase	Domain	5	263	263	218.9	9e-65	1	CL0016
ENST00000193322.8	84	328	84	328	PF09777.14	OSTMP1	Family	1	240	240	314.6	4.2e-94	1	No_Clan
ENST00000193403.10	32	135	31	136	PF00307.36	CH	Domain	2	108	109	78.9	3.7e-22	1	CL0188
ENST00000193403.10	145	250	144	251	PF00307.36	CH	Domain	2	108	109	100.3	8.1e-29	1	CL0188
ENST00000193403.10	275	383	274	384	PF00435.26	Spectrin	Domain	2	104	105	47.9	1.9e-12	1	CL0743
ENST00000193403.10	394	498	394	499	PF00435.26	Spectrin	Domain	1	104	105	90.1	1.3e-25	1	CL0743
ENST00000193403.10	510	620	509	620	PF00435.26	Spectrin	Domain	2	105	105	54.8	1.3e-14	1	CL0743
ENST00000193403.10	632	732	630	733	PF00435.26	Spectrin	Domain	3	104	105	41.6	1.6e-10	1	CL0743
ENST00000193403.10	750	779	750	779	PF13405.11	EF-hand_6	Domain	1	30	30	24.9	1.2e-05	1	CL0220
ENST00000193403.10	822	888	822	888	PF08726.15	EFhand_Ca_insen	Domain	1	69	69	98.6	1.9e-28	1	CL0220
ENST00000195649.10	22	283	21	284	PF07651.21	ANTH	Repeat	2	275	276	279.9	1.9e-83	1	CL0020
ENST00000199320.9	30	255	27	272	PF00398.25	RrnaAD	Domain	4	236	263	232.3	6.2e-69	1	CL0063
ENST00000199940.10	85	103	85	103	PF10522.14	RII_binding_1	Motif	1	19	19	19.1	0.0012	1	No_Clan
ENST00000199940.10	364	392	361	392	PF00418.24	Tubulin-binding	Family	4	31	31	45	8.5e-12	1	No_Clan
ENST00000199940.10	393	423	393	423	PF00418.24	Tubulin-binding	Family	1	31	31	61.1	7.9e-17	1	No_Clan
ENST00000199940.10	424	453	424	454	PF00418.24	Tubulin-binding	Family	1	30	31	57.9	8.1e-16	1	No_Clan
ENST00000199940.10	455	486	455	486	PF00418.24	Tubulin-binding	Family	1	31	31	57.6	1e-15	1	No_Clan
ENST00000200181.8	28	73	28	73	PF17205.8	PSI_integrin	Domain	1	47	47	44.8	9.5e-12	1	CL0630
ENST00000200181.8	127	369	125	370	PF00362.23	Integrin_beta	Domain	3	247	248	337.9	4.8e-101	1	CL0128
ENST00000200181.8	457	485	457	485	PF18372.6	I-EGF_1	Domain	1	29	29	43.9	2.2e-11	1	CL0001
ENST00000200181.8	543	573	543	573	PF07974.18	EGF_2	Domain	1	32	32	25.6	1.4e-05	1	CL0001
ENST00000200181.8	625	709	624	710	PF07965.17	Integrin_B_tail	Domain	2	87	88	65.7	4.7e-18	1	No_Clan
ENST00000200453.6	549	619	542	619	PF10488.14	PP1c_bdg	Domain	165	230	230	33.4	4.3e-08	1	No_Clan
ENST00000201647.11	35	164	35	165	PF08416.18	PTB	Domain	1	130	131	167.7	1.5e-49	1	CL0266
ENST00000201647.11	256	405	256	409	PF22975.1	EPS8_2nd	Domain	1	151	155	148.6	1.9e-43	1	CL0743
ENST00000201647.11	487	528	486	529	PF00018.33	SH3_1	Domain	4	47	48	43.7	1.8e-11	1	CL0010
ENST00000201647.11	626	687	625	688	PF18016.7	SAM_3	Domain	2	64	65	73.8	9.2e-21	1	CL0003
ENST00000201963.3	238	321	238	322	PF00855.22	PWWP	Domain	1	92	93	52.8	5.2e-14	1	CL0010
ENST00000201963.3	408	463	408	463	PF17980.6	ADD_DNMT3	Domain	1	56	56	83.7	7.6e-24	1	CL0229
ENST00000201963.3	470	519	470	519	PF21255.2	DNMT3_ADD_GATA1-like	Domain	1	50	50	79.4	1.9e-22	1	CL0229
ENST00000201963.3	567	699	567	714	PF00145.22	DNA_methylase	Domain	1	119	324	43.1	4.4e-11	1	CL0063
ENST00000203166.10	7	618	7	619	PF14817.11	HAUS5	Family	1	642	643	726.5	4.2e-218	1	No_Clan
ENST00000204005.13	116	143	116	143	PF07974.18	EGF_2	Domain	1	32	32	22.3	0.00015	1	CL0001
ENST00000204005.13	320	359	320	359	PF07645.20	EGF_CA	Domain	1	43	43	35.8	8.2e-09	1	CL0001
ENST00000204005.13	380	422	379	422	PF00683.22	TB	Family	2	44	44	54.3	9.8e-15	1	No_Clan
ENST00000204005.13	550	590	550	590	PF07645.20	EGF_CA	Domain	1	43	43	37.1	3.4e-09	1	CL0001
ENST00000204005.13	592	632	592	632	PF07645.20	EGF_CA	Domain	1	43	43	39.5	5.8e-10	1	CL0001
ENST00000204005.13	673	713	673	713	PF07645.20	EGF_CA	Domain	1	43	43	37.3	2.8e-09	1	CL0001
ENST00000204005.13	715	755	715	755	PF07645.20	EGF_CA	Domain	1	43	43	41.5	1.4e-10	1	CL0001
ENST00000204005.13	757	789	757	795	PF07645.20	EGF_CA	Domain	1	35	43	29.1	1.1e-06	1	CL0001
ENST00000204005.13	797	833	797	839	PF07645.20	EGF_CA	Domain	1	37	43	42.4	7.5e-11	1	CL0001
ENST00000204005.13	841	881	841	881	PF07645.20	EGF_CA	Domain	1	43	43	37.7	2.2e-09	1	CL0001
ENST00000204005.13	883	922	883	922	PF07645.20	EGF_CA	Domain	1	43	43	36	7e-09	1	CL0001
ENST00000204005.13	924	965	924	966	PF07645.20	EGF_CA	Domain	1	42	43	32.2	1.1e-07	1	CL0001
ENST00000204005.13	968	999	968	1000	PF07645.20	EGF_CA	Domain	1	31	43	25.4	1.5e-05	1	CL0001
ENST00000206262.2	84	199	84	199	PF00615.24	RGS	Domain	1	117	117	124	4.9e-36	1	CL0272
ENST00000206474.11	130	360	127	360	PF14735.11	HAUS4	Family	5	235	235	294.7	5.9e-88	1	No_Clan
ENST00000206544.8	106	504	94	507	PF00083.29	Sugar_tr	Family	54	448	452	65.5	5.1e-18	1	CL0015
ENST00000211936.10	28	68	27	68	PF01352.32	KRAB	Family	2	42	42	77.7	4.5e-22	1	No_Clan
