gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence
geneComp_00000241	ENSG00000012171	SEMA3B	FT	RGC	ENST00000616701	ENST00000456560	isoComp_00000740	isoComp_00000739	signal_peptide_identified	FALSE	NA
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	intron_retention	FALSE	NA
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	coding_potential	NA	NA
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	NMD_status	TRUE	NMD sensitive
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	domains_identified	TRUE	Domain gain
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	domain_isotype	FALSE	NA
geneComp_00000276	ENSG00000014919	COX15	FT	RGC	BambuTx449	ENST00000016171	isoComp_00000834	isoComp_00000835	signal_peptide_identified	FALSE	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	intron_retention	FALSE	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	coding_potential	NA	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	NMD_status	FALSE	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	domains_identified	FALSE	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	domain_isotype	FALSE	NA
geneComp_00000280	ENSG00000015475	BID	FT	RGC	ENST00000317361	ENST00000622694	isoComp_00000849	isoComp_00000854	signal_peptide_identified	FALSE	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	intron_retention	FALSE	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	coding_potential	NA	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	NMD_status	FALSE	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	domains_identified	FALSE	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	domain_isotype	FALSE	NA
geneComp_00000291	ENSG00000018189	RUFY3	FT	RGC	ENST00000226328	ENST00000381006	isoComp_00000887	isoComp_00000888	signal_peptide_identified	FALSE	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	intron_retention	FALSE	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	coding_potential	NA	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	NMD_status	FALSE	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	domains_identified	FALSE	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	domain_isotype	FALSE	NA
geneComp_00000318	ENSG00000022267	FHL1	FT	RGC	ENST00000394155	ENST00000651929	isoComp_00000963	isoComp_00000966	signal_peptide_identified	FALSE	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	intron_retention	FALSE	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	coding_potential	NA	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	NMD_status	FALSE	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	domains_identified	FALSE	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	domain_isotype	FALSE	NA
geneComp_00000323	ENSG00000022976	ZNF839	FT	RGC	ENST00000420933	ENST00000557803	isoComp_00000978	isoComp_00000980	signal_peptide_identified	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	intron_retention	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	coding_potential	NA	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	NMD_status	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	domains_identified	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	domain_isotype	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000533341	isoComp_00000989	isoComp_00000990	signal_peptide_identified	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	intron_retention	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	coding_potential	NA	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	NMD_status	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	domains_identified	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	domain_isotype	FALSE	NA
geneComp_00000325	ENSG00000023171	GRAMD1B	FT	RGC	ENST00000529750	ENST00000635736	isoComp_00000989	isoComp_00000991	signal_peptide_identified	FALSE	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	intron_retention	FALSE	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	coding_potential	NA	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	NMD_status	FALSE	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	domains_identified	FALSE	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	domain_isotype	FALSE	NA
geneComp_00000337	ENSG00000023892	DEF6	FT	RGC	ENST00000468102	ENST00000316637	isoComp_00001023	isoComp_00001022	signal_peptide_identified	FALSE	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	intron_retention	FALSE	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	coding_potential	NA	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	NMD_status	FALSE	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	domains_identified	FALSE	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	domain_isotype	FALSE	NA
geneComp_00000338	ENSG00000023902	PLEKHO1	FT	RGC	ENST00000607609	ENST00000369124	isoComp_00001025	isoComp_00001024	signal_peptide_identified	FALSE	NA
geneComp_00000357	ENSG00000026652	AGPAT4	FT	RGC	ENST00000366911	ENST00000320285	isoComp_00001060	isoComp_00001058	intron_retention	FALSE	NA
geneComp_00000357	ENSG00000026652	AGPAT4	FT	RGC	ENST00000366911	ENST00000320285	isoComp_00001060	isoComp_00001058	coding_potential	NA	NA
geneComp_00000357	ENSG00000026652	AGPAT4	FT	RGC	ENST00000366911	ENST00000320285	isoComp_00001060	isoComp_00001058	ORF_seq_similarity	TRUE	ORF is shorter
