isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000550338	2	33012074;33017185	33012122;33020161	ENSG00000004455	AK2	33008638,33008964,33009528,33011151,33012765,33012979,33012981,33014019,33019768,33021559,33026393,33029557,33029897,33030652,33031516,33032035,33033389,33034263,33041166,33043238,33047190,33047849,33048438,33048665,33049232,33050376,33054901,33056863,33057919,33060059,33061623,33061625,33068169,33069477,33072873,33073092,33075834,33079564
ENST00000393451	3	117134124;117190133;117222861	117134192;117190268;117223907	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000265437	1	117190133	117190268	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000487459	1	117098613	117098815	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000380650	1	47679493	47679594	ENSG00000005175	RPAP3	47661788,47664595,47667767,47668297,47674596,47674598,47676110,47678425,47678941,47680215,47682304,47682906,47683511,47685499,47685809,47688242,47688973,47695806,47696487,47696906,47698658
ENST00000398527	1	11759604	11759712	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000479838	1	105089226	105089361	ENSG00000005483	KMT2E	104943993,104946823,104946825,104948471,104948607,104955559,104956193,104959922,104961372,104965663,104969244,104973469,104977439,104980207,104983476,104983478,104985458,104992054,104993292,104993602,104993923,104994744,104996276,104999613,105002811,105003209,105004451,105015728,105019656,105019658,105023812,105042135,105046025,105054880,105055712,105056505,105056984,105058596,105059325,105060297,105061744,105062336,105064525,105065289,105066746,105068124,105069641,105070234,105074487,105083116,105084018,105084077,105085012,105086231,105088534,105089168,105090027,105093063,105094103,105095702,105098384,105100056,105105683,105106760,105109032,105109646
ENST00000006777	1	75881365	75881486	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
ENST00000357337	4	77103209;77129156;77158230;77237750	77103310;77129230;77158268;77237983	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000682321	3	77103209;77158230;77237750	77103310;77158268;77237983	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000544440	3	77129156;77158230;77237750	77129230;77158268;77237983	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
BambuTx559	1	77021513	77021861	ENSG00000005812	FBXL3	76992635,76994188,76995666,76995909,76996759,76996761,76997699,76999351,77004081,77005912,77007135,77009133,77010213,77012178,77012180,77020597,77020830,77020959,77021965,77023292,77023294,77024916,77025799
ENST00000352832	2	50594993;50609882	50595061;50609935	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000442258	2	50594993;50609882	50595061;50609935	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000341627	1	3021215	3021319	ENSG00000006327	TNFRSF12A	3019703,3021265
ENST00000554752	1	70733757	70733798	ENSG00000006432	MAP3K9	70729207,70730122,70730124,70730126,70732147,70733660,70736298,70737201,70739903,70740863,70740992,70741287,70741578,70742007,70742152,70743897,70748215,70748774,70750629,70751587,70757063,70759899,70762441,70762938,70763258,70764700,70771170,70771922,70773052,70775250,70779886,70782752,70783184,70784151,70785074,70789780,70790314,70790655,70794601,70795453,70796443,70797925,70798913,70801334,70802534
ENST00000275428	1	30497741	30497896	ENSG00000006625	GGCT	30497224,30499580,30500768,30502225,30503210,30504067
ENST00000265755	1	74505992	74507676	ENSG00000006704	GTF2IRD1	74457929,74461247,74461723,74466296,74467089,74467645,74467970,74467972,74467974,74472061,74473408,74475745,74478075,74479324,74481763,74483139,74483578,74487193,74489313,74491570,74491794,74492603,74493431,74493863,74495606,74496037,74496071,74496073,74496085,74496087,74496089,74496113,74496127,74496129,74496176,74496217,74496229,74496263,74496297,74496321,74496333,74496343,74496359,74496404,74496426,74496456,74496528,74496577,74496603,74496631,74496667,74496669,74496671,74499631,74499633,74500110,74500683,74504125,74505797,74510917,74517564,74517748,74519498,74519771,74520199,74525624,74526595,74526608,74533125,74533279,74533440,74534968,74535001,74535549,74535578,74537123,74537440,74537461,74537480,74537500,74542806,74542968,74544544,74544546,74544699,74550066,74551983,74557450,74560352,74568118,74568714,74571272,74573779,74574128,74576950,74578135,74579270,74583613,74585256,74586129,74586131,74586133,74586265,74587644,74588006,74588438,74595585,74597490,74599319,74599446
ENST00000540805	3	15979395;15980277;16035735	15979463;15980301;16035761	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	2	15980277;16035735	15980301;16035761	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000447510	1	15980277	15980301	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000638914	2	31803952;31809906	31804237;31810667	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000639386	1	31801871	31801912	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000629543	2	190662;208601	190802;209773	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	3	190662;208601;228333	190802;209773;228402	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000379996	1	18623879	18624001	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000623535	1	18623879	18624001	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	1	1723800	1724032	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000398209	1	88178935	88179129	ENSG00000008277	ADAM22	87934465,87935314,87935316,87935488,87941352,87943224,87945105,87946750,87948744,87950604,87961540,87962018,87962444,87963182,87970376,87970715,87973630,87978804,87979839,87980274,87982108,87982387,87995382,87995723,87996610,88000476,88001003,88001129,88001345,88008442,88015469,88016182,88017611,88024728,88024793,88025017,88028847,88032192,88036156,88039608,88041410,88042482,88042598,88043833,88043892,88044368,88045456,88046776,88047528,88049543,88050261,88051243,88053129,88053337,88054319,88056689,88059778,88059979,88059985,88062753,88063911,88064889,88068166,88068868,88068870,88071670,88072161,88078688,88083030,88084919,88086044,88086791,88089309,88090303,88093691,88100958,88101298,88101576,88102181,88107346,88107730,88108065,88113869,88116017,88116019,88117505,88117507,88119633,88120000,88120935,88124506,88129740,88130974,88130976,88131131,88131862,88136119,88137143,88140988,88140990,88141968,88142488,88143703,88145824,88145989,88148086,88149271,88149639,88150147,88150362,88158614,88160098,88165445,88169790,88170751,88171632,88172480,88173576,88175606,88176307,88179741,88182626,88183139,88183279,88184133,88184615,88185020,88186925,88188359,88189177,88191387,88191772,88191992,88192417,88192551,88192624,88195116,88196897,88196961,88199215,88199584
ENST00000398204	2	88178935;88186615	88179129;88186701	ENSG00000008277	ADAM22	87934465,87935314,87935316,87935488,87941352,87943224,87945105,87946750,87948744,87950604,87961540,87962018,87962444,87963182,87970376,87970715,87973630,87978804,87979839,87980274,87982108,87982387,87995382,87995723,87996610,88000476,88001003,88001129,88001345,88008442,88015469,88016182,88017611,88024728,88024793,88025017,88028847,88032192,88036156,88039608,88041410,88042482,88042598,88043833,88043892,88044368,88045456,88046776,88047528,88049543,88050261,88051243,88053129,88053337,88054319,88056689,88059778,88059979,88059985,88062753,88063911,88064889,88068166,88068868,88068870,88071670,88072161,88078688,88083030,88084919,88086044,88086791,88089309,88090303,88093691,88100958,88101298,88101576,88102181,88107346,88107730,88108065,88113869,88116017,88116019,88117505,88117507,88119633,88120000,88120935,88124506,88129740,88130974,88130976,88131131,88131862,88136119,88137143,88140988,88140990,88141968,88142488,88143703,88145824,88145989,88148086,88149271,88149639,88150147,88150362,88158614,88160098,88165445,88169790,88170751,88171632,88172480,88173576,88175606,88176307,88179741,88182626,88183139,88183279,88184133,88184615,88185020,88186925,88188359,88189177,88191387,88191772,88191992,88192417,88192551,88192624,88195116,88196897,88196961,88199215,88199584
ENST00000357122	4	50975863;50999476;51030914;51046500	50975901;50999487;51031722;51046878	ENSG00000008294	SPAG9	50966226,50970382,50970997,50971419,50972183,50972746,50972957,50973953,50974421,50974826,50975938,50978325,50979804,50980731,50982602,50983686,50984770,50985278,50988877,50989201,50989432,50994885,50996102,50996324,50999691,51003107,51004305,51004972,51005022,51005055,51007861,51009524,51009778,51010825,51011194,51015301,51016230,51017873,51018624,51027715,51028791,51031961,51035605,51035884,51035900,51036515,51038692,51044268,51045652,51046643,51048754,51053704,51055917,51059620,51062065,51063280,51069992,51071638,51076604,51077630,51079383,51081922,51086124,51086521,51090088,51095066,51096217,51098236,51099510,51100787,51102104,51104318,51107774,51115514,51115646
ENST00000394128	1	40034916	40034972	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
ENST00000394126	1	40034916	40034972	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
