gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	gene_name	gene_biotype	isoform_biotype	disease_category
ENSG00000118217	ENST00000367942	FT	RGC	38.73879000000001	41.63012499999999	36.515265	32.444215	-0.16515000000000002	0.9428	0.77765	0.0141742762978117	0.216610327636144	6.32004772395778	0.692675502691096	0.436322502925561	0.790147390677617	-0.096965297923198	7.55953697801971	0.188780003778093	0.682219625576803	0.843944108618129	TRUE	FALSE	FALSE	0.0141742762978117	ATF6	protein_coding	protein_coding	Cone or cone-rod dystrophy, autosomal recessive
ENSG00000122550	ENST00000339077	FT	RGC	41.410985	56.24595000000001	30.680435	49.089875000000006	0.13024999999999998	0.7423	0.8725499999999999	0.0389421217833088	-0.646814354961971	6.53016035610434	5.81406253769807	0.051417630733563	0.485619559081833	-0.157269870693532	6.57053701369715	0.676934530693418	0.44844755257059	0.683145994338972	TRUE	FALSE	FALSE	0.0389421217833088	KLHL7	protein_coding	protein_coding	Retinitis pigmentosa, autosomal dominant
ENSG00000125779	ENST00000336066	FT	RGC	45.346855	32.1439	8.323889999999999	10.18607	0.13215	0.1835	0.31565	0.04996117126405083	-0.272281814283757	4.46070866862066	0.401617020878757	0.549046300092005	0.848564991294726	0.426298638207438	6.69955935780001	4.01674622722479	0.101967135887424	0.29570469407353	TRUE	FALSE	FALSE	0.04996117126405083	PANK2	protein_coding	nonsense_mediated_decay	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000134376	ENST00000367400	FT	RGC	56.60212	28.135055	20.667145	4.049975	-0.22039999999999993	0.3643499999999999	0.14395000000000002	0.0012401518776166	2.38514895717594	4.87625178957031	40.2199918722725	6.4870210668209e-4	0.0620357055199484	1.44090315023942	7.66552779358853	28.6628959442215	0.00315820040103024	0.0442186854674959	TRUE	FALSE	TRUE	0.0012401518776166	CRB1	protein_coding	protein_coding	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"")
ENSG00000139219	ENST00000490609	FT	RGC	101.954085	2.9012899999999995	2.549645	0.58839	0.18015	0.02515	0.2053	0.00209484425041297	2.06831877924694	2.10904661384108	3.96198766588466	0.0924078800703057	0.565791713218317	4.33169711467701	6.07942218949089	239.013285411518	2.24830114994324e-5	0.00643166311203431	TRUE	FALSE	TRUE	0.00209484425041297	COL2A1	protein_coding	retained_intron	Syndromic/systemic diseases with retinopathy, autosomal dominant
ENSG00000139219	ENST00000380518	FT	RGC	101.954085	2.9012899999999995	97.80331	2.3129	-0.1643000000000001	0.959	0.7947	0.00193606968586495	5.34437548687325	6.87656322213526	194.429623393764	6.83932264558573e-6	0.0143412483947016	4.33169711467701	6.07942218949089	239.013285411518	2.24830114994324e-5	0.00643166311203431	TRUE	TRUE	TRUE	0.00193606968586495	COL2A1	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal dominant
ENSG00000148019	ENST00000424347	FT	RGC	48.148575	32.918205	20.09006	7.015395	-0.2027	0.4173	0.2146	0.03958150991718197	1.54506632872907	5.00563735966368	18.8913167334776	0.00455072880773581	0.165004111369749	0.319416675551497	6.35876037983531	1.88682513908958	0.22850122345122	0.471438892772185	TRUE	FALSE	FALSE	0.03958150991718197	CEP78	protein_coding	protein_coding	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000155755	ENST00000409883	FT	RGC	25.533445	30.064774999999997	4.18591	0.29695	-0.1597	0.16925	0.00955	1.9337316216394372e-4	3.42639081757307	2.56861251693715	7.56201586608521	0.032405368354681	0.410837330306058	-0.515833062029539	5.4580052185529	3.35551160883163	0.12759619655781201	0.337209009198698	TRUE	FALSE	FALSE	1.9337316216394372e-4	TMEM237	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000157869	ENST00000630951	FT	RGC	28.744455	22.676455	0	2.563005	0.1073	0	0.1073	1.310208320667029e-4	-7.3757207195347	1.86253972937911	15.7319474756947	0.0100192935377279	0.241091048471711	-0.372452253498632	6.38251870557833	3.39262491543568	0.12542525627194	0.333793729300946	TRUE	FALSE	FALSE	1.310208320667029e-4	RAB28	protein_coding	protein_coding	Cone or cone-rod dystrophy, autosomal recessive
ENSG00000167113	ENST00000300452	FT	RGC	26.32817	25.610170000000004	16.81485	9.671535	-0.26245000000000007	0.6386000000000001	0.37615	0.00194154654455949	0.849651960871173	4.96228442679147	5.94810291948229	0.0494953053074786	0.481961479249178	-0.020783221573879702	5.18992083391056	0.0134241271087203	0.912314553130911	0.96186727653716	TRUE	FALSE	FALSE	0.00194154654455949	COQ4	protein_coding	protein_coding	Retinitis pigmentosa, autosomal recessive
ENSG00000187049	ENST00000515837	FT	RGC	12.724	6.8622700000000005	10.622865	0	-0.8324	0.8324	0	2.806924767202482e-7	9.39202339158979	3.71016145739848	78.7743539419865	2.5649251369902e-4	0.0417520007730987	0.298440928936469	3.87397790742953	1.30629564035028	0.305311307804535	0.555479413230382	TRUE	TRUE	FALSE	2.806924767202482e-7	TMEM216	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000187049	ENST00000334888	FT	RGC	12.724	6.8622700000000005	0.23662	5.934875	0.8455	0.01935	0.86485	1.850009467604677e-7	-4.48961730143278	2.91500516266673	11.4031500804821	0.0143255406977506	0.287082435332163	0.298440928936469	3.87397790742953	1.30629564035028	0.305311307804535	0.555479413230382	TRUE	FALSE	FALSE	1.850009467604677e-7	TMEM216	protein_coding	protein_coding	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000198836	ENST00000361908	FT	RGC	30.96546	44.66202	9.05762	6.34393	-0.15075	0.29285	0.1421	0.02484083216225754	0.537143862151344	4.20445921300185	1.41228885216701	0.278460309764778	0.703738688550066	-0.606920203037022	7.17146734888187	1.84232633062004	0.23388843460499	0.477219198618758	TRUE	FALSE	FALSE	0.02484083216225754	OPA1	protein_coding	protein_coding	Optic atrophy, autosomal dominant
