gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name	neg_log_10_q
ENSG00000010803	isoComp_00001865	geneComp_00000378	ENST00000326197.11	FT	RGC	SCMH1	NA	NA	37.0716325	32.87613	41.267134999999996	1.23817	4.378445000000003	0.3278635948244483	NA	2.4837124999999998	4.9674249999999995	0	3.463474999999999	0	-8.959255767309	NA	0.07365	0.1473	0	-0.1473	0.02928591587282896	0.02928591587282896	SCMH1	1.5333411895190319
ENSG00000011132	isoComp_00001931	geneComp_00000389	ENST00000590064.1	FT	RGC	APBA3	NA	NA	4.6306	5.082585	4.178615000000001	0.7353649999999998	0.10311500000000028	-0.281924871525176	NA	0.622805	1.24561	0	0.49881000000000003	0	-6.9722446138463825	NA	0.1179	0.2358	0	-0.2358	0.022047133009497646	0.022047133009497646	APBA3	1.6566478778110354
ENSG00000014138	isoComp_00002390	geneComp_00000448	ENST00000706536.1	FT	RGC	POLA2	NA	NA	6.7379125	9.708089999999999	3.767735	1.1344500000000002	0.14474499999999946	-1.3631512901141236	NA	0.2616725	0	0.523345	0	0.116875	5.7369971527750545	NA	0.06895	0	0.1379	0.1379	0.020341510484989257	0.020341510484989257	POLA2	1.691616801121271
ENSG00000014919	isoComp_00002431	geneComp_00000455	BambuTx316	FT	RGC	COX15	NA	NA	22.305785	25.818620000000003	18.792949999999998	0.09766999999999904	1.6660599999999999	-0.4580115391306078	NA	6.89709	5.08664	8.70754	0.2950900000000001	2.183009999999999	0.7743746263437454	NA	0.326825	0.197	0.45665	0.25965	0.03332833246334498	0.03332833246334498	COX15	1.4771864151148844
ENSG00000015475	isoComp_00002486	geneComp_00000461	ENST00000622694.5	FT	RGC	BID	NA	NA	39.317127500000005	24.476125000000003	54.15813	0.27878500000000095	6.729819999999999	1.1454798054337525	NA	13.069225	12.823915	13.314535	0.19343500000000002	1.7072349999999996	0.05412385336165696	NA	0.38480000000000003	0.5239	0.2457	-0.2782	4.195865092884888e-6	4.195865092884888e-6	BID	5.377178483862071
ENSG00000018189	isoComp_00002576	geneComp_00000478	ENST00000226328.8	FT	RGC	RUFY3	NA	NA	147.21767	107.56401000000001	186.87133	2.444370000000006	17.004549999999995	0.7967928834886251	NA	77.51216	18.086815	136.937505	2.786655	20.229454999999994	2.919815268733213	NA	0.448925	0.16885	0.7290000000000001	0.5601500000000001	1.4354007993930245e-9	1.4354007993930245e-9	RUFY3	8.843026816239496
ENSG00000018189	isoComp_00002577	geneComp_00000478	ENST00000381006.8	FT	RGC	RUFY3	NA	NA	147.21767	107.56401000000001	186.87133	2.444370000000006	17.004549999999995	0.7967928834886251	NA	56.603049999999996	75.487595	37.718505	4.657714999999995	4.006484999999997	-1.0007757534743014	NA	0.453325	0.7011499999999999	0.20550000000000002	-0.4956499999999999	1.0822836434484156e-7	1.4354007993930245e-9	RUFY3	6.965658904995611
ENSG00000020129	isoComp_00002671	geneComp_00000497	ENST00000373253.7	FT	RGC	NCDN	NA	NA	19.3777	15.888615000000001	22.866785	3.813054999999999	6.069254999999998	0.5249832252021713	NA	2.98241	0.43917	5.52565	0.02261000000000002	2.17832	3.623419250567856	NA	0.13085	0.028950000000000004	0.23275	0.2038	1.803300922443294e-4	1.803300922443294e-4	NCDN	3.7439317951568216
ENSG00000020426	isoComp_00002683	geneComp_00000501	ENST00000261245.9	FT	RGC	MNAT1	NA	NA	34.633825	32.634945	36.632705	1.2973850000000002	2.5615349999999992	0.16666639769138014	NA	26.345235	31.65232	21.03815	1.5764600000000009	0.3602700000000016	-0.5890735352090666	NA	0.773675	0.9695	0.57785	-0.39165000000000005	2.3664954864719836e-12	1.0631083830590553e-12	MNAT1	11.625894319508761
ENSG00000020426	isoComp_00002687	geneComp_00000501	ENST00000556764.5	FT	RGC	MNAT1	NA	NA	34.633825	32.634945	36.632705	1.2973850000000002	2.5615349999999992	0.16666639769138014	NA	6.5028	0	13.0056	0	2.8136699999999997	10.3460261040547	NA	0.175675	0	0.35135	0.35135	1.0631083830590553e-12	1.0631083830590553e-12	MNAT1	11.973422457240565
ENSG00000022267	isoComp_00002784	geneComp_00000515	ENST00000394155.8	FT	RGC	FHL1	NA	NA	50.81363	39.655025	61.972235	0.40943499999999483	8.615395000000003	0.643987319310551	NA	14.5394525	5.061805	24.0171	0.39329499999999973	1.7019400000000002	2.244091346812167	NA	0.259525	0.12775	0.3913	0.26354999999999995	1.4152312060289906e-5	1.4152312060289906e-5	FHL1	4.849172603743915
ENSG00000023171	isoComp_00002851	geneComp_00000522	ENST00000533341.3	FT	RGC	GRAMD1B	NA	NA	10.4882125	11.013145	9.96328	2.0772249999999985	1.8937999999999986	-0.14439593665695877	NA	1.817675	3.47067	0.16468	0.39783000000000013	0.16468	-4.316578698247702	NA	0.1668	0.3197	0.0139	-0.30579999999999996	2.253116998162358e-6	2.253116998162358e-6	GRAMD1B	5.647216255973893
ENSG00000023892	isoComp_00002912	geneComp_00000534	ENST00000316637.7	FT	RGC	DEF6	NA	NA	2.06726	2.04106	2.09346	0.4712400000000001	0.8707999999999998	0.03639468783041925	NA	0.8993424999999999	1.5522049999999998	0.24648	0.21808499999999997	0.12743	-2.6066655475172817	NA	0.4445	0.77725	0.11174999999999999	-0.6655	0.002830277816348148	0.002830277816348148	DEF6	2.5481709326081603
ENSG00000023892	isoComp_00002914	geneComp_00000534	ENST00000468102.2	FT	RGC	DEF6	NA	NA	2.06726	2.04106	2.09346	0.4712400000000001	0.8707999999999998	0.03639468783041925	NA	0.8044775000000001	0.273415	1.33554	0.03771500000000001	0.5515399999999999	2.2471972584719824	NA	0.387925	0.13695000000000002	0.6389	0.50195	0.017918195610102206	0.002830277816348148	DEF6	1.7467057265952772
ENSG00000023902	isoComp_00002923	geneComp_00000535	ENST00000607609.2	FT	RGC	PLEKHO1	NA	NA	35.648427500000004	26.396745000000003	44.90011	2.463845000000001	1.210759999999997	0.7661337756101134	NA	2.4052075	0	4.810415	0	2.8830449999999996	8.91301354632721	NA	0.052725	0	0.10545	0.10545	0.019733357598509596	0.019733357598509596	PLEKHO1	1.7047990139650362
ENSG00000025708	isoComp_00002969	geneComp_00000546	ENST00000487577.5	FT	RGC	TYMP	NA	NA	3.8902175000000003	3.4729200000000002	4.307515	1.3573000000000004	1.291655	0.30990385429681155	NA	2.3970975	1.210175	3.5840199999999998	0.359645	1.2951300000000001	1.5585103602704824	NA	0.58935	0.36350000000000005	0.8151999999999999	0.4516999999999999	0.016765299008877944	0.016765299008877944	TYMP	1.7755886965299588
ENSG00000026652	isoComp_00003037	geneComp_00000557	ENST00000320285.9	FT	RGC	AGPAT4	NA	NA	70.6465075	30.058299999999996	111.234715	5.907169999999999	4.701165000000009	1.8874215900193783	NA	41.40003	22.358165	60.441895	3.9818549999999995	1.5471049999999982	1.4343406567048864	NA	0.6458	0.74665	0.54495	-0.2017	0.029903709938544125	0.029903709938544125	AGPAT4	1.5242749285354897
ENSG00000026652	isoComp_00003039	geneComp_00000557	ENST00000366911.9	FT	RGC	AGPAT4	NA	NA	70.6465075	30.058299999999996	111.234715	5.907169999999999	4.701165000000009	1.8874215900193783	NA	17.7586275	0.335085	35.18217	0.335085	3.5495099999999975	6.672158900548366	NA	0.164675	0.01385	0.3155	0.30165000000000003	0.042528620044763724	0.029903709938544125	AGPAT4	1.371318708907593
ENSG00000030110	isoComp_00003205	geneComp_00000581	ENST00000442998.6	FT	RGC	BAK1	NA	NA	4.4154175	5.482279999999999	3.3485549999999997	0.19323999999999986	2.0311049999999997	-0.7095645220802637	NA	1.5005175	0.072765	2.92827	0.072765	1.6108199999999997	5.149802358233355	NA	0.46735	0.0128	0.9218999999999999	0.9090999999999999	1.7635284822452302e-7	1.407764421225672e-7	BAK1	6.753617521773614
ENSG00000030110	isoComp_00003204	geneComp_00000581	ENST00000374467.4	FT	RGC	BAK1	NA	NA	4.4154175	5.482279999999999	3.3485549999999997	0.19323999999999986	2.0311049999999997	-0.7095645220802637	NA	2.9149	5.409515	0.420285	0.12047499999999989	0.420285	-3.6547992955146404	NA	0.5326500000000001	0.9872000000000001	0.0781	-0.9091	1.407764421225672e-7	1.407764421225672e-7	BAK1	6.851470015024672
ENSG00000032219	isoComp_00003265	geneComp_00000590	ENST00000417477.2	FT	RGC	ARID4A	NA	NA	55.9390675	48.765705000000004	63.112429999999996	3.279974999999993	14.28795	0.3719900197189679	NA	8.543162500000001	1.503605	15.582720000000002	0.557215	1.7662400000000007	3.364811949590926	NA	0.141875	0.0302	0.25355	0.22335	3.002970018246377e-6	3.002970018246377e-6	ARID4A	5.522449003790082
ENSG00000033170	isoComp_00003341	geneComp_00000599	ENST00000673929.1	FT	RGC	FUT8	NA	NA	9.2641375	8.457685	10.07059	0.004785000000000038	1.1777799999999992	0.2515405729863694	NA	7.2829675	5.529045	9.03689	0.001215000000000188	1.1321699999999997	0.7077846708091698	NA	0.775075	0.6537	0.89645	0.24275000000000002	0.016765299008877944	6.733510044783837e-4	FUT8	1.7755886965299588
ENSG00000033170	isoComp_00003332	geneComp_00000599	ENST00000360689.9	FT	RGC	FUT8	NA	NA	9.2641375	8.457685	10.07059	0.004785000000000038	1.1777799999999992	0.2515405729863694	NA	1.1485750000000001	2.16412	0.13303	0.26933000000000007	0.13303	-3.9260418880802823	NA	0.133875	0.2559	0.01185	-0.24405000000000002	6.733510044783837e-4	6.733510044783837e-4	FUT8	3.1717584876788596
ENSG00000033867	isoComp_00003385	geneComp_00000604	ENST00000419036.5	FT	RGC	SLC4A7	NA	NA	151.07968	104.21614	197.94322	13.641369999999986	35.57535000000003	0.9254423830359256	NA	57.908305	27.67618	88.14043000000001	6.103559999999997	16.42637	1.6708015954416826	NA	0.353575	0.2624	0.44475	0.18234999999999996	0.007368046998550491	0.007368046998550491	SLC4A7	2.1326476125688028
ENSG00000034053	isoComp_00003401	geneComp_00000605	ENST00000683413.1	FT	RGC	APBA2	NA	NA	3.6462075	3.777515	3.5149	0.20741500000000013	1.5387199999999994	-0.10366927280600326	NA	1.9610999999999998	0.57215	3.35005	0.3188	1.3738699999999997	2.5290198625633487	NA	0.55735	0.1473	0.9674	0.8201	3.330567351112782e-5	2.498603194409371e-7	APBA2	4.4774817795657835
ENSG00000034053	isoComp_00003398	geneComp_00000605	BambuTx405	FT	RGC	APBA2	NA	NA	3.6462075	3.777515	3.5149	0.20741500000000013	1.5387199999999994	-0.10366927280600326	NA	1.571815	3.0225049999999998	0.121125	0.07147500000000018	0.12112499999999998	-4.531495346150888	NA	0.412725	0.8015	0.02395	-0.77755	2.498603194409371e-7	2.498603194409371e-7	APBA2	6.602302709124314
ENSG00000038382	isoComp_00003616	geneComp_00000646	ENST00000344204.9	FT	RGC	TRIO	NA	NA	103.69264	64.85266999999999	142.53261	0.7314199999999927	21.490299999999994	1.135932928848325	NA	33.630065	34.923215	32.336915	4.108895000000001	6.393854999999999	-0.11097129842130417	NA	0.382225	0.53925	0.2252	-0.31405	0.0037800999190625937	0.0037800999190625937	TRIO	2.4224967203416115
ENSG00000039560	isoComp_00003693	geneComp_00000656	ENST00000265109.8	FT	RGC	RAI14	NA	NA	37.360355	46.192395	28.528315	0.1777650000000008	3.749284999999998	-0.6950674830991446	NA	31.0713375	33.703775	28.4389	2.070405000000001	3.8386999999999993	-0.24496530724084686	NA	0.863125	0.72985	0.9964	0.26654999999999995	3.6082239742378138e-6	4.283580983152709e-8	RAI14	5.442706512217526
ENSG00000039560	isoComp_00003698	geneComp_00000656	ENST00000512629.5	FT	RGC	RAI14	NA	NA	37.360355	46.192395	28.528315	0.1777650000000008	3.749284999999998	-0.6950674830991446	NA	4.447795	8.847470000000001	0.04812	1.5948999999999998	0.048119999999999996	-7.251716160788596	NA	0.096675	0.19140000000000001	0.00195	-0.18945	4.283580983152709e-8	4.283580983152709e-8	RAI14	7.368193018140072
ENSG00000041353	isoComp_00003786	geneComp_00000669	ENST00000262094.10	FT	RGC	RAB27B	NA	NA	6.2821	2.38883	10.175370000000001	1.18127	3.3285299999999993	2.086095563855457	NA	0.998525	1.788565	0.208485	0.8225149999999998	0.208485	-3.0412401587133684	NA	0.398075	0.7657	0.03045	-0.7352500000000001	1.3821378874054177e-5	9.48635396650226e-6	RAB27B	4.8594486279082165
ENSG00000041353	isoComp_00003785	geneComp_00000669	BambuTx611	FT	RGC	RAB27B	NA	NA	6.2821	2.38883	10.175370000000001	1.18127	3.3285299999999993	2.086095563855457	NA	5.283575	0.600265	9.966885	0.358755	3.5370149999999994	4.03108168891029	NA	0.601925	0.2343	0.96955	0.73525	9.48635396650226e-6	9.48635396650226e-6	RAB27B	5.022900674452155
ENSG00000046653	isoComp_00004030	geneComp_00000704	BambuTx558	FT	RGC	GPM6B	NA	NA	53.093807500000004	44.92989	61.25772500000001	3.9937300000000024	3.9562150000000034	0.4471306887793695	NA	22.814995	12.542075	33.087915	2.127295	1.5114850000000022	1.3988144597557268	NA	0.408975	0.2771	0.54085	0.26375000000000004	1.4010469398777247e-4	7.869840944630507e-11	GPM6B	3.853547314115812
ENSG00000046653	isoComp_00004036	geneComp_00000704	ENST00000454189.7	FT	RGC	GPM6B	NA	NA	53.093807500000004	44.92989	61.25772500000001	3.9937300000000024	3.9562150000000034	0.4471306887793695	NA	22.3758775	27.768735	16.98302	2.341825	2.0821099999999997	-0.709038631634885	NA	0.447225	0.6183000000000001	0.27615	-0.34215000000000007	7.869840944630507e-11	7.869840944630507e-11	GPM6B	10.104034044968424
ENSG00000047249	isoComp_00004063	geneComp_00000710	ENST00000359530.7	FT	RGC	ATP6V1H	NA	NA	35.84097	30.13284	41.549099999999996	7.5515499999999935	5.319129999999997	0.46334906043902596	NA	9.30713	12.762335	5.8519250000000005	1.4063949999999998	2.514615	-1.1235758835406586	NA	0.287375	0.43945	0.1353	-0.30415000000000003	0.049439494952979876	0.006212525585032692	ATP6V1H	1.3059259744130565
ENSG00000047249	isoComp_00004062	geneComp_00000710	ENST00000355221.7	FT	RGC	ATP6V1H	NA	NA	35.84097	30.13284	41.549099999999996	7.5515499999999935	5.319129999999997	0.46334906043902596	NA	24.0257	15.17372	32.87768	5.657489999999998	4.171049999999998	1.1150219462730673	NA	0.63925	0.4871	0.7914	0.3043	0.006212525585032692	0.006212525585032692	ATP6V1H	2.2067318097007624
ENSG00000047634	isoComp_00004131	geneComp_00000721	ENST00000398080.5	FT	RGC	SCML1	NA	NA	16.44714	16.5824	16.31188	4.54984	1.8030999999999995	-0.023715338793303235	NA	13.0447375	9.87433	16.215145	5.58275	1.8998349999999993	0.7150162886244766	NA	0.7687	0.54405	0.99335	0.4492999999999999	0.003985692166263607	3.5811640565085833e-7	SCML1	2.3994962469440355
ENSG00000047634	isoComp_00004132	geneComp_00000721	ENST00000487842.1	FT	RGC	SCML1	NA	NA	16.44714	16.5824	16.31188	4.54984	1.8030999999999995	-0.023715338793303235	NA	1.65986	3.31972	0	1.0087199999999996	0	-8.379257054279828	NA	0.09922500000000001	0.19845000000000002	0	-0.19845000000000002	3.5811640565085833e-7	3.5811640565085833e-7	SCML1	6.445975783091871
ENSG00000047932	isoComp_00004153	geneComp_00000726	ENST00000052569.10	FT	RGC	GOPC	NA	NA	48.8513975	38.140164999999996	59.56262999999999	0.9846650000000031	8.944939999999995	0.6429603555365048	NA	19.962197500000002	32.91331	7.011085	1.0440500000000004	1.5467349999999997	-2.2293434877521747	NA	0.489625	0.8628	0.11645	-0.7463500000000001	7.023923954911648e-47	7.023923954911648e-47	GOPC	46.1534201990013
ENSG00000048740	isoComp_00004277	geneComp_00000741	ENST00000542579.5	FT	RGC	CELF2	NA	NA	66.266765	68.39471	64.13882	1.8850600000000026	6.674289999999995	-0.09267293758694267	NA	19.1792525	27.36853	10.989975000000001	1.6446900000000007	0.720745	-1.315544743022541	NA	0.28775	0.4011	0.1744	-0.2267	0.024859619114544977	0.0028181256780987337	CELF2	1.6045055296653539
ENSG00000048991	isoComp_00004301	geneComp_00000743	ENST00000628915.2	FT	RGC	R3HDM1	NA	NA	45.560715	39.01110499999999	52.110325	0.12778500000000292	9.480604999999997	0.4175914471853494	NA	7.390712499999999	0	14.781424999999999	0	7.746944999999999	10.530545332460843	NA	0.1327	0	0.2654	0.2654	1.3536896437910015e-5	1.3536896437910015e-5	R3HDM1	4.868480893582037
ENSG00000050165	isoComp_00004474	geneComp_00000767	ENST00000326932.8	FT	RGC	DKK3	NA	NA	200.2134025	306.16681500000004	94.25998999999999	25.186634999999995	6.6493500000000045	-1.6994945598577669	NA	56.9821775	66.33066	47.633695	7.002270000000003	7.386044999999999	-0.47760805951519103	NA	0.35925	0.2162	0.5023	0.28609999999999997	4.3136571718574325e-06	4.3136571718574325e-06	DKK3	5.365154373439977
ENSG00000050767	isoComp_00004549	geneComp_00000777	ENST00000679896.1	FT	RGC	COL23A1	NA	NA	29.85284	48.41157	11.29411	1.4376199999999988	10.306029999999998	-2.098802447733293	NA	11.211942500000001	20.489895	1.93399	0.2008749999999999	1.83798	-3.3985238175317156	NA	0.279825	0.42374999999999996	0.1359	-0.28784999999999994	0.022856632009225906	0.022856632009225906	COL23A1	1.6409877637731745
ENSG00000051382	isoComp_00004597	geneComp_00000784	ENST00000289153.6	FT	RGC	PIK3CB	NA	NA	14.713742499999999	15.558375	13.86911	0.705425	3.3294899999999994	-0.1657033084199558	NA	2.986795	0.00204	5.971550000000001	0.00204	0.74675	8.956540176340935	NA	0.235375	1.5e-4	0.4706	0.47045000000000003	3.421648169447631e-4	3.421648169447631e-4	PIK3CB	3.465764648775898
