ensembl_transcript_id	TXNAME	H9-FT_1	transcript_length
ENST00000201979	ENST00000201979.3	0.36227	1660
ENST00000202017	ENST00000202017.6	47.81923	1957
ENST00000202625	ENST00000202625.7	0.06038	2299
ENST00000202834	ENST00000202834.11	29.56925	1435
ENST00000202917	ENST00000202917.10	0.23107	1631
ENST00000202967	ENST00000202967.4	2.89814	1217
ENST00000203001	ENST00000203001.7	9.06587	2929
ENST00000203166	ENST00000203166.10	12.26922	4324
ENST00000203407	ENST00000203407.6	70.71942	1595
ENST00000203556	ENST00000203556.9	4.38857	3528
ENST00000203629	ENST00000203629.3	2.41817	1976
ENST00000203630	ENST00000203630.10	109.5183	1555
ENST00000204517	ENST00000204517.11	13.06489	2163
ENST00000204549	ENST00000204549.9	47.57772	2823
ENST00000204566	ENST00000204566.7	39.78481	1799
ENST00000204604	ENST00000204604.6	0.04257	3540
ENST00000204679	ENST00000204679.9	16.48063	1975
ENST00000204961	ENST00000204961.5	27.04926	3303
ENST00000205143	ENST00000205143.4	4.74259	2332
ENST00000205194	ENST00000205194.5	46.06065	1350
ENST00000205214	ENST00000205214.11	4.94273	3581
ENST00000205402	ENST00000205402.10	29.58479	3537
ENST00000205636	ENST00000205636.4	46.85319	3307
ENST00000206020	ENST00000206020.8	52.49944	1005
ENST00000206380	ENST00000206380.8	40.69465	1525
ENST00000206474	ENST00000206474.11	9.39181	1642
ENST00000206544	ENST00000206544.8	3.04815	2284
ENST00000207457	ENST00000207457.8	7.84912	1490
ENST00000207549	ENST00000207549.9	0.84529	4080
ENST00000207870	ENST00000207870.8	1.8268	3667
ENST00000209665	ENST00000209665.8	0.06038	2289
ENST00000209728	ENST00000209728.9	10.14347	4564
ENST00000209884	ENST00000209884.5	24.45347	3414
ENST00000210060	ENST00000210060.12	22.0312	1345
ENST00000210187	ENST00000210187.11	1.36543	1674
ENST00000210313	ENST00000210313.8	3.69845	3381
ENST00000210444	ENST00000210444.6	12.03593	1179
ENST00000210633	ENST00000210633.4	4.63922	4489
ENST00000211936	ENST00000211936.10	2.36343	3101
ENST00000212015	ENST00000212015.11	16.55889	4107
ENST00000214869	ENST00000214869.7	16.90579	1633
ENST00000215057	ENST00000215057.7	6.09499	2666
ENST00000215061	ENST00000215061.9	3.10937	1111
ENST00000215071	ENST00000215071.9	95.34173	1518
ENST00000215095	ENST00000215095.11	5.31325	4674
ENST00000215368	ENST00000215368.4	46.97394	2424
ENST00000215531	ENST00000215531.6	0.38807	1312
ENST00000215539	ENST00000215539.4	0.12076	2058
ENST00000215555	ENST00000215555.7	9.41965	1380
ENST00000215567	ENST00000215567.10	69.25241	1139
ENST00000215570	ENST00000215570.8	76.53621	1664
ENST00000215574	ENST00000215574.9	19.23785	1418
ENST00000215582	ENST00000215582.8	0.12076	2885
ENST00000215631	ENST00000215631.9	31.81436	1371
ENST00000215637	ENST00000215637.8	0.36227	1541
ENST00000215659	ENST00000215659.13	7.28309	1778
ENST00000215730	ENST00000215730.12	18.11335	4259
ENST00000215742	ENST00000215742.9	4.62569	1913
ENST00000215790	ENST00000215790.12	8.26315	1972
ENST00000215794	ENST00000215794.8	1.32831	1858
ENST00000215829	ENST00000215829.8	12.92085	3466
ENST00000215838	ENST00000215838.8	8.29362	2192
ENST00000215862	ENST00000215862.8	0.20764	4469
ENST00000215882	ENST00000215882.10	46.36895	1548
ENST00000215885	ENST00000215885.4	1.93209	2600
ENST00000215904	ENST00000215904.7	10.02272	2012
ENST00000215906	ENST00000215906.6	2.1736	3370
ENST00000215912	ENST00000215912.10	9.51411	2420
ENST00000215917	ENST00000215917.11	8.45289	4020
ENST00000215919	ENST00000215919.3	1.48629	2516
ENST00000215941	ENST00000215941.9	10.56401	2087
ENST00000215957	ENST00000215957.10	8.60726	4710
ENST00000216014	ENST00000216014.9	5.41737	1694
ENST00000216024	ENST00000216024.7	0.36227	2269
ENST00000216027	ENST00000216027.8	6.8631	1106
ENST00000216029	ENST00000216029.8	17.71974	1146
ENST00000216034	ENST00000216034.6	64.72502	2031
ENST00000216036	ENST00000216036.9	0.48302	1188
ENST00000216037	ENST00000216037.10	50.02595	1850
ENST00000216038	ENST00000216038.6	37.91727	2019
ENST00000216039	ENST00000216039.9	9.44426	3648
ENST00000216044	ENST00000216044.10	27.34157	4905
ENST00000216061	ENST00000216061.9	0.48626	3415
ENST00000216068	ENST00000216068.9	23.41734	1474
ENST00000216080	ENST00000216080.5	1.53157	2658
ENST00000216083	ENST00000216083.6	0.50384	3191
ENST00000216085	ENST00000216085.12	13.94452	1777
ENST00000216099	ENST00000216099.13	0.5434	2515
ENST00000216101	ENST00000216101.7	0.45128	1431
ENST00000216106	ENST00000216106.6	12.24629	4095
ENST00000216117	ENST00000216117.9	0.36227	1554
ENST00000216121	ENST00000216121.12	99.3804	2013
ENST00000216122	ENST00000216122.9	19.42601	3458
ENST00000216124	ENST00000216124.10	7.817	4294
ENST00000216127	ENST00000216127.5	0.48302	3447
ENST00000216129	ENST00000216129.7	16.41866	3386
ENST00000216133	ENST00000216133.10	5.67551	4111
ENST00000216144	ENST00000216144.4	1.81133	3334
ENST00000216146	ENST00000216146.9	1473.42744	1296
ENST00000216160	ENST00000216160.11	16.95625	3198
ENST00000216180	ENST00000216180.8	2.0993	2753
ENST00000216185	ENST00000216185.7	42.32254	1336
ENST00000216190	ENST00000216190.13	98.40241	1880
ENST00000216211	ENST00000216211.9	0.12076	1084
ENST00000216214	ENST00000216214.7	0.9702	3458
ENST00000216218	ENST00000216218.8	268.07751	3212
ENST00000216225	ENST00000216225.9	87.01155	1169
ENST00000216237	ENST00000216237.10	8.34984	3189
ENST00000216241	ENST00000216241.14	0.06038	2530
ENST00000216252	ENST00000216252.4	24.7496	1053
ENST00000216254	ENST00000216254.9	24.95818	2734
ENST00000216259	ENST00000216259.8	20.2676	1242
ENST00000216264	ENST00000216264.13	36.70971	4442
ENST00000216267	ENST00000216267.12	6.2172	4614
ENST00000216271	ENST00000216271.10	1.33542	2567
ENST00000216277	ENST00000216277.13	66.94265	4515
ENST00000216281	ENST00000216281.13	795.32633	3228
ENST00000216286	ENST00000216286.10	1.56982	4870
ENST00000216288	ENST00000216288.11	6.04829	2911
ENST00000216294	ENST00000216294.5	33.44931	2593
ENST00000216297	ENST00000216297.7	102.51395	4433
ENST00000216330	ENST00000216330.7	2.35492	1684
ENST00000216361	ENST00000216361.9	0.13637	2582
ENST00000216367	ENST00000216367.10	5.19867	1692
ENST00000216378	ENST00000216378.2	0.13082	2209
ENST00000216392	ENST00000216392.8	3.62267	2799
ENST00000216410	ENST00000216410.8	14.54197	3867
ENST00000216416	ENST00000216416.9	51.08356	4735
ENST00000216420	ENST00000216420.12	10.48805	1962
ENST00000216442	ENST00000216442.12	28.95014	1599
ENST00000216445	ENST00000216445.8	0.12076	3088
ENST00000216452	ENST00000216452.9	10.2894	1394
ENST00000216456	ENST00000216456.6	3.14781	1103
ENST00000216463	ENST00000216463.8	1.13596	1075
ENST00000216465	ENST00000216465.10	8.19697	1186
ENST00000216471	ENST00000216471.5	3.13965	2984
ENST00000216479	ENST00000216479.8	42.20472	1337
ENST00000216481	ENST00000216481.10	0.06038	3045
ENST00000216487	ENST00000216487.12	6.95161	3852
ENST00000216489	ENST00000216489.8	5.79816	2597
ENST00000216500	ENST00000216500.9	44.19037	2322
ENST00000216517	ENST00000216517.10	0.39015	1606
ENST00000216540	ENST00000216540.5	0.60378	2002
ENST00000216602	ENST00000216602.10	7.39057	1521
ENST00000216639	ENST00000216639.8	0.19672	1663
ENST00000216658	ENST00000216658.9	0.17062	4182
ENST00000216727	ENST00000216727.9	290.96542	1811
ENST00000216733	ENST00000216733.8	35.49678	2653
ENST00000216774	ENST00000216774.11	31.91159	2187
ENST00000216797	ENST00000216797.10	31.60283	1559
ENST00000216807	ENST00000216807.12	10.30365	2637
ENST00000216832	ENST00000216832.9	249.11276	3537
ENST00000216862	ENST00000216862.8	0.24151	3278
ENST00000216877	ENST00000216877.10	41.81597	3725
ENST00000216879	ENST00000216879.9	41.15489	2721
ENST00000216923	ENST00000216923.5	7.81279	3057
ENST00000216962	ENST00000216962.9	23.78886	4116
ENST00000216968	ENST00000216968.5	0.36227	1349
ENST00000217026	ENST00000217026.5	9.66045	2668
ENST00000217043	ENST00000217043.4	0.12076	1323
ENST00000217073	ENST00000217073.7	0.85745	2141
ENST00000217109	ENST00000217109.9	19.37139	4032
ENST00000217131	ENST00000217131.6	0.47281	1502
ENST00000217159	ENST00000217159.6	0.6513	2716
ENST00000217162	ENST00000217162.5	2.2051	2453
ENST00000217169	ENST00000217169.8	1.44907	1334
ENST00000217173	ENST00000217173.7	6.3368	4300
ENST00000217182	ENST00000217182.6	32.20563	1773
ENST00000217188	ENST00000217188.2	0.12076	4082
ENST00000217195	ENST00000217195.12	2.57589	1302
ENST00000217233	ENST00000217233.9	6.85057	2356
ENST00000217246	ENST00000217246.8	0.48991	4994
ENST00000217260	ENST00000217260.9	0.93154	2757
ENST00000217289	ENST00000217289.9	0.36227	4637
ENST00000217315	ENST00000217315.9	3.3859	4032
ENST00000217320	ENST00000217320.8	0.06038	2076
ENST00000217381	ENST00000217381.3	9.5397	2211
ENST00000217402	ENST00000217402.3	94.31015	1602
ENST00000217420	ENST00000217420.2	0.12076	2550
ENST00000217426	ENST00000217426.7	58.44466	2150
ENST00000217446	ENST00000217446.8	23.62015	1639
ENST00000217455	ENST00000217455.9	5.89575	1154
ENST00000217456	ENST00000217456.3	49.28881	2202
ENST00000217890	ENST00000217890.10	0.25566	2160
ENST00000217901	ENST00000217901.10	23.94824	1335
ENST00000217909	ENST00000217909.8	2.50624	2507
ENST00000217958	ENST00000217958.8	48.64541	1470
ENST00000217971	ENST00000217971.8	203.92041	1879
ENST00000218056	ENST00000218056.9	8.8556	2124
ENST00000218075	ENST00000218075.9	2.0931	3208
ENST00000218099	ENST00000218099.7	0.24151	2800
ENST00000218104	ENST00000218104.6	4.41958	3669
ENST00000218197	ENST00000218197.9	2.67159	1616
ENST00000218200	ENST00000218200.12	12.13334	4333
ENST00000218230	ENST00000218230.6	105.0574	1025
ENST00000218316	ENST00000218316.4	0.72453	2020
ENST00000218340	ENST00000218340.4	10.50574	3700
ENST00000218348	ENST00000218348.7	70.09666	3338
ENST00000218364	ENST00000218364.5	27.05068	2694
ENST00000218432	ENST00000218432.10	0.1276	1780
ENST00000218436	ENST00000218436.7	0.12076	4964
ENST00000218439	ENST00000218439.8	0.80428	1958
ENST00000218516	ENST00000218516.4	8.69252	1318
ENST00000218652	ENST00000218652.12	12.43422	4624
ENST00000218758	ENST00000218758.10	0.13157	1752
ENST00000218867	ENST00000218867.4	0.72453	1594
ENST00000219066	ENST00000219066.5	5.07174	1067
ENST00000219069	ENST00000219069.6	3.97318	3282
ENST00000219070	ENST00000219070.9	10.38498	3514
ENST00000219091	ENST00000219091.9	2.14067	1968
ENST00000219097	ENST00000219097.7	23.00617	1615
ENST00000219139	ENST00000219139.8	8.2104	2917
ENST00000219150	ENST00000219150.10	1.0063	1623
ENST00000219168	ENST00000219168.8	1.82859	1626
ENST00000219169	ENST00000219169.9	89.91331	2120
ENST00000219197	ENST00000219197.11	1.56982	2442
ENST00000219204	ENST00000219204.8	45.28006	1969
ENST00000219207	ENST00000219207.10	0.60378	1497
ENST00000219240	ENST00000219240.9	6.15854	4669
ENST00000219251	ENST00000219251.13	0.55571	2052
ENST00000219252	ENST00000219252.10	36.43795	1764
ENST00000219271	ENST00000219271.4	9.05667	4062
ENST00000219281	ENST00000219281.8	13.33976	2248
ENST00000219313	ENST00000219313.9	63.13655	1631
ENST00000219320	ENST00000219320.9	1.68983	4058
ENST00000219345	ENST00000219345.10	12.77585	2694
ENST00000219368	ENST00000219368.8	0.29941	2405
ENST00000219406	ENST00000219406.11	1.51107	1686
ENST00000219431	ENST00000219431.4	0.29236	1193
ENST00000219439	ENST00000219439.9	26.70565	3648
ENST00000219473	ENST00000219473.12	48.45407	3328
ENST00000219479	ENST00000219479.7	79.89029	1000
ENST00000219548	ENST00000219548.9	36.00792	1340
ENST00000219551	ENST00000219551.2	4.46509	1560
ENST00000219611	ENST00000219611.7	4.46842	4888
ENST00000219746	ENST00000219746.14	30.38145	4959
ENST00000219782	ENST00000219782.11	52.71195	2765
ENST00000219789	ENST00000219789.11	25.09113	1843
ENST00000219794	ENST00000219794.11	18.4184	2036
ENST00000220003	ENST00000220003.14	18.3314	2743
ENST00000220058	ENST00000220058.9	14.95729	2746
ENST00000220166	ENST00000220166.10	14.13904	2145
ENST00000220429	ENST00000220429.12	0.97059	2726
ENST00000220478	ENST00000220478.8	11.45236	3160
ENST00000220496	ENST00000220496.9	10.74725	3721
ENST00000220507	ENST00000220507.5	0.84529	1650
ENST00000220509	ENST00000220509.10	7.72836	3875
ENST00000220514	ENST00000220514.8	7.58496	1201
ENST00000220531	ENST00000220531.9	27.57485	3778
ENST00000220659	ENST00000220659.11	6.87634	2560
ENST00000220669	ENST00000220669.10	11.85949	2184
ENST00000220751	ENST00000220751.5	4.9764	2516
ENST00000220763	ENST00000220763.10	1.69058	1932
ENST00000220764	ENST00000220764.7	27.12155	2760
ENST00000220772	ENST00000220772.8	51.20039	4464
ENST00000220809	ENST00000220809.9	1.29239	3062
ENST00000220822	ENST00000220822.12	5.72743	3645
ENST00000220847	ENST00000220847.8	17.89789	3297
ENST00000220849	ENST00000220849.10	143.23947	2022
ENST00000220853	ENST00000220853.8	36.52067	3527
ENST00000220876	ENST00000220876.12	46.73211	1903
ENST00000220913	ENST00000220913.10	21.30342	2481
ENST00000220931	ENST00000220931.11	29.97911	3476
ENST00000221114	ENST00000221114.8	21.37191	1054
ENST00000221130	ENST00000221130.11	32.22253	3034
ENST00000221132	ENST00000221132.8	0.36227	2690
ENST00000221138	ENST00000221138.9	52.95409	1946
ENST00000221166	ENST00000221166.10	8.6866	3271
ENST00000221200	ENST00000221200.9	6.01651	3367
ENST00000221232	ENST00000221232.11	0.11637	2818
ENST00000221249	ENST00000221249.10	11.37217	4617
ENST00000221265	ENST00000221265.8	21.25299	2200
ENST00000221283	ENST00000221283.10	8.80955	1885
ENST00000221315	ENST00000221315.10	9.23952	4637
ENST00000221327	ENST00000221327.8	5.32527	4335
ENST00000221403	ENST00000221403.7	1.33717	1064
ENST00000221444	ENST00000221444.2	0.12076	4151
ENST00000221448	ENST00000221448.9	19.61821	1603
ENST00000221452	ENST00000221452.13	0.65022	2258
ENST00000221455	ENST00000221455.8	15.88604	2229
ENST00000221462	ENST00000221462.9	5.65218	2946
ENST00000221466	ENST00000221466.10	1.32188	1511
ENST00000221476	ENST00000221476.4	0.48302	1556
ENST00000221480	ENST00000221480.6	0.93154	1078
ENST00000221485	ENST00000221485.8	5.67551	2949
ENST00000221486	ENST00000221486.6	22.69448	1164
ENST00000221494	ENST00000221494.10	54.31614	1619
ENST00000221496	ENST00000221496.5	14.05501	1809
ENST00000221504	ENST00000221504.12	1.0651	2179
ENST00000221543	ENST00000221543.10	10.19144	2095
ENST00000221554	ENST00000221554.13	11.8584	1673
ENST00000221561	ENST00000221561.12	1.76151	1884
ENST00000221566	ENST00000221566.7	38.71204	2231
ENST00000221573	ENST00000221573.11	15.5032	1520
ENST00000221665	ENST00000221665.5	6.80046	2645
ENST00000221671	ENST00000221671.8	2.28747	3346
ENST00000221770	ENST00000221770.7	0.65901	2321
ENST00000221847	ENST00000221847.6	0.12076	1158
ENST00000221856	ENST00000221856.11	7.43565	1833
ENST00000221891	ENST00000221891.9	95.55217	2370
ENST00000221922	ENST00000221922.11	4.70579	2027
ENST00000221930	ENST00000221930.6	10.74725	2780
ENST00000221943	ENST00000221943.14	19.46278	1700
ENST00000221957	ENST00000221957.9	39.60785	2232
ENST00000221980	ENST00000221980.5	0.79509	3029
ENST00000221996	ENST00000221996.12	12.86048	4366
ENST00000222005	ENST00000222005.7	45.31088	1618
ENST00000222120	ENST00000222120.8	18.83788	4240
ENST00000222122	ENST00000222122.10	24.38818	2170
ENST00000222139	ENST00000222139.11	8.00171	2411
ENST00000222145	ENST00000222145.9	0.24151	3199
ENST00000222214	ENST00000222214.10	4.33379	1852
ENST00000222219	ENST00000222219.8	16.39737	1938
ENST00000222249	ENST00000222249.13	0.36804	3625
ENST00000222250	ENST00000222250.5	0.95494	2501
ENST00000222254	ENST00000222254.13	18.34794	3980
ENST00000222256	ENST00000222256.9	14.00765	1496
ENST00000222275	ENST00000222275.3	0.24151	1265
ENST00000222305	ENST00000222305.8	44.3005	1746
ENST00000222307	ENST00000222307.9	37.80868	1344
ENST00000222329	ENST00000222329.9	30.78457	2672
ENST00000222330	ENST00000222330.8	16.74374	2193
ENST00000222374	ENST00000222374.3	29.70589	2189
ENST00000222402	ENST00000222402.8	5.85311	3982
ENST00000222462	ENST00000222462.3	0.48302	3150
ENST00000222543	ENST00000222543.11	3.74342	2207
ENST00000222547	ENST00000222547.8	18.8905	1481
ENST00000222553	ENST00000222553.8	17.90243	4360
ENST00000222567	ENST00000222567.6	18.71712	3893
ENST00000222673	ENST00000222673.6	13.89258	4193
ENST00000222690	ENST00000222690.10	47.20624	3804
ENST00000222693	ENST00000222693.5	3.13965	2953
ENST00000222725	ENST00000222725.10	5.94247	2445
ENST00000222747	ENST00000222747.8	10.26423	2585
ENST00000222761	ENST00000222761.7	0.04025	1500
ENST00000222792	ENST00000222792.11	0.26554	3167
ENST00000222803	ENST00000222803.10	18.83699	4978
ENST00000222812	ENST00000222812.8	1.07287	2102
ENST00000222823	ENST00000222823.9	4.79948	4503
ENST00000222969	ENST00000222969.10	17.78548	1052
ENST00000222990	ENST00000222990.8	12.67573	4704
ENST00000223023	ENST00000223023.5	54.34004	4363
ENST00000223026	ENST00000223026.9	0.12076	2410
ENST00000223029	ENST00000223029.8	7.83721	1198
ENST00000223051	ENST00000223051.8	0.95284	2886
ENST00000223054	ENST00000223054.8	0.68564	1053
ENST00000223061	ENST00000223061.6	13.5011	1516
ENST00000223076	ENST00000223076.2	1.44907	1006
ENST00000223084	ENST00000223084.7	1.41545	1295
ENST00000223095	ENST00000223095.5	2.77738	3156
ENST00000223127	ENST00000223127.8	15.91527	2821
