gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00010598	ENSG00000164162	ANAPC10	FT	RGC	1.4846559760403964e-10	81
geneComp_00009076	ENSG00000153113	CAST	FT	RGC	1.5699121637281363e-10	82
geneComp_00006581	ENSG00000134686	PHC2	FT	RGC	1.832891515802282e-10	83
geneComp_00009142	ENSG00000153904	DDAH1	FT	RGC	2.0631110744749293e-10	84
geneComp_00001266	ENSG00000072609	CHFR	FT	RGC	2.778791036491765e-10	85
geneComp_00015607	ENSG00000197093	GAL3ST4	FT	RGC	3.1940065063426436e-10	86
geneComp_00001035	ENSG00000065882	TBC1D1	FT	RGC	3.3898649816781475e-10	87
geneComp_00014421	ENSG00000184640	SEPTIN9	FT	RGC	3.3898649816781475e-10	88
geneComp_00012887	ENSG00000175224	ATG13	FT	RGC	4.3710011773157436e-10	89
geneComp_00000822	ENSG00000054654	SYNE2	FT	RGC	5.857850526704509e-10	90
geneComp_00012525	ENSG00000173120	KDM2A	FT	RGC	6.18239469988411e-10	91
geneComp_00007730	ENSG00000141736	ERBB2	FT	RGC	7.316565518110551e-10	92
geneComp_00005728	ENSG00000128191	DGCR8	FT	RGC	7.760027088342127e-10	93
geneComp_00006537	ENSG00000134369	NAV1	FT	RGC	1.0815210574824392e-9	94
geneComp_00001957	ENSG00000091157	WDR7	FT	RGC	1.1209290499810426e-9	95
geneComp_00000868	ENSG00000057935	MTA3	FT	RGC	1.2055687461285983e-9	96
geneComp_00001664	ENSG00000083857	FAT1	FT	RGC	1.3738946198726072e-9	97
geneComp_00000478	ENSG00000018189	RUFY3	FT	RGC	1.4354007993930245e-9	98
geneComp_00010549	ENSG00000164054	SHISA5	FT	RGC	1.5379550560871915e-9	99
geneComp_00008219	ENSG00000145362	ANK2	FT	RGC	1.7964333311163387e-9	100
geneComp_00001645	ENSG00000083457	ITGAE	FT	RGC	1.835595824060832e-9	101
geneComp_00002103	ENSG00000099204	ABLIM1	FT	RGC	1.8718345060842e-9	102
geneComp_00011470	ENSG00000167842	MIS12	FT	RGC	2.0010029372822223e-9	103
geneComp_00010783	ENSG00000164889	SLC4A2	FT	RGC	2.379488843852394e-9	104
geneComp_00012902	ENSG00000175322	ZNF519	FT	RGC	2.771911187414678e-9	105
geneComp_00000118	ENSG00000000003	TSPAN6	FT	RGC	3.625889794250116e-9	106
geneComp_00008535	ENSG00000148053	NTRK2	FT	RGC	4.5190666046348e-9	107
geneComp_00001672	ENSG00000084093	REST	FT	RGC	5.7240268171409375e-9	108
geneComp_00001944	ENSG00000090989	EXOC1	FT	RGC	5.906079658492842e-9	109
geneComp_00007147	ENSG00000137817	PARP6	FT	RGC	6.964476487235753e-9	110
geneComp_00016080	ENSG00000198818	SFT2D1	FT	RGC	7.93865861080574e-9	111
geneComp_00005859	ENSG00000129353	SLC44A2	FT	RGC	9.152893715267566e-9	112
geneComp_00007289	ENSG00000138613	APH1B	FT	RGC	1.2818784004875376e-8	113
geneComp_00013141	ENSG00000176871	WSB2	FT	RGC	1.4335656295536101e-8	114
geneComp_00007846	ENSG00000142875	PRKACB	FT	RGC	1.4346875717148175e-8	115
geneComp_00016697	ENSG00000204843	DCTN1	FT	RGC	1.4595204651105146e-8	116
geneComp_00002464	ENSG00000101216	GMEB2	FT	RGC	1.5363599529076653e-8	117
geneComp_00028511	ENSG00000261949	GFY	FT	RGC	1.6849803610139734e-8	118
geneComp_00001171	ENSG00000070087	PFN2	FT	RGC	1.7082430768392815e-8	119
geneComp_00001083	ENSG00000067141	NEO1	FT	RGC	1.725422950248768e-8	120
geneComp_00001376	ENSG00000075539	FRYL	FT	RGC	1.8151833507592622e-8	121
geneComp_00008875	ENSG00000151474	FRMD4A	FT	RGC	1.8679646399416536e-8	122
geneComp_00004446	ENSG00000116698	SMG7	FT	RGC	1.8749485942398825e-8	123
geneComp_00006015	ENSG00000130706	ADRM1	FT	RGC	2.2488715334709128e-8	124
geneComp_00011242	ENSG00000166881	NEMP1	FT	RGC	2.348829919852142e-8	125
geneComp_00001312	ENSG00000073921	PICALM	FT	RGC	3.44460731060235e-8	126
geneComp_00002955	ENSG00000104936	DMPK	FT	RGC	3.7519389836116296e-8	127
geneComp_00003842	ENSG00000111790	FGFR1OP2	FT	RGC	4.114149494173079e-8	128
geneComp_00015315	ENSG00000189337	KAZN	FT	RGC	4.156092481575753e-8	129
geneComp_00000656	ENSG00000039560	RAI14	FT	RGC	4.283580983152709e-8	130
geneComp_00000183	ENSG00000004866	ST7	FT	RGC	4.3631995454140915e-8	131
geneComp_00002192	ENSG00000100083	GGA1	FT	RGC	4.380954728575534e-8	132
geneComp_00002030	ENSG00000093167	LRRFIP2	FT	RGC	4.668669745924829e-8	133
geneComp_00011656	ENSG00000168702	LRP1B	FT	RGC	5.167210383405574e-8	134
geneComp_00014891	ENSG00000187091	PLCD1	FT	RGC	5.436542193578365e-8	135
geneComp_00011365	ENSG00000167468	GPX4	FT	RGC	6.687949610579875e-8	136
geneComp_00000904	ENSG00000060656	PTPRU	FT	RGC	6.772056292876696e-8	137
geneComp_00005829	ENSG00000129103	SUMF2	FT	RGC	6.845733176599718e-8	138
geneComp_00001572	ENSG00000081026	MAGI3	FT	RGC	7.369446042008514e-8	139
geneComp_00008935	ENSG00000151914	DST	FT	RGC	7.645565396317848e-8	140
geneComp_00011290	ENSG00000167088	SNRPD1	FT	RGC	7.645565396317848e-8	141
geneComp_00008627	ENSG00000148841	ITPRIP	FT	RGC	8.58244776849239e-8	142
geneComp_00003548	ENSG00000109180	OCIAD1	FT	RGC	8.678823341911591e-8	143
geneComp_00006295	ENSG00000132669	RIN2	FT	RGC	9.396677462189009e-8	144
geneComp_00024081	ENSG00000245904	BTG1-DT	FT	RGC	1.0827384790607029e-7	145
geneComp_00022212	ENSG00000235703	EOLA2-DT	FT	RGC	1.1100911264671951e-7	146
geneComp_00007022	ENSG00000137076	TLN1	FT	RGC	1.1626222063532117e-7	147
geneComp_00001633	ENSG00000083067	TRPM3	FT	RGC	1.313436708957519e-7	148
geneComp_00011949	ENSG00000170248	PDCD6IP	FT	RGC	1.3694564166292047e-7	149
geneComp_00004024	ENSG00000113269	RNF130	FT	RGC	1.3722149842950006e-7	150
geneComp_00000581	ENSG00000030110	BAK1	FT	RGC	1.407764421225672e-7	151
geneComp_00001408	ENSG00000076554	TPD52	FT	RGC	1.432278116262477e-7	152
geneComp_00007386	ENSG00000139220	PPFIA2	FT	RGC	1.5024350293483405e-7	153
geneComp_00008141	ENSG00000144724	PTPRG	FT	RGC	1.5663509928242618e-7	154
geneComp_00003835	ENSG00000111752	PHC1	FT	RGC	1.6776936881849856e-7	155
geneComp_00007212	ENSG00000138101	DTNB	FT	RGC	2.1040783296522857e-7	156
geneComp_00000605	ENSG00000034053	APBA2	FT	RGC	2.498603194409371e-7	157
geneComp_00005862	ENSG00000129422	MTUS1	FT	RGC	2.6049183628126106e-7	158
geneComp_00004507	ENSG00000117114	ADGRL2	FT	RGC	3.389071237863754e-7	159
geneComp_00011121	ENSG00000166348	USP54	FT	RGC	3.4664862442812394e-7	160
geneComp_00000721	ENSG00000047634	SCML1	FT	RGC	3.5811640565085833e-7	161
geneComp_00001245	ENSG00000072110	ACTN1	FT	RGC	3.8271467331364537e-7	162
geneComp_00008380	ENSG00000146592	CREB5	FT	RGC	3.979834582916545e-7	163
geneComp_00005489	ENSG00000125827	TMX4	FT	RGC	4.2483029081179295e-07	164
geneComp_00003848	ENSG00000111817	DSE	FT	RGC	4.565454978171765e-7	165
geneComp_00004271	ENSG00000115365	LANCL1	FT	RGC	4.856552730290381e-7	166
geneComp_00005355	ENSG00000124783	SSR1	FT	RGC	4.856552730290381e-7	167
geneComp_00006411	ENSG00000133424	LARGE1	FT	RGC	5.788418130248836e-7	168
geneComp_00004134	ENSG00000114331	ACAP2	FT	RGC	5.859515871775061e-7	169
geneComp_00023171	ENSG00000239857	GET4	FT	RGC	6.103456469627461e-7	170
geneComp_00005883	ENSG00000129646	QRICH2	FT	RGC	6.96948768212673e-7	171
geneComp_00003608	ENSG00000109846	CRYAB	FT	RGC	7.282571651890966e-7	172
geneComp_00001592	ENSG00000081665	ZNF506	FT	RGC	8.980423797523924e-7	173
geneComp_00005107	ENSG00000122783	CYREN	FT	RGC	9.052127640962865e-7	174
geneComp_00015567	ENSG00000196923	PDLIM7	FT	RGC	9.203348998112138e-7	175
geneComp_00004617	ENSG00000118200	CAMSAP2	FT	RGC	9.237272608252689e-7	176
geneComp_00015470	ENSG00000196526	AFAP1	FT	RGC	9.2459736540154e-7	177
geneComp_00002750	ENSG00000103197	TSC2	FT	RGC	9.254987253226772e-7	178
geneComp_00011373	ENSG00000167515	TRAPPC2L	FT	RGC	9.315488335163027e-7	179
geneComp_00011502	ENSG00000167986	DDB1	FT	RGC	9.315488335163027e-7	180
geneComp_00001419	ENSG00000076864	RAP1GAP	FT	RGC	9.437215244374831e-7	181
geneComp_00014089	ENSG00000182944	EWSR1	FT	RGC	1.3058196815426497e-6	182
geneComp_00015726	ENSG00000197565	COL4A6	FT	RGC	1.3133079772604476e-6	183
geneComp_00003682	ENSG00000110514	MADD	FT	RGC	1.4061042022571524e-6	184
geneComp_00026900	ENSG00000257704	INAFM1	FT	RGC	1.6101391586396073e-6	185
geneComp_00020862	ENSG00000231607	DLEU2	FT	RGC	1.6812618770827123e-6	186
geneComp_00004796	ENSG00000119906	SLF2	FT	RGC	1.7438249404421912e-6	187
geneComp_00012244	ENSG00000171681	ATF7IP	FT	RGC	1.9023850373206139e-6	188
geneComp_00029103	ENSG00000266173	STRADA	FT	RGC	2.163570804003013e-6	189
geneComp_00000522	ENSG00000023171	GRAMD1B	FT	RGC	2.253116998162358e-6	190
geneComp_00006252	ENSG00000132434	LANCL2	FT	RGC	2.27982288252602e-6	191
geneComp_00007252	ENSG00000138375	SMARCAL1	FT	RGC	2.3319276402318807e-6	192
geneComp_00011135	ENSG00000166405	RIC3	FT	RGC	2.479413844582443e-6	193
geneComp_00010432	ENSG00000163681	SLMAP	FT	RGC	2.519586717026227e-6	194
geneComp_00008882	ENSG00000151532	VTI1A	FT	RGC	2.586435681271297e-6	195
geneComp_00000819	ENSG00000054523	KIF1B	FT	RGC	2.590538898501686e-6	196
geneComp_00009838	ENSG00000160218	TRAPPC10	FT	RGC	2.7884022143755783e-6	197
geneComp_00001215	ENSG00000071054	MAP4K4	FT	RGC	2.8015284965522873e-6	198
geneComp_00009557	ENSG00000157827	FMNL2	FT	RGC	2.816541787993126e-6	199
geneComp_00020074	ENSG00000229117	RPL41	FT	RGC	2.824042065692656e-6	200
geneComp_00002774	ENSG00000103351	CLUAP1	FT	RGC	2.990141895368147e-6	201
geneComp_00000590	ENSG00000032219	ARID4A	FT	RGC	3.002970018246377e-6	202
geneComp_00000864	ENSG00000057657	PRDM1	FT	RGC	3.002970018246377e-6	203
geneComp_00015481	ENSG00000196562	SULF2	FT	RGC	3.036854345134798e-6	204
geneComp_00003178	ENSG00000106052	TAX1BP1	FT	RGC	3.158103047205632e-6	205
geneComp_00008488	ENSG00000147533	GOLGA7	FT	RGC	3.26007149012197e-6	206
geneComp_00014487	ENSG00000185008	ROBO2	FT	RGC	3.3696950693458024e-6	207
geneComp_00001546	ENSG00000080345	RIF1	FT	RGC	3.4682871677520175e-6	208
geneComp_00007026	ENSG00000137094	DNAJB5	FT	RGC	3.72217829786519e-6	209
geneComp_00000461	ENSG00000015475	BID	FT	RGC	4.195865092884888e-6	210
geneComp_00005360	ENSG00000124788	ATXN1	FT	RGC	4.313143973013976e-6	211
geneComp_00012357	ENSG00000172239	PAIP1	FT	RGC	4.313143973013976e-6	212
geneComp_00000767	ENSG00000050165	DKK3	FT	RGC	4.3136571718574325e-06	213
geneComp_00033073	ENSG00000285095		FT	RGC	4.8720230403796264e-6	214
geneComp_00005416	ENSG00000125445	MRPS7	FT	RGC	5.0785832402737764e-6	215
geneComp_00013199	ENSG00000177189	RPS6KA3	FT	RGC	5.189327006909677e-6	216
geneComp_00028175	ENSG00000261008	LINC01572	FT	RGC	5.268345435011908e-6	217
geneComp_00012745	ENSG00000174437	ATP2A2	FT	RGC	5.286505215888261e-6	218
geneComp_00011696	ENSG00000168894	RNF181	FT	RGC	5.645205405300433e-6	219
geneComp_00015943	ENSG00000198399	ITSN2	FT	RGC	5.788153259479197e-6	220
geneComp_00015959	ENSG00000198467	TPM2	FT	RGC	5.788153259479197e-6	221
geneComp_00008135	ENSG00000144674	GOLGA4	FT	RGC	5.801389175137949e-6	222
geneComp_00013131	ENSG00000176809	LRRC37A3	FT	RGC	5.822225745549744e-6	223
geneComp_00002372	ENSG00000100711	ZFYVE21	FT	RGC	5.900625543113141e-6	224
geneComp_00024007	ENSG00000244687	UBE2V1	FT	RGC	6.356358084647911e-6	225
geneComp_00009562	ENSG00000157869	RAB28	FT	RGC	6.458805723995294e-6	226
geneComp_00004668	ENSG00000118733	OLFM3	FT	RGC	6.737693440313123e-6	227
geneComp_00007742	ENSG00000141905	NFIC	FT	RGC	6.8299777675685626e-6	228
geneComp_00006296	ENSG00000132670	PTPRA	FT	RGC	7.749258783534384e-6	229
geneComp_00009306	ENSG00000155463	OXA1L	FT	RGC	8.04184353349167e-6	230
geneComp_00002068	ENSG00000095713	CRTAC1	FT	RGC	8.763352538190852e-6	231
geneComp_00007053	ENSG00000137221	TJAP1	FT	RGC	9.106634391710554e-6	232
geneComp_00002231	ENSG00000100221	JOSD1	FT	RGC	9.32900214679715e-6	233
geneComp_00010413	ENSG00000163629	PTPN13	FT	RGC	9.421638557065552e-6	234
geneComp_00000669	ENSG00000041353	RAB27B	FT	RGC	9.48635396650226e-6	235
geneComp_00005761	ENSG00000128512	DOCK4	FT	RGC	9.48635396650226e-6	236
geneComp_00005108	ENSG00000122786	CALD1	FT	RGC	1.1430321798489623e-5	237
geneComp_00003328	ENSG00000107331	ABCA2	FT	RGC	1.2456111862709744e-5	238
geneComp_00000743	ENSG00000048991	R3HDM1	FT	RGC	1.3536896437910015e-5	239
geneComp_00003711	ENSG00000110871	COQ5	FT	RGC	1.3567096816656928e-5	240
geneComp_00016944	ENSG00000206560	ANKRD28	FT	RGC	1.3567096816656928e-5	241
geneComp_00014209	ENSG00000183570	PCBP3	FT	RGC	1.365318316843052e-5	242
geneComp_00014097	ENSG00000182985	CADM1	FT	RGC	1.3713723663267342e-5	243
geneComp_00000515	ENSG00000022267	FHL1	FT	RGC	1.4152312060289906e-5	244
geneComp_00004533	ENSG00000117385	P3H1	FT	RGC	1.4152312060289906e-5	245
geneComp_00004685	ENSG00000118965	WDR35	FT	RGC	1.4152312060289906e-5	246
geneComp_00011310	ENSG00000167178	ISLR2	FT	RGC	1.4152312060289906e-5	247
geneComp_00027306	ENSG00000258890	CEP95	FT	RGC	1.509865905419798e-5	248
geneComp_00017330	ENSG00000213347	MXD3	FT	RGC	1.5902725872250535e-5	249
geneComp_00008853	ENSG00000151327	FAM177A1	FT	RGC	1.6210980204710973e-5	250
geneComp_00003150	ENSG00000105948	IFT56	FT	RGC	1.653654479286593e-5	251
geneComp_00011116	ENSG00000166340	TPP1	FT	RGC	1.7085166048520623e-5	252
geneComp_00008523	ENSG00000147862	NFIB	FT	RGC	1.7359535571161893e-5	253
geneComp_00035978	ENSG00000291010		FT	RGC	1.7388915474738944e-5	254
geneComp_00011593	ENSG00000168385	SEPTIN2	FT	RGC	1.7688469444724773e-5	255
geneComp_00006111	ENSG00000131242	RAB11FIP4	FT	RGC	1.8290875093819137e-5	256
geneComp_00014527	ENSG00000185189	NRBP2	FT	RGC	1.8728164994743973e-5	257
geneComp_00007852	ENSG00000142949	PTPRF	FT	RGC	1.9533161922132587e-5	258
geneComp_00008925	ENSG00000151835	SACS	FT	RGC	1.9767451582511083e-5	259
geneComp_00001906	ENSG00000090238	YPEL3	FT	RGC	2.212374889068245e-5	260
geneComp_00003865	ENSG00000111907	TPD52L1	FT	RGC	2.229966547436178e-5	261
geneComp_00005468	ENSG00000125746	EML2	FT	RGC	2.229966547436178e-5	262
geneComp_00001308	ENSG00000073803	MAP3K13	FT	RGC	2.3218975522843498e-5	263
geneComp_00001462	ENSG00000078053	AMPH	FT	RGC	2.3502645233028377e-5	264
geneComp_00005969	ENSG00000130396	AFDN	FT	RGC	2.3789726460235882e-5	265
geneComp_00010700	ENSG00000164535	DAGLB	FT	RGC	2.5347049594298862e-5	266
geneComp_00006280	ENSG00000132589	FLOT2	FT	RGC	2.5478325636722627e-5	267
geneComp_00006611	ENSG00000134852	CLOCK	FT	RGC	2.5645201596051853e-5	268
geneComp_00026527	ENSG00000255794	RMST	FT	RGC	2.6649690755419865e-5	269
geneComp_00015925	ENSG00000198324	PHETA1	FT	RGC	2.764648941792741e-5	270
geneComp_00006133	ENSG00000131446	MGAT1	FT	RGC	2.8835388446369628e-5	271
geneComp_00014594	ENSG00000185532	PRKG1	FT	RGC	2.9910570356365686e-5	272
geneComp_00010075	ENSG00000162374	ELAVL4	FT	RGC	3.222528613045119e-5	273
geneComp_00000898	ENSG00000060237	WNK1	FT	RGC	3.3158074179289586e-5	274
geneComp_00007701	ENSG00000141551	CSNK1D	FT	RGC	3.319567761903161e-5	275
geneComp_00000173	ENSG00000004766	VPS50	FT	RGC	3.329455754895297e-5	276
geneComp_00009519	ENSG00000157456	CCNB2	FT	RGC	3.4085482894350134e-5	277
geneComp_00011637	ENSG00000168575	SLC20A2	FT	RGC	3.434154689601176e-5	278
geneComp_00013365	ENSG00000178209	PLEC	FT	RGC	3.526013926299596e-5	279
geneComp_00008688	ENSG00000149474	KAT14	FT	RGC	3.6930382091317394e-5	280
geneComp_00011508	ENSG00000168000	BSCL2	FT	RGC	3.7190001711010167e-5	281
geneComp_00013395	ENSG00000178445	GLDC	FT	RGC	3.785256239505781e-5	282
geneComp_00001247	ENSG00000072133	RPS6KA6	FT	RGC	3.882965757493439e-5	283
geneComp_00009944	ENSG00000161016	RPL8	FT	RGC	3.9211781400414e-5	284
geneComp_00009993	ENSG00000161654	LSM12	FT	RGC	3.9305854558397926e-5	285
geneComp_00001953	ENSG00000091136	LAMB1	FT	RGC	4.346117116946585e-5	286
geneComp_00000352	ENSG00000010017	RANBP9	FT	RGC	4.383466326356244e-5	287
geneComp_00005902	ENSG00000129946	SHC2	FT	RGC	4.383466326356244e-5	288
geneComp_00007604	ENSG00000140859	KIFC3	FT	RGC	4.5569609818720135e-5	289
geneComp_00012912	ENSG00000175387	SMAD2	FT	RGC	4.666185973228844e-5	290
geneComp_00001604	ENSG00000082014	SMARCD3	FT	RGC	4.681009637160028e-5	291
geneComp_00013227	ENSG00000177380	PPFIA3	FT	RGC	5.3853996096826287e-5	292
geneComp_00008563	ENSG00000148341	SH3GLB2	FT	RGC	5.49594328659128e-5	293
geneComp_00007142	ENSG00000137807	KIF23	FT	RGC	5.6623900817964543e-05	294
geneComp_00024856	ENSG00000250132		FT	RGC	5.945692509094495e-5	295
geneComp_00004260	ENSG00000115310	RTN4	FT	RGC	6.0501649245447133e-5	296
geneComp_00009277	ENSG00000155093	PTPRN2	FT	RGC	6.306155481454284e-5	297
geneComp_00000223	ENSG00000005882	PDK2	FT	RGC	6.972972524134701e-5	298
geneComp_00005786	ENSG00000128641	MYO1B	FT	RGC	7.157262368186894e-5	299
geneComp_00006455	ENSG00000133884	DPF2	FT	RGC	7.157262368186894e-5	300
geneComp_00005441	ENSG00000125611	CHCHD5	FT	RGC	7.269517213310379e-5	301
geneComp_00008297	ENSG00000145934	TENM2	FT	RGC	7.285603140367273e-5	302
geneComp_00001749	ENSG00000086696	HSD17B2	FT	RGC	7.832562818866875e-5	303
geneComp_00008239	ENSG00000145536	ADAMTS16	FT	RGC	8.561984635751068e-5	304
geneComp_00007442	ENSG00000139625	MAP3K12	FT	RGC	8.714175881076552e-5	305
geneComp_00002859	ENSG00000104313	EYA1	FT	RGC	8.755046421002887e-5	306
geneComp_00000917	ENSG00000061676	NCKAP1	FT	RGC	8.824647700859715e-5	307
geneComp_00004206	ENSG00000114988	LMAN2L	FT	RGC	9.024485318045649e-5	308
geneComp_00007464	ENSG00000139737	SLAIN1	FT	RGC	9.087398002695395e-5	309
geneComp_00001533	ENSG00000079841	RIMS1	FT	RGC	9.287167455633882e-5	310
geneComp_00008216	ENSG00000145349	CAMK2D	FT	RGC	9.605573235891898e-5	311
geneComp_00001132	ENSG00000068796	KIF2A	FT	RGC	9.856489061081229e-5	312
geneComp_00006358	ENSG00000133030	MPRIP	FT	RGC	1.0146617330653452e-4	313
geneComp_00013781	ENSG00000180957	PITPNB	FT	RGC	1.027188571996349e-4	314
