ensembl_transcript_id	TXNAME	H9-FT_1	transcript_length
ENST00000220597	ENST00000220597.4	12.67934	10744
ENST00000220616	ENST00000220616.9	0.04025	8455
ENST00000220888	ENST00000220888.9	2.19656	5480
ENST00000221086	ENST00000221086.8	0.24151	7081
ENST00000221307	ENST00000221307.13	0.06038	5053
ENST00000222345	ENST00000222345.11	27.41153	8004
ENST00000222390	ENST00000222390.11	0.7963	5834
ENST00000222511	ENST00000222511.11	9.57563	7489
ENST00000222573	ENST00000222573.5	20.49664	8974
ENST00000222584	ENST00000222584.8	21.37375	6077
ENST00000222644	ENST00000222644.10	40.94997	8346
ENST00000223073	ENST00000223073.6	49.25312	15507
ENST00000223208	ENST00000223208.10	20.71009	6292
ENST00000223210	ENST00000223210.5	11.35103	6942
ENST00000223398	ENST00000223398.11	8.8925	5623
ENST00000223428	ENST00000223428.9	5.03575	6507
ENST00000223528	ENST00000223528.6	9.67021	7364
ENST00000224140	ENST00000224140.6	39.3282	11101
ENST00000224721	ENST00000224721.12	7.91053	11138
ENST00000224756	ENST00000224756.12	0.8929	7664
ENST00000224950	ENST00000224950.8	23.82254	6369
ENST00000225235	ENST00000225235.5	16.30805	5637
ENST00000225296	ENST00000225296.8	14.4615	5535
ENST00000225388	ENST00000225388.9	83.17495	10877
ENST00000225577	ENST00000225577.9	13.04872	5428
ENST00000225719	ENST00000225719.9	39.11461	9372
ENST00000225724	ENST00000225724.9	7.5083	6039
ENST00000225964	ENST00000225964.10	33.69082	5914
ENST00000225983	ENST00000225983.10	23.60243	5326
ENST00000226067	ENST00000226067.10	10.6265	5721
ENST00000226319	ENST00000226319.11	16.46977	5695
ENST00000227322	ENST00000227322.8	22.5813	6539
ENST00000227349	ENST00000227349.7	3.16989	7057
ENST00000227451	ENST00000227451.4	28.13606	6003
ENST00000228318	ENST00000228318.8	1e-05	5987
ENST00000228425	ENST00000228425.11	11.1754	5983
ENST00000228506	ENST00000228506.8	87.03295	6341
ENST00000228705	ENST00000228705.7	25.11717	6454
ENST00000228936	ENST00000228936.6	0.24151	5160
ENST00000229179	ENST00000229179.9	37.38446	6213
ENST00000229214	ENST00000229214.9	61.68776	10104
ENST00000229330	ENST00000229330.9	17.18224	5660
ENST00000229955	ENST00000229955.4	5.19249	5967
ENST00000230036	ENST00000230036.2	3.2604	5790
ENST00000230053	ENST00000230053.11	1.69058	6587
ENST00000230122	ENST00000230122.4	1.17634	5501
ENST00000230173	ENST00000230173.10	3.73431	7026
ENST00000230538	ENST00000230538.12	1.21831	7228
ENST00000230859	ENST00000230859.8	24.25744	5030
ENST00000231004	ENST00000231004.5	4.91805	5076
ENST00000231188	ENST00000231188.9	0.50996	6143
ENST00000231368	ENST00000231368.10	46.9151	12134
ENST00000231461	ENST00000231461.10	5.07174	6321
ENST00000231484	ENST00000231484.4	0.48302	5706
ENST00000231498	ENST00000231498.8	17.81028	8068
ENST00000231706	ENST00000231706.6	1.93209	10140
ENST00000232564	ENST00000232564.8	42.28532	6315
ENST00000232607	ENST00000232607.7	10.53664	6652
ENST00000232854	ENST00000232854.9	12.15724	16993
ENST00000232978	ENST00000232978.13	119.84071	7265
ENST00000233027	ENST00000233027.10	11.51327	6053
ENST00000233057	ENST00000233057.9	28.79132	9975
ENST00000233072	ENST00000233072.10	10.42061	5760
ENST00000233099	ENST00000233099.6	13.7622	6937
ENST00000233336	ENST00000233336.7	35.39193	14267
ENST00000233607	ENST00000233607.6	2.43414	10151
ENST00000233813	ENST00000233813.5	349.46594	6239
ENST00000233838	ENST00000233838.9	30.24027	7556
ENST00000233969	ENST00000233969.3	0.48302	5601
ENST00000234142	ENST00000234142.9	13.01248	8444
ENST00000234179	ENST00000234179.8	21.53925	6156
ENST00000234453	ENST00000234453.10	55.12796	13892
ENST00000234739	ENST00000234739.8	22.10877	6189
ENST00000234827	ENST00000234827.6	8.54985	10429
ENST00000234831	ENST00000234831.10	104.04226	6457
ENST00000235307	ENST00000235307.7	49.97486	10293
ENST00000235345	ENST00000235345.6	17.02654	6193
ENST00000235628	ENST00000235628.2	0.12076	9068
ENST00000236925	ENST00000236925.8	1.27524	7161
ENST00000237163	ENST00000237163.9	2.17472	7995
ENST00000237281	ENST00000237281.5	10.98876	9051
ENST00000237283	ENST00000237283.9	6.83132	6244
ENST00000237380	ENST00000237380.12	85.73009	10858
ENST00000237536	ENST00000237536.9	41.88784	14218
ENST00000237596	ENST00000237596.7	28.81825	5089
ENST00000237853	ENST00000237853.9	36.56382	5826
ENST00000237937	ENST00000237937.7	1.29678	5310
ENST00000238256	ENST00000238256.8	2.91847	8766
ENST00000238616	ENST00000238616.10	16.45632	8278
ENST00000238714	ENST00000238714.8	13.70826	7348
ENST00000238789	ENST00000238789.10	24.48258	8112
ENST00000238831	ENST00000238831.9	49.74695	11955
ENST00000238892	ENST00000238892.4	57.80013	6323
ENST00000238961	ENST00000238961.9	23.07016	6892
ENST00000239231	ENST00000239231.7	56.8759	10274
ENST00000239374	ENST00000239374.8	0.96605	5306
ENST00000239440	ENST00000239440.9	2.62459	5258
ENST00000239462	ENST00000239462.9	0.12076	5042
ENST00000240093	ENST00000240093.8	9.75089	13770
ENST00000240100	ENST00000240100.7	12.92085	5553
ENST00000240423	ENST00000240423.9	9.98638	6030
ENST00000240499	ENST00000240499.8	21.85677	12601
ENST00000240587	ENST00000240587.5	8.57365	5065
ENST00000240922	ENST00000240922.8	41.95926	6112
ENST00000241125	ENST00000241125.4	0.24151	5214
ENST00000241416	ENST00000241416.12	27.15406	5214
ENST00000241436	ENST00000241436.9	20.26963	14623
ENST00000241502	ENST00000241502.9	37.24423	6733
ENST00000241704	ENST00000241704.8	49.38354	5318
ENST00000242057	ENST00000242057.9	23.18508	6243
ENST00000242059	ENST00000242059.10	57.25833	5254
ENST00000242208	ENST00000242208.5	1.0868	6046
ENST00000242315	ENST00000242315.4	0.60378	5757
ENST00000242351	ENST00000242351.10	20.38104	7177
ENST00000242505	ENST00000242505.11	30.44791	5455
ENST00000242804	ENST00000242804.9	3.01889	6274
ENST00000242810	ENST00000242810.11	82.18609	7331
ENST00000242839	ENST00000242839.10	2.92935	6598
ENST00000242848	ENST00000242848.8	58.91967	8018
ENST00000243077	ENST00000243077.8	82.33967	14923
ENST00000243300	ENST00000243300.14	0.72453	8066
ENST00000243326	ENST00000243326.9	33.43379	15003
ENST00000243349	ENST00000243349.13	0.96605	8853
ENST00000243389	ENST00000243389.8	2.41511	5772
ENST00000243457	ENST00000243457.4	6.15854	5391
ENST00000243501	ENST00000243501.10	33.0576	5219
ENST00000243706	ENST00000243706.8	0.40631	5620
ENST00000243964	ENST00000243964.7	0.36227	6026
ENST00000244007	ENST00000244007.7	14.24189	5285
ENST00000244040	ENST00000244040.4	30.06518	8651
ENST00000244043	ENST00000244043.5	9.66045	5570
ENST00000244051	ENST00000244051.3	4.95098	5112
ENST00000244221	ENST00000244221.9	22.5813	6300
ENST00000244364	ENST00000244364.10	3.43228	16742
ENST00000244763	ENST00000244763.9	67.14698	9661
ENST00000244769	ENST00000244769.8	12.7131	10602
ENST00000245304	ENST00000245304.5	23.42659	5540
ENST00000245663	ENST00000245663.9	7.83779	5231
ENST00000245680	ENST00000245680.7	42.45839	10314
ENST00000245796	ENST00000245796.11	1.84523	11342
ENST00000245838	ENST00000245838.13	73.86218	5600
ENST00000246024	ENST00000246024.7	46.98014	6103
ENST00000246194	ENST00000246194.8	49.229	6213
ENST00000246229	ENST00000246229.5	28.61909	5656
ENST00000246553	ENST00000246553.4	0.36227	5597
ENST00000247087	ENST00000247087.10	12.98243	6335
ENST00000247226	ENST00000247226.13	10.49845	10526
ENST00000247833	ENST00000247833.12	19.99038	9333
ENST00000247881	ENST00000247881.4	2.89814	5018
ENST00000248054	ENST00000248054.10	25.84111	5038
ENST00000248248	ENST00000248248.8	20.41514	5813
ENST00000248444	ENST00000248444.10	0.24151	6500
ENST00000248846	ENST00000248846.10	4.8667	6066
ENST00000248933	ENST00000248933.11	5.07514	6584
ENST00000249299	ENST00000249299.7	48.35608	12384
ENST00000249344	ENST00000249344.7	4.79417	5116
ENST00000249364	ENST00000249364.9	132.2035	5266
ENST00000249636	ENST00000249636.11	63.37654	7980
ENST00000249700	ENST00000249700.9	6.75554	9150
ENST00000249822	ENST00000249822.9	84.96305	5366
ENST00000249837	ENST00000249837.7	48.35434	13300
ENST00000250018	ENST00000250018.6	1.04155	5325
ENST00000250066	ENST00000250066.6	1.44907	7976
ENST00000250377	ENST00000250377.11	3.24014	6118
ENST00000250559	ENST00000250559.14	38.75254	13378
ENST00000250894	ENST00000250894.8	0.71335	5661
ENST00000251020	ENST00000251020.9	6.3191	5134
ENST00000251038	ENST00000251038.10	47.99761	18153
ENST00000251076	ENST00000251076.9	10.36032	10672
ENST00000251081	ENST00000251081.8	29.56537	12377
ENST00000251089	ENST00000251089.8	13.40388	5287
ENST00000251091	ENST00000251091.9	0.60541	6565
ENST00000251102	ENST00000251102.13	0.43472	5657
ENST00000251127	ENST00000251127.11	0.8516	6971
ENST00000251170	ENST00000251170.12	0.12076	6445
ENST00000251250	ENST00000251250.7	1.57864	13776
ENST00000251268	ENST00000251268.11	19.85605	11137
ENST00000251334	ENST00000251334.7	18.63873	6128
ENST00000251527	ENST00000251527.10	11.9785	5960
ENST00000251582	ENST00000251582.12	2.69061	6783
ENST00000251691	ENST00000251691.5	12.55859	14859
ENST00000251722	ENST00000251722.10	5.10354	5692
ENST00000251822	ENST00000251822.7	9.19116	5482
ENST00000251871	ENST00000251871.9	16.38527	5087
ENST00000252032	ENST00000252032.10	27.41153	6912
ENST00000252050	ENST00000252050.9	6.52735	7759
ENST00000252108	ENST00000252108.8	26.23467	6088
ENST00000252137	ENST00000252137.11	7.21507	5359
ENST00000252444	ENST00000252444.10	7.50902	5357
ENST00000252575	ENST00000252575.11	2.05285	6402
ENST00000252660	ENST00000252660.5	0.24151	9841
ENST00000252744	ENST00000252744.6	34.53611	5518
ENST00000252804	ENST00000252804.9	243.90072	6817
ENST00000252840	ENST00000252840.11	8.50465	5759
ENST00000252999	ENST00000252999.7	56.62932	11426
ENST00000253048	ENST00000253048.10	17.74176	6143
ENST00000253115	ENST00000253115.7	17.48383	7104
ENST00000253144	ENST00000253144.13	2.80273	5042
ENST00000253159	ENST00000253159.12	1.86467	8124
ENST00000253237	ENST00000253237.10	13.52139	5361
ENST00000253332	ENST00000253332.5	3.22521	6597
ENST00000253363	ENST00000253363.11	63.22618	5060
ENST00000253401	ENST00000253401.10	13.88622	5413
ENST00000253458	ENST00000253458.12	33.66235	7385
ENST00000253692	ENST00000253692.11	18.74986	7854
ENST00000253699	ENST00000253699.7	15.41847	6678
ENST00000253928	ENST00000253928.14	5.61851	5043
ENST00000254101	ENST00000254101.4	25.82819	5343
ENST00000254235	ENST00000254235.7	1.02702	6138
ENST00000254480	ENST00000254480.10	186.41685	6354
ENST00000254508	ENST00000254508.7	13.28426	7206
ENST00000254528	ENST00000254528.4	0.60378	5944
ENST00000254579	ENST00000254579.11	14.50383	14876
ENST00000254605	ENST00000254605.11	16.60778	6559
ENST00000254624	ENST00000254624.10	15.93974	5433
ENST00000254630	ENST00000254630.12	48.96507	6681
ENST00000254657	ENST00000254657.8	11.60319	6380
ENST00000254667	ENST00000254667.8	6.5493	5289
ENST00000254695	ENST00000254695.13	0.96012	6663
ENST00000254799	ENST00000254799.11	38.29369	6610
ENST00000254846	ENST00000254846.9	33.65842	6713
ENST00000254958	ENST00000254958.10	10.50029	5940
ENST00000255198	ENST00000255198.3	14.12841	6134
ENST00000255266	ENST00000255266.10	0.36227	5645
ENST00000255305	ENST00000255305.11	18.44974	9857
ENST00000255380	ENST00000255380.8	3.10172	8780
ENST00000255381	ENST00000255381.2	0.24151	6016
ENST00000255390	ENST00000255390.10	12.25861	9577
ENST00000255448	ENST00000255448.8	0.4919	5703
ENST00000255531	ENST00000255531.8	4.57795	7937
ENST00000255674	ENST00000255674.11	0.60925	6960
ENST00000255784	ENST00000255784.6	18.47561	7135
ENST00000255882	ENST00000255882.11	33.30091	6751
ENST00000256078	ENST00000256078.10	0.97301	5430
ENST00000256079	ENST00000256079.9	21.01148	5208
ENST00000256117	ENST00000256117.9	1.47538	5042
ENST00000256190	ENST00000256190.13	5.84138	7450
ENST00000256246	ENST00000256246.5	0.30767	10110
ENST00000256366	ENST00000256366.6	37.17158	7057
ENST00000256367	ENST00000256367.3	2.41511	5094
ENST00000256429	ENST00000256429.8	15.85354	5064
ENST00000256447	ENST00000256447.5	0.72453	5388
ENST00000256497	ENST00000256497.9	20.72325	6113
ENST00000256509	ENST00000256509.7	0.18113	7856
ENST00000256552	ENST00000256552.11	0.01725	5787
ENST00000256637	ENST00000256637.8	26.90134	6990
ENST00000256646	ENST00000256646.7	54.08039	11425
ENST00000256707	ENST00000256707.8	9.07333	7348
ENST00000256720	ENST00000256720.6	24.09115	5384
ENST00000256737	ENST00000256737.8	0.75612	5937
ENST00000256925	ENST00000256925.12	8.19048	5283
ENST00000256951	ENST00000256951.10	3.98494	5913
ENST00000257075	ENST00000257075.9	49.76882	5360
ENST00000257177	ENST00000257177.9	12.48455	5853
ENST00000257181	ENST00000257181.10	35.74863	5233
ENST00000257215	ENST00000257215.10	6.76232	5799
ENST00000257287	ENST00000257287.5	21.26515	5596
ENST00000257290	ENST00000257290.10	34.38147	6378
ENST00000257408	ENST00000257408.5	0.48302	6002
ENST00000257430	ENST00000257430.9	1.04632	10704
ENST00000257527	ENST00000257527.9	11.59254	6481
ENST00000257536	ENST00000257536.13	3.6814	5709
ENST00000257572	ENST00000257572.5	3.01889	5789
ENST00000257575	ENST00000257575.9	19.07939	5727
ENST00000257745	ENST00000257745.9	16.86369	5524
ENST00000257749	ENST00000257749.9	0.41237	9215
ENST00000257836	ENST00000257836.4	0.36227	5543
ENST00000257868	ENST00000257868.10	28.35906	8801
ENST00000257897	ENST00000257897.7	0.96454	5388
ENST00000257934	ENST00000257934.9	2.77738	6618
ENST00000257940	ENST00000257940.7	13.28312	7121
ENST00000258104	ENST00000258104.8	0.01098	6952
ENST00000258145	ENST00000258145.8	33.24024	5081
ENST00000258149	ENST00000258149.11	57.63045	7490
ENST00000258229	ENST00000258229.14	9.38707	7530
ENST00000258243	ENST00000258243.7	1.93209	5601
ENST00000258302	ENST00000258302.8	3.03866	5606
ENST00000258341	ENST00000258341.5	48.90603	7929
ENST00000258381	ENST00000258381.11	0.42894	6192
ENST00000258390	ENST00000258390.12	0.36227	7286
ENST00000258399	ENST00000258399.8	9.97689	8022
ENST00000258436	ENST00000258436.10	6.44533	5293
ENST00000258439	ENST00000258439.8	10.9864	6271
ENST00000258494	ENST00000258494.14	1.45693	7428
ENST00000258526	ENST00000258526.9	30.90033	7492
ENST00000258538	ENST00000258538.8	6.61055	5443
ENST00000258711	ENST00000258711.7	11.23027	15979
ENST00000258873	ENST00000258873.9	0.24151	6215
ENST00000258886	ENST00000258886.13	53.51503	6324
ENST00000258888	ENST00000258888.6	1.32831	10238
ENST00000258962	ENST00000258962.5	48.85098	5343
ENST00000258991	ENST00000258991.7	1.13284	5232
ENST00000259008	ENST00000259008.7	5.30958	8182
ENST00000259021	ENST00000259021.9	13.04427	9514
ENST00000259050	ENST00000259050.8	28.58673	5922
ENST00000259056	ENST00000259056.5	0.96605	10344
ENST00000259119	ENST00000259119.9	85.2515	7155
ENST00000259253	ENST00000259253.11	28.58854	10761
ENST00000259335	ENST00000259335.8	2.48032	7391
ENST00000259351	ENST00000259351.10	1.68304	6330
ENST00000259371	ENST00000259371.7	5.27927	5514
ENST00000259400	ENST00000259400.11	22.87842	6885
ENST00000259455	ENST00000259455.4	12.31707	5499
ENST00000259605	ENST00000259605.11	1.96226	5061
ENST00000259698	ENST00000259698.9	0.77381	5553
ENST00000259711	ENST00000259711.11	1.9192	6007
ENST00000259750	ENST00000259750.9	0.60378	7130
ENST00000259939	ENST00000259939.4	1.32831	5032
ENST00000260126	ENST00000260126.9	3.54742	8991
ENST00000260128	ENST00000260128.8	1.30774	5710
ENST00000260197	ENST00000260197.12	11.10952	10863
ENST00000260247	ENST00000260247.10	29.28241	12675
ENST00000260327	ENST00000260327.9	39.05591	6433
ENST00000260356	ENST00000260356.6	13.16236	7789
ENST00000260382	ENST00000260382.10	8.2599	6176
ENST00000260408	ENST00000260408.8	64.85502	11158
ENST00000260505	ENST00000260505.13	10.76527	7980
ENST00000260506	ENST00000260506.12	42.62599	5341
ENST00000260526	ENST00000260526.11	8.69203	8952
ENST00000260570	ENST00000260570.8	10.39907	5395
ENST00000260585	ENST00000260585.12	18.35486	8066
ENST00000260600	ENST00000260600.9	7.15054	5050
ENST00000260665	ENST00000260665.12	58.6482	6603
ENST00000260731	ENST00000260731.5	7.58344	5016
ENST00000260753	ENST00000260753.8	14.8231	6306
ENST00000260810	ENST00000260810.10	16.2695	5761
ENST00000260818	ENST00000260818.11	22.17775	7754
ENST00000260908	ENST00000260908.13	0.06038	12554
ENST00000260947	ENST00000260947.9	44.15067	5478
ENST00000260970	ENST00000260970.8	76.98775	6357
ENST00000260983	ENST00000260983.8	1.50356	12180
ENST00000261015	ENST00000261015.5	7.3617	8068
ENST00000261017	ENST00000261017.9	39.65413	6484
ENST00000261018	ENST00000261018.12	1.45119	6567
ENST00000261023	ENST00000261023.8	39.68982	7039
ENST00000261037	ENST00000261037.7	0.71114	5705
ENST00000261168	ENST00000261168.9	71.91064	8823
ENST00000261180	ENST00000261180.10	3.86418	11047
ENST00000261183	ENST00000261183.8	23.81755	7204
ENST00000261192	ENST00000261192.12	58.2167	9314
ENST00000261200	ENST00000261200.9	0.24151	8668
ENST00000261207	ENST00000261207.9	2e-05	5582
ENST00000261226	ENST00000261226.9	5.31325	5874
ENST00000261233	ENST00000261233.9	0.60378	8328
ENST00000261249	ENST00000261249.7	25.47944	5304
ENST00000261254	ENST00000261254.8	149.54142	6493
ENST00000261263	ENST00000261263.5	65.93258	15558
ENST00000261292	ENST00000261292.9	2.45851	10418
ENST00000261318	ENST00000261318.5	35.7175	8426
ENST00000261326	ENST00000261326.6	0.36227	6182
ENST00000261396	ENST00000261396.6	11.57253	5208
ENST00000261402	ENST00000261402.7	35.3814	5744
ENST00000261405	ENST00000261405.10	0.24151	8830
ENST00000261427	ENST00000261427.10	38.70489	5153
ENST00000261435	ENST00000261435.11	33.50921	9720
ENST00000261438	ENST00000261438.10	29.9269	5594
ENST00000261439	ENST00000261439.9	3.12401	5703
ENST00000261441	ENST00000261441.9	22.4045	6621
ENST00000261483	ENST00000261483.5	29.04693	6553
ENST00000261491	ENST00000261491.9	31.58916	17261
ENST00000261497	ENST00000261497.9	322.62816	5189
ENST00000261509	ENST00000261509.10	2.73072	5809
ENST00000261520	ENST00000261520.9	16.34399	7206
ENST00000261530	ENST00000261530.12	29.63317	14021
ENST00000261537	ENST00000261537.7	65.63378	10100
ENST00000261558	ENST00000261558.8	21.38837	11675
ENST00000261569	ENST00000261569.11	1.81251	7664
ENST00000261574	ENST00000261574.10	44.4284	6001
ENST00000261588	ENST00000261588.10	7.84509	6599
ENST00000261590	ENST00000261590.13	47.81546	5697
ENST00000261592	ENST00000261592.10	7.09242	5319
ENST00000261596	ENST00000261596.9	1.59547	6299
ENST00000261609	ENST00000261609.13	9.5397	15364
ENST00000261637	ENST00000261637.5	15.57748	9031
ENST00000261655	ENST00000261655.8	0.78531	6321
ENST00000261681	ENST00000261681.9	26.42359	5468
ENST00000261700	ENST00000261700.8	84.44143	7007
ENST00000261707	ENST00000261707.7	0.0805	6604
ENST00000261716	ENST00000261716.8	75.14574	12643
ENST00000261726	ENST00000261726.11	7.24534	6703
ENST00000261733	ENST00000261733.7	28.59412	9561
ENST00000261745	ENST00000261745.9	22.2672	5771
ENST00000261797	ENST00000261797.7	14.00045	8011
ENST00000261798	ENST00000261798.10	9.3436	5444
ENST00000261799	ENST00000261799.9	37.46727	5700
ENST00000261800	ENST00000261800.6	0.36227	14710
ENST00000261837	ENST00000261837.12	31.37948	8934
ENST00000261839	ENST00000261839.12	28.49374	6977
ENST00000261842	ENST00000261842.10	3.5317	6743
ENST00000261845	ENST00000261845.7	33.56902	5330
ENST00000261847	ENST00000261847.7	15.10005	6779
ENST00000261854	ENST00000261854.10	19.61613	7270
ENST00000261858	ENST00000261858.7	10.64071	5044
ENST00000261862	ENST00000261862.8	0.96605	9373
ENST00000261866	ENST00000261866.12	18.3793	7772
ENST00000261867	ENST00000261867.5	13.76614	7110
ENST00000261883	ENST00000261883.6	0.24151	5678
ENST00000261892	ENST00000261892.11	1.3819	5762
ENST00000261900	ENST00000261900.8	25.10746	6788
ENST00000261908	ENST00000261908.11	32.3512	7108
ENST00000261917	ENST00000261917.4	0.96605	6922
ENST00000261937	ENST00000261937.11	0.66307	5833
ENST00000261951	ENST00000261951.9	20.85983	6219
ENST00000261973	ENST00000261973.12	146.16374	6813
ENST00000261978	ENST00000261978.9	22.09828	8460
ENST00000262013	ENST00000262013.12	63.25488	8276
ENST00000262031	ENST00000262031.10	16.17846	8488
ENST00000262039	ENST00000262039.9	33.05796	9415
ENST00000262043	ENST00000262043.8	62.02005	18797
ENST00000262059	ENST00000262059.8	17.24134	5866
ENST00000262077	ENST00000262077.3	26.32473	6026
ENST00000262093	ENST00000262093.11	13.94712	7689
ENST00000262094	ENST00000262094.10	0.96605	7003
ENST00000262096	ENST00000262096.13	24.87566	5924
ENST00000262126	ENST00000262126.9	97.30477	11284
ENST00000262134	ENST00000262134.10	0.73217	5313
ENST00000262135	ENST00000262135.9	1.78825	7725
ENST00000262144	ENST00000262144.11	23.86069	5878
ENST00000262160	ENST00000262160.11	76.40373	34626
ENST00000262173	ENST00000262173.7	0.33025	6051
ENST00000262189	ENST00000262189.11	23.35546	16860
ENST00000262198	ENST00000262198.9	24.49603	5157
ENST00000262215	ENST00000262215.8	29.7865	7320
ENST00000262227	ENST00000262227.7	0.3767	5369
ENST00000262238	ENST00000262238.10	111.77473	6534
ENST00000262241	ENST00000262241.7	23.54735	5751
ENST00000262244	ENST00000262244.6	34.77762	6487
ENST00000262259	ENST00000262259.7	3.50191	6552
ENST00000262293	ENST00000262293.9	16.17925	6226
ENST00000262304	ENST00000262304.9	8.77747	14140
ENST00000262367	ENST00000262367.10	72.88358	10790
ENST00000262376	ENST00000262376.11	18.69477	6443
ENST00000262384	ENST00000262384.4	27.53228	7077
ENST00000262394	ENST00000262394.7	98.27129	5105
ENST00000262415	ENST00000262415.8	7.34916	5549
ENST00000262430	ENST00000262430.6	4.5186	13054
ENST00000262432	ENST00000262432.13	13.16236	5841
ENST00000262435	ENST00000262435.14	39.52269	6240
ENST00000262442	ENST00000262442.9	0.72453	13711
ENST00000262450	ENST00000262450.8	3.38116	9850
ENST00000262461	ENST00000262461.7	35.04232	6874
ENST00000262464	ENST00000262464.9	74.68607	10927
ENST00000262467	ENST00000262467.11	0.00705	5107
ENST00000262483	ENST00000262483.13	0.84529	7149
ENST00000262494	ENST00000262494.13	0.80099	6061
ENST00000262519	ENST00000262519.14	14.95246	5991
ENST00000262525	ENST00000262525.6	20.52846	6083
ENST00000262605	ENST00000262605.9	7.1601	6224
ENST00000262608	ENST00000262608.13	45.60572	10030
