gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence
geneComp_00000216	ENSG00000006625	GGCT	RO_D100	RO_D200	ENST00000275428.9	ENST00000440082.5	isoComp_00001265	isoComp_00001270	ORF_seq_similarity	TRUE	Complete ORF gain
geneComp_00000216	ENSG00000006625	GGCT	RO_D100	RO_D200	ENST00000275428.9	ENST00000440082.5	isoComp_00001265	isoComp_00001270	NMD_status	NA	NA
geneComp_00000216	ENSG00000006625	GGCT	RO_D100	RO_D200	ENST00000275428.9	ENST00000440082.5	isoComp_00001265	isoComp_00001270	domains_identified	TRUE	Domain gain
geneComp_00000216	ENSG00000006625	GGCT	RO_D100	RO_D200	ENST00000275428.9	ENST00000440082.5	isoComp_00001265	isoComp_00001270	domain_isotype	FALSE	NA
geneComp_00000216	ENSG00000006625	GGCT	RO_D100	RO_D200	ENST00000275428.9	ENST00000440082.5	isoComp_00001265	isoComp_00001270	signal_peptide_identified	FALSE	NA
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	intron_retention	FALSE	NA
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	coding_potential	FALSE	NA
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	NMD_status	FALSE	NA
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	domains_identified	FALSE	NA
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	domain_isotype	TRUE	Domain non-reference isotype loss
geneComp_00000238	ENSG00000007174	DNAH9	RO_D100	RO_D200	ENST00000454412.6	ENST00000579828.5	isoComp_00001436	isoComp_00001440	signal_peptide_identified	FALSE	NA
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	intron_retention	FALSE	NA
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	coding_potential	FALSE	NA
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	NMD_status	FALSE	NA
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	domains_identified	TRUE	Domain gain
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	domain_isotype	FALSE	NA
geneComp_00000255	ENSG00000007541	PIGQ	RO_D100	RO_D200	ENST00000321878.10	ENST00000476438.1	isoComp_00001639	isoComp_00001644	signal_peptide_identified	FALSE	NA
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	intron_retention	FALSE	NA
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	coding_potential	FALSE	NA
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	NMD_status	FALSE	NA
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	domains_identified	TRUE	Domain loss
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	domain_isotype	FALSE	NA
geneComp_00000261	ENSG00000007944	MYLIP	RO_D100	RO_D200	ENST00000349606.4	ENST00000356840.8	isoComp_00001689	isoComp_00001690	signal_peptide_identified	FALSE	NA
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	intron_retention	TRUE	Intron retention gain
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	coding_potential	FALSE	NA
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	NMD_status	TRUE	NMD sensitive
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	domains_identified	TRUE	Domain loss
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	domain_isotype	FALSE	NA
geneComp_00000279	ENSG00000008311	AASS	RO_D100	RO_D200	ENST00000681708.1	ENST00000417368.7	isoComp_00001820	isoComp_00001799	signal_peptide_identified	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	intron_retention	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	coding_potential	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	NMD_status	TRUE	NMD insensitive
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	domains_identified	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	domain_isotype	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000345114.9	isoComp_00002094	isoComp_00002093	signal_peptide_identified	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	intron_retention	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	coding_potential	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	ORF_seq_similarity	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	NMD_status	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	domains_identified	TRUE	Domain loss
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	domain_isotype	FALSE	NA
geneComp_00000308	ENSG00000009950	MLXIPL	RO_D100	RO_D200	ENST00000354613.5	ENST00000414749.6	isoComp_00002094	isoComp_00002095	signal_peptide_identified	FALSE	NA
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	intron_retention	FALSE	NA
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	coding_potential	FALSE	NA
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	NMD_status	FALSE	NA
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	domains_identified	TRUE	Domain loss
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	domain_isotype	FALSE	NA
geneComp_00000321	ENSG00000010295	IFFO1	RO_D100	RO_D200	ENST00000336604.8	ENST00000472558.6	isoComp_00002188	isoComp_00002193	signal_peptide_identified	FALSE	NA
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	intron_retention	FALSE	NA
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	coding_potential	FALSE	NA
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	NMD_status	TRUE	NMD sensitive
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	domains_identified	FALSE	NA
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	domain_isotype	TRUE	Domain non-reference isotype gain
geneComp_00000382	ENSG00000012232	EXTL3	RO_D100	RO_D200	ENST00000696181.1	ENST00000220562.9	isoComp_00002742	isoComp_00002729	signal_peptide_identified	FALSE	NA
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	intron_retention	FALSE	NA
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	coding_potential	FALSE	NA
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	NMD_status	FALSE	NA
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	domains_identified	TRUE	Domain loss
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	domain_isotype	FALSE	NA
geneComp_00000419	ENSG00000015171	ZMYND11	RO_D100	RO_D200	ENST00000704336.1	ENST00000381604.9	isoComp_00003059	isoComp_00003044	signal_peptide_identified	FALSE	NA
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	intron_retention	TRUE	Intron retention loss
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	coding_potential	FALSE	NA
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	NMD_status	FALSE	NA
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	domains_identified	TRUE	Domain gain
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	domain_isotype	FALSE	NA
geneComp_00000443	ENSG00000018510	AGPS	RO_D100	RO_D200	ENST00000680893.1	ENST00000681891.1	isoComp_00003234	isoComp_00003239	signal_peptide_identified	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	intron_retention	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	coding_potential	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	NMD_status	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	domains_identified	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	domain_isotype	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000354190.10	ENST00000227214.10	isoComp_00003362	isoComp_00003361	signal_peptide_identified	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	intron_retention	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	coding_potential	TRUE	Transcript is Noncoding
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	ORF_seq_similarity	TRUE	Complete ORF loss
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	NMD_status	NA	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	domains_identified	TRUE	Domain loss
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	domain_isotype	FALSE	NA
geneComp_00000467	ENSG00000021300	PLEKHB1	RO_D100	RO_D200	ENST00000426191.2	ENST00000227214.10	isoComp_00003365	isoComp_00003361	signal_peptide_identified	FALSE	NA
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	intron_retention	FALSE	NA
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	coding_potential	TRUE	Transcript is Noncoding
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	ORF_seq_similarity	TRUE	Complete ORF loss
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	NMD_status	NA	NA
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	domains_identified	TRUE	Domain loss
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	domain_isotype	FALSE	NA
geneComp_00000482	ENSG00000022976	ZNF839	RO_D100	RO_D200	ENST00000560568.5	ENST00000557803.5	isoComp_00003521	isoComp_00003513	signal_peptide_identified	FALSE	NA
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	intron_retention	TRUE	Intron retention gain
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	coding_potential	FALSE	NA
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	ORF_seq_similarity	TRUE	ORF is shorter
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	NMD_status	TRUE	NMD sensitive
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	domains_identified	TRUE	Domain loss
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	domain_isotype	FALSE	NA
geneComp_00000483	ENSG00000023041	ZDHHC6	RO_D100	RO_D200	ENST00000682807.1	ENST00000369405.7	isoComp_00003537	isoComp_00003524	signal_peptide_identified	FALSE	NA
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	intron_retention	TRUE	Intron retention loss
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	coding_potential	TRUE	Transcript is coding
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	ORF_seq_similarity	TRUE	Complete ORF gain
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	NMD_status	NA	NA
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	domains_identified	TRUE	Domain gain
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	domain_isotype	FALSE	NA
geneComp_00000527	ENSG00000027847	B4GALT7	RO_D100	RO_D200	ENST00000029410.10	ENST00000515353.1	isoComp_00003847	isoComp_00003852	signal_peptide_identified	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	intron_retention	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	coding_potential	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	NMD_status	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	domains_identified	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	domain_isotype	FALSE	NA
geneComp_00000568	ENSG00000033867	SLC4A7	RO_D100	RO_D200	ENST00000428386.5	ENST00000419036.5	isoComp_00004229	isoComp_00004225	signal_peptide_identified	FALSE	NA
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	intron_retention	FALSE	NA
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	coding_potential	TRUE	Transcript is coding
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	ORF_seq_similarity	TRUE	Complete ORF gain
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	NMD_status	NA	NA
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	domains_identified	TRUE	Domain gain
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	domain_isotype	FALSE	NA
geneComp_00000588	ENSG00000036054	TBC1D23	RO_D100	RO_D200	ENST00000394144.9	ENST00000471273.1	isoComp_00004358	isoComp_00004360	signal_peptide_identified	FALSE	NA
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	intron_retention	FALSE	NA
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	coding_potential	FALSE	NA
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	ORF_seq_similarity	TRUE	ORF is longer
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	NMD_status	TRUE	NMD insensitive
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	domains_identified	TRUE	Domain gain
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	domain_isotype	FALSE	NA
geneComp_00000592	ENSG00000036530	CYP46A1	RO_D100	RO_D200	ENST00000554611.5	ENST00000556822.1	isoComp_00004381	isoComp_00004384	signal_peptide_identified	FALSE	NA
geneComp_00000629	ENSG00000040487	SLC66A1	RO_D100	RO_D200	ENST00000375155.7	ENST00000375153.8	isoComp_00004690	isoComp_00004689	intron_retention	TRUE	Intron retention loss
geneComp_00000629	ENSG00000040487	SLC66A1	RO_D100	RO_D200	ENST00000375155.7	ENST00000375153.8	isoComp_00004690	isoComp_00004689	coding_potential	FALSE	NA
geneComp_00000629	ENSG00000040487	SLC66A1	RO_D100	RO_D200	ENST00000375155.7	ENST00000375153.8	isoComp_00004690	isoComp_00004689	ORF_seq_similarity	FALSE	NA
geneComp_00000629	ENSG00000040487	SLC66A1	RO_D100	RO_D200	ENST00000375155.7	ENST00000375153.8	isoComp_00004690	isoComp_00004689	NMD_status	FALSE	NA
