**** Job starts ****
2025-05-07 14:18:16
**** JHPCE info ****
User: sparthib
Job id: 16522061
Job name: filter_bam
Node name: compute-167
****
Loading LIBD SLURM module for gatk/4.5.0.0
Loading LIBD SLURM module for samtools/1.18
🔄 Processing sample: SRR1091091
🔹 Step 4a: Base recalibration (BQSR - BaseRecalibrator)
14:18:23.905 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
14:18:24.299 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.302 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.5.0.0
14:18:24.302 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
14:18:24.302 INFO  BaseRecalibrator - Executing as sparthib@compute-167.cm.cluster on Linux v5.14.0-427.13.1.el9_4.x86_64 amd64
14:18:24.302 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v19.0.1+10-21
14:18:24.303 INFO  BaseRecalibrator - Start Date/Time: May 7, 2025 at 2:18:23 PM EDT
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Version: 4.1.0
14:18:24.303 INFO  BaseRecalibrator - Picard Version: 3.1.1
14:18:24.303 INFO  BaseRecalibrator - Built for Spark Version: 3.5.0
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
14:18:24.303 INFO  BaseRecalibrator - Deflater: IntelDeflater
14:18:24.304 INFO  BaseRecalibrator - Inflater: IntelInflater
14:18:24.304 INFO  BaseRecalibrator - GCS max retries/reopens: 20
14:18:24.304 INFO  BaseRecalibrator - Requester pays: disabled
14:18:24.304 INFO  BaseRecalibrator - Initializing engine
14:18:24.473 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Homo_sapiens_assembly38.dbsnp138.vcf
14:18:24.741 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz
14:18:24.997 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/1000G_phase1.snps.high_confidence.hg38.vcf.gz
14:18:25.461 INFO  BaseRecalibrator - Done initializing engine
14:18:25.466 INFO  BaseRecalibrationEngine - The covariates being used here: 
14:18:25.467 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	ContextCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	CycleCovariate
14:18:25.472 INFO  ProgressMeter - Starting traversal
14:18:25.473 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
14:25:25.706 INFO  ProgressMeter -       chr2:148817243              7.0              34302000        4897568.7
14:25:35.713 INFO  ProgressMeter -       chr2:158292808              7.2              35108000        4896058.0
14:25:45.714 INFO  ProgressMeter -       chr2:167874594              7.3              35905000        4893456.1
14:25:55.718 INFO  ProgressMeter -       chr2:176638400              7.5              36720000        4893335.9
14:26:05.722 INFO  ProgressMeter -       chr2:186388259              7.7              37511000        4890092.1
14:26:15.724 INFO  ProgressMeter -       chr2:196320493              7.8              38308000        4887783.1
14:26:25.725 INFO  ProgressMeter -       chr2:205662580              8.0              39150000        4891182.1
14:26:35.728 INFO  ProgressMeter -       chr2:215240444              8.2              39945000        4888680.4
14:26:45.736 INFO  ProgressMeter -       chr2:224257570              8.3              40752000        4887678.9
14:26:55.742 INFO  ProgressMeter -       chr2:233438369              8.5              41551000        4885775.9
14:27:05.746 INFO  ProgressMeter -       chr2:242001758              8.7              42337000        4882475.2
14:27:15.754 INFO  ProgressMeter -         chr3:8661662              8.8              43053000        4871341.8
14:27:25.765 INFO  ProgressMeter -        chr3:17191185              9.0              43859000        4870597.5
14:27:35.768 INFO  ProgressMeter -        chr3:26511010              9.2              44636000        4866780.3
14:27:45.779 INFO  ProgressMeter -        chr3:35739326              9.3              45429000        4864734.6
14:27:55.787 INFO  ProgressMeter -        chr3:44794084              9.5              46246000        4865319.8
14:28:05.793 INFO  ProgressMeter -        chr3:53516493              9.7              47123000        4872113.4
14:28:15.794 INFO  ProgressMeter -        chr3:62211792              9.8              47918000        4870375.4
14:28:25.801 INFO  ProgressMeter -        chr3:70960953             10.0              48717000        4869038.3
14:28:35.808 INFO  ProgressMeter -        chr3:80166920             10.2              49499000        4866081.7
14:28:45.813 INFO  ProgressMeter -        chr3:90524043             10.3              50273000        4862470.4
14:28:55.821 INFO  ProgressMeter -       chr3:100424299             10.5              51162000        4869881.4
14:29:05.822 INFO  ProgressMeter -       chr3:110053325             10.7              51943000        4867002.2
14:29:15.833 INFO  ProgressMeter -       chr3:119514862             10.8              52748000        4866350.9
14:29:25.842 INFO  ProgressMeter -       chr3:128400788             11.0              53569000        4867187.9
14:29:35.847 INFO  ProgressMeter -       chr3:137478499             11.2              54386000        4867678.1
14:29:45.856 INFO  ProgressMeter -       chr3:146820475             11.3              55188000        4866795.4
14:29:55.855 INFO  ProgressMeter -       chr3:156278040             11.5              55987000        4865741.0
14:30:05.867 INFO  ProgressMeter -       chr3:166333675             11.7              56766000        4862920.0
14:30:15.870 INFO  ProgressMeter -       chr3:175729767             11.8              57558000        4861338.1
14:30:25.876 INFO  ProgressMeter -       chr3:185015284             12.0              58375000        4861862.0
14:30:35.880 INFO  ProgressMeter -       chr3:193938885             12.2              59155000        4859345.5
14:30:45.881 INFO  ProgressMeter -         chr4:3815027             12.3              59967000        4859509.9
14:30:55.881 INFO  ProgressMeter -        chr4:12194386             12.5              60714000        4854479.2
14:31:05.892 INFO  ProgressMeter -        chr4:21560728             12.7              61484000        4851325.4
14:31:15.902 INFO  ProgressMeter -        chr4:31039621             12.8              62259000        4848649.3
14:31:25.905 INFO  ProgressMeter -        chr4:40740886             13.0              63024000        4845316.4
14:31:35.906 INFO  ProgressMeter -        chr4:49576960             13.2              63812000        4843832.2
14:31:45.918 INFO  ProgressMeter -        chr4:58742563             13.3              64680000        4848303.1
14:31:55.928 INFO  ProgressMeter -        chr4:68686136             13.5              65414000        4842761.2
14:32:05.929 INFO  ProgressMeter -        chr4:77884965             13.7              66191000        4840552.1
14:32:15.935 INFO  ProgressMeter -        chr4:87332517             13.8              67004000        4840968.0
14:32:25.940 INFO  ProgressMeter -        chr4:96934201             14.0              67800000        4840172.0
14:32:35.947 INFO  ProgressMeter -       chr4:106884861             14.2              68593000        4839160.3
14:32:45.949 INFO  ProgressMeter -       chr4:116508939             14.3              69385000        4838136.1
14:32:55.954 INFO  ProgressMeter -       chr4:126143504             14.5              70169000        4836567.4
14:33:05.963 INFO  ProgressMeter -       chr4:136292745             14.7              70947000        4834603.5
14:33:15.972 INFO  ProgressMeter -       chr4:145929128             14.8              71746000        4834104.1
14:33:25.977 INFO  ProgressMeter -       chr4:155537323             15.0              72563000        4834825.8
14:33:35.979 INFO  ProgressMeter -       chr4:165410963             15.2              73331000        4832324.0
14:33:45.987 INFO  ProgressMeter -       chr4:175195452             15.3              74109000        4830496.9
14:33:55.995 INFO  ProgressMeter -       chr4:184479786             15.5              74865000        4827290.5
14:34:06.006 INFO  ProgressMeter -         chr5:2517804             15.7              75654000        4826242.1
14:34:16.016 INFO  ProgressMeter -        chr5:11322653             15.8              76412000        4823264.2
14:34:26.017 INFO  ProgressMeter -        chr5:20506121             16.0              77198000        4822147.5
14:34:36.022 INFO  ProgressMeter -        chr5:30912717             16.2              77950000        4818922.1
14:34:46.033 INFO  ProgressMeter -        chr5:39891255             16.3              78752000        4818797.4
14:34:56.040 INFO  ProgressMeter -        chr5:48904634             16.5              79659000        4825054.7
14:35:06.042 INFO  ProgressMeter -        chr5:57193068             16.7              80533000        4829232.2
14:35:16.042 INFO  ProgressMeter -        chr5:66849333             16.8              81341000        4829417.9
14:35:26.048 INFO  ProgressMeter -        chr5:76401182             17.0              82189000        4831927.9
14:35:36.048 INFO  ProgressMeter -        chr5:85548054             17.2              83004000        4832486.7
14:35:46.060 INFO  ProgressMeter -        chr5:95525245             17.3              83830000        4833617.9
14:35:56.061 INFO  ProgressMeter -       chr5:105506029             17.5              84602000        4831694.3
14:36:06.071 INFO  ProgressMeter -       chr5:114824559             17.7              85371000        4829600.7
14:36:16.078 INFO  ProgressMeter -       chr5:123846199             17.8              86126000        4826766.2
14:36:26.079 INFO  ProgressMeter -       chr5:133088007             18.0              86928000        4826625.1
14:36:36.083 INFO  ProgressMeter -       chr5:142037271             18.2              87773000        4828838.9
14:36:46.094 INFO  ProgressMeter -       chr5:150996002             18.3              88577000        4828746.7
14:36:56.105 INFO  ProgressMeter -       chr5:160206099             18.5              89381000        4828656.1
14:37:06.106 INFO  ProgressMeter -       chr5:169790090             18.7              90164000        4827485.9
14:37:16.107 INFO  ProgressMeter -       chr5:178509890             18.8              90994000        4828834.8
14:37:26.113 INFO  ProgressMeter -         chr6:5612542             19.0              91790000        4828342.0
14:37:36.122 INFO  ProgressMeter -        chr6:14296359             19.2              92559000        4826441.4
14:37:46.131 INFO  ProgressMeter -        chr6:22981381             19.3              93357000        4826072.8
14:37:56.132 INFO  ProgressMeter -        chr6:31678077             19.5              94146000        4825286.3
14:38:06.134 INFO  ProgressMeter -        chr6:39867921             19.7              94944000        4824962.3
14:38:16.139 INFO  ProgressMeter -        chr6:48660104             19.8              95747000        4824879.5
14:38:26.146 INFO  ProgressMeter -        chr6:58359729             20.0              96538000        4824194.4
14:38:36.151 INFO  ProgressMeter -        chr6:67474503             20.2              97406000        4827344.7
14:38:46.162 INFO  ProgressMeter -        chr6:77074288             20.3              98183000        4825946.7
14:38:56.166 INFO  ProgressMeter -        chr6:86690004             20.5              98966000        4824891.3
14:39:06.176 INFO  ProgressMeter -        chr6:96383670             20.7              99761000        4824410.0
14:39:16.185 INFO  ProgressMeter -       chr6:106212565             20.8             100562000        4824228.1
14:39:26.199 INFO  ProgressMeter -       chr6:115282647             21.0             101391000        4825362.5
14:39:36.207 INFO  ProgressMeter -       chr6:125058160             21.2             102176000        4824424.3
14:39:46.218 INFO  ProgressMeter -       chr6:134504722             21.3             102980000        4824379.6
14:39:56.226 INFO  ProgressMeter -       chr6:143749045             21.5             103778000        4824067.8
14:40:06.227 INFO  ProgressMeter -       chr6:152861577             21.7             104571000        4823556.2
14:40:16.235 INFO  ProgressMeter -       chr6:161688989             21.8             105370000        4823301.3
14:40:26.237 INFO  ProgressMeter -       chr6:170606309             22.0             106139000        4821712.9
14:40:36.244 INFO  ProgressMeter -         chr7:7798467             22.2             106896000        4819582.0
14:40:46.257 INFO  ProgressMeter -        chr7:16840590             22.3             107621000        4816036.6
14:40:56.262 INFO  ProgressMeter -        chr7:25565400             22.5             108393000        4814652.8
14:41:06.274 INFO  ProgressMeter -        chr7:34466865             22.7             109205000        4815035.3
14:41:16.282 INFO  ProgressMeter -        chr7:43707018             22.8             110012000        4815200.4
14:41:26.287 INFO  ProgressMeter -        chr7:52778359             23.0             110800000        4814554.9
14:41:36.292 INFO  ProgressMeter -        chr7:62667141             23.2             111718000        4819520.0
14:41:46.304 INFO  ProgressMeter -        chr7:71632782             23.3             112541000        4820327.9
14:41:56.309 INFO  ProgressMeter -        chr7:80810457             23.5             113398000        4822590.9
14:42:06.311 INFO  ProgressMeter -        chr7:90662432             23.7             114180000        4821661.6
14:42:16.315 INFO  ProgressMeter -       chr7:100024827             23.8             115001000        4822377.3
14:42:26.316 INFO  ProgressMeter -       chr7:108886759             24.0             115823000        4823134.8
14:42:36.322 INFO  ProgressMeter -       chr7:118988195             24.2             116625000        4823038.1
14:42:46.332 INFO  ProgressMeter -       chr7:128677733             24.3             117425000        4822847.4
14:42:56.342 INFO  ProgressMeter -       chr7:137643903             24.5             118244000        4823434.3
14:43:06.349 INFO  ProgressMeter -       chr7:146790958             24.7             119058000        4823820.5
14:43:16.358 INFO  ProgressMeter -       chr7:155421292             24.8             119839000        4822867.0
14:43:26.367 INFO  ProgressMeter -         chr8:4066119             25.0             120553000        4819247.7
14:43:36.372 INFO  ProgressMeter -        chr8:11887940             25.2             121253000        4815136.4
14:43:46.373 INFO  ProgressMeter -        chr8:19978152             25.3             121942000        4810651.6
14:43:56.376 INFO  ProgressMeter -        chr8:28669563             25.5             122718000        4809635.1
14:44:06.375 INFO  ProgressMeter -        chr8:38015583             25.7             123524000        4809806.2
14:44:16.378 INFO  ProgressMeter -        chr8:47751030             25.8             124386000        4812135.4
14:44:26.384 INFO  ProgressMeter -        chr8:57113369             26.0             125174000        4811574.8
14:44:36.387 INFO  ProgressMeter -        chr8:66646720             26.2             125963000        4811074.8
14:44:46.394 INFO  ProgressMeter -        chr8:75331629             26.3             126746000        4810335.2
14:44:56.402 INFO  ProgressMeter -        chr8:85406443             26.5             127523000        4809378.7
14:45:06.409 INFO  ProgressMeter -        chr8:94640332             26.7             128350000        4810311.0
14:45:16.417 INFO  ProgressMeter -       chr8:103844870             26.8             129177000        4811228.7
14:45:26.429 INFO  ProgressMeter -       chr8:114088422             27.0             129962000        4810568.6
14:45:36.435 INFO  ProgressMeter -       chr8:123356525             27.2             130745000        4809863.6
14:45:46.439 INFO  ProgressMeter -       chr8:132250988             27.3             131531000        4809277.0
14:45:56.441 INFO  ProgressMeter -       chr8:141416461             27.5             132300000        4808091.3
14:46:06.448 INFO  ProgressMeter -         chr9:4513520             27.7             133047000        4806104.8
14:46:16.459 INFO  ProgressMeter -        chr9:13239130             27.8             133757000        4802805.1
14:46:26.468 INFO  ProgressMeter -        chr9:21743270             28.0             134511000        4801120.8
14:46:36.471 INFO  ProgressMeter -        chr9:31135544             28.2             135251000        4798976.7
14:46:46.476 INFO  ProgressMeter -        chr9:40820698             28.4             136114000        4801190.8
14:46:56.483 INFO  ProgressMeter -        chr9:67669474             28.5             137169000        4810106.3
14:47:06.490 INFO  ProgressMeter -        chr9:77182566             28.7             137988000        4810690.4
14:47:16.500 INFO  ProgressMeter -        chr9:86567399             28.9             138792000        4810742.3
14:47:26.504 INFO  ProgressMeter -        chr9:95428682             29.0             139607000        4811186.5
14:47:36.510 INFO  ProgressMeter -       chr9:104707712             29.2             140407000        4811103.4
14:47:46.512 INFO  ProgressMeter -       chr9:113576343             29.4             141210000        4811137.1
14:47:56.518 INFO  ProgressMeter -       chr9:122656425             29.5             142016000        4811261.1
14:48:06.519 INFO  ProgressMeter -       chr9:131066103             29.7             142861000        4812711.2
14:48:16.520 INFO  ProgressMeter -        chr10:1016802             29.9             143669000        4812908.2
14:48:26.520 INFO  ProgressMeter -        chr10:9807078             30.0             144418000        4811134.9
14:48:36.525 INFO  ProgressMeter -       chr10:18352300             30.2             145193000        4810234.5
14:48:46.529 INFO  ProgressMeter -       chr10:27383654             30.4             145977000        4809637.9
14:48:56.534 INFO  ProgressMeter -       chr10:36336153             30.5             146774000        4809473.9
14:49:06.538 INFO  ProgressMeter -       chr10:45836729             30.7             147656000        4812084.3
14:49:16.549 INFO  ProgressMeter -       chr10:55265498             30.9             148447000        4811698.7
14:49:26.559 INFO  ProgressMeter -       chr10:64642003             31.0             149215000        4810578.3
14:49:36.564 INFO  ProgressMeter -       chr10:73271699             31.2             150000000        4810027.9
14:49:46.568 INFO  ProgressMeter -       chr10:82090418             31.4             150790000        4809645.4
14:49:56.574 INFO  ProgressMeter -       chr10:91044142             31.5             151550000        4808310.1
14:50:06.578 INFO  ProgressMeter -       chr10:99617687             31.7             152341000        4807972.2
14:50:16.588 INFO  ProgressMeter -      chr10:108318255             31.9             153125000        4807403.0
14:50:26.597 INFO  ProgressMeter -      chr10:117087642             32.0             153881000        4805967.8
14:50:36.601 INFO  ProgressMeter -      chr10:125544403             32.2             154657000        4805181.2
14:50:46.604 INFO  ProgressMeter -         chr11:176524             32.4             155411000        4803725.3
14:50:56.605 INFO  ProgressMeter -        chr11:8612990             32.5             156172000        4802506.9
14:51:06.614 INFO  ProgressMeter -       chr11:17401702             32.7             156973000        4802500.2
14:51:16.624 INFO  ProgressMeter -       chr11:26461214             32.9             157708000        4800484.6
14:51:26.628 INFO  ProgressMeter -       chr11:35638951             33.0             158502000        4800290.7
14:51:36.638 INFO  ProgressMeter -       chr11:44899740             33.2             159246000        4798580.1
14:51:46.654 INFO  ProgressMeter -       chr11:54547834             33.4             160124000        4800887.5
14:51:56.655 INFO  ProgressMeter -       chr11:63247093             33.5             160884000        4799687.3
14:52:06.661 INFO  ProgressMeter -       chr11:71565115             33.7             161707000        4800357.4
14:52:16.666 INFO  ProgressMeter -       chr11:80087593             33.9             162512000        4800489.2
14:52:26.671 INFO  ProgressMeter -       chr11:89193254             34.0             163253000        4798740.7
14:52:36.682 INFO  ProgressMeter -       chr11:98133114             34.2             164005000        4797317.1
14:52:46.687 INFO  ProgressMeter -      chr11:107281707             34.4             164730000        4795135.3
14:52:56.689 INFO  ProgressMeter -      chr11:116058900             34.5             165496000        4794169.2
14:53:06.695 INFO  ProgressMeter -      chr11:124149268             34.7             166267000        4793347.4
14:53:16.706 INFO  ProgressMeter -      chr11:132608129             34.9             167027000        4792206.3
14:53:26.717 INFO  ProgressMeter -        chr12:5673401             35.0             167800000        4791447.4
14:53:36.727 INFO  ProgressMeter -       chr12:13998447             35.2             168575000        4790754.7
14:53:46.737 INFO  ProgressMeter -       chr12:22951434             35.4             169315000        4789080.8
14:53:56.739 INFO  ProgressMeter -       chr12:31566896             35.5             170060000        4787579.2
14:54:06.742 INFO  ProgressMeter -       chr12:40519697             35.7             170869000        4787882.7
14:54:16.744 INFO  ProgressMeter -       chr12:49060003             35.9             171613000        4786372.7
14:54:26.746 INFO  ProgressMeter -       chr12:57083404             36.0             172405000        4786207.0
14:54:36.750 INFO  ProgressMeter -       chr12:66031569             36.2             173170000        4785296.8
14:54:46.757 INFO  ProgressMeter -       chr12:74846352             36.4             173911000        4783723.7
14:54:56.758 INFO  ProgressMeter -       chr12:83778190             36.5             174647000        4782043.4
14:55:06.768 INFO  ProgressMeter -       chr12:93330330             36.7             175393000        4780631.4
14:55:16.776 INFO  ProgressMeter -      chr12:101830557             36.9             176152000        4779591.4
14:55:26.777 INFO  ProgressMeter -      chr12:110105272             37.0             176903000        4778355.4
14:55:36.783 INFO  ProgressMeter -      chr12:118243842             37.2             177681000        4777848.0
14:55:46.797 INFO  ProgressMeter -      chr12:126322118             37.4             178471000        4777651.4
14:55:56.802 INFO  ProgressMeter -       chr13:17481818             37.5             179239000        4776885.1
14:56:06.808 INFO  ProgressMeter -       chr13:26205391             37.7             180003000        4776021.6
14:56:16.815 INFO  ProgressMeter -       chr13:34520442             37.9             180747000        4774633.1
14:56:26.817 INFO  ProgressMeter -       chr13:43030527             38.0             181495000        4773370.4
14:56:36.826 INFO  ProgressMeter -       chr13:51591727             38.2             182260000        4772553.5
14:56:46.837 INFO  ProgressMeter -       chr13:60952929             38.4             183032000        4771917.9
14:56:56.845 INFO  ProgressMeter -       chr13:70940102             38.5             183741000        4769660.6
14:57:06.857 INFO  ProgressMeter -       chr13:80181298             38.7             184486000        4768345.1
14:57:16.862 INFO  ProgressMeter -       chr13:90567775             38.9             185228000        4766978.0
14:57:26.872 INFO  ProgressMeter -       chr13:99537653             39.0             185996000        4766278.6
14:57:36.885 INFO  ProgressMeter -      chr13:108820704             39.2             186758000        4765428.1
14:57:46.890 INFO  ProgressMeter -       chr14:20189577             39.4             187640000        4767645.9
14:57:56.897 INFO  ProgressMeter -       chr14:29195447             39.5             188423000        4767338.1
14:58:06.904 INFO  ProgressMeter -       chr14:38443159             39.7             189229000        4767612.4
14:58:16.915 INFO  ProgressMeter -       chr14:48310480             39.9             189994000        4766847.8
14:58:26.922 INFO  ProgressMeter -       chr14:57113023             40.0             190790000        4766874.0
14:58:36.931 INFO  ProgressMeter -       chr14:65891158             40.2             191602000        4767290.2
