**** Job starts ****
2024-10-30 11:26:33
**** JHPCE info ****
User: sparthib
Job id: 10313799
Job name: bam2vcf.txt
Node name: compute-129
Loading LIBD SLURM module for gatk/4.5.0.0

The following have been reloaded with a version change:
  1) conda/3-24.3.0 => conda/3-23.3.1

Genotyping
11:26:45.087 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
11:26:45.245 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:26:45.248 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.5.0.0
11:26:45.248 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
11:26:45.248 INFO  GenotypeGVCFs - Executing as sparthib@compute-129.cm.cluster on Linux v5.14.0-427.13.1.el9_4.x86_64 amd64
11:26:45.248 INFO  GenotypeGVCFs - Java runtime: Java HotSpot(TM) 64-Bit Server VM v19.0.1+10-21
11:26:45.248 INFO  GenotypeGVCFs - Start Date/Time: October 30, 2024 at 11:26:45 AM EDT
11:26:45.248 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:26:45.248 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:26:45.249 INFO  GenotypeGVCFs - HTSJDK Version: 4.1.0
11:26:45.249 INFO  GenotypeGVCFs - Picard Version: 3.1.1
11:26:45.249 INFO  GenotypeGVCFs - Built for Spark Version: 3.5.0
11:26:45.249 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:26:45.250 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:26:45.250 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:26:45.250 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:26:45.250 INFO  GenotypeGVCFs - Deflater: IntelDeflater
11:26:45.250 INFO  GenotypeGVCFs - Inflater: IntelInflater
11:26:45.250 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
11:26:45.250 INFO  GenotypeGVCFs - Requester pays: disabled
11:26:45.250 INFO  GenotypeGVCFs - Initializing engine
11:26:45.459 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/vcf/SRR1091088.g.vcf.gz
11:26:45.790 INFO  GenotypeGVCFs - Done initializing engine
11:26:45.853 INFO  ProgressMeter - Starting traversal
11:26:45.853 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
11:44:06.077 INFO  ProgressMeter -         chr8:6538755             17.3             206866000       11932007.0
11:44:16.078 INFO  ProgressMeter -        chr8:19990244             17.5             208752000       11926130.1
11:44:26.079 INFO  ProgressMeter -        chr8:32557015             17.7             210784000       11928626.5
11:44:36.082 INFO  ProgressMeter -        chr8:48000338             17.8             212913000       11936492.1
11:44:46.086 INFO  ProgressMeter -        chr8:61573896             18.0             214966000       11939979.6
11:44:56.087 INFO  ProgressMeter -        chr8:74884629             18.2             217047000       11944976.9
11:45:06.091 INFO  ProgressMeter -        chr8:89596489             18.3             219098000       11948214.8
11:45:16.092 INFO  ProgressMeter -       chr8:102757321             18.5             221181000       11953156.0
11:45:26.094 INFO  ProgressMeter -       chr8:117014875             18.7             223222000       11955759.5
11:45:36.093 INFO  ProgressMeter -       chr8:129812114             18.8             225244000       11957318.8
11:45:46.093 INFO  ProgressMeter -       chr8:142611974             19.0             227229000       11956903.8
11:45:56.095 INFO  ProgressMeter -         chr9:9973815             19.2             229201000       11955807.5
11:46:06.098 INFO  ProgressMeter -        chr9:22867994             19.3             231162000       11954130.4
11:46:16.099 INFO  ProgressMeter -        chr9:36231192             19.5             233167000       11954778.7
11:46:26.099 INFO  ProgressMeter -        chr9:76711387             19.7             235170000       11955304.2
11:46:36.102 INFO  ProgressMeter -        chr9:89665805             19.8             237199000       11957111.5
11:46:46.103 INFO  ProgressMeter -       chr9:102858613             20.0             239283000       11961658.0
11:46:56.103 INFO  ProgressMeter -       chr9:115565498             20.2             241299000       11962768.0
11:47:06.103 INFO  ProgressMeter -       chr9:127961854             20.3             243365000       11966318.4
11:47:16.104 INFO  ProgressMeter -        chr10:1360156             20.5             245382000       11967411.5
11:47:26.108 INFO  ProgressMeter -       chr10:13554836             20.7             247310000       11964152.5
11:47:36.111 INFO  ProgressMeter -       chr10:25970710             20.8             249278000       11962874.9
11:47:46.111 INFO  ProgressMeter -       chr10:38994354             21.0             251257000       11962169.7
11:47:56.116 INFO  ProgressMeter -       chr10:56697071             21.2             253251000       11962146.4
11:48:06.118 INFO  ProgressMeter -       chr10:69627010             21.3             255246000       11962179.7
11:48:16.121 INFO  ProgressMeter -       chr10:82271617             21.5             257299000       11964909.6
11:48:26.122 INFO  ProgressMeter -       chr10:95496103             21.7             259339000       11967016.1
11:48:36.124 INFO  ProgressMeter -      chr10:107859874             21.8             261371000       11968714.9
11:48:46.127 INFO  ProgressMeter -      chr10:120620313             22.0             263380000       11969333.6
11:48:56.127 INFO  ProgressMeter -      chr10:132819720             22.2             265349000       11968166.0
11:49:06.128 INFO  ProgressMeter -       chr11:11575895             22.3             267305000       11966424.8
11:49:16.130 INFO  ProgressMeter -       chr11:24385539             22.5             269294000       11966166.9
11:49:26.134 INFO  ProgressMeter -       chr11:37517687             22.7             271300000       11966645.1
11:49:36.135 INFO  ProgressMeter -       chr11:54575242             22.8             273276000       11965828.9
11:49:46.138 INFO  ProgressMeter -       chr11:67227527             23.0             275351000       11969310.7
11:49:56.141 INFO  ProgressMeter -       chr11:79408236             23.2             277390000       11971188.7
11:50:06.145 INFO  ProgressMeter -       chr11:93504891             23.3             279406000       11972045.8
11:50:16.147 INFO  ProgressMeter -      chr11:106661879             23.5             281354000       11970014.8
11:50:26.150 INFO  ProgressMeter -      chr11:118813186             23.7             283308000       11968257.3
11:50:36.152 INFO  ProgressMeter -      chr11:131001609             23.8             285327000       11969259.6
11:50:46.152 INFO  ProgressMeter -        chr12:7555282             24.0             287281000       11967556.7
11:50:56.153 INFO  ProgressMeter -       chr12:20246773             24.2             289245000       11966282.8
11:51:06.153 INFO  ProgressMeter -       chr12:33013377             24.3             291233000       11966020.7
11:51:16.154 INFO  ProgressMeter -       chr12:49101401             24.5             293260000       11967345.5
11:51:26.158 INFO  ProgressMeter -       chr12:61566547             24.7             295327000       11970249.4
11:51:36.158 INFO  ProgressMeter -       chr12:74969766             24.8             297382000       11972663.3
11:51:46.158 INFO  ProgressMeter -       chr12:88986965             25.0             299419000       11974325.2
11:51:56.161 INFO  ProgressMeter -      chr12:102067469             25.2             301471000       11976537.2
11:52:06.163 INFO  ProgressMeter -      chr12:114324473             25.3             303542000       11979477.9
11:52:16.163 INFO  ProgressMeter -      chr12:126108546             25.5             305590000       11981493.9
11:52:26.163 INFO  ProgressMeter -       chr13:23405381             25.7             307510000       11978497.8
11:52:36.164 INFO  ProgressMeter -       chr13:35754575             25.8             309501000       11978280.5
11:52:46.166 INFO  ProgressMeter -       chr13:48172262             26.0             311469000       11977173.8
11:52:56.171 INFO  ProgressMeter -       chr13:61790199             26.2             313504000       11978618.3
11:53:06.175 INFO  ProgressMeter -       chr13:75218724             26.3             315315000       11971547.6
11:53:16.177 INFO  ProgressMeter -       chr13:89486434             26.5             317287000       11970655.0
11:53:26.178 INFO  ProgressMeter -      chr13:102508938             26.7             319300000       11971318.3
11:53:36.180 INFO  ProgressMeter -       chr14:20448590             26.8             321230000       11968873.4
11:53:46.183 INFO  ProgressMeter -       chr14:33442837             27.0             323239000       11969376.6
11:53:56.187 INFO  ProgressMeter -       chr14:46850909             27.2             325225000       11969019.8
11:54:06.189 INFO  ProgressMeter -       chr14:59380063             27.3             327222000       11969084.4
11:54:16.190 INFO  ProgressMeter -       chr14:71939754             27.5             329311000       11972500.2
11:54:26.190 INFO  ProgressMeter -       chr14:84414764             27.7             331306000       11972485.1
11:54:36.195 INFO  ProgressMeter -       chr14:96875351             27.8             333304000       11972549.3
11:54:46.194 INFO  ProgressMeter -       chr15:24692205             28.0             335286000       11972070.0
11:54:56.194 INFO  ProgressMeter -       chr15:38724190             28.2             337283000       11972128.7
11:55:06.195 INFO  ProgressMeter -       chr15:51489767             28.3             339349000       11974614.5
11:55:16.195 INFO  ProgressMeter -       chr15:63662669             28.5             341327000       11973991.2
11:55:26.197 INFO  ProgressMeter -       chr15:75712856             28.7             343401000       11976709.3
11:55:36.197 INFO  ProgressMeter -       chr15:88766396             28.8             345410000       11977156.0
11:55:46.199 INFO  ProgressMeter -      chr15:100908308             29.0             347355000       11975377.3
11:55:56.200 INFO  ProgressMeter -       chr16:10295632             29.2             349289000       11973248.7
11:56:06.204 INFO  ProgressMeter -       chr16:24213316             29.3             351310000       11974089.3
11:56:16.207 INFO  ProgressMeter -       chr16:50296464             29.5             353359000       11975876.0
11:56:26.208 INFO  ProgressMeter -       chr16:63263264             29.7             355394000       11977184.3
11:56:36.212 INFO  ProgressMeter -       chr16:76261263             29.8             357490000       11980502.2
11:56:46.215 INFO  ProgressMeter -       chr16:86743620             30.0             359218000       11971525.7
11:56:56.217 INFO  ProgressMeter -        chr17:8199183             30.2             361198000       11971006.9
11:57:06.218 INFO  ProgressMeter -       chr17:21285346             30.3             363218000       11971818.8
11:57:16.221 INFO  ProgressMeter -       chr17:38425732             30.5             365238000       11972608.8
11:57:26.223 INFO  ProgressMeter -       chr17:50314640             30.7             367263000       11973559.7
11:57:36.225 INFO  ProgressMeter -       chr17:63327613             30.8             369338000       11976121.6
11:57:46.227 INFO  ProgressMeter -       chr17:75591051             31.0             371354000       11976759.5
11:57:56.229 INFO  ProgressMeter -        chr18:4012544             31.2             373345000       11976575.8
11:58:06.232 INFO  ProgressMeter -       chr18:22340981             31.3             375313000       11975660.2
11:58:16.234 INFO  ProgressMeter -       chr18:35581938             31.5             377347000       11976855.5
11:58:26.238 INFO  ProgressMeter -       chr18:49025095             31.7             379427000       11979477.8
11:58:36.240 INFO  ProgressMeter -       chr18:61832718             31.8             381435000       11979824.0
11:58:46.241 INFO  ProgressMeter -       chr18:75539461             32.0             383401000       11978860.5
11:58:56.246 INFO  ProgressMeter -        chr19:7111345             32.2             385391000       11978628.2
11:59:06.249 INFO  ProgressMeter -       chr19:18331201             32.3             387413000       11979400.1
11:59:16.251 INFO  ProgressMeter -       chr19:33262822             32.5             389381000       11978509.0
11:59:26.253 INFO  ProgressMeter -       chr19:45387217             32.7             391459000       11980993.7
11:59:36.256 INFO  ProgressMeter -       chr19:56733994             32.8             393452000       11980858.7
11:59:46.258 INFO  ProgressMeter -       chr20:10432826             33.0             395459000       11981161.4
11:59:56.261 INFO  ProgressMeter -       chr20:23441683             33.2             397502000       11982528.2
12:00:06.263 INFO  ProgressMeter -       chr20:39044271             33.3             399579000       11984913.1
12:00:16.265 INFO  ProgressMeter -       chr20:51467994             33.5             401665000       11987542.9
12:00:26.267 INFO  ProgressMeter -       chr20:63862482             33.7             403696000       11988513.2
12:00:36.268 INFO  ProgressMeter -       chr21:25556989             33.8             405617000       11986229.4
12:00:46.271 INFO  ProgressMeter -       chr21:38246962             34.0             407623000       11986461.6
12:00:56.274 INFO  ProgressMeter -       chr22:20463021             34.2             409607000       11986036.0
12:01:06.278 INFO  ProgressMeter -       chr22:32363100             34.3             411578000       11985236.1
12:01:16.279 INFO  ProgressMeter -       chr22:43878438             34.5             413610000       11986228.9
12:01:26.282 INFO  ProgressMeter -         chrX:5404173             34.7             415545000       11984403.2
12:01:36.282 INFO  ProgressMeter -        chrX:19330248             34.8             417693000       11988725.8
12:01:46.284 INFO  ProgressMeter -        chrX:34174273             35.0             419845000       11993110.0
12:01:56.287 INFO  ProgressMeter -        chrX:48786171             35.2             422003000       11997617.6
12:02:06.287 INFO  ProgressMeter -        chrX:68598779             35.3             424167000       12002269.3
12:02:16.288 INFO  ProgressMeter -        chrX:83906139             35.5             426300000       12006004.4
12:02:26.289 INFO  ProgressMeter -       chrX:100828923             35.7             428421000       12009357.0
12:02:36.289 INFO  ProgressMeter -       chrX:115298148             35.8             430535000       12012494.2
12:02:46.291 INFO  ProgressMeter -       chrX:130145900             36.0             432620000       12014785.9
12:02:56.293 INFO  ProgressMeter -       chrX:145518629             36.2             434749000       12018278.3
12:03:03.470 INFO  ProgressMeter -        chrY:56885356             36.3             436184207       12018207.3
12:03:03.470 INFO  ProgressMeter - Traversal complete. Processed 436184207 total variants in 36.3 minutes.
12:03:03.723 INFO  GenotypeGVCFs - Shutting down engine
[October 30, 2024 at 12:03:03 PM EDT] org.broadinstitute.hellbender.tools.walkers.GenotypeGVCFs done. Elapsed time: 36.31 minutes.
Runtime.totalMemory()=103079215104
Using GATK jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx96g -Xms96g -jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar GenotypeGVCFs -R /dcs04/hicks/data/sparthib/references/genome/GENCODE/primary_assembly/release_46_primary_genome.fa -V /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/vcf/SRR1091088.g.vcf.gz -O /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/vcf/SRR1091088.genotyped.vcf.gz
**** Job ends ****
2024-10-30 12:03:03
