isoform_id	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype	condition_1	condition_2
ENST00000307959	-3.339209374681614	6.46872649257841	187.9047246479566	5.42458235770184e-6	0.0044712868051213495	ENSG00000120500	ARR3	protein_coding	RO_D100	RO_D200
ENST00000379775	2.610238786326986	6.2824253250206645	178.40405522601876	6.37540894266352e-6	0.0044712868051213495	ENSG00000170525	PFKFB3	protein_coding	RO_D100	RO_D200
ENST00000541515	-5.688406327657043	4.262475941738423	185.74454387768898	5.62350689322069e-6	0.0044712868051213495	ENSG00000269955	FMC1-LUC7L2	protein_coding	RO_D100	RO_D200
ENST00000615840	-3.7358721474233816	5.132163976827075	192.53792823367078	5.028054339737952e-6	0.0044712868051213495	ENSG00000102755	FLT1	protein_coding	RO_D100	RO_D200
ENST00000697862	-5.892931387999125	4.177093664769169	196.874060808423	4.690706670226548e-6	0.0044712868051213495	ENSG00000126524	SBDS	nonsense_mediated_decay	RO_D100	RO_D200
ENST00000466465	-3.889973212709909	4.774962190000549	175.06381518697367	6.761328625660032e-6	0.004492369082649065	ENSG00000116016	EPAS1	retained_intron	RO_D100	RO_D200
ENST00000232461	-6.152546400371202	5.908055527290121	169.89933468962488	7.805364870309736e-6	0.004544883553206306	ENSG00000114349	GNAT1	protein_coding	RO_D100	RO_D200
ENST00000354190	-2.9600080858266065	5.48347829497929	165.362963893099	8.070978235999004e-6	0.004544883553206306	ENSG00000021300	PLEKHB1	protein_coding	RO_D100	RO_D200
ENST00000369622	-7.43653865732084	4.449052896535455	274.27983100240414	7.55981239409778e-6	0.004544883553206306	ENSG00000135316	SYNCRIP	protein_coding	RO_D100	RO_D200
ENST00000606017	2.722224994645342	7.49102272135176	164.00296075050696	8.280443736038106e-6	0.004544883553206306	ENSG00000272398	CD24	protein_coding	RO_D100	RO_D200
ENST00000682330	-2.5995989944829367	4.826797012372854	160.50982282890877	8.852138668775587e-6	0.004656224939775959	ENSG00000047617	ANO2	protein_coding	RO_D100	RO_D200
ENST00000307340	-3.446984517034108	5.090291326969102	156.08921597358912	9.652235654520196e-6	0.0048739929161065185	ENSG00000042781	USH2A	protein_coding	RO_D100	RO_D200
ENST00000251102	-5.596591185276027	5.6007283100009975	151.05888431679574	1.1211187766632265e-5	0.005443462860229451	ENSG00000070729	CNGB1	protein_coding	RO_D100	RO_D200
ENST00000331830	5.462541939253497	6.860161665520161	139.0410221113376	1.4460339452283482e-5	0.006280473541967094	ENSG00000184144	CNTN2	protein_coding	RO_D100	RO_D200
ENST00000395047	-2.326678003790371	6.029098992427934	134.11309654735973	1.5422582366997774e-5	0.006280473541967094	ENSG00000213585	VDAC1	protein_coding	RO_D100	RO_D200
ENST00000408965	-2.5179478405123503	4.554842665108642	137.44542427686375	1.4299379392420867e-5	0.006280473541967094	ENSG00000221869	CEBPD	protein_coding	RO_D100	RO_D200
ENST00000433307	2.4646185292123586	6.829816379746133	134.2954357930592	1.535818856454184e-5	0.006280473541967094	ENSG00000107679	PLEKHA1	protein_coding	RO_D100	RO_D200
ENST00000485081	2.230714659637481	5.1038707471761	136.61815609862708	1.4567932791432948e-5	0.006280473541967094	ENSG00000135829	DHX9	protein_coding_CDS_not_defined	RO_D100	RO_D200
ENST00000285279	-1.839906690371242	6.131122188623414	129.0017033281227	1.7381357874711e-5	0.006649159448798536	ENSG00000154978	VOPP1	protein_coding	RO_D100	RO_D200
ENST00000411630	1.3814618573811397	6.836741880414076	130.26451209574378	1.6868392714837648e-5	0.006649159448798536	ENSG00000226950	DANCR	lncRNA	RO_D100	RO_D200
ENST00000555978	-3.5361794237740956	5.620910255910312	127.08976090580109	1.819765830805517e-5	0.0067566834847320135	ENSG00000173976	RAX2	protein_coding	RO_D100	RO_D200
ENST00000220676	-5.231207805731507	7.742263032260576	123.03304805392729	2.1018625776231246e-5	0.007370531438865091	ENSG00000104237	RP1	protein_coding	RO_D100	RO_D200
ENST00000261726	2.9355823097738543	5.324215740335651	121.8161923721967	2.0726093208698543e-5	0.007370531438865091	ENSG00000111249	CUX2	protein_coding	RO_D100	RO_D200
ENST00000367001	-1.9056791859692463	5.185215717757349	114.76746589425379	2.4877402587158173e-5	0.008264535006849599	ENSG00000170385	SLC30A1	protein_coding	RO_D100	RO_D200
ENST00000388825	-5.414919591246309	8.166460492781297	116.65555705323364	2.4718598916678804e-5	0.008264535006849599	ENSG00000211445	GPX3	protein_coding	RO_D100	RO_D200
ENST00000642920	-2.3245527002634647	4.944443834088328	113.56995231149637	2.5688299817015418e-5	0.008315105048461606	ENSG00000095777	MYO3A	protein_coding	RO_D100	RO_D200
ENST00000492974	6.298957406588758	4.690728327083574	111.1650253893872	2.7424524432741815e-5	0.008655179910973317	ENSG00000218426		processed_pseudogene	RO_D100	RO_D200
ENST00000397062	-1.7360294203900661	5.43540081727915	109.89083530782993	2.84070504791516e-5	0.008746600128019751	ENSG00000116044	NFE2L2	protein_coding	RO_D100	RO_D200
BambuTx125	2.2225096651771916	5.9889668145763135	107.31068337028908	3.054251827205406e-5	0.008856511112637454	NA	NA	NA	RO_D100	RO_D200
ENST00000230381	-3.7845491262137316	7.380206983391067	108.42709652396964	3.0868701596645116e-5	0.008856511112637454	ENSG00000112619	PRPH2	protein_coding	RO_D100	RO_D200
ENST00000436393	-3.863932240613583	6.903730599063486	109.74086371842444	2.9761411471329006e-5	0.008856511112637454	ENSG00000176406	RIMS2	protein_coding	RO_D100	RO_D200
ENST00000297534	4.741753433458696	6.078198017301548	103.44730328019409	3.415156782280087e-5	0.009303642680366908	ENSG00000164898	FMC1	protein_coding	RO_D100	RO_D200
ENST00000311069	-5.499730051842029	4.058004067337114	102.96753473024643	3.463808665852699e-5	0.009303642680366908	ENSG00000174788	PCP2	protein_coding	RO_D100	RO_D200
ENST00000539008	3.0128340485308445	6.632680146232457	104.20200699214485	3.3404229172173216e-5	0.009303642680366908	ENSG00000011347	SYT7	protein_coding	RO_D100	RO_D200
ENST00000534054	6.874217516138033	4.714192472184229	102.13953504156781	3.549933753375273e-5	0.009336325771376969	ENSG00000167799	NUDT8	retained_intron	RO_D100	RO_D200
ENST00000234310	-1.9132055055004848	5.2287881874364075	99.71348239652374	3.8190157974384454e-5	0.009839031719767946	ENSG00000221823	PPP3R1	protein_coding	RO_D100	RO_D200
ENST00000302754	-2.8448390179595693	5.114116716934229	98.79815514132069	3.92747722256488e-5	0.009916094491531809	ENSG00000171223	JUNB	protein_coding	RO_D100	RO_D200
ENST00000301032	-2.9341844107865116	6.914111644255231	96.98751005313825	4.324468509582959e-5	0.009925834629995505	ENSG00000109103	UNC119	protein_coding	RO_D100	RO_D200
ENST00000320912	1.1332941738420772	7.2945018672346515	96.60329360162073	4.2045301212169256e-5	0.009925834629995505	ENSG00000179010	MRFAP1	protein_coding	RO_D100	RO_D200
ENST00000335765	-2.7243700469148866	8.731846190217674	97.8926333569563	4.2050087839310084e-5	0.009925834629995505	ENSG00000109103	UNC119	protein_coding	RO_D100	RO_D200
ENST00000395321	-2.6577252971097884	5.042171435315566	95.85576146638034	4.304724539124105e-5	0.009925834629995505	ENSG00000109107	ALDOC	protein_coding	RO_D100	RO_D200
ENST00000441722	1.1596684482422044	8.304906617912643	98.10822965964651	4.011913997845508e-5	0.009925834629995505	ENSG00000177410	ZFAS1	lncRNA	RO_D100	RO_D200
ENST00000290649	-1.0843039003079622	6.217956183137492	94.45137605455837	4.5015900131028574e-5	0.010082095500650158	ENSG00000159461	AMFR	protein_coding	RO_D100	RO_D200
ENST00000307365	2.292889740998283	8.291609033765667	94.10278484379992	4.5522769608448905e-5	0.010082095500650158	ENSG00000168209	DDIT4	protein_coding	RO_D100	RO_D200
ENST00000663894	7.903788735484319	4.7403323854284345	247.90368422175763	4.75800654402667e-5	0.010356047346860808	ENSG00000167460	TPM4	retained_intron	RO_D100	RO_D200
ENST00000628542	-1.6917198134375715	6.842324336743669	91.608815259105	4.937680041093456e-5	0.010564961498095559	ENSG00000079819	EPB41L2	protein_coding	RO_D100	RO_D200
BambuTx5	-5.369195735948665	7.1874846157078665	130.32300371154457	5.671470063903552e-5	0.010636474814365582	NA	NA	NA	RO_D100	RO_D200
ENST00000330175	-1.9677759346633594	4.984901421353001	88.81626480597764	5.421680178254462e-5	0.010636474814365582	ENSG00000167100	SAMD14	protein_coding	RO_D100	RO_D200
ENST00000371993	2.625961763940372	5.413220985110939	88.95765981073868	5.3957141833306945e-5	0.010636474814365582	ENSG00000077279	DCX	protein_coding	RO_D100	RO_D200
ENST00000392492	-1.7862251607198043	4.860237158249192	87.35869724885906	5.6991559180829e-5	0.010636474814365582	ENSG00000129673	AANAT	protein_coding	RO_D100	RO_D200
ENST00000402285	-6.43115743705412	5.556091402626384	87.73596168140847	5.845616316497469e-5	0.010636474814365582	ENSG00000143947	RPS27A	protein_coding	RO_D100	RO_D200
ENST00000409538	-1.9526416714150576	5.001152718388866	86.09054095002358	5.955917705893533e-5	0.010636474814365582	ENSG00000157985	AGAP1	protein_coding	RO_D100	RO_D200
ENST00000433068	-6.998502058564038	6.151986990869852	127.67206537485717	5.9821745232886274e-5	0.010636474814365582	ENSG00000114349	GNAT1	protein_coding	RO_D100	RO_D200
ENST00000455785	1.5951857546375816	9.794925866295156	89.99075835554542	5.210857746139096e-5	0.010636474814365582	ENSG00000117632	STMN1	protein_coding	RO_D100	RO_D200
ENST00000473330	4.075305003738913	6.462920607273709	87.72060540513144	5.848684604593838e-5	0.010636474814365582	ENSG00000075618	FSCN1	retained_intron	RO_D100	RO_D200
ENST00000555004	1.4094780764628412	6.451709637909232	87.38217207724536	5.69454120261329e-5	0.010636474814365582	ENSG00000227051	C14orf132	protein_coding	RO_D100	RO_D200
ENST00000578921	2.313475756853525	7.981163445117463	87.36135931637665	5.698632358476542e-5	0.010636474814365582	ENSG00000168461	RAB31	protein_coding	RO_D100	RO_D200
ENST00000710862	3.40163636230586	8.814804445115271	91.31296932983805	5.184924002493484e-5	0.010636474814365582	ENSG00000251562	MALAT1	lncRNA	RO_D100	RO_D200
ENST00000263734	-3.8805022124557182	4.8979013063872365	85.43901678744457	6.09374471936618e-5	0.010684365741288702	ENSG00000116016	EPAS1	protein_coding	RO_D100	RO_D200
ENST00000555662	-6.426775289391458	4.068934228522364	123.24200749929135	6.247461683976022e-5	0.010780661608195345	ENSG00000080824	HSP90AA1	retained_intron	RO_D100	RO_D200
ENST00000574024	-7.626537142718861	5.515132950754679	85.48254080292482	6.319462603029591e-5	0.010780661608195345	ENSG00000185527	PDE6G	protein_coding_CDS_not_defined	RO_D100	RO_D200
ENST00000360997	-5.630041833884796	3.9683403355963103	83.72943531634877	6.47585288831419e-5	0.010900155581610445	ENSG00000168309	FAM107A	protein_coding	RO_D100	RO_D200
ENST00000380715	-1.854198791858529	6.1120679835911815	82.49706009253761	6.770994852543617e-5	0.011100914158248133	ENSG00000164985	PSIP1	protein_coding	RO_D100	RO_D200
ENST00000411496	-2.102211352084088	5.042915593931849	82.70115244673116	6.720914907204941e-5	0.011100914158248133	ENSG00000182670	TTC3	protein_coding	RO_D100	RO_D200
ENST00000311183	-6.1713504735180775	5.853365945797454	82.77625452398402	6.95757911753757e-5	0.011170786112592078	ENSG00000070729	CNGB1	protein_coding	RO_D100	RO_D200
ENST00000373673	5.400299588578302	7.3327399437722525	82.64518865106182	6.99059016868484e-5	0.011170786112592078	ENSG00000179774	ATOH7	protein_coding	RO_D100	RO_D200
ENST00000290341	1.5368204994045382	7.108873482264918	80.28352279721834	7.346967933345488e-5	0.011366640706256922	ENSG00000159217	IGF2BP1	protein_coding	RO_D100	RO_D200
ENST00000319715	-1.0585118624184398	6.777138043096365	80.15166215594512	7.38327422301226e-5	0.011366640706256922	ENSG00000122257	RBBP6	protein_coding	RO_D100	RO_D200
ENST00000369583	-2.6516190587886928	4.7234455566703035	80.32947191150795	7.334371416753612e-5	0.011366640706256922	ENSG00000138166	DUSP5	protein_coding	RO_D100	RO_D200
ENST00000633708	-3.5148469081909095	6.2681615366520695	80.51330959663441	7.55765503468648e-5	0.011494920139503869	ENSG00000166900	STX3	protein_coding	RO_D100	RO_D200
ENST00000371610	-1.3824749725587648	6.057130939325218	78.16437160856768	7.960111028117936e-5	0.011962909716542954	ENSG00000124171	PARD6B	protein_coding	RO_D100	RO_D200
ENST00000331056	-8.146074007977283	7.394996143443916	114.79397294368721	8.500966740948343e-5	0.012006381775845683	ENSG00000185527	PDE6G	protein_coding	RO_D100	RO_D200
ENST00000376759	-1.2841164108482719	7.028793994658283	76.52371669713654	8.481652404552159e-5	0.012006381775845683	ENSG00000102317	RBM3	protein_coding	RO_D100	RO_D200
ENST00000377694	3.6002009369105066	6.68791717308601	78.10995537967301	8.271705136632522e-5	0.012006381775845683	ENSG00000137142	IGFBPL1	protein_coding	RO_D100	RO_D200
ENST00000378495	2.6488198433538344	4.5477392072812775	76.91461488301245	8.353416006953036e-5	0.012006381775845683	ENSG00000198722	UNC13B	protein_coding	RO_D100	RO_D200
ENST00000442263	-1.64842171028716	5.093872889999062	76.28963350892582	8.559682824985039e-5	0.012006381775845683	ENSG00000102786	INTS6	protein_coding	RO_D100	RO_D200
ENST00000616122	-1.6454676590959547	5.03955745291941	76.7694021382855	8.400755008962238e-5	0.012006381775845683	ENSG00000135316	SYNCRIP	protein_coding	RO_D100	RO_D200
ENST00000525680	1.2794485100251323	5.908893536845964	75.95922020985688	8.671435085297761e-5	0.01202947214470318	ENSG00000175274	TP53I11	protein_coding	RO_D100	RO_D200
ENST00000622633	-1.181508133639484	6.098278627933213	75.39107453223815	8.868109397536998e-5	0.012168588373315983	ENSG00000189067	LITAF	protein_coding	RO_D100	RO_D200
ENST00000520944	1.1963130806766926	9.13323667543326	75.04256426989397	8.991655276994657e-5	0.012205446905030167	ENSG00000245910	SNHG6	lncRNA	RO_D100	RO_D200
ENST00000237853	1.9382930468934558	6.160536261067849	74.21369390013759	9.294693598094406e-5	0.012368198112903385	ENSG00000118985	ELL2	protein_coding	RO_D100	RO_D200
ENST00000615808	-2.767417063489917	4.193414128645996	74.17944826833663	9.307500164177927e-5	0.012368198112903385	ENSG00000182256	GABRG3	protein_coding	RO_D100	RO_D200
ENST00000298815	-1.8087114403956563	6.010412983899073	73.59418460321285	9.529989779117163e-5	0.01253193655953907	ENSG00000165895	ARHGAP42	protein_coding	RO_D100	RO_D200
ENST00000301459	2.4261164851651005	6.282978809126125	72.44670743067077	9.986865075301876e-5	0.012897103584008343	ENSG00000167771	RCOR2	protein_coding	RO_D100	RO_D200
ENST00000434603	1.359106046349829	5.879791640298667	72.26079370155851	1.0063574603753364e-4	0.012897103584008343	ENSG00000171533	MAP6	protein_coding	RO_D100	RO_D200
ENST00000455401	2.065528947274803	5.7364802980656044	72.0877460642837	1.0135671512804922e-4	0.012897103584008343	ENSG00000144834	TAGLN3	protein_coding	RO_D100	RO_D200
ENST00000619168	-1.5721572224668607	6.1054275290177475	71.89603646367432	1.021633680609026e-4	0.012897103584008343	ENSG00000183049	CAMK1D	protein_coding	RO_D100	RO_D200
ENST00000265192	0.9175357451660757	8.559724427202335	70.7848854890999	1.0700852090429588e-4	0.012964469392977204	ENSG00000120727	PAIP2	protein_coding	RO_D100	RO_D200
ENST00000307630	1.0633079717365133	8.322107001128574	70.0570852205572	1.1034644509444786e-4	0.012964469392977204	ENSG00000170027	YWHAG	protein_coding	RO_D100	RO_D200
ENST00000310227	1.8320389051508466	5.419794027564162	70.58965326274586	1.0789076819508709e-4	0.012964469392977204	ENSG00000173404	INSM1	protein_coding	RO_D100	RO_D200
ENST00000361981	1.2318830678173862	5.7423266984969	69.93647028775139	1.1091276096653502e-4	0.012964469392977204	ENSG00000198910	L1CAM	protein_coding	RO_D100	RO_D200
ENST00000372163	1.865145914930633	5.160909537695524	70.14792054079584	1.0992245345552958e-4	0.012964469392977204	ENSG00000172426	RSPH9	protein_coding	RO_D100	RO_D200
ENST00000399933	-0.9512251886354127	6.323255036798977	70.0183469788935	1.1052791600582598e-4	0.012964469392977204	ENSG00000183354	BRD10	protein_coding	RO_D100	RO_D200
ENST00000498614	2.453093734793295	6.225226332866527	71.06388820105956	1.0576407184170033e-4	0.012964469392977204	ENSG00000142156	COL6A1	retained_intron	RO_D100	RO_D200
ENST00000622186	-1.9632705607257424	6.129975431604867	70.49837788538906	1.083065123954549e-4	0.012964469392977204	ENSG00000131389	SLC6A6	protein_coding	RO_D100	RO_D200
BambuTx29	-4.69940682800758	4.622732665335961	70.28922427199545	1.1309993448352314e-4	0.012979759753818147	NA	NA	NA	RO_D100	RO_D200
ENST00000357903	-1.4796968445999388	6.634995746302328	69.50535950483071	1.1296837314114898e-4	0.012979759753818147	ENSG00000142192	APP	protein_coding	RO_D100	RO_D200
ENST00000333461	-2.5977484572402707	5.6843580053890825	67.47560509607248	1.2386772256659016e-4	0.013427756239191034	ENSG00000141750	STAC2	protein_coding	RO_D100	RO_D200
ENST00000355238	1.0966311015342236	6.898854623963844	67.20913432668219	1.2480245699748302e-4	0.013427756239191034	ENSG00000135316	SYNCRIP	protein_coding	RO_D100	RO_D200
ENST00000367814	3.0567564879277747	5.380990883596778	67.8904240184711	1.2112818122779263e-4	0.013427756239191034	ENSG00000118513	MYB	protein_coding	RO_D100	RO_D200
ENST00000372067	-1.4388063033981848	6.851295989122579	66.62659622299459	1.280609413013324e-4	0.013427756239191034	ENSG00000112715	VEGFA	protein_coding	RO_D100	RO_D200
ENST00000497824	-3.5528479097599175	6.445607677621098	67.68565996028669	1.2642226779599014e-4	0.013427756239191034	ENSG00000125462	MIR9-1HG	lncRNA	RO_D100	RO_D200
ENST00000539826	-6.0307649406339445	3.746005138984906	67.76696537856003	1.2178337731742955e-4	0.013427756239191034	ENSG00000100852	ARHGAP5	protein_coding	RO_D100	RO_D200
ENST00000552056	1.4029481097538297	5.706946748422306	66.79689132362056	1.270969494824659e-4	0.013427756239191034	ENSG00000187109	NAP1L1	protein_coding	RO_D100	RO_D200
ENST00000582141	1.8007992552538465	5.05887719274744	66.97780516110419	1.260832496412436e-4	0.013427756239191034	ENSG00000215417	MIR17HG	lncRNA	RO_D100	RO_D200
ENST00000595796	1.4471426623953754	5.740053768384294	67.57353069891211	1.2281931725835447e-4	0.013427756239191034	ENSG00000017483	SLC38A5	protein_coding	RO_D100	RO_D200
ENST00000617575	-3.8497031278586222	4.9974707824793	67.75981452360757	1.2601507764215631e-4	0.013427756239191034	ENSG00000278570	NR2E3	protein_coding	RO_D100	RO_D200
ENST00000647584	1.486387721118923	6.17433275285619	66.51393918478882	1.287039373369863e-4	0.013427756239191034	ENSG00000132199	ENOSF1	protein_coding	RO_D100	RO_D200
ENST00000394232	-2.3376272022114746	5.130542240021685	65.95298049665446	1.3196947910081591e-4	0.013655595935809018	ENSG00000185518	SV2B	protein_coding	RO_D100	RO_D200
ENST00000338128	2.058856799178781	7.386730714180338	65.6793068068158	1.336021177097037e-4	0.01371213930054715	ENSG00000105655	ISYNA1	protein_coding	RO_D100	RO_D200
ENST00000371464	2.036311052862872	4.896354668912072	65.49473146548424	1.347182146887893e-4	0.013715183405090937	ENSG00000138207	RBP4	protein_coding	RO_D100	RO_D200
ENST00000496447	1.8315601386451754	5.22789361254079	65.22697774920522	1.3635912121811702e-4	0.013735929073297725	ENSG00000142949	PTPRF	protein_coding_CDS_not_defined	RO_D100	RO_D200
ENST00000695108	-6.14616594307814	5.073815180944105	65.8466348519001	1.37098151396983e-4	0.013735929073297725	ENSG00000173230	GOLGB1	protein_coding_CDS_not_defined	RO_D100	RO_D200
ENST00000291572	-1.2184758255961485	6.150618979996123	64.64943708686181	1.3998883639942773e-4	0.013873839070191558	ENSG00000160216	AGPAT3	protein_coding	RO_D100	RO_D200
ENST00000343986	1.1873748522684733	10.6021973672467	64.54283150531214	1.4067263949497143e-4	0.013873839070191558	ENSG00000171858	RPS21	protein_coding	RO_D100	RO_D200
ENST00000260506	1.0221170053332707	7.100156669205885	63.4478314886962	1.4795674959182053e-4	0.014052464802903668	ENSG00000137942	FNBP1L	protein_coding	RO_D100	RO_D200
ENST00000272937	2.7165457533277	7.6997744237500605	64.00428133979645	1.4901336094177723e-4	0.014052464802903668	ENSG00000144485	HES6	protein_coding	RO_D100	RO_D200
ENST00000313269	-1.8504467420773343	5.539785116756251	63.44462099087893	1.479788254462704e-4	0.014052464802903668	ENSG00000178719	GRINA	protein_coding	RO_D100	RO_D200
ENST00000373008	1.8142059592203608	7.208534168142043	63.27336044086518	1.4916272842118914e-4	0.014052464802903668	ENSG00000122884	P4HA1	protein_coding	RO_D100	RO_D200
ENST00000611745	-1.7152523593467872	5.276799111531239	63.571080359920515	1.471125288915668e-4	0.014052464802903668	ENSG00000177679	SRRM3	protein_coding	RO_D100	RO_D200
ENST00000649796	1.4704096410157879	5.992748513021839	63.28043726433471	1.4911356158264888e-4	0.014052464802903668	ENSG00000127955	GNAI1	protein_coding	RO_D100	RO_D200
ENST00000266744	2.6353079203097205	6.300610647407524	62.92928722158443	1.5157908388767826e-4	0.014174328555541113	ENSG00000139352	ASCL1	protein_coding	RO_D100	RO_D200
ENST00000284984	-1.3138792611896684	5.367957628014948	61.84431704177465	1.5954309725463333e-4	0.014370044037898147	ENSG00000154734	ADAMTS1	protein_coding	RO_D100	RO_D200
ENST00000295598	-0.9978267054982112	6.978882353151552	61.734385958762175	1.6038037816763182e-4	0.014370044037898147	ENSG00000163399	ATP1A1	protein_coding	RO_D100	RO_D200
ENST00000344063	1.1789434179895923	9.886914177646819	61.72339660462316	1.6046439431290126e-4	0.014370044037898147	ENSG00000108107	RPL28	protein_coding	RO_D100	RO_D200
ENST00000379892	-2.723799502379042	4.412476915571819	61.81640824757053	1.5975511808415864e-4	0.014370044037898147	ENSG00000133083	DCLK1	protein_coding	RO_D100	RO_D200
ENST00000610966	-1.4233809493270448	4.9258108101002085	62.39461028610965	1.554369322354629e-4	0.014370044037898147	ENSG00000166111	SVOP	protein_coding	RO_D100	RO_D200
ENST00000663595	1.8111397781767045	5.61449201130845	61.5747021836526	1.616068948923809e-4	0.014370044037898147	ENSG00000175567	UCP2	protein_coding	RO_D100	RO_D200
ENST00000672186	6.1215514481687725	8.636658046696686	63.0982940414523	1.616402291968898e-4	0.014370044037898147	ENSG00000114115	RBP1	protein_coding	RO_D100	RO_D200
ENST00000691151	-3.821069390303293	5.013170604079782	62.027399594949316	1.6335952909834355e-4	0.014421333533828594	ENSG00000108061	SHOC2	retained_intron	RO_D100	RO_D200
ENST00000371180	5.472056407474853	5.046669318608148	60.56762042089337	1.6963278483274574e-4	0.014871140803670711	ENSG00000162604	TM2D1	protein_coding	RO_D100	RO_D200
ENST00000393408	1.6099369746677579	6.518675017523581	60.363468541521	1.7132313963094306e-4	0.014915746997938106	ENSG00000108468	CBX1	protein_coding	RO_D100	RO_D200
ENST00000312655	-1.6701639668980277	4.686236591196905	60.17794917080124	1.7287843464364498e-4	0.01494806410233818	ENSG00000175155	YPEL2	protein_coding	RO_D100	RO_D200
ENST00000262215	-0.926420190905987	6.480725709031036	59.88095318587339	1.7540707749089766e-4	0.015063530246565251	ENSG00000066777	ARFGEF1	protein_coding	RO_D100	RO_D200
ENST00000264554	-1.384550827275676	4.9563738704683455	59.71407590079573	1.7684919667698394e-4	0.0150847585057449	ENSG00000129946	SHC2	protein_coding	RO_D100	RO_D200
ENST00000569927	-3.782719147378172	4.235272053811683	59.48041486444895	1.78894699537952e-4	0.0151568234024638	ENSG00000260641	TSPAN5-DT	lncRNA	RO_D100	RO_D200
ENST00000265087	2.510934627222116	6.411228357390466	59.5773214214503	1.8252961812842392e-4	0.015259959597703467	ENSG00000113739	STC2	protein_coding	RO_D100	RO_D200
ENST00000644939	-1.7163017034726886	5.125793942207375	59.16449354895127	1.8170996307430694e-4	0.015259959597703467	ENSG00000158321	AUTS2	protein_coding	RO_D100	RO_D200
ENST00000354624	-4.127222029968425	3.9826601607433867	58.604671770913306	1.8684310362968314e-4	0.015517811448823157	ENSG00000156510	HKDC1	protein_coding	RO_D100	RO_D200
ENST00000261980	1.0200462193118165	7.5625968194531445	58.22181651968005	1.9046357419781848e-4	0.015613065978397796	ENSG00000119614	VSX2	protein_coding	RO_D100	RO_D200
ENST00000375759	-1.2833511818486192	6.48903263677349	58.26129489880746	1.9008601421019973e-4	0.015613065978397796	ENSG00000065526	SPEN	protein_coding	RO_D100	RO_D200
ENST00000231948	7.423907134214917	4.335760297460473	125.78290405505602	2.0633685090809382e-4	0.015631636119571513	ENSG00000113851	CRBN	protein_coding	RO_D100	RO_D200
ENST00000242810	1.1904022250671267	6.483945877605145	56.76113306768745	2.0515297187125722e-4	0.015631636119571513	ENSG00000114796	KLHL24	protein_coding	RO_D100	RO_D200
ENST00000250111	-1.0765983511472519	8.469898944819896	56.946554958323304	2.0320773749710316e-4	0.015631636119571513	ENSG00000129244	ATP1B2	protein_coding	RO_D100	RO_D200
ENST00000283268	1.963003723690219	6.206375639197989	56.935663730687736	2.0332132519533847e-4	0.015631636119571513	ENSG00000153266	FEZF2	protein_coding	RO_D100	RO_D200
ENST00000292377	1.3405697402606058	5.9469904647253555	57.804647953233804	1.9451404703778644e-4	0.015631636119571513	ENSG00000213420	GPC2	protein_coding	RO_D100	RO_D200
ENST00000312547	-0.9969853571492399	6.32123425172264	57.441787300081806	1.981295953037026e-4	0.015631636119571513	ENSG00000130724	CHMP2A	protein_coding	RO_D100	RO_D200
