gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	ensembl_gene_name.x	ensembl_gene_name.y	ensembl_gene_name	gene_name
ENSG00000006007	isoComp_00176280	geneComp_00058891	ENST00000564172.1	RO_D200	RO_D45	NA	NA	35.71789785125766	31.16855828105423	48.8798203277658	2.586058051300712	5.283387358279864	0.6489798850658831	NA	13.950183289116296	7.481206104704037	28.278709909770278	0.2674143271409992	1.0519189515276057	1.9169564646116528	NA	0.35847142857142855	0.24196666666666666	0.583	0.3410333333333333	0.01148197411773692	0.01148197411773692	TRUE	GDE1	GDE1	GDE1	GDE1
ENSG00000006007	isoComp_00176280	geneComp_00058891	ENST00000564172.1	RO_D200	RO_D45	NA	NA	35.71789785125766	31.16855828105423	48.8798203277658	2.586058051300712	5.283387358279864	0.6489798850658831	NA	13.950183289116296	7.481206104704037	28.278709909770278	0.2674143271409992	1.0519189515276057	1.9169564646116528	NA	0.35847142857142855	0.24196666666666666	0.583	0.3410333333333333	0.01148197411773692	0.01148197411773692	TRUE	GDE1	GDE1	GDE1	GDE1
ENSG00000006118	isoComp_00176312	geneComp_00058899	ENST00000540112.1	RO_D200	RO_D45	NA	NA	37.036473985415185	32.604417527583706	49.02737817911032	0.5746004108611439	0.9540269754231687	0.5883719831476896	NA	10.30891250733685	10.789892591106772	5.850472585996716	0.09656849659893905	0.2737236754989465	-0.881928051568024	NA	0.3022714285714286	0.33103333333333335	0.11925	-0.21178333333333335	0.019293861051212734	0.019293861051212734	FALSE	TMEM132A	TMEM132A	TMEM132A	TMEM132A
ENSG00000006118	isoComp_00176312	geneComp_00058899	ENST00000540112.1	RO_D200	RO_D45	NA	NA	37.036473985415185	32.604417527583706	49.02737817911032	0.5746004108611439	0.9540269754231687	0.5883719831476896	NA	10.30891250733685	10.789892591106772	5.850472585996716	0.09656849659893905	0.2737236754989465	-0.881928051568024	NA	0.3022714285714286	0.33103333333333335	0.11925	-0.21178333333333335	0.019293861051212734	0.019293861051212734	FALSE	TMEM132A	TMEM132A	TMEM132A	TMEM132A
ENSG00000006118	isoComp_00176312	geneComp_00058899	ENST00000540112.1	RO_D200	RO_D45	NA	NA	37.036473985415185	32.604417527583706	49.02737817911032	0.5746004108611439	0.9540269754231687	0.5883719831476896	NA	10.30891250733685	10.789892591106772	5.850472585996716	0.09656849659893905	0.2737236754989465	-0.881928051568024	NA	0.3022714285714286	0.33103333333333335	0.11925	-0.21178333333333335	0.019293861051212734	0.019293861051212734	FALSE	TMEM132A	TMEM132A	TMEM132A	TMEM132A
ENSG00000006704	isoComp_00176427	geneComp_00058924	transcript80483.chr7.nnic	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	12.401753049524629	18.25433444727727	3.5341376996767404	2.6441388380319135	1.339745564177828	-2.3655226199830004	NA	0.1795	0.2574	0.06555	-0.19185000000000002	0.021492210353046035	0.0016190105078793542	NA	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000006704	isoComp_00176420	geneComp_00058924	ENST00000265755.7	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	8.128226675206655	4.056446140587269	15.497184234708676	0.008489923203426555	3.9332223759813876	1.9310963374309404	NA	0.13622857142857142	0.0585	0.29185	0.23335	0.0016190105078793542	0.0016190105078793542	FALSE	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000006704	isoComp_00176427	geneComp_00058924	transcript80483.chr7.nnic	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	12.401753049524629	18.25433444727727	3.5341376996767404	2.6441388380319135	1.339745564177828	-2.3655226199830004	NA	0.1795	0.2574	0.06555	-0.19185000000000002	0.021492210353046035	0.0016190105078793542	NA	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000006704	isoComp_00176420	geneComp_00058924	ENST00000265755.7	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	8.128226675206655	4.056446140587269	15.497184234708676	0.008489923203426555	3.9332223759813876	1.9310963374309404	NA	0.13622857142857142	0.0585	0.29185	0.23335	0.0016190105078793542	0.0016190105078793542	FALSE	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000006704	isoComp_00176427	geneComp_00058924	transcript80483.chr7.nnic	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	12.401753049524629	18.25433444727727	3.5341376996767404	2.6441388380319135	1.339745564177828	-2.3655226199830004	NA	0.1795	0.2574	0.06555	-0.19185000000000002	0.021492210353046035	0.0016190105078793542	NA	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000006704	isoComp_00176420	geneComp_00058924	ENST00000265755.7	RO_D200	RO_D45	NA	NA	65.26039861118639	70.15611427023735	52.23356961000957	5.399855208818476	6.16902642136414	-0.42552099533252474	NA	8.128226675206655	4.056446140587269	15.497184234708676	0.008489923203426555	3.9332223759813876	1.9310963374309404	NA	0.13622857142857142	0.0585	0.29185	0.23335	0.0016190105078793542	0.0016190105078793542	FALSE	GTF2IRD1	GTF2IRD1	GTF2IRD1	GTF2IRD1
ENSG00000007062	isoComp_00176476	geneComp_00058934	transcript20008.chr4.nic	RO_D200	RO_D45	NA	NA	137.8396950745274	192.44446403032336	57.73927178797895	27.336669685219487	9.245937236296985	-1.7366424756870158	NA	27.920718499795896	44.23378752368574	0.8370930420114168	7.119212739492674	0.36497410192179747	-5.706810644354559	NA	0.16684285714285715	0.22916666666666666	0.0159	-0.21326666666666666	2.606309917036115e-14	2.606309917036115e-14	NA	PROM1	PROM1	PROM1	PROM1
ENSG00000007062	isoComp_00176476	geneComp_00058934	transcript20008.chr4.nic	RO_D200	RO_D45	NA	NA	137.8396950745274	192.44446403032336	57.73927178797895	27.336669685219487	9.245937236296985	-1.7366424756870158	NA	27.920718499795896	44.23378752368574	0.8370930420114168	7.119212739492674	0.36497410192179747	-5.706810644354559	NA	0.16684285714285715	0.22916666666666666	0.0159	-0.21326666666666666	2.606309917036115e-14	2.606309917036115e-14	NA	PROM1	PROM1	PROM1	PROM1
ENSG00000007062	isoComp_00176476	geneComp_00058934	transcript20008.chr4.nic	RO_D200	RO_D45	NA	NA	137.8396950745274	192.44446403032336	57.73927178797895	27.336669685219487	9.245937236296985	-1.7366424756870158	NA	27.920718499795896	44.23378752368574	0.8370930420114168	7.119212739492674	0.36497410192179747	-5.706810644354559	NA	0.16684285714285715	0.22916666666666666	0.0159	-0.21326666666666666	2.606309917036115e-14	2.606309917036115e-14	NA	PROM1	PROM1	PROM1	PROM1
ENSG00000007168	isoComp_00176482	geneComp_00058936	ENST00000397195.10	RO_D200	RO_D45	NA	NA	193.65270706233818	216.77826764745691	154.06463560146335	9.326058856922959	2.6956364691532286	-0.4926573026452669	NA	59.08274460603279	49.66239056503504	77.7235859817406	4.336664641375154	2.353295804634648	0.6460938912313058	NA	0.3222857142857143	0.23146666666666668	0.5049	0.2734333333333333	0.04001813693821887	0.04001813693821887	FALSE	PAFAH1B1	PAFAH1B1	PAFAH1B1	PAFAH1B1
ENSG00000007168	isoComp_00176482	geneComp_00058936	ENST00000397195.10	RO_D200	RO_D45	NA	NA	193.65270706233818	216.77826764745691	154.06463560146335	9.326058856922959	2.6956364691532286	-0.4926573026452669	NA	59.08274460603279	49.66239056503504	77.7235859817406	4.336664641375154	2.353295804634648	0.6460938912313058	NA	0.3222857142857143	0.23146666666666668	0.5049	0.2734333333333333	0.04001813693821887	0.04001813693821887	FALSE	PAFAH1B1	PAFAH1B1	PAFAH1B1	PAFAH1B1
ENSG00000007168	isoComp_00176482	geneComp_00058936	ENST00000397195.10	RO_D200	RO_D45	NA	NA	193.65270706233818	216.77826764745691	154.06463560146335	9.326058856922959	2.6956364691532286	-0.4926573026452669	NA	59.08274460603279	49.66239056503504	77.7235859817406	4.336664641375154	2.353295804634648	0.6460938912313058	NA	0.3222857142857143	0.23146666666666668	0.5049	0.2734333333333333	0.04001813693821887	0.04001813693821887	FALSE	PAFAH1B1	PAFAH1B1	PAFAH1B1	PAFAH1B1
ENSG00000007392	isoComp_00176563	geneComp_00058947	ENST00000293872.13	RO_D200	RO_D45	NA	NA	50.34528947576083	42.17683053054061	62.98908211267477	2.997653871432394	4.4129174755129625	0.5785381060343195	NA	17.937757987312573	8.32975998374797	33.5162455918353	0.4823353249144455	3.5752775594948005	2.0072131642273416	NA	0.33089999999999997	0.19786666666666666	0.5307	0.3328333333333333	3.751922331004822e-4	3.751922331004822e-4	FALSE	LUC7L	LUC7L	LUC7L	LUC7L
ENSG00000007392	isoComp_00176563	geneComp_00058947	ENST00000293872.13	RO_D200	RO_D45	NA	NA	50.34528947576083	42.17683053054061	62.98908211267477	2.997653871432394	4.4129174755129625	0.5785381060343195	NA	17.937757987312573	8.32975998374797	33.5162455918353	0.4823353249144455	3.5752775594948005	2.0072131642273416	NA	0.33089999999999997	0.19786666666666666	0.5307	0.3328333333333333	3.751922331004822e-4	3.751922331004822e-4	FALSE	LUC7L	LUC7L	LUC7L	LUC7L
ENSG00000007392	isoComp_00176563	geneComp_00058947	ENST00000293872.13	RO_D200	RO_D45	NA	NA	50.34528947576083	42.17683053054061	62.98908211267477	2.997653871432394	4.4129174755129625	0.5785381060343195	NA	17.937757987312573	8.32975998374797	33.5162455918353	0.4823353249144455	3.5752775594948005	2.0072131642273416	NA	0.33089999999999997	0.19786666666666666	0.5307	0.3328333333333333	3.751922331004822e-4	3.751922331004822e-4	FALSE	LUC7L	LUC7L	LUC7L	LUC7L
ENSG00000007541	isoComp_00176589	geneComp_00058951	ENST00000476438.1	RO_D200	RO_D45	NA	NA	53.77504707984197	49.20432951031253	67.48418777041235	1.204880382518647	4.892178828764909	0.45568483090147743	NA	31.34827716249309	33.54172029294598	28.750743461747728	0.1760177068076795	2.9638579983739	-0.22228576968320254	NA	0.6008285714285714	0.6823333333333333	0.4251	-0.25723333333333337	0.020504324196052776	0.020504324196052776	NA	PIGQ	PIGQ	PIGQ	PIGQ
ENSG00000007541	isoComp_00176589	geneComp_00058951	ENST00000476438.1	RO_D200	RO_D45	NA	NA	53.77504707984197	49.20432951031253	67.48418777041235	1.204880382518647	4.892178828764909	0.45568483090147743	NA	31.34827716249309	33.54172029294598	28.750743461747728	0.1760177068076795	2.9638579983739	-0.22228576968320254	NA	0.6008285714285714	0.6823333333333333	0.4251	-0.25723333333333337	0.020504324196052776	0.020504324196052776	NA	PIGQ	PIGQ	PIGQ	PIGQ
ENSG00000007541	isoComp_00176589	geneComp_00058951	ENST00000476438.1	RO_D200	RO_D45	NA	NA	53.77504707984197	49.20432951031253	67.48418777041235	1.204880382518647	4.892178828764909	0.45568483090147743	NA	31.34827716249309	33.54172029294598	28.750743461747728	0.1760177068076795	2.9638579983739	-0.22228576968320254	NA	0.6008285714285714	0.6823333333333333	0.4251	-0.25723333333333337	0.020504324196052776	0.020504324196052776	NA	PIGQ	PIGQ	PIGQ	PIGQ
ENSG00000010165	isoComp_00176808	geneComp_00059001	ENST00000466643.1	RO_D200	RO_D45	NA	NA	12.028356447278885	11.66993407173258	11.892307385570277	0.251244582952929	1.7974395421141398	0.02720915118322452	NA	5.374235395136652	7.27420625878492	2.6262373195826054	0.36035017884587417	0.617287716220761	-1.4662915234784715	NA	0.4486857142857143	0.6225666666666667	0.21795	-0.40461666666666674	0.04166467674701258	0.04166467674701258	NA	METTL13	METTL13	METTL13	METTL13
ENSG00000010165	isoComp_00176808	geneComp_00059001	ENST00000466643.1	RO_D200	RO_D45	NA	NA	12.028356447278885	11.66993407173258	11.892307385570277	0.251244582952929	1.7974395421141398	0.02720915118322452	NA	5.374235395136652	7.27420625878492	2.6262373195826054	0.36035017884587417	0.617287716220761	-1.4662915234784715	NA	0.4486857142857143	0.6225666666666667	0.21795	-0.40461666666666674	0.04166467674701258	0.04166467674701258	NA	METTL13	METTL13	METTL13	METTL13
ENSG00000010165	isoComp_00176808	geneComp_00059001	ENST00000466643.1	RO_D200	RO_D45	NA	NA	12.028356447278885	11.66993407173258	11.892307385570277	0.251244582952929	1.7974395421141398	0.02720915118322452	NA	5.374235395136652	7.27420625878492	2.6262373195826054	0.36035017884587417	0.617287716220761	-1.4662915234784715	NA	0.4486857142857143	0.6225666666666667	0.21795	-0.40461666666666674	0.04166467674701258	0.04166467674701258	NA	METTL13	METTL13	METTL13	METTL13
ENSG00000010244	isoComp_00176817	geneComp_00059003	ENST00000394673.6	RO_D200	RO_D45	NA	NA	152.3141245843078	157.2522463891062	154.8633581802059	4.927433606813646	4.839333609121723	-0.022083379240886773	NA	47.0883330674723	40.91352895346653	62.96889980093934	2.974677794576986	3.861626982178162	0.6219379965950081	NA	0.30897142857142856	0.25953333333333334	0.40625	0.14671666666666666	0.04996945823293634	0.04996945823293634	FALSE	ZNF207	ZNF207	ZNF207	ZNF207
ENSG00000010244	isoComp_00176817	geneComp_00059003	ENST00000394673.6	RO_D200	RO_D45	NA	NA	152.3141245843078	157.2522463891062	154.8633581802059	4.927433606813646	4.839333609121723	-0.022083379240886773	NA	47.0883330674723	40.91352895346653	62.96889980093934	2.974677794576986	3.861626982178162	0.6219379965950081	NA	0.30897142857142856	0.25953333333333334	0.40625	0.14671666666666666	0.04996945823293634	0.04996945823293634	FALSE	ZNF207	ZNF207	ZNF207	ZNF207
ENSG00000010244	isoComp_00176817	geneComp_00059003	ENST00000394673.6	RO_D200	RO_D45	NA	NA	152.3141245843078	157.2522463891062	154.8633581802059	4.927433606813646	4.839333609121723	-0.022083379240886773	NA	47.0883330674723	40.91352895346653	62.96889980093934	2.974677794576986	3.861626982178162	0.6219379965950081	NA	0.30897142857142856	0.25953333333333334	0.40625	0.14671666666666666	0.04996945823293634	0.04996945823293634	FALSE	ZNF207	ZNF207	ZNF207	ZNF207
ENSG00000011295	isoComp_00177038	geneComp_00059040	transcript29074.chr17.nnic	RO_D200	RO_D45	NA	NA	62.035092569652605	48.602025050116346	75.20096096796249	0.8266237527478612	9.179033260354267	0.62962969598845	NA	3.8724130029637647	6.066368094154297	1.2204162216117533	0.8233769360127198	0.04037117586179816	-2.304062839250593	NA	0.07147142857142857	0.12433333333333334	0.01655	-0.10778333333333334	0.004002915937454014	0.004002915937454014	NA	TTC19	TTC19	TTC19	TTC19
ENSG00000011295	isoComp_00177038	geneComp_00059040	transcript29074.chr17.nnic	RO_D200	RO_D45	NA	NA	62.035092569652605	48.602025050116346	75.20096096796249	0.8266237527478612	9.179033260354267	0.62962969598845	NA	3.8724130029637647	6.066368094154297	1.2204162216117533	0.8233769360127198	0.04037117586179816	-2.304062839250593	NA	0.07147142857142857	0.12433333333333334	0.01655	-0.10778333333333334	0.004002915937454014	0.004002915937454014	NA	TTC19	TTC19	TTC19	TTC19
ENSG00000011295	isoComp_00177038	geneComp_00059040	transcript29074.chr17.nnic	RO_D200	RO_D45	NA	NA	62.035092569652605	48.602025050116346	75.20096096796249	0.8266237527478612	9.179033260354267	0.62962969598845	NA	3.8724130029637647	6.066368094154297	1.2204162216117533	0.8233769360127198	0.04037117586179816	-2.304062839250593	NA	0.07147142857142857	0.12433333333333334	0.01655	-0.10778333333333334	0.004002915937454014	0.004002915937454014	NA	TTC19	TTC19	TTC19	TTC19
ENSG00000013441	isoComp_00177232	geneComp_00059077	ENST00000432425.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.98881737268886	42.44743831330718	15.17458842070817	0.13368504075178494	3.960225408969476	-1.4834095235919535	NA	0.44074285714285716	0.5336666666666666	0.15335	-0.38031666666666664	1.756513033088067e-11	1.756513033088067e-11	TRUE	CLK1	CLK1	CLK1	CLK1
ENSG00000013441	isoComp_00177235	geneComp_00059077	ENST00000473565.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.13993891799316	24.623748487811554	78.57623730408713	1.708182353481855	28.981134481284876	1.6736404997686192	NA	0.4331285714285714	0.3088666666666667	0.76075	0.45188333333333336	2.083670791589611e-11	1.756513033088067e-11	NA	CLK1	CLK1	CLK1	CLK1
ENSG00000013441	isoComp_00177235	geneComp_00059077	ENST00000473565.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.13993891799316	24.623748487811554	78.57623730408713	1.708182353481855	28.981134481284876	1.6736404997686192	NA	0.4331285714285714	0.3088666666666667	0.76075	0.45188333333333336	2.083670791589611e-11	1.756513033088067e-11	NA	CLK1	CLK1	CLK1	CLK1
ENSG00000013441	isoComp_00177232	geneComp_00059077	ENST00000432425.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.98881737268886	42.44743831330718	15.17458842070817	0.13368504075178494	3.960225408969476	-1.4834095235919535	NA	0.44074285714285716	0.5336666666666666	0.15335	-0.38031666666666664	1.756513033088067e-11	1.756513033088067e-11	TRUE	CLK1	CLK1	CLK1	CLK1
ENSG00000013441	isoComp_00177235	geneComp_00059077	ENST00000473565.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.13993891799316	24.623748487811554	78.57623730408713	1.708182353481855	28.981134481284876	1.6736404997686192	NA	0.4331285714285714	0.3088666666666667	0.76075	0.45188333333333336	2.083670791589611e-11	1.756513033088067e-11	NA	CLK1	CLK1	CLK1	CLK1
ENSG00000013441	isoComp_00177232	geneComp_00059077	ENST00000432425.5	RO_D200	RO_D45	NA	NA	101.5495700977063	79.58080969245074	102.61748733890819	1.36556596177226	36.19092625414394	0.36674343012877086	NA	44.98881737268886	42.44743831330718	15.17458842070817	0.13368504075178494	3.960225408969476	-1.4834095235919535	NA	0.44074285714285716	0.5336666666666666	0.15335	-0.38031666666666664	1.756513033088067e-11	1.756513033088067e-11	TRUE	CLK1	CLK1	CLK1	CLK1
ENSG00000015171	isoComp_00177348	geneComp_00059099	transcript221.chr10.nic	RO_D200	RO_D45	NA	NA	23.27912445549635	21.531307202562175	27.78837852008876	2.4035464091653944	0.4606387658112645	0.3678949326093171	NA	3.796020175270938	5.457896190031393	1.1779755592125396	0.8347977481982608	0.07973013907671932	-2.202480697930407	NA	0.17070000000000002	0.25106666666666666	0.04235	-0.20871666666666666	0.013666293614736128	0.013666293614736128	NA	ZMYND11	ZMYND11	ZMYND11	ZMYND11
ENSG00000015171	isoComp_00177348	geneComp_00059099	transcript221.chr10.nic	RO_D200	RO_D45	NA	NA	23.27912445549635	21.531307202562175	27.78837852008876	2.4035464091653944	0.4606387658112645	0.3678949326093171	NA	3.796020175270938	5.457896190031393	1.1779755592125396	0.8347977481982608	0.07973013907671932	-2.202480697930407	NA	0.17070000000000002	0.25106666666666666	0.04235	-0.20871666666666666	0.013666293614736128	0.013666293614736128	NA	ZMYND11	ZMYND11	ZMYND11	ZMYND11
ENSG00000015171	isoComp_00177348	geneComp_00059099	transcript221.chr10.nic	RO_D200	RO_D45	NA	NA	23.27912445549635	21.531307202562175	27.78837852008876	2.4035464091653944	0.4606387658112645	0.3678949326093171	NA	3.796020175270938	5.457896190031393	1.1779755592125396	0.8347977481982608	0.07973013907671932	-2.202480697930407	NA	0.17070000000000002	0.25106666666666666	0.04235	-0.20871666666666666	0.013666293614736128	0.013666293614736128	NA	ZMYND11	ZMYND11	ZMYND11	ZMYND11
ENSG00000028203	isoComp_00177773	geneComp_00059194	transcript101864.chr12.nnic	RO_D200	RO_D45	NA	NA	56.38230526921622	55.730436350263346	48.31732006362088	2.970920022075538	8.424512078379182	-0.20588530229154314	NA	6.010091974225688	9.211558619244224	2.146932096092589	0.22201902148306538	0.1184419542406827	-2.096029855526742	NA	0.10612857142857143	0.16576666666666667	0.04535	-0.12041666666666667	0.02370907240829835	0.02370907240829835	NA	VEZT	VEZT	VEZT	VEZT
ENSG00000028203	isoComp_00177773	geneComp_00059194	transcript101864.chr12.nnic	RO_D200	RO_D45	NA	NA	56.38230526921622	55.730436350263346	48.31732006362088	2.970920022075538	8.424512078379182	-0.20588530229154314	NA	6.010091974225688	9.211558619244224	2.146932096092589	0.22201902148306538	0.1184419542406827	-2.096029855526742	NA	0.10612857142857143	0.16576666666666667	0.04535	-0.12041666666666667	0.02370907240829835	0.02370907240829835	NA	VEZT	VEZT	VEZT	VEZT
ENSG00000028203	isoComp_00177773	geneComp_00059194	transcript101864.chr12.nnic	RO_D200	RO_D45	NA	NA	56.38230526921622	55.730436350263346	48.31732006362088	2.970920022075538	8.424512078379182	-0.20588530229154314	NA	6.010091974225688	9.211558619244224	2.146932096092589	0.22201902148306538	0.1184419542406827	-2.096029855526742	NA	0.10612857142857143	0.16576666666666667	0.04535	-0.12041666666666667	0.02370907240829835	0.02370907240829835	NA	VEZT	VEZT	VEZT	VEZT
ENSG00000035687	isoComp_00178017	geneComp_00059245	ENST00000366535.4	RO_D200	RO_D45	NA	NA	65.4150564529707	61.271792873891854	83.06122783458983	1.353376596894441	1.8033749689947027	0.4388903726526239	NA	59.882235739506754	59.17289392458163	68.7799197597043	1.5456788256508507	2.5796882799325824	0.21701692965808558	NA	0.9257571428571428	0.9656	0.8278	-0.13780000000000003	0.01630123654379106	0.01630123654379106	FALSE	ADSS2	ADSS2	ADSS2	ADSS2
