seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
BambuTx272,175,227,174,321,PF10607.14,CTLH,Domain,2,54,146,47.3,2.5e-12,1,No_Clan
BambuTx272,387,479,356,482,PF10607.14,CTLH,Domain,55,142,146,45.4,1e-11,1,No_Clan
BambuTx276,47,182,46,182,PF00754.30,F5_F8_type_C,Domain,2,127,127,74.2,1.2e-20,1,CL0202
BambuTx276,190,366,190,366,PF21114.2,DDR1-2_DS-like,Domain,1,177,177,226.5,2.2e-67,1,CL0202
BambuTx276,610,905,610,905,PF07714.22,PK_Tyr_Ser-Thr,Domain,1,258,258,284.4,8.7e-85,1,CL0016
BambuTx277,47,182,46,182,PF00754.30,F5_F8_type_C,Domain,2,127,127,74.3,1.1e-20,1,CL0202
BambuTx277,190,366,190,366,PF21114.2,DDR1-2_DS-like,Domain,1,177,177,226.6,2.1e-67,1,CL0202
BambuTx277,573,868,573,868,PF07714.22,PK_Tyr_Ser-Thr,Domain,1,258,258,284.5,8e-85,1,CL0016
BambuTx317,32,226,32,227,PF00804.30,Syntaxin,Domain,1,198,199,195.8,7.5e-58,1,CL0445
BambuTx318,32,226,32,227,PF00804.30,Syntaxin,Domain,1,198,199,194.0,2.6e-57,1,CL0445
BambuTx33,55,84,55,84,PF21319.2,zf-FCS_1,Domain,1,31,31,37.5,2.1e-09,1,CL0167
BambuTx33,85,204,85,204,PF16616.10,PHC2_SAM_assoc,Disordered,1,120,120,198.2,6.2e-59,1,No_Clan
BambuTx33,208,271,207,271,PF00536.36,SAM_1,Domain,2,64,64,57.7,1.3e-15,1,CL0003
BambuTx341,97,330,97,331,PF00102.32,Y_phosphatase,Domain,1,233,234,270.1,1.9e-80,1,CL0031
BambuTx348,58,300,57,318,PF04845.18,PurA,Family,2,199,219,293.6,8.9e-88,1,CL0609
BambuTx40,101,273,98,277,PF04893.22,Yip1,Domain,3,171,173,67.0,2.1e-18,1,CL0112
BambuTx415,60,158,60,160,PF00618.25,RasGEF_N,Domain,1,104,106,78.8,3.6e-22,1,CL0542
BambuTx415,323,529,322,529,PF00617.24,RasGEF,Family,2,181,181,189.0,8.2e-56,1,No_Clan
BambuTx415,731,817,731,818,PF00788.28,RA,Domain,1,92,93,57.2,2.3e-15,1,CL0072
BambuTx449,71,280,70,292,PF02628.20,COX15-CtaA,Family,2,203,322,238.4,1.2e-70,1,CL0328
BambuTx495,19,64,19,65,PF22566.1,UBA_8,Domain,1,45,46,56.8,1.6e-15,1,CL0214
BambuTx495,74,126,74,126,PF21909.1,USP_UIM_N,Domain,1,53,53,99.9,7.7e-29,1,CL0702
BambuTx495,162,647,162,647,PF00443.34,UCH,Family,1,254,254,168.6,2.2e-49,1,CL0125
BambuTx497,12,201,2,202,PF07690.21,MFS_1,Family,194,346,347,34.5,1.3e-08,1,CL0015
BambuTx518,338,406,337,406,PF00105.23,zf-C4,Domain,2,70,70,106.4,9.2e-31,1,CL0167
BambuTx518,474,650,467,651,PF00104.35,Hormone_recep,Domain,12,212,213,103.4,1.4e-29,1,No_Clan
BambuTx527,60,214,60,236,PF01066.26,CDP-OH_P_transf,Family,1,145,152,48.7,1.2e-12,1,No_Clan
BambuTx533,1,245,1,245,PF01209.23,Ubie_methyltran,Family,23,233,233,277.9,6.7e-83,1,CL0063
BambuTx54,118,269,117,269,PF14324.11,PINIT,Domain,2,142,142,107.8,6.9e-31,1,CL0202
BambuTx54,314,362,314,363,PF02891.25,zf-MIZ,Domain,1,49,50,69.2,2.3e-19,1,CL0229
BambuTx563,17,40,15,40,PF00642.29,zf-CCCH,Family,4,27,27,22.0,0.00014,1,CL0537
BambuTx563,48,86,48,86,PF22628.1,zf-CCCH_10,Domain,1,39,39,74.6,3.7e-21,1,CL0537
BambuTx563,178,202,177,203,PF00642.29,zf-CCCH,Family,2,26,27,21.2,0.00025,1,CL0537
BambuTx563,213,251,213,251,PF22628.1,zf-CCCH_10,Domain,1,39,39,78.0,3.1e-22,1,CL0537
BambuTx568,8,168,8,169,PF00071.27,Ras,Domain,1,161,162,216.5,1.8e-64,1,CL0023
BambuTx597,372,517,372,518,PF00640.28,PID,Domain,1,139,140,148.4,1.6e-43,1,CL0266
BambuTx597,557,639,556,640,PF00595.29,PDZ,Domain,2,80,81,51.8,9.8e-14,1,CL0466
BambuTx597,650,719,647,720,PF00595.29,PDZ,Domain,4,80,81,54.7,1.2e-14,1,CL0466
BambuTx606,43,375,42,375,PF00224.26,PK,Domain,2,328,328,548.0,8e-165,1,CL0036
BambuTx606,410,528,410,528,PF02887.21,PK_C,Domain,1,114,114,117.9,2.7e-34,1,No_Clan
BambuTx607,52,109,51,111,PF13855.11,LRR_8,Repeat,2,59,61,49.2,3.9e-13,1,CL0022
BambuTx607,124,182,123,183,PF13855.11,LRR_8,Repeat,2,60,61,42.1,6.7e-11,1,CL0022
BambuTx643,18,110,5,111,PF01145.30,Band_7,Family,83,175,176,56.2,5.3e-15,1,CL0433
BambuTx643,236,310,234,345,PF15975.10,Flot,Family,1,77,124,30.0,5.3e-07,1,No_Clan
BambuTx647,60,141,59,149,PF17900.6,Peptidase_M1_N,Domain,2,85,186,42.3,1e-10,1,CL0672
BambuTx651,79,102,78,102,PF12874.12,zf-met,Domain,2,25,25,28.9,1.2e-06,1,CL0361
BambuTx651,223,247,223,247,PF12874.12,zf-met,Domain,1,25,25,30.8,3e-07,1,CL0361
BambuTx651,292,316,292,316,PF12874.12,zf-met,Domain,1,25,25,31.0,2.6e-07,1,CL0361
BambuTx657,23,125,23,125,PF17751.6,SKICH,Domain,1,103,103,113.3,7.9e-33,1,CL0159
BambuTx659,18,85,18,85,PF00076.27,RRM_1,Domain,1,70,70,64.4,7.6e-18,1,CL0221
BambuTx659,123,184,123,186,PF00076.27,RRM_1,Domain,1,68,70,53.2,2.5e-14,1,CL0221
BambuTx668,1,52,1,53,PF15201.11,Rod_cone_degen,Family,1,52,54,115.6,9.6e-34,1,No_Clan
BambuTx681,10,97,3,97,PF02966.21,DIM1,Domain,46,133,133,153.0,4.3e-45,1,CL0172
BambuTx687,2,38,1,38,PF10524.14,NfI_DNAbd_pre-N,Family,5,41,41,86.0,1.4e-24,1,No_Clan
BambuTx687,61,161,60,164,PF03165.21,MH1,Domain,2,100,103,41.6,1.3e-10,1,CL0263
BambuTx687,208,414,208,416,PF00859.23,CTF_NFI,Family,1,206,288,359.0,3.1e-107,1,No_Clan
BambuTx693,318,674,318,674,PF04515.17,Choline_transpo,Family,1,326,326,382.2,2.5e-114,1,No_Clan
BambuTx694,318,674,318,674,PF04515.17,Choline_transpo,Family,1,326,326,382.2,2.5e-114,1,No_Clan
BambuTx757,8,82,8,82,PF12701.12,LSM14,Domain,1,75,75,109.1,1e-31,1,CL0010
BambuTx757,286,388,286,389,PF09532.15,FDF,Domain,1,101,102,47.0,4.5e-12,1,No_Clan
BambuTx758,1,177,1,179,PF05640.19,NKAIN,Family,1,177,206,264.2,7.5e-79,1,No_Clan
BambuTx785,24,98,23,99,PF00611.28,FCH,Family,2,77,78,69.4,2.9e-19,1,CL0145
BambuTx785,392,442,392,442,PF14604.11,SH3_9,Domain,1,49,49,58.2,6.7e-16,1,CL0010
BambuTx792,5,239,4,239,PF01275.24,Myelin_PLP,Family,2,231,231,336.3,1.2e-100,1,No_Clan
BambuTx793,24,258,23,258,PF01275.24,Myelin_PLP,Family,2,231,231,335.9,1.6e-100,1,No_Clan
BambuTx804,176,465,173,474,PF03062.24,MBOAT,Family,5,296,337,67.8,1.2e-18,1,CL0517
BambuTx853,87,327,86,328,PF06617.18,M-inducer_phosp,Family,2,273,274,260.6,1.7e-77,1,No_Clan
BambuTx853,377,473,370,476,PF00581.25,Rhodanese,Domain,9,99,102,48.8,8.8e-13,1,CL0031
BambuTx909,93,260,93,265,PF00270.34,DEAD,Domain,1,162,167,89.9,1.7e-25,1,CL0023
BambuTx909,302,407,299,409,PF00271.36,Helicase_C,Domain,4,108,110,67.1,1.8e-18,1,CL0023
BambuTx909,421,479,420,479,PF16124.10,RecQ_Zn_bind,Domain,2,66,66,47.0,3.9e-12,1,No_Clan
BambuTx923,278,313,276,314,PF00400.37,WD40,Repeat,4,38,39,28.9,1.4e-06,1,CL0186
BambuTx935,43,122,34,123,PF02174.22,IRS,Domain,13,91,92,80.0,1.2e-22,1,CL0266
BambuTx991,8,168,8,169,PF00071.27,Ras,Domain,1,161,162,216.5,1.8e-64,1,CL0023
ENST00000003302.8,19,64,19,65,PF22566.1,UBA_8,Domain,1,45,46,56.8,1.6e-15,1,CL0214
ENST00000003302.8,74,126,74,126,PF21909.1,USP_UIM_N,Domain,1,53,53,99.9,7.7e-29,1,CL0702
ENST00000003302.8,162,647,162,647,PF00443.34,UCH,Family,1,254,254,168.6,2.2e-49,1,CL0125
ENST00000008527.10,5,158,5,169,PF00875.23,DNA_photolyase,Domain,1,153,164,153.7,5e-45,1,CL0039
ENST00000008527.10,288,486,285,486,PF03441.19,FAD_binding_7,Domain,3,203,203,254.0,9.6e-76,1,No_Clan
ENST00000011619.6,215,331,214,332,PF00622.34,SPRY,Family,2,120,121,92.8,1.9e-26,1,CL0004
ENST00000011619.6,368,392,367,393,PF08513.16,LisH,Domain,2,26,27,26.8,4.3e-06,1,CL0561
ENST00000011619.6,404,456,403,548,PF10607.14,CTLH,Domain,2,54,146,46.5,4.6e-12,1,No_Clan
ENST00000011619.6,616,708,585,711,PF10607.14,CTLH,Domain,55,142,146,44.6,1.8e-11,1,No_Clan
ENST00000016171.6,71,396,70,399,PF02628.20,COX15-CtaA,Family,2,319,322,371.6,3.5e-111,1,CL0328
ENST00000038176.8,178,292,176,294,PF02893.25,GRAM,Domain,3,110,112,61.9,5.4e-17,1,CL0266
ENST00000038176.8,304,575,303,575,PF02138.23,Beach,Family,2,276,276,383.4,7.1e-115,1,No_Clan
ENST00000038176.8,626,657,620,658,PF00400.37,WD40,Repeat,7,38,39,15.7,0.021,1,CL0186
ENST00000038176.8,706,740,704,740,PF00400.37,WD40,Repeat,3,39,39,24.8,2.7e-05,1,CL0186
ENST00000038176.8,758,791,754,791,PF00400.37,WD40,Repeat,5,39,39,14.8,0.039,1,CL0186
ENST00000038176.8,797,833,795,833,PF00400.37,WD40,Repeat,3,39,39,21.1,0.00042,1,CL0186
ENST00000038176.8,881,913,876,914,PF00400.37,WD40,Repeat,6,38,39,20.0,0.00086,1,CL0186
ENST00000052569.10,282,359,280,360,PF00595.29,PDZ,Domain,3,80,81,62.0,6.2e-17,1,CL0466
ENST00000072644.7,101,273,98,277,PF04893.22,Yip1,Domain,3,171,173,67.0,2.1e-18,1,CL0112
ENST00000085079.11,17,140,17,140,PF01417.25,ENTH,Repeat,1,124,124,185.4,4e-55,1,CL0020
ENST00000156825.5,5,37,4,40,PF01429.24,MBD,Domain,37,74,77,23.2,4.8e-05,1,CL0081
ENST00000156825.5,47,116,47,116,PF16564.10,MBDa,Domain,1,71,71,100.0,7.7e-29,1,CL0081
ENST00000156825.5,121,211,120,211,PF14048.11,MBD_C,Family,2,94,94,121.6,2.1e-35,1,No_Clan
ENST00000190611.9,91,178,91,180,PF15409.11,PH_8,Domain,1,87,89,47.0,2.9e-12,1,CL0266
ENST00000190611.9,570,921,570,921,PF01237.23,Oxysterol_BP,Family,1,368,368,470.5,3.7e-141,1,No_Clan
ENST00000193403.10,32,135,31,136,PF00307.36,CH,Domain,2,108,109,78.9,3.7e-22,1,CL0188
ENST00000193403.10,145,250,144,251,PF00307.36,CH,Domain,2,108,109,100.3,8.1e-29,1,CL0188
ENST00000193403.10,275,383,274,384,PF00435.26,Spectrin,Domain,2,104,105,47.9,1.9e-12,1,CL0743
ENST00000193403.10,394,498,394,499,PF00435.26,Spectrin,Domain,1,104,105,90.1,1.3e-25,1,CL0743
ENST00000193403.10,510,620,509,620,PF00435.26,Spectrin,Domain,2,105,105,54.8,1.3e-14,1,CL0743
ENST00000193403.10,632,732,630,733,PF00435.26,Spectrin,Domain,3,104,105,41.6,1.6e-10,1,CL0743
ENST00000193403.10,750,779,750,779,PF13405.11,EF-hand_6,Domain,1,30,30,24.9,1.2e-05,1,CL0220
ENST00000193403.10,822,888,822,888,PF08726.15,EFhand_Ca_insen,Domain,1,69,69,98.6,1.9e-28,1,CL0220
ENST00000194900.8,52,148,46,148,PF10608.14,MAGUK_N_PEST,Domain,43,107,107,48.4,1.2e-12,1,No_Clan
ENST00000194900.8,150,232,149,233,PF00595.29,PDZ,Domain,2,80,81,66.9,1.8e-18,1,CL0466
ENST00000194900.8,245,327,244,328,PF00595.29,PDZ,Domain,2,80,81,72.7,2.8e-20,1,CL0466
ENST00000194900.8,329,403,329,403,PF10600.14,PDZ_assoc,Domain,1,68,68,100.2,8.1e-29,1,No_Clan
ENST00000194900.8,405,481,404,482,PF00595.29,PDZ,Domain,2,80,81,77.6,8.7e-22,1,CL0466
ENST00000194900.8,525,581,525,581,PF00018.33,SH3_1,Domain,1,48,48,30.9,1.8e-07,1,CL0010
ENST00000194900.8,659,835,658,836,PF00625.26,Guanylate_kin,Domain,2,181,182,222.0,5.6e-66,1,CL0023
ENST00000199320.9,30,255,27,272,PF00398.25,RrnaAD,Domain,4,236,263,232.3,6.2e-69,1,CL0063
ENST00000199936.9,83,277,83,278,PF00106.30,adh_short,Domain,1,194,195,160.1,5.5e-47,1,CL0063
ENST00000204005.13,116,143,116,143,PF07974.18,EGF_2,Domain,1,32,32,22.3,0.00015,1,CL0001
ENST00000204005.13,320,359,320,359,PF07645.20,EGF_CA,Domain,1,43,43,35.8,8.2e-09,1,CL0001
ENST00000204005.13,380,422,379,422,PF00683.22,TB,Family,2,44,44,54.3,9.8e-15,1,No_Clan
ENST00000204005.13,550,590,550,590,PF07645.20,EGF_CA,Domain,1,43,43,37.1,3.4e-09,1,CL0001
ENST00000204005.13,592,632,592,632,PF07645.20,EGF_CA,Domain,1,43,43,39.5,5.8e-10,1,CL0001
ENST00000204005.13,673,713,673,713,PF07645.20,EGF_CA,Domain,1,43,43,37.3,2.8e-09,1,CL0001
ENST00000204005.13,715,755,715,755,PF07645.20,EGF_CA,Domain,1,43,43,41.5,1.4e-10,1,CL0001
ENST00000204005.13,757,789,757,795,PF07645.20,EGF_CA,Domain,1,35,43,29.1,1.1e-06,1,CL0001
ENST00000204005.13,797,833,797,839,PF07645.20,EGF_CA,Domain,1,37,43,42.4,7.5e-11,1,CL0001
ENST00000204005.13,841,881,841,881,PF07645.20,EGF_CA,Domain,1,43,43,37.7,2.2e-09,1,CL0001
ENST00000204005.13,883,922,883,922,PF07645.20,EGF_CA,Domain,1,43,43,36.0,7e-09,1,CL0001
ENST00000204005.13,924,965,924,966,PF07645.20,EGF_CA,Domain,1,42,43,32.2,1.1e-07,1,CL0001
ENST00000204005.13,968,999,968,1000,PF07645.20,EGF_CA,Domain,1,31,43,25.4,1.5e-05,1,CL0001
ENST00000212355.9,456,723,456,724,PF00100.28,Zona_pellucida,Family,1,262,263,124.7,5.5e-36,1,CL0159
ENST00000215061.9,153,254,153,254,PF07303.18,Occludin_ELL,Domain,1,101,101,90.6,1.1e-25,1,No_Clan
ENST00000215838.8,4,323,3,327,PF01122.24,Cobalamin_bind,Repeat,2,314,317,393.5,6.6e-118,1,CL0059
ENST00000215838.8,352,424,352,426,PF14478.11,DUF4430,Domain,1,70,72,24.2,4.2e-05,1,CL0072
ENST00000216039.9,31,183,31,188,PF02099.22,Josephin,Family,1,152,157,102.0,3.3e-29,1,CL0125
ENST00000216061.9,129,364,128,365,PF04499.20,SAPS,Family,2,240,451,247.8,2.6e-73,1,No_Clan
ENST00000216061.9,364,531,363,532,PF04499.20,SAPS,Family,317,450,451,148.6,3e-43,1,No_Clan
ENST00000216288.11,56,307,56,307,PF00069.30,Pkinase,Domain,1,263,263,258.7,6.9e-77,1,CL0016
ENST00000216288.11,328,363,327,363,PF00627.36,UBA,Domain,2,37,37,29.9,4.2e-07,1,CL0214
ENST00000216288.11,670,713,669,713,PF02149.24,KA1,Domain,2,45,45,70.3,9e-20,1,CL0573
ENST00000216602.10,40,100,40,104,PF01363.26,FYVE,Domain,1,62,67,56.4,2.9e-15,1,CL0229
ENST00000216602.10,108,177,108,185,PF16696.10,ZFYVE21_C,Domain,1,72,128,103.4,8.6e-30,1,CL0266
ENST00000216602.10,192,251,178,251,PF16696.10,ZFYVE21_C,Domain,69,128,128,73.3,1.8e-20,1,CL0266
ENST00000216658.9,30,79,30,79,PF00090.24,TSP_1,Domain,1,49,49,43.1,4.3e-11,1,CL0692
ENST00000216658.9,86,182,82,182,PF19236.4,ADAMTS_CR_3,Domain,5,115,115,43.1,4.3e-11,1,CL0750
ENST00000216658.9,185,298,184,298,PF05986.19,ADAMTS_spacer1,Domain,2,115,115,105.5,2.3e-30,1,No_Clan
ENST00000216658.9,308,360,308,360,PF19030.5,TSP1_ADAMTS,Domain,1,55,55,51.0,1.6e-13,1,CL0692
ENST00000216658.9,366,424,366,424,PF19030.5,TSP1_ADAMTS,Domain,1,55,55,54.9,9.3e-15,1,CL0692
ENST00000216658.9,427,480,427,480,PF19030.5,TSP1_ADAMTS,Domain,1,55,55,47.9,1.5e-12,1,CL0692
ENST00000216658.9,488,538,488,538,PF19030.5,TSP1_ADAMTS,Domain,1,55,55,32.6,8.9e-08,1,CL0692
ENST00000216877.10,256,491,256,491,PF00102.32,Y_phosphatase,Domain,1,234,234,277.7,9.1e-83,1,CL0031
ENST00000216877.10,549,780,549,781,PF00102.32,Y_phosphatase,Domain,1,233,234,290.7,9.7e-87,1,CL0031
ENST00000217121.9,41,121,41,122,PF04201.20,TPD52,Family,1,81,108,115.1,2.1e-33,1,No_Clan
ENST00000217121.9,119,191,115,191,PF04201.20,TPD52,Family,59,108,108,68.0,9.2e-19,1,No_Clan
ENST00000217893.10,10,130,9,130,PF02291.20,TFIID-31kDa,Domain,2,122,122,179.0,4e-53,1,CL0012
ENST00000218176.4,3,29,3,29,PF11601.13,Shal-type,Domain,1,27,27,44.4,1.3e-11,1,No_Clan
ENST00000218176.4,43,131,42,131,PF02214.27,BTB_2,Domain,2,94,94,102.1,2e-29,1,CL0033
ENST00000218176.4,187,418,185,419,PF00520.36,Ion_trans,Family,3,240,241,167.4,3.6e-49,1,CL0030
ENST00000218176.4,471,549,470,550,PF11879.13,DUF3399,Family,2,75,76,106.1,1.1e-30,1,No_Clan
ENST00000218516.4,39,322,39,322,PF16499.10,Melibiase_2,Family,1,284,284,570.6,6.5e-172,1,CL0036
ENST00000218516.4,325,411,325,411,PF17450.7,Melibiase_2_C,Domain,1,87,87,129.9,3.9e-38,1,CL0369
ENST00000218789.9,11,63,10,63,PF07653.22,SH3_2,Domain,2,55,55,65.5,3.1e-18,1,CL0010
ENST00000218789.9,97,270,97,271,PF00621.25,RhoGEF,Domain,1,179,180,126.4,1.6e-36,1,No_Clan
ENST00000218789.9,312,399,302,400,PF00169.34,PH,Domain,11,104,105,43.8,3.7e-11,1,CL0266
ENST00000218789.9,460,550,459,550,PF16614.10,RhoGEF67_u2,Disordered,2,99,99,162.0,4.3e-48,1,No_Clan
ENST00000218789.9,621,704,620,704,PF16523.10,betaPIX_CC,Coiled-coil,2,85,85,146.4,2.1e-43,1,No_Clan
ENST00000219345.10,72,397,72,399,PF02450.20,LCAT,Family,1,390,392,298.0,1.4e-88,1,CL0028
ENST00000219782.11,279,301,279,301,PF00096.31,zf-C2H2,Domain,1,23,23,20.3,0.00063,1,CL0361
ENST00000219782.11,307,329,307,330,PF13894.11,zf-C2H2_4,Domain,1,23,24,21.1,0.0004,1,CL0361
ENST00000219782.11,337,360,337,360,PF00096.31,zf-C2H2,Domain,1,23,23,26.7,6.1e-06,1,CL0361
ENST00000219782.11,366,388,366,388,PF00096.31,zf-C2H2,Domain,1,23,23,16.3,0.012,1,CL0361
ENST00000219782.11,419,442,419,442,PF00096.31,zf-C2H2,Domain,1,23,23,16.9,0.0078,1,CL0361
ENST00000220531.9,50,140,50,140,PF14712.11,Snapin_Pallidin,Family,1,89,89,76.7,1.7e-21,1,No_Clan
ENST00000220849.10,5,138,5,138,PF09440.15,eIF3_N,Domain,1,133,133,157.1,3.5e-46,1,No_Clan
ENST00000220849.10,312,394,312,395,PF01399.32,PCI,Domain,1,83,84,64.1,1.2e-17,1,CL0123
ENST00000220849.10,399,419,399,419,PF21357.2,EIF3E_C,Domain,1,21,21,51.2,7.3e-14,1,No_Clan
ENST00000221448.9,3,94,3,94,PF12220.13,U1snRNP70_N,Family,1,92,92,96.7,1e-27,1,CL0221
ENST00000221448.9,105,174,105,175,PF00076.27,RRM_1,Domain,1,69,70,65.2,4.4e-18,1,CL0221
ENST00000222673.6,48,86,47,87,PF16078.10,2-oxogl_dehyd_N,Family,2,40,41,62.1,3.2e-17,1,No_Clan
ENST00000222673.6,257,581,256,582,PF00676.25,E1_dh,Family,2,299,300,311.4,5.8e-93,1,CL0254
ENST00000222673.6,650,864,649,866,PF02779.29,Transket_pyr,Domain,2,173,174,159.3,8.2e-47,1,CL0254
ENST00000222673.6,869,1000,869,1000,PF16870.10,OxoGdeHyase_C,Family,1,137,151,172.5,5.5e-51,1,CL0591
ENST00000222690.10,7,93,4,94,PF00125.29,Histone,Domain,35,121,122,69.8,2.9e-19,1,CL0012
ENST00000222803.10,38,132,38,132,PF00254.33,FKBP_C,Domain,1,94,94,102.6,1.3e-29,1,CL0487
ENST00000222812.8,32,227,32,227,PF00804.30,Syntaxin,Domain,1,199,199,197.7,1.9e-58,1,CL0445
ENST00000222812.8,228,279,228,280,PF05739.24,SNARE,Family,1,52,53,77.1,9.3e-22,1,No_Clan
ENST00000223215.10,71,321,70,321,PF00561.25,Abhydrolase_1,Domain,2,245,245,71.8,8.2e-20,1,CL0028
ENST00000223398.11,81,145,81,145,PF01302.30,CAP_GLY,Domain,1,65,65,84.3,4.8e-24,1,CL0010
ENST00000223398.11,221,285,221,285,PF01302.30,CAP_GLY,Domain,1,65,65,93.0,9.4e-27,1,CL0010
ENST00000224784.10,6,377,4,377,PF00022.24,Actin,Family,3,410,410,492.0,1.3e-147,1,CL0108
ENST00000225394.8,5,118,1,120,PF01412.23,ArfGap,Domain,10,115,117,88.0,5.6e-25,1,No_Clan
ENST00000225394.8,137,226,137,229,PF12796.12,Ank_2,Repeat,1,86,90,45.2,1.3e-11,1,CL0465
ENST00000225394.8,264,292,264,292,PF08518.16,GIT_SHD,Family,1,29,29,48.6,5.3e-13,1,No_Clan
ENST00000225394.8,328,356,328,356,PF08518.16,GIT_SHD,Family,1,29,29,40.8,1.5e-10,1,No_Clan
ENST00000225394.8,409,473,409,474,PF16559.10,GIT_CC,Coiled-coil,1,65,66,105.8,8e-31,1,No_Clan
ENST00000225394.8,643,755,642,756,PF12205.13,GIT1_C,Domain,2,109,110,112.3,1.6e-32,1,No_Clan
ENST00000225724.9,161,226,161,226,PF12352.13,V-SNARE_C,Domain,1,66,66,79.9,1.5e-22,1,CL0147
ENST00000225792.10,118,288,118,289,PF00270.34,DEAD,Domain,1,166,167,161.3,2e-47,1,CL0023
ENST00000225792.10,328,435,324,436,PF00271.36,Helicase_C,Domain,2,109,110,113.6,6.2e-33,1,CL0023
ENST00000225792.10,498,532,498,532,PF08061.16,P68HR,Repeat,1,35,35,51.6,8.8e-14,1,No_Clan
ENST00000225792.10,551,583,551,583,PF08061.16,P68HR,Repeat,1,35,35,37.8,1.8e-09,1,No_Clan
ENST00000226328.8,103,225,103,226,PF02759.24,RUN,Family,1,130,131,145.1,1.5e-42,1,No_Clan
ENST00000226796.7,70,158,70,158,PF04410.19,Gar1,Domain,1,92,92,102.7,8.5e-30,1,CL0105
ENST00000227266.10,25,141,25,141,PF08773.16,CathepsinC_exc,Domain,1,121,121,155.5,8.4e-46,1,No_Clan
ENST00000227266.10,231,457,231,458,PF00112.28,Peptidase_C1,Domain,1,219,220,210.6,3.5e-62,1,CL0125
ENST00000229266.8,60,213,60,222,PF01066.26,CDP-OH_P_transf,Family,1,144,152,48.8,1.2e-12,1,No_Clan
ENST00000229395.8,2,130,2,142,PF05769.16,SIKE,Family,1,127,180,174.7,2e-51,1,No_Clan
ENST00000229395.8,158,220,147,221,PF05769.16,SIKE,Family,116,179,180,62.9,4.4e-17,1,No_Clan
ENST00000229570.9,16,96,15,96,PF14937.11,DUF4500,Family,2,81,81,127.9,1.3e-37,1,No_Clan
ENST00000229758.8,257,288,256,292,PF00646.38,F-box,Domain,7,38,43,23.9,3.4e-05,1,CL0271
ENST00000229758.8,373,420,373,424,PF22191.1,IBR_1,Domain,1,46,47,32.2,8.6e-08,1,CL0229
ENST00000229854.12,124,254,120,255,PF17207.8,MCM_OB,Domain,3,125,126,116.6,7e-34,1,CL0021
ENST00000229854.12,292,515,290,515,PF00493.28,MCM,Domain,3,224,224,321.2,2.9e-96,1,CL0023
