gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2
ENSG00000171223	ENSG00000171223.6	2.8739100511233717	5.260221767934827	138.14604404057008	6.199828554014638e-7	5.3514041274513e-4	JUNB	protein_coding	A_RO_D200	B_RO_D100
ENSG00000175274	ENSG00000175274.19	-1.8998770387200312	6.580359156541667	135.6242093925726	6.567191064527793e-7	5.3514041274513e-4	TP53I11	protein_coding	A_RO_D200	B_RO_D100
ENSG00000154978	ENSG00000154978.13	2.0521147585690884	5.953905515597997	130.97817667334348	7.664169093465371e-7	5.773532601784234e-4	VOPP1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000209582	ENSG00000209582.1	-6.873453399915372	8.264167944836233	214.4586634987313	7.701329369576664e-7	5.773532601784234e-4	SNORA48	snoRNA	A_RO_D200	B_RO_D100
ENSG00000047617	ENSG00000047617.17	2.890493388879722	4.122587296772885	127.36254397602453	8.674348451033119e-7	6.252870718048565e-4	ANO2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000176840	ENSG00000176840.14	-2.6115946126781564	4.245284476263454	126.09465269555538	9.066349577494138e-7	6.293389769681301e-4	MIR7-3HG	lncRNA	A_RO_D200	B_RO_D100
ENSG00000175544	ENSG00000175544.14	4.028120631150308	3.3211245629841906	120.7438187387801	1.0977054019866957e-6	7.347569515726661e-4	CABP4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000106483	ENSG00000106483.12	3.915409308777021	2.8505336147031692	119.22640748188643	1.160552644436861e-6	7.445853426635559e-4	SFRP4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000141750	ENSG00000141750.7	2.5167272732596815	5.541111362688368	121.06973874982651	1.191845068824388e-6	7.445853426635559e-4	STAC2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000011347	ENSG00000011347.10	-2.857435361834916	6.847603458486522	125.6677767995104	1.270414632761266e-6	7.6806809829715e-4	SYT7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000116016	ENSG00000116016.14	3.9581930599652515	5.727141363868792	156.28952377001914	1.3455309409997418e-6	7.880606530067863e-4	EPAS1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000179774	ENSG00000179774.9	-5.0833032421803725	7.5889745232441035	162.5478364269022	1.449885667254828e-6	8.234471871421209e-4	ATOH7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000167771	ENSG00000167771.6	-2.4872155013769386	6.15519314436459	113.40264653180887	1.6660728085411203e-6	9.183981346375787e-4	RCOR2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000002933	ENSG00000002933.9	-1.7855064523320587	5.365175767662117	106.60880649795969	1.8950077157459641e-6	9.77886527149531e-4	TMEM176A	protein_coding	A_RO_D200	B_RO_D100
ENSG00000109103	ENSG00000109103.12	2.531251752333373	9.147660831974443	114.19431858277473	1.838452973009743e-6	9.77886527149531e-4	UNC119	protein_coding	A_RO_D200	B_RO_D100
ENSG00000167371	ENSG00000167371.21	-1.5669209233037111	6.642551531980217	105.5095535900051	1.9826959786406027e-6	9.77886527149531e-4	PRRT2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000182256	ENSG00000182256.13	2.72171019348004	3.8403272614849304	105.90213088204798	1.950826180899145e-6	9.77886527149531e-4	GABRG3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000176890	ENSG00000176890.16	-1.707696677678519	7.900498454451925	104.84206161483044	2.0383453341243046e-6	9.79555596209172e-4	TYMS	protein_coding	A_RO_D200	B_RO_D100
ENSG00000118513	ENSG00000118513.20	-2.851054793043311	5.6757572603069715	108.28092863544423	2.301369158393652e-6	9.976861644364096e-4	MYB	protein_coding	A_RO_D200	B_RO_D100
ENSG00000159217	ENSG00000159217.10	-1.5732880173475314	7.1650486289109825	102.03939945414315	2.293713366204707e-6	9.976861644364096e-4	IGF2BP1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000168461	ENSG00000168461.13	-2.4049730836798218	8.127652659517532	103.44112231468041	2.272634360117062e-6	9.976861644364096e-4	RAB31	protein_coding	A_RO_D200	B_RO_D100
ENSG00000173210	ENSG00000173210.21	2.836236923130723	3.3330641991232026	101.54961468193096	2.3422362199979738e-6	9.976861644364096e-4	ABLIM3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000180245	ENSG00000180245.7	4.527161329687004	2.9927861505768316	101.61411305545668	2.335775728876876e-6	9.976861644364096e-4	RRH	protein_coding	A_RO_D200	B_RO_D100
ENSG00000168209	ENSG00000168209.6	-2.271006417851234	8.351259600770915	99.7332395693338	2.5334004100245417e-6	0.0010321954453191295	DDIT4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000173976	ENSG00000173976.16	3.487947284149188	6.03193156558292	135.87090089243907	2.491205684209795e-6	0.0010321954453191295	RAX2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000112473	ENSG00000112473.19	1.7411726123543765	5.2518189687568375	93.15630218819628	3.404500126951776e-6	0.001357598752751706	SLC39A7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000145721	ENSG00000145721.12	1.8651690423713831	4.042127576620543	91.55173497289412	3.669670097825119e-6	0.0014328532702799662	LIX1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000069018	ENSG00000069018.19	4.055337972033183	1.9776701775513592	90.27244061324764	3.899186945617286e-6	0.0014913992190767177	TRPC7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000144802	ENSG00000144802.11	2.4239482890138455	3.339620735896493	88.8473877524998	4.175686802120937e-6	0.0015652144409070117	NFKBIZ	protein_coding	A_RO_D200	B_RO_D100
ENSG00000109861	ENSG00000109861.17	-1.4851314875157338	5.158933820273262	85.13895795763798	5.0147257373313204e-6	0.0015870134116563433	CTSC	protein_coding	A_RO_D200	B_RO_D100
ENSG00000112619	ENSG00000112619.8	3.9780476488841456	7.245020493667268	134.4813461079276	5.080610644508622e-6	0.0015870134116563433	PRPH2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000124440	ENSG00000124440.16	-1.827635450452346	5.187721739114607	85.07344613275193	5.031298611457709e-6	0.0015870134116563433	HIF3A	protein_coding	A_RO_D200	B_RO_D100
ENSG00000138207	ENSG00000138207.15	-2.0753136123679274	4.585355786588927	85.23284064224785	4.99109094429811e-6	0.0015870134116563433	RBP4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000144730	ENSG00000144730.19	-1.896252518842047	5.31162079288826	84.99579348411456	5.051028889251777e-6	0.0015870134116563433	IL17RD	protein_coding	A_RO_D200	B_RO_D100
ENSG00000149948	ENSG00000149948.14	-2.3720994412462875	5.820873878907691	85.71349646884825	4.872180642164685e-6	0.0015870134116563433	HMGA2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000167535	ENSG00000167535.8	-1.4572364497352681	5.594211582600464	85.28082046455017	4.97906425561504e-6	0.0015870134116563433	CACNB3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000172482	ENSG00000172482.5	6.3432447803459855	2.26609755796747	105.35590959819288	4.727303899963463e-6	0.0015870134116563433	AGXT	protein_coding	A_RO_D200	B_RO_D100
ENSG00000183049	ENSG00000183049.14	1.5981464650680917	5.998883795339895	87.30490404135598	4.5022406743488656e-6	0.0015870134116563433	CAMK1D	protein_coding	A_RO_D200	B_RO_D100
ENSG00000221823	ENSG00000221823.11	1.5659086452301414	5.251405553696116	85.1198365282478	5.019556139134498e-6	0.0015870134116563433	PPP3R1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000129673	ENSG00000129673.10	1.806443771244755	4.67354385184583	84.51542360419123	5.175189850587893e-6	0.0015900558717986603	AANAT	protein_coding	A_RO_D200	B_RO_D100
ENSG00000100129	ENSG00000100129.18	-1.2973549755471574	8.187316886483659	83.55839342794447	5.433768210888458e-6	0.0015921372774125287	EIF3L	protein_coding	A_RO_D200	B_RO_D100
ENSG00000144834	ENSG00000144834.14	-2.1159804539904075	6.831168503746145	84.71653505548028	5.6126053648481475e-6	0.0015921372774125287	TAGLN3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000151090	ENSG00000151090.20	-1.2915734963638192	5.886916843351921	83.18000301004408	5.5403093883353555e-6	0.0015921372774125287	THRB	protein_coding	A_RO_D200	B_RO_D100
ENSG00000151892	ENSG00000151892.16	-2.6543360778902305	4.743341278763388	81.84989408182342	5.935482364979234e-6	0.0015921372774125287	GFRA1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000176406	ENSG00000176406.25	3.4737775080901825	6.897425423636307	121.62981556006191	5.537209179922887e-6	0.0015921372774125287	RIMS2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000198840	ENSG00000198840.2	1.4554273242426896	11.225764897993253	81.81430723886797	5.946516349315815e-6	0.0015921372774125287	MT-ND3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000215417	ENSG00000215417.14	-1.5231558960805682	5.350023939956337	83.26174022532604	5.517082215902295e-6	0.0015921372774125287	MIR17HG	lncRNA	A_RO_D200	B_RO_D100
ENSG00000227051	ENSG00000227051.7	-1.3926711215474525	6.472318260707135	81.84658570672724	5.9365071060456525e-6	0.0015921372774125287	C14orf132	protein_coding	A_RO_D200	B_RO_D100
ENSG00000269736	ENSG00000269736.1	4.497509794951943	2.6184551202638127	82.1957600127292	5.829526278246049e-6	0.0015921372774125287		lncRNA	A_RO_D200	B_RO_D100
ENSG00000114349	ENSG00000114349.10	6.881386826320485	7.015080318935753	169.6675662883273	6.168015753603157e-6	0.001628182412028597	GNAT1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000105655	ENSG00000105655.19	-1.9453945134353654	7.395458466525692	79.78475762325672	6.619082869422765e-6	0.0017202366727219296	ISYNA1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000173267	ENSG00000173267.14	-2.7230365378462342	5.5304013551645905	84.84906627302932	6.7003135795913385e-6	0.0017202366727219296	SNCG	protein_coding	A_RO_D200	B_RO_D100
ENSG00000132026	ENSG00000132026.15	2.849056665845741	4.534239732321379	85.1937470618617	7.047065044686906e-6	0.001784812068480027	RTBDN	protein_coding	A_RO_D200	B_RO_D100
ENSG00000075340	ENSG00000075340.23	-1.3706028567991673	6.126191943504609	77.63669445069266	7.4341457696116865e-6	0.001809490389793016	ADD2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000115556	ENSG00000115556.14	3.5261575291889815	2.967439724189721	77.78526113096095	7.373991919358921e-6	0.001809490389793016	PLCD4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000172426	ENSG00000172426.16	-1.6935578674069818	4.563060248389962	77.82942581092956	7.3562237626397974e-6	0.001809490389793016	RSPH9	protein_coding	A_RO_D200	B_RO_D100
ENSG00000100060	ENSG00000100060.18	-3.2705406164196886	3.5599804249294227	77.04779965074428	7.678516394315553e-6	0.0018227424758790439	MFNG	protein_coding	A_RO_D200	B_RO_D100
ENSG00000122877	ENSG00000122877.18	5.911002288731971	2.7793806552673885	80.69666405085576	7.769256345081878e-6	0.0018227424758790439	EGR2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000159461	ENSG00000159461.15	1.0857170259289395	6.179978707943153	76.8090565684192	7.780354181534709e-6	0.0018227424758790439	AMFR	protein_coding	A_RO_D200	B_RO_D100
ENSG00000102317	ENSG00000102317.18	1.3103242427081623	7.0240653303896385	75.08030705334697	8.568749304447282e-6	0.0018349210796947209	RBM3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000104237	ENSG00000104237.11	5.2109904703523675	7.745872726644776	142.66737462758238	8.451256137767462e-6	0.0018349210796947209	RP1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000114853	ENSG00000114853.15	2.2208494271133827	4.13442188030177	74.55758443561693	8.825984844367654e-6	0.0018349210796947209	ZBTB47	protein_coding	A_RO_D200	B_RO_D100
ENSG00000153266	ENSG00000153266.13	-2.5230140632025666	5.933616443993654	84.06260624936932	8.90928493502399e-6	0.0018349210796947209	FEZF2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000160216	ENSG00000160216.21	1.3428164468077195	5.864815503400278	75.20521105232514	8.508634373733323e-6	0.0018349210796947209	AGPAT3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000162344	ENSG00000162344.4	-4.520694358486906	5.095282159699542	97.0753889297273	8.380910463324791e-6	0.0018349210796947209	FGF19	protein_coding	A_RO_D200	B_RO_D100
ENSG00000183638	ENSG00000183638.6	3.4272570179572237	4.3105115081772425	87.35841199445885	8.449533521978626e-6	0.0018349210796947209	RP1L1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000198910	ENSG00000198910.14	-1.3566771766159456	5.80886415590689	75.60795887178867	8.318247536760201e-6	0.0018349210796947209	L1CAM	protein_coding	A_RO_D200	B_RO_D100
ENSG00000205336	ENSG00000205336.14	-1.3053624969773459	5.373744528315807	74.46811408504861	8.870947079876446e-6	0.0018349210796947209	ADGRG1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000234741	ENSG00000234741.10	-1.3269276666799108	8.558074500234191	74.45708527580916	8.876508677110624e-6	0.0018349210796947209	GAS5	lncRNA	A_RO_D200	B_RO_D100
ENSG00000263266	ENSG00000263266.2	-1.5301508965215973	6.283944501900353	75.7813021900003	8.237896500448934e-6	0.0018349210796947209	RPS7P1	processed_pseudogene	A_RO_D200	B_RO_D100
ENSG00000106070	ENSG00000106070.20	-1.2035510998866348	6.668323990578544	73.71965498865767	9.258162020627543e-6	0.0018389658266784422	GRB10	protein_coding	A_RO_D200	B_RO_D100
ENSG00000117632	ENSG00000117632.23	-1.495427148796926	9.26726805039568	73.69745063330053	9.269959045405849e-6	0.0018389658266784422	STMN1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000183044	ENSG00000183044.12	-1.3535279857104687	6.665058747207884	73.89447985281272	9.165911698193238e-6	0.0018389658266784422	ABAT	protein_coding	A_RO_D200	B_RO_D100
ENSG00000218283	ENSG00000218283.2	1.8949343878662015	3.825139181733203	73.418875273074	9.419524029512884e-6	0.0018389658266784422	MORF4L1P1	processed_pseudogene	A_RO_D200	B_RO_D100
ENSG00000289268	ENSG00000289268.1	-1.8937672914498782	4.541441763865562	73.59463993629994	9.324819790213856e-6	0.0018389658266784422		lncRNA	A_RO_D200	B_RO_D100
ENSG00000107831	ENSG00000107831.14	-3.1739761256754018	3.2149572249631135	72.38934005727026	9.998279777692072e-6	0.0019318325731289155	FGF8	protein_coding	A_RO_D200	B_RO_D100
ENSG00000100003	ENSG00000100003.18	1.865204683255754	5.041532092577568	71.8624368739859	1.0311137850580184e-5	0.0019504540942255175	SEC14L2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000115548	ENSG00000115548.17	-1.5642540197262482	6.683971407470417	71.96107035672921	1.0251679397956936e-5	0.0019504540942255175	KDM3A	protein_coding	A_RO_D200	B_RO_D100
ENSG00000163251	ENSG00000163251.4	-1.1992745261657467	7.617794538794694	71.70508318699962	1.0406862097030827e-5	0.0019504540942255175	FZD5	protein_coding	A_RO_D200	B_RO_D100
ENSG00000036672	ENSG00000036672.16	2.132248693493495	4.69314991795754	71.08114886308697	1.0797191380271257e-5	0.0019624439590481394	USP2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000111837	ENSG00000111837.12	1.9387116872649661	6.194837817927782	75.55581109210682	1.0994377104901005e-5	0.0019624439590481394	MAK	protein_coding	A_RO_D200	B_RO_D100
ENSG00000135245	ENSG00000135245.10	-1.8205371443972402	6.022899036325641	70.92890188213455	1.0895115199926375e-5	0.0019624439590481394	HILPDA	protein_coding	A_RO_D200	B_RO_D100
ENSG00000156194	ENSG00000156194.19	8.17086116898109	3.1464261116089602	103.77306707190834	1.0800663484218948e-5	0.0019624439590481394	PPEF2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000261949	ENSG00000261949.7	-2.4687506340980785	3.526071560353585	70.96911763152168	1.0869144541764273e-5	0.0019624439590481394	GFY	protein_coding	A_RO_D200	B_RO_D100
ENSG00000069482	ENSG00000069482.7	-3.5526035856897433	6.088175922968812	88.505518386105	1.1749773300836928e-5	0.0019777950978351853	GAL	protein_coding	A_RO_D200	B_RO_D100
ENSG00000118412	ENSG00000118412.13	1.2277926359797309	5.412158960977323	69.13289375889102	1.2135654479300304e-5	0.0019777950978351853	CASP8AP2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000150361	ENSG00000150361.12	-3.7504842099618525	2.35603416707213	69.48083403973722	1.1882462543278245e-5	0.0019777950978351853	KLHL1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000169184	ENSG00000169184.7	-1.861283674434239	5.671634450508497	69.85777753756884	1.1615354285809768e-5	0.0019777950978351853	MN1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000170027	ENSG00000170027.7	-1.1096087664090706	8.46828646484885	69.48917086127567	1.1876474912671085e-5	0.0019777950978351853	YWHAG	protein_coding	A_RO_D200	B_RO_D100
ENSG00000173404	ENSG00000173404.5	-1.7555446265576558	5.437970818044539	69.27963783766427	1.2028080839181444e-5	0.0019777950978351853	INSM1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000177679	ENSG00000177679.16	1.4711271916173925	4.853696778733794	69.80772647488259	1.1650399085476934e-5	0.0019777950978351853	SRRM3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000225177	ENSG00000225177.6	-1.7759256724402523	4.299402748014076	69.95912542578004	1.1544782979039728e-5	0.0019777950978351853	NHSL1-AS1	lncRNA	A_RO_D200	B_RO_D100
ENSG00000274290	ENSG00000274290.3	-3.19921705145682	3.675228178794739	69.26602629272806	1.2038010277663304e-5	0.0019777950978351853	H2BC6	protein_coding	A_RO_D200	B_RO_D100
ENSG00000274641	ENSG00000274641.2	-3.64212378824073	3.1677154457746832	70.33218659785427	1.1289448325513563e-5	0.0019777950978351853	H2BC17	protein_coding	A_RO_D200	B_RO_D100
ENSG00000196139	ENSG00000196139.14	3.0315832449955393	2.4885580481922225	68.61396553983683	1.2525539624823781e-5	0.002023738479727994	AKR1C3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000010292	ENSG00000010292.13	-1.418178950354583	6.045947807277385	67.1864362684684	1.367912001739969e-5	0.00210459225409037	NCAPD2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000112186	ENSG00000112186.13	-1.5080006198497455	4.8427755540480675	67.63612555171117	1.330233442620158e-5	0.00210459225409037	CAP2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000128016	ENSG00000128016.7	3.238653315583014	4.705503466915214	82.55437247074272	1.3554304783235997e-5	0.00210459225409037	ZFP36	protein_coding	A_RO_D200	B_RO_D100
ENSG00000179241	ENSG00000179241.13	-1.2505704462824994	5.486135795454896	67.3703882622671	1.3523446484057731e-05	0.00210459225409037	LDLRAD3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000196866	ENSG00000196866.3	-2.474384072234739	4.2608602950337495	67.1622780399959	1.3699725482820678e-5	0.00210459225409037	H2AC7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000258947	ENSG00000258947.8	-1.9010282656565978	8.718722102237706	67.4854260704459	1.3427184254859675e-5	0.00210459225409037	TUBB3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000028137	ENSG00000028137.19	-3.6425117759723062	3.48960664368142	65.87039168166098	1.4858577606342915e-5	0.002115307130543141	TNFRSF1B	protein_coding	A_RO_D200	B_RO_D100
ENSG00000113504	ENSG00000113504.21	-1.6396782714807014	5.103479939252875	65.8811488164245	1.4848448219483218e-5	0.002115307130543141	SLC12A7	protein_coding	A_RO_D200	B_RO_D100
ENSG00000116044	ENSG00000116044.17	1.2092434652693829	6.447730766324034	66.4031898977007	1.4366778529772169e-5	0.002115307130543141	NFE2L2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000143850	ENSG00000143850.16	-1.3037427942423496	5.25933016915276	65.96473163504048	1.4770027558921102e-5	0.002115307130543141	PLEKHA6	protein_coding	A_RO_D200	B_RO_D100
ENSG00000144824	ENSG00000144824.21	-2.2490313897030063	3.6433962459667923	65.89253857516466	1.4837732249307488e-5	0.002115307130543141	PHLDB2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000165650	ENSG00000165650.12	1.0741140301486978	5.5937013642083775	66.4966746052488	1.4282534782909623e-5	0.002115307130543141	PDZD8	protein_coding	A_RO_D200	B_RO_D100
ENSG00000175155	ENSG00000175155.11	1.7978328315647198	4.55529456218382	65.66197621715975	1.5056494283183297e-5	0.002115307130543141	YPEL2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000186352	ENSG00000186352.9	-2.6625231408079446	5.01510212022196	72.11341917840491	1.5087086611342884e-5	0.002115307130543141	ANKRD37	protein_coding	A_RO_D200	B_RO_D100
ENSG00000187135	ENSG00000187135.8	-2.794234877960121	4.29056690422497	66.21499429986477	1.5024204703086037e-5	0.002115307130543141	VSTM2B	protein_coding	A_RO_D200	B_RO_D100
ENSG00000198246	ENSG00000198246.10	-2.5397953495638084	3.016609152159234	65.95671195551623	1.4777530122542646e-5	0.002115307130543141	SLC29A3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000211445	ENSG00000211445.13	5.427525096901924	8.156583746463095	128.41704709829855	1.4878157087796273e-5	0.002115307130543141	GPX3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000275713	ENSG00000275713.3	-3.1134624490807825	3.847683833724124	65.59180610689745	1.5123847801343552e-5	0.002115307130543141	H2BC9	protein_coding	A_RO_D200	B_RO_D100
ENSG00000129521	ENSG00000129521.15	-1.4770271653593103	4.75411102929516	65.40486452724662	1.5305076479206824e-5	0.0021247980990614394	EGLN3	protein_coding	A_RO_D200	B_RO_D100
ENSG00000213420	ENSG00000213420.8	-1.3633109442288218	5.738806307535835	65.20656301534238	1.5500203841835732e-5	0.0021250996780515542	GPC2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000221829	ENSG00000221829.11	-1.7344658668857464	4.044030058729262	65.1725016242648	1.5534022830704457e-5	0.0021250996780515542	FANCG	protein_coding	A_RO_D200	B_RO_D100
ENSG00000117362	ENSG00000117362.13	1.1471882248991663	6.260906188618214	64.80042229188585	1.5909343222061123e-5	0.0021280743745338776	APH1A	protein_coding	A_RO_D200	B_RO_D100
ENSG00000119614	ENSG00000119614.3	-1.1432327975550767	7.663577790625618	64.83331346079164	1.5875725819219847e-5	0.0021280743745338776	VSX2	protein_coding	A_RO_D200	B_RO_D100
ENSG00000134323	ENSG00000134323.13	-1.1866687162002065	5.881130704809427	64.84199234629799	1.5866869668762535e-5	0.0021280743745338776	MYCN	protein_coding	A_RO_D200	B_RO_D100
ENSG00000141562	ENSG00000141562.19	-1.121079992368102	5.9688968675455865	64.5777667989094	1.613919867744352e-5	0.0021280743745338776	NARF	protein_coding	A_RO_D200	B_RO_D100
ENSG00000146112	ENSG00000146112.12	-1.3159157775840786	5.5687625378704695	64.4841521033659	1.6237041700904093e-5	0.0021280743745338776	PPP1R18	protein_coding	A_RO_D200	B_RO_D100
ENSG00000157890	ENSG00000157890.19	3.1741432516117367	2.4670824292896505	64.69841607974561	1.6014151982339307e-5	0.0021280743745338776	MEGF11	protein_coding	A_RO_D200	B_RO_D100
ENSG00000133101	ENSG00000133101.10	-4.76126563833513	4.814548077456257	89.63421394781604	1.6404276878175173e-5	0.0021350622031302714	CCNA1	protein_coding	A_RO_D200	B_RO_D100
ENSG00000166925	ENSG00000166925.9	1.8733538648930321	5.671196076981418	66.51702951652726	1.6967014044831543e-5	0.00219307432571195	TSC22D4	protein_coding	A_RO_D200	B_RO_D100
ENSG00000073670	ENSG00000073670.14	-2.00523124931432	4.003112693490791	63.46619150179695	1.7348820105018167e-5	0.0021988900555672784	ADAM11	protein_coding	A_RO_D200	B_RO_D100
