gene_id	isoform_id	DTU_dIF	DTU_qval	gene_name	disease_category
ENSG00000115255	ENST00000233596	0.6747000000000001	3.435503401616644e-17	REEP6	Retinitis pigmentosa, autosomal recessive
ENSG00000115255	ENST00000395479	-0.6733	3.435503401616644e-17	REEP6	Retinitis pigmentosa, autosomal recessive
ENSG00000117650	ENST00000366999	0.2490500000000001	0.00201165719014536	NEK2	Retinitis pigmentosa, autosomal recessive
ENSG00000125124	ENST00000245157	0.15560000000000002	6.5735158257251914e-6	BBS2	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000131697	ENST00000378156	0.4147	0.03155397269979281	NPHP4	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000134376	ENST00000538660	0.16710000000000003	0.03655724488774684	CRB1	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"")
ENSG00000134376	ENST00000535699	-0.1764	0.04953908424088221	CRB1	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"")
ENSG00000134376	ENST00000367397	-0.16455	0.03033696442423113	CRB1	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"")
ENSG00000135541	ENST00000367800	0.14505	2.1573337927348115e-4	AHI1	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000137474	ENST00000409619	0.1885	0.00206071645041295	MYO7A	c(""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000138002	ENST00000675690	0.1487	1.8961189023661328e-4	IFT172	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000138686	ENST00000264499	-0.4149999999999999	0.0037536056179445	BBS7	Bardet-Biedl syndrome, autosomal recessive
ENSG00000138686	ENST00000506636	0.21120000000000003	0.04934424314709206	BBS7	Bardet-Biedl syndrome, autosomal recessive
ENSG00000143951	ENST00000409120	-0.10325	0.04430914937383782	WDPCP	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000149489	ENST00000534093	0.15525	5.4170252210078155e-6	ROM1	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000153015	ENST00000381070	0.23975	5.917699346080857e-4	CWC27	c(""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000155755	ENST00000409444	0.14825	0.04920396956299468	TMEM237	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000155755	ENST00000495329	-0.19355	0.02143419615536982	TMEM237	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000156171	ENST00000286692	-0.18125	0.00319822600332748	DRAM2	Macular degeneration, autosomal recessive
ENSG00000156313	ENST00000645032	-0.29460000000000003	0.00623355783603381	RPGR	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Cone or cone-rod dystrophy, X-linked"", ""Leber congenital amaurosis, autosomal recessive"", ""Macular degeneration, X-linked"", ""Retinitis pigmentosa, X-linked"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000156313	ENST00000642395	0.23334999999999995	7.358639561999995e-8	RPGR	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Cone or cone-rod dystrophy, X-linked"", ""Leber congenital amaurosis, autosomal recessive"", ""Macular degeneration, X-linked"", ""Retinitis pigmentosa, X-linked"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000165533	ENST00000380656	-0.29335	7.912634994900857e-12	TTC8	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000165533	ENST00000622513	0.33369999999999994	7.886524102193597e-12	TTC8	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000167995	ENST00000378043	-0.32505	0.00178592964618067	BEST1	c(""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"", ""Other retinopathy, autosomal recessive"")
ENSG00000167995	ENST00000524877	0.1592	0.0089483203553277	BEST1	c(""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"", ""Other retinopathy, autosomal recessive"")
ENSG00000176204	ENST00000409884	-0.24374999999999997	0.00233132634096022	LRRTM4	Macular degeneration, autosomal dominant
ENSG00000176406	ENST00000436393	-0.66265	1.4651224515947568e-17	RIMS2	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000187017	ENST00000461727	0.21565	5.06903295161952e-10	ESPN	c(""Deafness alone or syndromic, autosomal dominant"", ""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000187240	ENST00000375735	0.4559	0.00347432698582992	DYNC2H1	Other retinopathy, autosomal recessive
ENSG00000187240	ENST00000650373	-0.40885	0.0143721800172051	DYNC2H1	Other retinopathy, autosomal recessive
ENSG00000188107	ENST00000489873	0.33475	7.316357196417315e-4	EYS	Retinitis pigmentosa, autosomal recessive
ENSG00000188107	ENST00000503581	-0.4778500000000001	1.0103078832257808e-7	EYS	Retinitis pigmentosa, autosomal recessive
ENSG00000188107	ENST00000393380	-0.10105	0.03123694774463797	EYS	Retinitis pigmentosa, autosomal recessive
ENSG00000198947	ENST00000619831	-0.1635	9.144357950451838e-8	DMD	Other retinopathy, X-linked
ENSG00000223953	ENST00000530681	0.33219999999999994	3.7867124488177886e-5	C1QTNF5	Macular degeneration, autosomal dominant
