gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	label	significant
ENSG00000106355	-7.061303640034195	7.937669185050198	31.817167356385124	1.9356313998689396e-4	8.771728667111763e-4	LSM5	protein_coding	7	3.056914810669689	NA	TRUE
ENSG00000184905	7.05052790666384	5.780819177945787	277.3677795903032	2.3765198432678788e-17	1.5395661969107923e-15	TCEAL2	protein_coding	X	14.812601632947853	NA	TRUE
ENSG00000138107	-7.046622845659319	7.4916468937297935	268.4800376995907	2.259555737074435e-17	1.4791217476775737e-15	ACTR1A	protein_coding	10	14.829996077410524	NA	TRUE
ENSG00000165119	-7.0391620299672315	10.363987176855433	689.1650616888801	3.38631432302645e-24	3.528257331733309e-21	HNRNPK	protein_coding	9	20.452439747328143	NA	TRUE
ENSG00000110200	-7.027162056617345	7.242572875636413	400.0957524030593	2.0602877032205003e-20	3.628137627234636e-18	ANAPC15	protein_coding	11	17.440316247076414	NA	TRUE
ENSG00000007080	-7.0259820534663096	8.17909576017136	499.5605300053588	6.078959648698111e-22	2.184120782542235e-19	CCDC124	protein_coding	19	18.66072334868654	NA	TRUE
ENSG00000284969	-7.0225604153628725	6.908773625586499	280.9670021448562	4.951008369439926e-18	3.844873145534621e-16		protein_coding	11	15.41511798436792	NA	TRUE
ENSG00000198300	7.020602105475965	6.187558066824064	229.81681306381412	5.8532266060607555e-9	7.146766821833753e-8	PEG3	protein_coding	19	7.145890387430514	NA	TRUE
ENSG00000164209	-6.979685399176408	7.465353744834255	380.6153816733763	4.513842853255893e-20	6.959446888076438e-18	SLC25A46	protein_coding	5	17.15742527518853	NA	TRUE
ENSG00000133740	-6.975024850697614	7.1776606672581265	320.4532314433994	6.575172750229015e-19	6.524554356834395e-17	E2F5	protein_coding	8	16.18544914636167	NA	TRUE
ENSG00000111674	-6.957058108438197	10.776216356871078	442.15440958975273	2.0796374863805174e-18	1.818301223231861e-16	ENO2	protein_coding	12	15.74033416910585	NA	TRUE
ENSG00000138835	-6.949513940264178	6.435391246776198	209.95161882079992	3.9146556179823613e-16	1.826303701180353e-14	RGS3	protein_coding	9	13.738427000745034	NA	TRUE
ENSG00000174007	-6.933856573716627	5.938477045924172	201.6965346625277	7.056405769247766e-16	3.0214466209898906e-14	CEP19	protein_coding	3	13.519785073900819	NA	TRUE
ENSG00000119537	-6.932994568654003	7.130608092419246	356.1129210274521	1.2779488713753207e-19	1.7116712533066644e-17	KDSR	protein_coding	18	16.766579643037716	NA	TRUE
ENSG00000124942	-6.915276497485992	4.205987923522629	37.49447384110102	2.2064856407471576e-6	1.6595821029253162e-5	AHNAK	protein_coding	11	4.780001257286477	NA	TRUE
ENSG00000213186	-6.909615823005071	8.039714485757683	384.5000737640846	3.849096662523624e-20	6.09180450272568e-18	TRIM59	protein_coding	3	17.215254042425588	NA	TRUE
ENSG00000134057	-6.897875430415173	8.026394860095193	114.7427067938603	6.21112162084517e-8	6.44997123134777e-7	CCNB1	protein_coding	5	6.19044222243369	NA	TRUE
ENSG00000006282	-6.875514345230842	5.504214123296191	164.4716413925486	1.339859701230599e-14	4.3175942898160257e-13	SPATA20	protein_coding	17	12.364758169313564	NA	TRUE
ENSG00000181396	-6.854182909386748	5.660676105699175	159.739085515218	2.0260761954377225e-14	6.28199134818849e-13	OGFOD3	protein_coding	17	12.201902666064955	NA	TRUE
ENSG00000140939	-6.831073703261755	7.11097891852978	295.3522974962877	2.307370376626829e-18	1.949260258038192e-16	NOL3	protein_coding	16	15.710130171614066	NA	TRUE
ENSG00000107551	-6.79438126953197	7.356270285000236	352.69847785562536	1.4850638512307465e-19	1.9341409720768775e-17	RASSF4	protein_coding	10	16.713511875049363	NA	TRUE
ENSG00000133636	-6.78159344918384	4.024537316939493	36.84905352073865	1.1823437834840984e-6	9.439875047829937e-6	NTS	protein_coding	12	5.025033754260947	NA	TRUE
ENSG00000178343	-6.7796870858166995	3.6305754405935518	6.062014116762152	0.03739700882587601	0.0831687658039715	SHISA3	protein_coding	4	1.0800397432503126	NA	FALSE
ENSG00000114978	-6.775866121330838	7.628567621139817	194.5624776382308	1.7923034110355055e-12	3.843768361608392e-11	MOB1A	protein_coding	2	10.415242792259068	NA	TRUE
ENSG00000137309	-6.730126087825486	3.7305496614789573	37.72392269786998	7.11979647598882e-7	5.970410150187003e-6	HMGA1	protein_coding	6	5.22399583305079	NA	TRUE
ENSG00000095209	-6.698866658749442	6.803279013681203	349.8504846912476	1.6849935540604173e-19	2.0858885550908315e-17	TMEM38B	protein_coding	9	16.680708898786776	NA	TRUE
ENSG00000176731	-6.692961801359239	6.545502132841788	192.29085523642158	1.416947671834964e-15	5.588674050773676e-14	RBIS	protein_coding	8	13.252691219079452	NA	TRUE
ENSG00000111911	-6.692911028695143	5.585932178422222	25.910066339912586	3.483064423124297e-4	0.001471241705483888	HINT3	protein_coding	6	2.8323159725921667	NA	TRUE
ENSG00000185475	-6.690459318045207	4.030381685212732	45.88876171585052	1.1614244277593918e-7	1.1387922274140806e-6	TMEM179B	protein_coding	11	5.943555505700262	NA	TRUE
ENSG00000198736	-6.690082707742017	5.566761118831311	119.34277081648527	1.1179371897161344e-12	2.478292319684544e-11	MSRB1	protein_coding	16	10.605847469009802	NA	TRUE
ENSG00000001630	-6.671305541250658	7.246201623319935	292.57531606592187	2.6667308606937952e-18	2.222809063416968e-16	CYP51A1	protein_coding	7	15.653097841064294	NA	TRUE
ENSG00000152944	-6.660626524038424	7.119963121007196	357.6904511131757	1.1928022795281195e-19	1.6388579012022066e-17	MED21	protein_coding	12	16.785458700730366	NA	TRUE
ENSG00000186395	-6.657545539508071	8.997403131369165	577.2581793009813	5.968871968460541e-23	4.146044790092341e-20	KRT10	protein_coding	17	19.38236601049472	NA	TRUE
ENSG00000159251	-6.64016222329289	3.6453694047501592	45.12202719011257	1.5999573561204866e-7	1.51777441757014e-6	ACTC1	protein_coding	15	5.818792771579262	NA	TRUE
ENSG00000160678	-6.607051574930605	3.531539548403055	46.00420626204202	1.1336490268942476e-7	1.1222497057212018e-6	S100A1	protein_coding	1	5.949910499807953	NA	TRUE
ENSG00000164190	-6.594641610517596	8.156793924955672	495.64529577186886	6.893529062488324e-22	2.329453888332203e-19	NIPBL	protein_coding	5	18.632745882013822	NA	TRUE
ENSG00000164902	-6.58434676014394	5.984021179335415	220.59146988651625	1.885480412096595e-16	9.544194976697866e-15	PHAX	protein_coding	5	14.020260697120715	NA	TRUE
ENSG00000126858	-6.583377056181259	7.677869033765778	377.2467789994181	5.1888421167515235e-20	7.632481527734623e-18	RHOT1	protein_coding	17	17.117334238115134	NA	TRUE
ENSG00000262814	-6.579679885176796	7.82057036595877	488.77410915185493	8.6153056182858e-22	2.8346622669849305e-19	MRPL12	protein_coding	17	18.54749867727274	NA	TRUE
ENSG00000175536	-6.574198083394104	4.062106580061706	44.52865975163939	1.5490489787513278e-7	1.4750768759579474e-6	LIPT2	protein_coding	11	5.831185345154083	NA	TRUE
ENSG00000198794	-6.565846650448092	7.4846185857976115	418.0535525139339	1.030954562398868e-20	2.148337482278841e-18	SCAMP5	protein_coding	15	17.66789749430453	NA	TRUE
ENSG00000160131	-6.55468297584865	6.959143445801209	451.44084745326074	3.053013439267678e-21	7.340735967531495e-19	VMA21	protein_coding	X	18.134260396403455	NA	TRUE
ENSG00000172172	-6.529933632014068	7.818626703337849	570.0730931973274	7.303823467138706e-23	4.806300253138697e-20	MRPL13	protein_coding	8	19.318189101986512	NA	TRUE
ENSG00000177614	-6.4987252006361125	4.234796143373932	41.43726861596439	3.041594130271096e-7	2.7477638302586352e-6	PGBD5	protein_coding	1	5.561020597530667	NA	TRUE
ENSG00000089685	-6.497735981900614	7.270060637623272	145.3494663824192	2.216565021388871e-10	3.35111396159916e-9	BIRC5	protein_coding	17	8.47481080282659	NA	TRUE
ENSG00000102385	-6.493870622926166	3.378458009128612	33.45589504160269	2.202186929947027e-6	1.657672678213587e-5	DRP2	protein_coding	X	4.780501220516442	NA	TRUE
ENSG00000133398	-6.492500266541098	7.666552689811137	499.3805833222473	6.114070814122868e-22	2.184120782542235e-19	MED10	protein_coding	5	18.66072334868654	NA	TRUE
ENSG00000171310	-6.460825066504972	4.3826847178249855	58.48442917848375	1.007472590340518e-8	1.179440992231039e-7	CHST11	protein_coding	12	6.9283237821115735	NA	TRUE
ENSG00000100968	-6.450479733267852	7.089439261596621	372.5946006345863	6.302006574027013e-20	9.162091650588342e-18	NFATC4	protein_coding	14	17.038005368186905	NA	TRUE
ENSG00000197191	-6.442338750148336	3.458853791952902	47.5485659987593	8.229457182338544e-8	8.365276678925108e-7	CYSRT1	protein_coding	9	6.077519690309084	NA	TRUE
ENSG00000122585	-6.427280180455204	3.489173364246658	15.416253366206364	0.0013890810738526461	0.004964774066852227	NPY	protein_coding	7	2.304100510260633	NA	TRUE
ENSG00000106636	-6.426031523559986	7.474239861330397	350.09563118257626	1.6667122658104203e-19	2.0838903459427686e-17	YKT6	protein_coding	7	16.681125137294245	NA	TRUE
ENSG00000162729	-6.402818396342354	6.9391635488987875	251.9649696686865	2.582625813911526e-17	1.6515857211530404e-15	IGSF8	protein_coding	1	14.78209888049051	NA	TRUE
ENSG00000163806	-6.39164396508946	4.063929299204342	39.88587322047349	4.3152635096179204e-7	3.7995591310389335e-6	SPDYA	protein_coding	2	5.420266792347588	NA	TRUE
ENSG00000000003	6.389306731957508	8.161803087483193	550.1176494204673	1.4453894322229498e-22	7.857262639601539e-20	TSPAN6	protein_coding	X	19.104728729733647	NA	TRUE
ENSG00000102981	-6.388574768031554	5.61415440124929	173.83345614111576	6.083333546935627e-15	2.0781398726048126e-13	PARD6A	protein_coding	16	12.682325224894292	NA	TRUE
ENSG00000131981	-6.366998125551487	7.828477854573222	50.15889173701859	4.68152512038029e-5	2.4992787608930304e-4	LGALS3	protein_coding	14	3.6021853014702625	NA	TRUE
ENSG00000161981	-6.365714772375006	7.055681800788029	299.5966796319218	1.8537807191140844e-18	1.667469088567151e-16	SNRNP25	protein_coding	16	15.777942208259477	NA	TRUE
ENSG00000049768	6.359599382725093	4.479216861069534	80.90891375099413	3.4522211564878157e-10	5.060154879198964e-9	FOXP3	protein_coding	X	8.29583619024477	NA	TRUE
ENSG00000100836	-6.3402270063275585	8.102794374279421	265.81114493839704	1.9123205898108428e-15	7.334277403191707e-14	PABPN1	protein_coding	14	13.134642667814598	NA	TRUE
ENSG00000100075	-6.331413826435195	7.683290604561105	267.0888017965706	4.146519898911577e-16	1.9187932812279782e-14	SLC25A1	protein_coding	22	13.716971810912167	NA	TRUE
ENSG00000284922	-6.3163918045828265	7.614544892189914	403.0758314470012	1.8330564615648578e-20	3.2953353313024873e-18	LRTOMT	protein_coding	11	17.48210038528111	NA	TRUE
ENSG00000242616	-6.314592088961764	8.035329310950182	342.98525091190913	1.9860902521895107e-18	1.7487384805017925e-16	GNG10	protein_coding	9	15.757275133326983	NA	TRUE
ENSG00000165819	-6.306561647282759	7.736595405665077	381.00297571434334	4.442363990280577e-20	6.942859621309757e-18	METTL3	protein_coding	14	17.158461615718082	NA	TRUE
