gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00151558	TSC22D4	TSC22D4	RO_D209	RO_D45	1.1634168899443455e-30	40
geneComp_00004523	CNGB1	CNGB1	RGC	RO_D209	1.752931995764756e-30	41
geneComp_00054308	CALB1	CALB1	RGC	RO_D45	3.3105143533698625e-30	42
geneComp_00075640	FGFR1	FGFR1	RGC	RO_D45	9.365914649523475e-30	43
geneComp_00075738	FLNA	FLNA	RGC	RO_D45	1.4153309547317834e-29	44
geneComp_00001226	APP	APP	RGC	RO_D209	4.154638246895401e-29	45
geneComp_00056415	CSRP2	CSRP2	RGC	RO_D45	6.981825936394796e-29	46
geneComp_00087937	PARK7	PARK7	RGC	RO_D45	1.5191916308060004e-28	47
geneComp_00090037	PTK2	PTK2	RGC	RO_D45	2.4198986937034316e-28	48
geneComp_00025465	GPM6A	GPM6A	RGC	RO_D209	3.798157830755637e-28	49
geneComp_00142066	REEP6	REEP6	RO_D209	RO_D45	6.74610603148132e-28	50
geneComp_00051781	ADD1	ADD1	RGC	RO_D45	1.039517977032707e-27	51
geneComp_00057811	DYNC1I2	DYNC1I2	RGC	RO_D45	1.7251421250031973e-27	52
geneComp_00076812	GPM6A	GPM6A	RGC	RO_D45	7.698790756091965e-27	53
geneComp_00098860	TFPI	TFPI	RGC	RO_D45	1.4255915310177397e-26	54
geneComp_00128528	GUK1	GUK1	RO_D209	RO_D45	1.5814157471396947e-26	55
geneComp_00100125	TRIP13	TRIP13	RGC	RO_D45	1.0832674238831855e-25	56
geneComp_00094093	RPL22L1	RPL22L1	RGC	RO_D45	9.155047884276792e-25	57
geneComp_00056022	COL9A1	COL9A1	RGC	RO_D45	1.1029119572157295e-24	58
geneComp_00075664	FHL1	FHL1	RGC	RO_D45	1.3586644564539814e-24	59
geneComp_00098304	SYNGR1	SYNGR1	RGC	RO_D45	1.9818111206098733e-24	60
geneComp_00128706	H4C14	H4C14	RO_D209	RO_D45	3.388556134270549e-24	61
geneComp_00086672	NRCAM	NRCAM	RGC	RO_D45	1.4627262983028397e-23	62
geneComp_00095833	SERPINB6	SERPINB6	RGC	RO_D45	2.0161829462794137e-23	63
geneComp_00037903	PPFIA2	PPFIA2	RGC	RO_D209	4.199306526772996e-23	64
geneComp_00086732	NSMF	NSMF	RGC	RO_D45	8.916826556138397e-23	65
geneComp_00046781	STX3	STX3	RGC	RO_D209	1.7286109581057158e-22	66
geneComp_00152572	VRK1	VRK1	RO_D209	RO_D45	2.407975625345312e-22	67
geneComp_00088480	PGM5	PGM5	RGC	RO_D45	2.732019090597292e-22	68
geneComp_00053677	BORCS8	BORCS8	RGC	RO_D45	3.9299932543544973e-22	69
geneComp_00054363	CAMTA1	CAMTA1	RGC	RO_D45	6.579627910917974e-22	70
geneComp_00047791	TMCC2	TMCC2	RGC	RO_D209	8.75492750843674e-22	71
geneComp_00074881	ETFB	ETFB	RGC	RO_D45	1.6305820201739281e-21	72
geneComp_00004590	CNTNAP2	CNTNAP2	RGC	RO_D209	1.7641110505469788e-21	73
geneComp_00043885	RTL8A	RTL8A	RGC	RO_D209	2.1547738371939287e-21	74
geneComp_00100393	TUBA1C	TUBA1C	RGC	RO_D45	2.3063729233097997e-21	75
geneComp_00029112	LINC00461	LINC00461	RGC	RO_D209	3.758997441662916e-21	76
geneComp_00096856	SMIM7	SMIM7	RGC	RO_D45	3.952756100282688e-21	77
geneComp_00055238	CENPM	CENPM	RGC	RO_D45	1.0572140448659283e-20	78
geneComp_00055937	CNTNAP2	CNTNAP2	RGC	RO_D45	3.2874564924270684e-20	79
geneComp_00056930	DCTN1	DCTN1	RGC	RO_D45	3.680792547297156e-20	80
geneComp_00077980	HOMER2	HOMER2	RGC	RO_D45	4.5410753966187986e-20	81
geneComp_00088958	PLTP	PLTP	RGC	RO_D45	5.450165266416782e-20	82
geneComp_00095232	RTL8A	RTL8A	RGC	RO_D45	6.36937718514274e-20	83
geneComp_00053332	BAK1	BAK1	RGC	RO_D45	7.224114750140658e-20	84
geneComp_00052644	ARHGAP10	ARHGAP10	RGC	RO_D45	8.136096568744702e-20	85
geneComp_00074832	ERP29	ERP29	RGC	RO_D45	1.2839002528007199e-19	86
geneComp_00036413	P2RX3	P2RX3	RGC	RO_D209	1.3748339694426406e-19	87
geneComp_00096005	SH3GLB2	SH3GLB2	RGC	RO_D45	1.4171062034515034e-19	88
geneComp_00057297	DLG2	DLG2	RGC	RO_D45	1.4418581890948625e-19	89
geneComp_00090380	RAD54L	RAD54L	RGC	RO_D45	1.598478651981542e-19	90
geneComp_00145113	RP1	RP1	RO_D209	RO_D45	2.1281958786287055e-19	91
geneComp_00023534	ETFB	ETFB	RGC	RO_D209	2.3700184015658993e-19	92
geneComp_00083622	MICU2	MICU2	RGC	RO_D45	2.7464293810546923e-19	93
geneComp_00036314	OSBPL10	OSBPL10	RGC	RO_D209	4.44255343579655e-19	94
geneComp_00076939	GRAMD1A	GRAMD1A	RGC	RO_D45	5.02367512375519e-19	95
geneComp_00079972	KTN1	KTN1	RGC	RO_D45	6.206995222909844e-19	96
geneComp_00000434	ADD1	ADD1	RGC	RO_D209	1.185378795281558e-18	97
geneComp_00090427	RANBP2	RANBP2	RGC	RO_D45	1.2814040697924586e-18	98
geneComp_00097859	SSBP1	SSBP1	RGC	RO_D45	1.3839349668618566e-18	99
geneComp_00005950	DLG2	DLG2	RGC	RO_D209	1.394480990174786e-18	100
geneComp_00053518	BIN1	BIN1	RGC	RO_D45	1.5038495860737845e-18	101
geneComp_00057709	DTYMK	DTYMK	RGC	RO_D45	1.6402883685644486e-18	102
geneComp_00090719	REEP6	REEP6	RGC	RO_D45	2.057298657987867e-18	103
geneComp_00140232	PLEKHB1	PLEKHB1	RO_D209	RO_D45	2.069392613990026e-18	104
geneComp_00053010	ATG13	ATG13	RGC	RO_D45	3.1437887796256196e-18	105
geneComp_00025467	GPM6B	GPM6B	RGC	RO_D209	5.6339183961157286e-18	106
geneComp_00055586	CHTOP	CHTOP	RGC	RO_D45	5.972736365971776e-18	107
geneComp_00055828	CLVS1	CLVS1	RGC	RO_D45	7.402544947615707e-18	108
geneComp_00005447	CYTH1	CYTH1	RGC	RO_D209	8.437413875923341e-18	109
geneComp_00001883	AUTS2	AUTS2	RGC	RO_D209	8.687390128179415e-18	110
geneComp_00096574	SLC50A1	SLC50A1	RGC	RO_D45	1.536669745757517e-17	111
geneComp_00151101	TPT1	TPT1	RO_D209	RO_D45	2.423512225969792e-17	112
geneComp_00046957	SYNGR1	SYNGR1	RGC	RO_D209	3.150707457619049e-17	113
geneComp_00025834	GUK1	GUK1	RGC	RO_D209	3.6402663011502765e-17	114
geneComp_00096057	SHMT1	SHMT1	RGC	RO_D45	4.275696281132227e-17	115
geneComp_00054485	CAST	CAST	RGC	RO_D45	4.30544150799288e-17	116
geneComp_00100184	TRPM3	TRPM3	RGC	RO_D45	5.2073664038500615e-17	117
geneComp_00051820	ADGRL2	ADGRL2	RGC	RO_D45	1.0734564239431142e-16	118
geneComp_00098870	TGFB1	TGFB1	RGC	RO_D45	1.3347981644685414e-16	119
geneComp_00092219	RNF130	RNF130	RGC	RO_D45	1.365526122411169e-16	120
geneComp_00150207	TFPI	TFPI	RO_D209	RO_D45	1.388274684680591e-16	121
geneComp_00080459	LINC00461	LINC00461	RGC	RO_D45	1.3894074453162972e-16	122
geneComp_00086670	NRBP1	NRBP1	RGC	RO_D45	1.475342263618119e-16	123
geneComp_00101509	XBP1	XBP1	RGC	RO_D45	2.1251590323332475e-16	124
geneComp_00085998	NDUFA12	NDUFA12	RGC	RO_D45	2.7535803875919837e-16	125
geneComp_00085338	MTHFD2L	MTHFD2L	RGC	RO_D45	2.8077950470480715e-16	126
geneComp_00100385	TTYH1	TTYH1	RGC	RO_D45	3.3491030819844043e-16	127
geneComp_00098457	TARDBP	TARDBP	RGC	RO_D45	4.233531633075312e-16	128
geneComp_00046597	ST6GAL1	ST6GAL1	RGC	RO_D209	5.264421449787305e-16	129
geneComp_00047029	TACC2	TACC2	RGC	RO_D209	6.604210477249563e-16	130
geneComp_00052375	ANKRD45	ANKRD45	RGC	RO_D45	7.959495974743119e-16	131
geneComp_00002915	CACNA1E	CACNA1E	RGC	RO_D209	8.051968456416791e-16	132
geneComp_00044000	SAG	SAG	RGC	RO_D209	9.65679458280909e-16	133
geneComp_00088160	PCOLCE	PCOLCE	RGC	RO_D45	1.6295062069046315e-15	134
geneComp_00078191	HSPB1	HSPB1	RGC	RO_D45	1.7861273152553844e-15	135
geneComp_00079067	ITGB3BP	ITGB3BP	RGC	RO_D45	1.8770691286620664e-15	136
geneComp_00077255	H2AC25	H2AC25	RGC	RO_D45	2.0571415032868693e-15	137
geneComp_00097846	SRSF7	SRSF7	RGC	RO_D45	2.215462641193817e-15	138
geneComp_00099242	TMEM165	TMEM165	RGC	RO_D45	2.8432988186950013e-15	139
geneComp_00089870	PSIP1	PSIP1	RGC	RO_D45	2.966388936958426e-15	140
geneComp_00042420	RP1L1	RP1L1	RGC	RO_D209	3.977142307334054e-15	141
geneComp_00074759	EPS15	EPS15	RGC	RO_D45	4.065818008751873e-15	142
geneComp_00088916	PLIN2	PLIN2	RGC	RO_D45	4.176802504472315e-15	143
geneComp_00084766	MMS22L	MMS22L	RGC	RO_D45	4.44829217025041e-15	144
geneComp_00048505	TRAK1	TRAK1	RGC	RO_D209	5.607664345130346e-15	145
geneComp_00107125	CLK4	CLK4	RO_D209	RO_D45	5.756128644588607e-15	146
geneComp_00118448	ENSG00000267383	ENSG00000267383	RO_D209	RO_D45	6.351911760286177e-15	147
geneComp_00033291	MIR9-1HG	MIR9-1HG	RGC	RO_D209	8.581174902017027e-15	148
geneComp_00078383	IFITM3	IFITM3	RGC	RO_D45	8.680860911434804e-15	149
geneComp_00001680	ATL1	ATL1	RGC	RO_D209	8.697453386401497e-15	150
geneComp_00140991	PRKDC	PRKDC	RO_D209	RO_D45	8.808204513483448e-15	151
geneComp_00138352	OLFM3	OLFM3	RO_D209	RO_D45	9.01910951878636e-15	152
geneComp_00023455	ERGIC3	ERGIC3	RGC	RO_D209	1.1424647466359743e-14	153
geneComp_00000133	ABI2	ABI2	RGC	RO_D209	1.2550620299894595e-14	154
geneComp_00100083	TRIM59	TRIM59	RGC	RO_D45	1.3404416539923692e-14	155
geneComp_00096004	SH3GLB1	SH3GLB1	RGC	RO_D45	1.4897849964078254e-14	156
geneComp_00005935	DKK3	DKK3	RGC	RO_D209	1.98345289095278e-14	157
geneComp_00030707	LINC02609	LINC02609	RGC	RO_D209	2.278294765072269e-14	158
geneComp_00089921	PSMC6	PSMC6	RGC	RO_D45	2.853017363088172e-14	159
geneComp_00071288	ENSG00000286456	ENSG00000286456	RGC	RO_D45	2.875516244296115e-14	160
geneComp_00098830	TEX9	TEX9	RGC	RO_D45	2.897494008912445e-14	161
geneComp_00150485	TMCC2	TMCC2	RO_D209	RO_D45	3.122363336533805e-14	162
geneComp_00090370	RAD51	RAD51	RGC	RO_D45	4.31918969094484e-14	163
geneComp_00037078	PFN2	PFN2	RGC	RO_D209	5.0209954387884595e-14	164
geneComp_00058027	EFCAB6	EFCAB6	RGC	RO_D45	5.497362066930629e-14	165
geneComp_00075386	FANCI	FANCI	RGC	RO_D45	5.842199663465432e-14	166
geneComp_00046355	SPP1	SPP1	RGC	RO_D209	6.558704223715897e-14	167
geneComp_00025269	GNAI1	GNAI1	RGC	RO_D209	7.564862511277963e-14	168
geneComp_00057418	DNAJB2	DNAJB2	RGC	RO_D45	8.11596715551871e-14	169
geneComp_00004673	COL8A1	COL8A1	RGC	RO_D209	8.945503302346492e-14	170
geneComp_00099697	TPD52L2	TPD52L2	RGC	RO_D45	9.436195185757837e-14	171
geneComp_00084667	MITF	MITF	RGC	RO_D45	9.705245171652288e-14	172
geneComp_00085934	NCKAP1	NCKAP1	RGC	RO_D45	1.1356891054303074e-13	173
geneComp_00085563	MXD3	MXD3	RGC	RO_D45	1.8972916499422658e-13	174
geneComp_00053067	ATP1B3	ATP1B3	RGC	RO_D45	1.9684543838994383e-13	175
geneComp_00102739	ABAT	ABAT	RO_D209	RO_D45	2.3538914028354993e-13	176
geneComp_00107887	CTSC	CTSC	RO_D209	RO_D45	2.3538914028354993e-13	177
geneComp_00101340	WDR1	WDR1	RGC	RO_D45	2.7203736486619696e-13	178
geneComp_00138999	ORC6	ORC6	RO_D209	RO_D45	2.857500347218044e-13	179
geneComp_00057629	DPYSL2	DPYSL2	RGC	RO_D45	2.884355561907998e-13	180
geneComp_00055319	CERS6	CERS6	RGC	RO_D45	3.515771921984628e-13	181
geneComp_00074955	EXOSC7	EXOSC7	RGC	RO_D45	3.5956484348554414e-13	182
geneComp_00005514	DBI	DBI	RGC	RO_D209	3.65039292816457e-13	183
geneComp_00002171	BIN1	BIN1	RGC	RO_D209	3.704449320175963e-13	184
geneComp_00089644	PRKDC	PRKDC	RGC	RO_D45	3.902192133019633e-13	185
geneComp_00095157	RRM2	RRM2	RGC	RO_D45	4.2156205400283563e-13	186
geneComp_00147189	SERPINE2	SERPINE2	RO_D209	RO_D45	4.383381187609721e-13	187
geneComp_00002949	CADM1	CADM1	RGC	RO_D209	4.417064769494089e-13	188
geneComp_00098883	TGIF1	TGIF1	RGC	RO_D45	4.646126981202676e-13	189
geneComp_00095775	SEPTIN6	SEPTIN6	RGC	RO_D45	4.778340825634777e-13	190
geneComp_00089075	POLA2	POLA2	RGC	RO_D45	4.786354789273936e-13	191
geneComp_00095788	SEPTIN8	SEPTIN8	RGC	RO_D45	4.881192132174565e-13	192
geneComp_00055318	CERS5	CERS5	RGC	RO_D45	5.161531356428797e-13	193
geneComp_00051487	ABLIM2	ABLIM2	RGC	RO_D45	5.209253456434608e-13	194
geneComp_00055095	CDK2AP1	CDK2AP1	RGC	RO_D45	5.783707041476682e-13	195
geneComp_00023412	EPS15	EPS15	RGC	RO_D209	5.977594960596228e-13	196
geneComp_00052523	APIP	APIP	RGC	RO_D45	6.953581883674353e-13	197
geneComp_00035385	NSMF	NSMF	RGC	RO_D209	7.404106825729867e-13	198
geneComp_00031772	MAP4	MAP4	RGC	RO_D209	7.953045808494737e-13	199
geneComp_00106371	CDCA3	CDCA3	RO_D209	RO_D45	1.0611420489493108e-12	200
geneComp_00083492	METTL17	METTL17	RGC	RO_D45	1.326374651802866e-12	201
geneComp_00005585	DCTN2	DCTN2	RGC	RO_D209	1.5084502330050358e-12	202
geneComp_00077135	GTF3A	GTF3A	RGC	RO_D45	1.7582610821948665e-12	203
geneComp_00146868	SCHIP1	SCHIP1	RO_D209	RO_D45	1.8523084660253752e-12	204
geneComp_00031823	MAPRE2	MAPRE2	RGC	RO_D209	1.874332856685364e-12	205
geneComp_00006071	DNAJB2	DNAJB2	RGC	RO_D209	2.143364184046706e-12	206
geneComp_00088831	PLAT	PLAT	RGC	RO_D45	2.7838531805576766e-12	207
geneComp_00090783	RFC5	RFC5	RGC	RO_D45	2.9934253410491677e-12	208
geneComp_00034506	NAV1	NAV1	RGC	RO_D209	3.0395793678119393e-12	209
geneComp_00025206	GLRX	GLRX	RGC	RO_D209	3.1314553778340292e-12	210
geneComp_00090124	PTRH2	PTRH2	RGC	RO_D45	3.253307387270083e-12	211
geneComp_00053432	BCL7C	BCL7C	RGC	RO_D45	3.5929621757355087e-12	212
geneComp_00050151	WWTR1	WWTR1	RGC	RO_D209	3.872046092446985e-12	213
geneComp_00088881	PLEKHA6	PLEKHA6	RGC	RO_D45	3.91929443625222e-12	214
geneComp_00057299	DLG3	DLG3	RGC	RO_D45	4.0428380355564384e-12	215
geneComp_00149774	TAFA5	TAFA5	RO_D209	RO_D45	4.4105416684896686e-12	216
geneComp_00053298	B9D1	B9D1	RGC	RO_D45	4.639692159143002e-12	217
geneComp_00038793	PUM3	PUM3	RGC	RO_D209	4.791522659709163e-12	218
geneComp_00056786	CYREN	CYREN	RGC	RO_D45	4.829115351322356e-12	219
geneComp_00089957	PSMG2	PSMG2	RGC	RO_D45	5.750199120098011e-12	220
geneComp_00053304	BABAM1	BABAM1	RGC	RO_D45	5.954815581596025e-12	221
geneComp_00077376	HACD3	HACD3	RGC	RO_D45	6.531895561434911e-12	222
geneComp_00034782	NEGR1	NEGR1	RGC	RO_D209	6.637588691606862e-12	223
geneComp_00096761	SMARCD3	SMARCD3	RGC	RO_D45	7.633473190444153e-12	224
geneComp_00103458	ALDH1L1	ALDH1L1	RO_D209	RO_D45	7.789766925295433e-12	225
geneComp_00152088	UGDH-AS1	UGDH-AS1	RO_D209	RO_D45	7.991413311221514e-12	226
geneComp_00037539	PLEKHB2	PLEKHB2	RGC	RO_D209	8.238089005755758e-12	227
geneComp_00052466	AP1B1	AP1B1	RGC	RO_D45	9.098816118304663e-12	228
geneComp_00097869	SSH2	SSH2	RGC	RO_D45	9.247964233276127e-12	229
geneComp_00088623	PIF1	PIF1	RGC	RO_D45	9.611721803451151e-12	230
geneComp_00084945	MRPL22	MRPL22	RGC	RO_D45	1.174335738864002e-11	231
geneComp_00090858	RGS3	RGS3	RGC	RO_D45	1.174335738864002e-11	232
geneComp_00044917	SLC1A3	SLC1A3	RGC	RO_D209	1.223583919815608e-11	233
geneComp_00096540	SLC44A2	SLC44A2	RGC	RO_D45	1.2370777434893084e-11	234
geneComp_00075064	FAM120AOS	FAM120AOS	RGC	RO_D45	1.2731725887376738e-11	235
geneComp_00101783	ZCCHC9	ZCCHC9	RGC	RO_D45	1.3245038332394984e-11	236
geneComp_00107120	CLK1	CLK1	RO_D209	RO_D45	1.340617701064319e-11	237
geneComp_00024391	FLNA	FLNA	RGC	RO_D209	1.3958078614244533e-11	238
geneComp_00051722	ADAMTS1	ADAMTS1	RGC	RO_D45	1.5264494187413772e-11	239
geneComp_00084953	MRPL3	MRPL3	RGC	RO_D45	1.6501945886176846e-11	240
geneComp_00139011	OSBPL1A	OSBPL1A	RO_D209	RO_D45	1.6866394850065645e-11	241
geneComp_00098377	TACC3	TACC3	RGC	RO_D45	1.716148223390191e-11	242
geneComp_00003972	CERS6	CERS6	RGC	RO_D209	1.9083012812403872e-11	243
geneComp_00099160	TMED5	TMED5	RGC	RO_D45	1.9734032359949644e-11	244
geneComp_00051582	ACSF2	ACSF2	RGC	RO_D45	2.1873516042275338e-11	245
geneComp_00146689	SACS	SACS	RO_D209	RO_D45	2.5887491722854435e-11	246
geneComp_00127974	GNAT1	GNAT1	RO_D209	RO_D45	2.7931117743422587e-11	247
geneComp_00100732	UFD1	UFD1	RGC	RO_D45	2.8158736661482306e-11	248
geneComp_00056438	CSTF2	CSTF2	RGC	RO_D45	3.0583531107191636e-11	249
geneComp_00090376	RAD51C	RAD51C	RGC	RO_D45	3.5957151892462095e-11	250
geneComp_00141487	PUM3	PUM3	RO_D209	RO_D45	3.71074186522561e-11	251
geneComp_00049038	TTYH1	TTYH1	RGC	RO_D209	3.852427767662356e-11	252
geneComp_00088936	PLPP3	PLPP3	RGC	RO_D45	3.89438796288255e-11	253
geneComp_00032021	MEAF6	MEAF6	RGC	RO_D209	4.010499670932799e-11	254
geneComp_00089442	PPP2R5C	PPP2R5C	RGC	RO_D45	4.260624621441906e-11	255
geneComp_00132377	LINC01474	LINC01474	RO_D209	RO_D45	4.406651480327024e-11	256
geneComp_00081030	LINC01474	LINC01474	RGC	RO_D45	4.491638996864662e-11	257
geneComp_00090601	RBM4	RBM4	RGC	RO_D45	4.6849127084060115e-11	258
geneComp_00127900	GLRX	GLRX	RO_D209	RO_D45	4.6909643261887395e-11	259
geneComp_00127012	FHL1P1	FHL1P1	RO_D209	RO_D45	4.722700989819516e-11	260
geneComp_00099021	TIMM44	TIMM44	RGC	RO_D45	4.762015770586757e-11	261
geneComp_00003956	CEP97	CEP97	RGC	RO_D209	4.897538161295031e-11	262
geneComp_00034766	NECTIN2	NECTIN2	RGC	RO_D209	5.2128143082180626e-11	263
geneComp_00038981	RABGAP1	RABGAP1	RGC	RO_D209	5.267181261503714e-11	264
geneComp_00024318	FHL1P1	FHL1P1	RGC	RO_D209	5.696659553111192e-11	265
geneComp_00049986	WDFY2	WDFY2	RGC	RO_D209	5.824982155136277e-11	266
geneComp_00141675	RABGAP1	RABGAP1	RO_D209	RO_D45	6.358896104475218e-11	267
geneComp_00077291	H2BC6	H2BC6	RGC	RO_D45	6.593384642072766e-11	268
geneComp_00025592	GRAMD1A	GRAMD1A	RGC	RO_D209	6.615353779098909e-11	269
geneComp_00056545	CTSH	CTSH	RGC	RO_D45	6.700367269303853e-11	270
geneComp_00089168	POP5	POP5	RGC	RO_D45	6.713604832332909e-11	271
geneComp_00054636	CCDC18-AS1	CCDC18-AS1	RGC	RO_D45	7.110883733145433e-11	272
geneComp_00096499	SLC37A4	SLC37A4	RGC	RO_D45	7.116523397035383e-11	273
geneComp_00049046	TUBA1C	TUBA1C	RGC	RO_D209	7.402676252956336e-11	274
geneComp_00077986	HOOK2	HOOK2	RGC	RO_D45	7.74887059759874e-11	275
geneComp_00099695	TPD52	TPD52	RGC	RO_D45	8.135953825811739e-11	276
geneComp_00079107	ITPRIP	ITPRIP	RGC	RO_D45	8.204942507398942e-11	277
geneComp_00100252	TSPAN19	TSPAN19	RGC	RO_D45	8.43644604877357e-11	278
geneComp_00052459	AOPEP	AOPEP	RGC	RO_D45	9.833853559645668e-11	279
geneComp_00079170	JPT1	JPT1	RGC	RO_D45	1.0153911327301995e-10	280
geneComp_00098059	STK33	STK33	RGC	RO_D45	1.0153911327301995e-10	281
geneComp_00097366	SNX13	SNX13	RGC	RO_D45	1.0854578642029048e-10	282
geneComp_00150230	TGIF1	TGIF1	RO_D209	RO_D45	1.1007015665992255e-10	283
geneComp_00129538	HSPB1	HSPB1	RO_D209	RO_D45	1.2027408224408948e-10	284
geneComp_00053760	BSCL2	BSCL2	RGC	RO_D45	1.3017018146162313e-10	285
geneComp_00077578	HES4	HES4	RGC	RO_D45	1.3717036294418272e-10	286
geneComp_00102466	ZNF730	ZNF730	RGC	RO_D45	1.3717036294418272e-10	287
geneComp_00043995	SACS	SACS	RGC	RO_D209	1.4160281168327627e-10	288
geneComp_00084770	MND1	MND1	RGC	RO_D45	1.476098073759224e-10	289
geneComp_00088494	PHACTR1	PHACTR1	RGC	RO_D45	1.4922590414127966e-10	290
geneComp_00027613	IQSEC1	IQSEC1	RGC	RO_D209	1.4948323935131133e-10	291
geneComp_00045193	SLC44A2	SLC44A2	RGC	RO_D209	1.5004633350652817e-10	292
geneComp_00100538	U2AF1	U2AF1	RGC	RO_D45	1.5246757649153423e-10	293
geneComp_00137735	NME1	NME1	RO_D209	RO_D45	1.5265774811299867e-10	294
geneComp_00037422	PKM	PKM	RGC	RO_D209	1.923810956571979e-10	295
geneComp_00129464	HSD17B4	HSD17B4	RO_D209	RO_D45	1.9456093948159097e-10	296
geneComp_00078113	HSD17B2	HSD17B2	RGC	RO_D45	1.9467726146547062e-10	297
geneComp_00058399	ENSA	ENSA	RGC	RO_D45	1.9956191794374013e-10	298
geneComp_00083127	MAP6	MAP6	RGC	RO_D45	1.9956191794374013e-10	299
geneComp_00079549	KLC1	KLC1	RGC	RO_D45	2.0282118488512264e-10	300
geneComp_00056041	COMMD7	COMMD7	RGC	RO_D45	2.0880869365534352e-10	301
geneComp_00096790	SMG1	SMG1	RGC	RO_D45	2.2336774067458232e-10	302
geneComp_00056555	CTSV	CTSV	RGC	RO_D45	2.2401000192170896e-10	303
geneComp_00097807	SRP19	SRP19	RGC	RO_D45	2.3159493893529334e-10	304
geneComp_00126734	FANCL	FANCL	RO_D209	RO_D45	2.3828858383491095e-10	305
geneComp_00058039	EFHD1	EFHD1	RGC	RO_D45	2.4310151234193864e-10	306
geneComp_00135014	MIPOL1	MIPOL1	RO_D209	RO_D45	2.4973726356459325e-10	307
geneComp_00075378	FANCB	FANCB	RGC	RO_D45	2.593922525099087e-10	308
geneComp_00100525	TYR	TYR	RGC	RO_D45	2.593922525099087e-10	309
geneComp_00099262	TMEM181	TMEM181	RGC	RO_D45	2.6104344056327885e-10	310
geneComp_00002930	CACNB3	CACNB3	RGC	RO_D209	2.724352665276656e-10	311
geneComp_00035423	NTM	NTM	RGC	RO_D209	2.884758169061137e-10	312
geneComp_00102459	ZNF724	ZNF724	RGC	RO_D45	3.3229215429222837e-10	313
