gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00058553	ENSG00000172590	MRPL52	RO_D100	RO_D45	6.170643339975548e-18	43
geneComp_00053988	ENSG00000143947	RPS27A	RO_D100	RO_D45	8.154337424244124e-18	44
geneComp_00057300	ENSG00000166900	STX3	RO_D100	RO_D45	8.524934310986925e-18	45
geneComp_00051595	ENSG00000128050	PAICS	RO_D100	RO_D45	1.194118095363027e-17	46
geneComp_00057521	ENSG00000167799	NUDT8	RO_D100	RO_D45	1.2085131799241434e-17	47
geneComp_00045974	ENSG00000006634	DBF4	RO_D100	RO_D45	2.305251529352988e-17	48
geneComp_00055608	ENSG00000158321	AUTS2	RO_D100	RO_D45	2.489986626716178e-17	49
geneComp_00056956	ENSG00000165487	MICU2	RO_D100	RO_D45	3.1489662957310346e-17	50
geneComp_00047835	ENSG00000096070	BRPF3	RO_D100	RO_D45	3.9045745783208307e-17	51
geneComp_00047422	ENSG00000084234	APLP2	RO_D100	RO_D45	5.412769205556426e-17	52
geneComp_00050506	ENSG00000118785	SPP1	RO_D100	RO_D45	9.89422579857586e-17	53
geneComp_00054862	ENSG00000151503	NCAPD3	RO_D100	RO_D45	1.2288703813924084e-16	54
geneComp_00059066	ENSG00000175416	CLTB	RO_D100	RO_D45	2.1230331329697995e-16	55
geneComp_00051906	ENSG00000130720	FIBCD1	RO_D100	RO_D45	7.13118913361077e-16	56
geneComp_00057100	ENSG00000166123	GPT2	RO_D100	RO_D45	2.132964168617722e-15	57
geneComp_00049316	ENSG00000108963	DPH1	RO_D100	RO_D45	3.3257507134497415e-15	58
geneComp_00074039	ENSG00000242808	SOX2-OT	RO_D100	RO_D45	6.200946466574186e-15	59
geneComp_00060831	ENSG00000185100	ADSS1	RO_D100	RO_D45	6.292511599222865e-15	60
geneComp_00046493	ENSG00000050165	DKK3	RO_D100	RO_D45	2.391110800595374e-14	61
geneComp_00045931	ENSG00000005486	RHBDD2	RO_D100	RO_D45	2.5109681779349272e-14	62
geneComp_00064609	ENSG00000213585	VDAC1	RO_D100	RO_D45	3.190085998988601e-14	63
geneComp_00046116	ENSG00000011347	SYT7	RO_D100	RO_D45	3.1901020157291324e-14	64
geneComp_00050539	ENSG00000119227	PIGZ	RO_D100	RO_D45	3.4959144684332663e-14	65
geneComp_00054112	ENSG00000144834	TAGLN3	RO_D100	RO_D45	3.6651397491926556e-14	66
geneComp_00058755	ENSG00000173653	RCE1	RO_D100	RO_D45	3.6651397491926556e-14	67
geneComp_00050482	ENSG00000118513	MYB	RO_D100	RO_D45	6.180417799249177e-14	68
geneComp_00055808	ENSG00000160111	CPAMD8	RO_D100	RO_D45	6.995560462676619e-14	69
geneComp_00051693	ENSG00000128928	IVD	RO_D100	RO_D45	1.0450733852054111e-13	70
geneComp_00047745	ENSG00000092096	SLC22A17	RO_D100	RO_D45	1.3888955210125332e-13	71
geneComp_00051447	ENSG00000126456	IRF3	RO_D100	RO_D45	1.7737305442035098e-13	72
geneComp_00058338	ENSG00000171603	CLSTN1	RO_D100	RO_D45	2.122364084285726e-13	73
geneComp_00056575	ENSG00000164050	PLXNB1	RO_D100	RO_D45	3.656294466601788e-13	74
geneComp_00048628	ENSG00000104237	RP1	RO_D100	RO_D45	4.781540471510818e-13	75
geneComp_00053276	ENSG00000138802	SEC24B	RO_D100	RO_D45	5.279393382595412e-13	76
geneComp_00059600	ENSG00000178445	GLDC	RO_D100	RO_D45	5.359875655395564e-13	77
geneComp_00061671	ENSG00000189056	RELN	RO_D100	RO_D45	5.615935224161688e-13	78
geneComp_00060964	ENSG00000185728	YTHDF3	RO_D100	RO_D45	5.811035464124864e-13	79
geneComp_00054969	ENSG00000152422	XRCC4	RO_D100	RO_D45	6.585149475815331e-13	80
geneComp_00046979	ENSG00000072041	SLC6A15	RO_D100	RO_D45	8.154150973960561e-13	81
geneComp_00046486	ENSG00000049759	NEDD4L	RO_D100	RO_D45	8.311135848305325e-13	82
geneComp_00047101	ENSG00000075240	GRAMD4	RO_D100	RO_D45	1.064499172150141e-12	83
geneComp_00046485	ENSG00000049656	CLPTM1L	RO_D100	RO_D45	1.9703824321762936e-12	84
geneComp_00057084	ENSG00000166033	HTRA1	RO_D100	RO_D45	2.0228316716432493e-12	85
geneComp_00048981	ENSG00000106211	HSPB1	RO_D100	RO_D45	2.3453407713803685e-12	86
geneComp_00049266	ENSG00000108651	UTP6	RO_D100	RO_D45	2.3710194187415036e-12	87
geneComp_00054541	ENSG00000148356	LRSAM1	RO_D100	RO_D45	4.164827967531121e-12	88
geneComp_00056132	ENSG00000162576	MXRA8	RO_D100	RO_D45	4.939941361704088e-12	89
geneComp_00049704	ENSG00000112183	RBM24	RO_D100	RO_D45	6.890531697593049e-12	90
geneComp_00060547	ENSG00000183723	CMTM4	RO_D100	RO_D45	9.228467904282011e-12	91
geneComp_00060826	ENSG00000185070	FLRT2	RO_D100	RO_D45	1.281349199948159e-11	92
geneComp_00050616	ENSG00000119777	TMEM214	RO_D100	RO_D45	1.5347860864119635e-11	93
geneComp_00055710	ENSG00000159202	UBE2Z	RO_D100	RO_D45	1.7712725091598096e-11	94
geneComp_00077307	ENSG00000253948	VPS13B-DT	RO_D100	RO_D45	1.990997850632931e-11	95
geneComp_00059313	ENSG00000176871	WSB2	RO_D100	RO_D45	2.8047645316314988e-11	96
geneComp_00060604	ENSG00000184007	PTP4A2	RO_D100	RO_D45	2.8047645316314988e-11	97
geneComp_00046404	ENSG00000042429	MED17	RO_D100	RO_D45	2.842146964675351e-11	98
geneComp_00049896	ENSG00000113721	PDGFRB	RO_D100	RO_D45	2.955276365285899e-11	99
geneComp_00045875	ENSG00000003989	SLC7A2	RO_D100	RO_D45	3.5906133152633304e-11	100
geneComp_00056333	ENSG00000163319	MRPS18C	RO_D100	RO_D45	3.7137449835066275e-11	101
geneComp_00062509	ENSG00000198707	CEP290	RO_D100	RO_D45	3.7137449835066275e-11	102
geneComp_00047293	ENSG00000080493	SLC4A4	RO_D100	RO_D45	3.765926923267618e-11	103
geneComp_00049841	ENSG00000113300	CNOT6	RO_D100	RO_D45	4.881843846321713e-11	104
geneComp_00048263	ENSG00000101361	NOP56	RO_D100	RO_D45	4.9069348290557313e-11	105
geneComp_00054559	ENSG00000148481	MINDY3	RO_D100	RO_D45	4.937879271005226e-11	106
geneComp_00052029	ENSG00000131469	RPL27	RO_D100	RO_D45	5.176260796678075e-11	107
geneComp_00047376	ENSG00000082898	XPO1	RO_D100	RO_D45	6.968067748094904e-11	108
geneComp_00047679	ENSG00000090615	GOLGA3	RO_D100	RO_D45	7.34845298050916e-11	109
geneComp_00053091	ENSG00000137872	SEMA6D	RO_D100	RO_D45	8.109028151420842e-11	110
geneComp_00046343	ENSG00000035862	TIMP2	RO_D100	RO_D45	9.345732805839298e-11	111
geneComp_00049038	ENSG00000106571	GLI3	RO_D100	RO_D45	9.685713233247571e-11	112
geneComp_00050076	ENSG00000115310	RTN4	RO_D100	RO_D45	1.1194244576989113e-10	113
geneComp_00054860	ENSG00000151500	THYN1	RO_D100	RO_D45	1.2947164553932363e-10	114
geneComp_00052955	ENSG00000137106	GRHPR	RO_D100	RO_D45	1.4090249953857277e-10	115
geneComp_00057643	ENSG00000168309	FAM107A	RO_D100	RO_D45	1.4949725803504576e-10	116
geneComp_00054536	ENSG00000148339	SLC25A25	RO_D100	RO_D45	2.1640332747989368e-10	117
geneComp_00050559	ENSG00000119408	NEK6	RO_D100	RO_D45	2.2260863368570636e-10	118
geneComp_00046224	ENSG00000021300	PLEKHB1	RO_D100	RO_D45	2.2691674510710444e-10	119
geneComp_00054952	ENSG00000152242	ARK2N	RO_D100	RO_D45	2.614757090321376e-10	120
geneComp_00053833	ENSG00000143179	UCK2	RO_D100	RO_D45	2.658023261827763e-10	121
geneComp_00055605	ENSG00000158296	SLC13A3	RO_D100	RO_D45	2.6656750733547647e-10	122
geneComp_00057167	ENSG00000166348	USP54	RO_D100	RO_D45	4.742014797368917e-10	123
geneComp_00052261	ENSG00000133027	PEMT	RO_D100	RO_D45	4.963342583971794e-10	124
geneComp_00050697	ENSG00000120370	GORAB	RO_D100	RO_D45	5.156531854484801e-10	125
geneComp_00050684	ENSG00000120278	PLEKHG1	RO_D100	RO_D45	5.159421662969246e-10	126
geneComp_00057937	ENSG00000169714	CNBP	RO_D100	RO_D45	6.068762383689705e-10	127
geneComp_00050470	ENSG00000118432	CNR1	RO_D100	RO_D45	7.081435292652865e-10	128
geneComp_00055561	ENSG00000157927	RADIL	RO_D100	RO_D45	7.684419702551751e-10	129
geneComp_00056973	ENSG00000165533	TTC8	RO_D100	RO_D45	9.225142092193618e-10	130
geneComp_00061672	ENSG00000189057	FAM111B	RO_D100	RO_D45	1.2333359240092212e-9	131
geneComp_00047964	ENSG00000100106	TRIOBP	RO_D100	RO_D45	1.2743293842460848e-9	132
geneComp_00056806	ENSG00000164830	OXR1	RO_D100	RO_D45	1.3487619454150043e-9	133
geneComp_00052411	ENSG00000134222	PSRC1	RO_D100	RO_D45	1.536265305170234e-9	134
geneComp_00050503	ENSG00000118733	OLFM3	RO_D100	RO_D45	3.030049961347673e-9	135
geneComp_00053957	ENSG00000143774	GUK1	RO_D100	RO_D45	3.054198975004813e-9	136
geneComp_00050805	ENSG00000121390	PSPC1	RO_D100	RO_D45	3.359194894351013e-9	137
geneComp_00060220	ENSG00000182173	TSEN54	RO_D100	RO_D45	3.3629952060808667e-9	138
geneComp_00045978	ENSG00000006704	GTF2IRD1	RO_D100	RO_D45	3.501619583470232e-9	139
geneComp_00047459	ENSG00000085644	ZNF213	RO_D100	RO_D45	3.785353983850726e-9	140
geneComp_00059027	ENSG00000175203	DCTN2	RO_D100	RO_D45	3.914137465433478e-9	141
geneComp_00048390	ENSG00000102225	CDK16	RO_D100	RO_D45	3.997114580681888e-9	142
geneComp_00058335	ENSG00000171574	ZNF584	RO_D100	RO_D45	4.4972490142298066e-9	143
geneComp_00051517	ENSG00000127311	HELB	RO_D100	RO_D45	4.849375690254475e-9	144
geneComp_00049110	ENSG00000107281	NPDC1	RO_D100	RO_D45	5.470829698816737e-9	145
geneComp_00049213	ENSG00000108312	UBTF	RO_D100	RO_D45	5.637535661518188e-9	146
geneComp_00052739	ENSG00000135968	GCC2	RO_D100	RO_D45	5.637535661518188e-9	147
geneComp_00047538	ENSG00000087460	GNAS	RO_D100	RO_D45	5.913396985778607e-9	148
geneComp_00052272	ENSG00000133083	DCLK1	RO_D100	RO_D45	6.7629884495303644e-9	149
geneComp_00052535	ENSG00000134905	CARS2	RO_D100	RO_D45	6.934767071193021e-9	150
geneComp_00047206	ENSG00000078053	AMPH	RO_D100	RO_D45	7.555059516166312e-9	151
geneComp_00047223	ENSG00000078369	GNB1	RO_D100	RO_D45	8.967405429254278e-9	152
geneComp_00059095	ENSG00000175575	PAAF1	RO_D100	RO_D45	9.071837510076737e-9	153
geneComp_00055348	ENSG00000156026	MCU	RO_D100	RO_D45	1.0196429062620856e-8	154
geneComp_00056163	ENSG00000162664	ZNF326	RO_D100	RO_D45	1.0858406280415836e-8	155
geneComp_00055015	ENSG00000152767	FARP1	RO_D100	RO_D45	1.1354238807761102e-8	156
geneComp_00057308	ENSG00000166925	TSC22D4	RO_D100	RO_D45	1.1380431615755784e-8	157
geneComp_00064540	ENSG00000213398	LCAT	RO_D100	RO_D45	1.1651745082754011e-8	158
geneComp_00057494	ENSG00000167733	HSD11B1L	RO_D100	RO_D45	1.2702388487547117e-8	159
geneComp_00062182	ENSG00000197562	RAB40C	RO_D100	RO_D45	1.2873087901779478e-8	160
geneComp_00048966	ENSG00000106070	GRB10	RO_D100	RO_D45	1.3005023817399801e-8	161
geneComp_00056709	ENSG00000164418	GRIK2	RO_D100	RO_D45	1.315531440162732e-8	162
geneComp_00053635	ENSG00000141510	TP53	RO_D100	RO_D45	1.4053763757623311e-8	163
geneComp_00067076	ENSG00000225783	MIAT	RO_D100	RO_D45	1.5691718181711422e-8	164
geneComp_00050753	ENSG00000120837	NFYB	RO_D100	RO_D45	1.7023414861907748e-08	165
geneComp_00072981	ENSG00000238227	TMEM250	RO_D100	RO_D45	1.7074964497886348e-8	166
geneComp_00064603	ENSG00000213563	C8orf82	RO_D100	RO_D45	1.9018650451105826e-8	167
geneComp_00055693	ENSG00000159086	PAXBP1	RO_D100	RO_D45	2.1004298491252173e-8	168
geneComp_00047111	ENSG00000075407	ZNF37A	RO_D100	RO_D45	2.1953523474586078e-8	169
geneComp_00058739	ENSG00000173575	CHD2	RO_D100	RO_D45	2.3068934082468377e-8	170
geneComp_00052339	ENSG00000133687	TMTC1	RO_D100	RO_D45	2.4138038565699315e-8	171
geneComp_00049186	ENSG00000108001	EBF3	RO_D100	RO_D45	2.4673950601481498e-8	172
geneComp_00047605	ENSG00000089091	DZANK1	RO_D100	RO_D45	2.50584083033114e-8	173
geneComp_00051495	ENSG00000126903	SLC10A3	RO_D100	RO_D45	2.514505959747992e-8	174
geneComp_00047266	ENSG00000079435	LIPE	RO_D100	RO_D45	2.5848226490510692e-8	175
geneComp_00048593	ENSG00000103855	CD276	RO_D100	RO_D45	2.8158671107003414e-8	176
geneComp_00049857	ENSG00000113391	ARB2A	RO_D100	RO_D45	2.8158671107003414e-8	177
geneComp_00055403	ENSG00000156500	PABIR3	RO_D100	RO_D45	2.9985862570306916e-8	178
geneComp_00056688	ENSG00000164338	UTP15	RO_D100	RO_D45	3.574183388867655e-8	179
geneComp_00046955	ENSG00000071127	WDR1	RO_D100	RO_D45	3.5948629450795174e-8	180
geneComp_00056543	ENSG00000163946	TASOR	RO_D100	RO_D45	3.705344909919419e-8	181
geneComp_00055096	ENSG00000153558	FBXL2	RO_D100	RO_D45	4.3269916226601896e-8	182
geneComp_00050424	ENSG00000117859	OSBPL9	RO_D100	RO_D45	4.661400614922748e-8	183
geneComp_00063300	ENSG00000203875	SNHG5	RO_D100	RO_D45	4.763466182253998e-8	184
geneComp_00046284	ENSG00000027847	B4GALT7	RO_D100	RO_D45	4.8837009426425054e-8	185
geneComp_00052990	ENSG00000137285	TUBB2B	RO_D100	RO_D45	5.076350480383598e-8	186
geneComp_00058166	ENSG00000170836	PPM1D	RO_D100	RO_D45	5.0860295884882686e-8	187
geneComp_00074549	ENSG00000244687	UBE2V1	RO_D100	RO_D45	5.121473113174939e-8	188
geneComp_00064520	ENSG00000213347	MXD3	RO_D100	RO_D45	5.2643600095626065e-8	189
geneComp_00046966	ENSG00000071553	ATP6AP1	RO_D100	RO_D45	5.603909604694761e-8	190
geneComp_00054639	ENSG00000149243	KLHL35	RO_D100	RO_D45	5.639073548206812e-8	191
geneComp_00059884	ENSG00000180104	EXOC3	RO_D100	RO_D45	5.9020760834941505e-8	192
geneComp_00062472	ENSG00000198589	LRBA	RO_D100	RO_D45	6.411354957257293e-8	193
geneComp_00053400	ENSG00000139737	SLAIN1	RO_D100	RO_D45	8.014670990805362e-8	194
geneComp_00052260	ENSG00000133026	MYH10	RO_D100	RO_D45	8.615837032560008e-8	195
geneComp_00048527	ENSG00000103245	CIAO3	RO_D100	RO_D45	8.683886689418251e-8	196
geneComp_00050074	ENSG00000115306	SPTBN1	RO_D100	RO_D45	9.05555063492031e-8	197
geneComp_00050231	ENSG00000116288	PARK7	RO_D100	RO_D45	9.622700983146388e-8	198
geneComp_00047731	ENSG00000091732	ZC3HC1	RO_D100	RO_D45	9.62435000814388e-8	199
geneComp_00061321	ENSG00000187535	IFT140	RO_D100	RO_D45	9.62435000814388e-8	200
geneComp_00051621	ENSG00000128309	MPST	RO_D100	RO_D45	1.0511422668813823e-7	201
geneComp_00053278	ENSG00000138814	PPP3CA	RO_D100	RO_D45	1.178819328215246e-7	202
geneComp_00047718	ENSG00000091490	SEL1L3	RO_D100	RO_D45	1.2899710114593197e-7	203
geneComp_00049928	ENSG00000114062	UBE3A	RO_D100	RO_D45	1.3021232200194133e-7	204
geneComp_00047628	ENSG00000089351	GRAMD1A	RO_D100	RO_D45	1.4904932301060137e-7	205
geneComp_00048482	ENSG00000102984	ZNF821	RO_D100	RO_D45	1.4904932301060137e-7	206
geneComp_00052805	ENSG00000136279	DBNL	RO_D100	RO_D45	1.5450497621710536e-7	207
geneComp_00054668	ENSG00000149483	TMEM138	RO_D100	RO_D45	1.563364459916023e-7	208
geneComp_00050501	ENSG00000118707	TGIF2	RO_D100	RO_D45	1.5822817656286645e-7	209
geneComp_00048221	ENSG00000101199	ARFGAP1	RO_D100	RO_D45	1.589302598192021e-7	210
geneComp_00049146	ENSG00000107736	CDH23	RO_D100	RO_D45	1.6768004663440553e-7	211
geneComp_00054852	ENSG00000151466	SCLT1	RO_D100	RO_D45	1.718662555675746e-7	212
geneComp_00045867	ENSG00000003249	DBNDD1	RO_D100	RO_D45	1.8641018399031965e-7	213
geneComp_00047627	ENSG00000089335	ZNF302	RO_D100	RO_D45	1.9710025333578517e-7	214
geneComp_00054793	ENSG00000150967	ABCB9	RO_D100	RO_D45	2.623275543136033e-7	215
geneComp_00064371	ENSG00000213015	ZNF580	RO_D100	RO_D45	2.668459080062337e-7	216
geneComp_00046369	ENSG00000038382	TRIO	RO_D100	RO_D45	2.9255980141520405e-7	217
geneComp_00053798	ENSG00000142949	PTPRF	RO_D100	RO_D45	2.965466411009197e-7	218
geneComp_00045965	ENSG00000006468	ETV1	RO_D100	RO_D45	3.0437854192353556e-7	219
geneComp_00046892	ENSG00000069667	RORA	RO_D100	RO_D45	3.2089236232690554e-7	220
geneComp_00051709	ENSG00000129103	SUMF2	RO_D100	RO_D45	3.278652418581808e-7	221
geneComp_00045879	ENSG00000004399	PLXND1	RO_D100	RO_D45	3.34899110943746e-7	222
geneComp_00046843	ENSG00000068024	HDAC4	RO_D100	RO_D45	3.4214029849236293e-7	223
geneComp_00054521	ENSG00000148187	MRRF	RO_D100	RO_D45	3.515758487016045e-7	224
geneComp_00053589	ENSG00000141258	SGSM2	RO_D100	RO_D45	3.546274768487469e-7	225
geneComp_00078535	ENSG00000256646		RO_D100	RO_D45	3.920241545931737e-7	226
geneComp_00062297	ENSG00000197958	RPL12	RO_D100	RO_D45	4.2986723339469956e-7	227
geneComp_00057881	ENSG00000169398	PTK2	RO_D100	RO_D45	4.4305997379239785e-7	228
geneComp_00059619	ENSG00000178585	CTNNBIP1	RO_D100	RO_D45	4.521638257252323e-7	229
geneComp_00051773	ENSG00000129691	ASH2L	RO_D100	RO_D45	4.915985501661138e-7	230
geneComp_00048816	ENSG00000105392	CRX	RO_D100	RO_D45	4.955999470888489e-7	231
geneComp_00051866	ENSG00000130511	SSBP4	RO_D100	RO_D45	5.04418278733787e-7	232
geneComp_00050966	ENSG00000122884	P4HA1	RO_D100	RO_D45	5.258124422391396e-7	233
geneComp_00056445	ENSG00000163636	PSMD6	RO_D100	RO_D45	5.545898507990818e-7	234
geneComp_00045991	ENSG00000007062	PROM1	RO_D100	RO_D45	5.681606043272409e-7	235
geneComp_00056632	ENSG00000164169	PRMT9	RO_D100	RO_D45	5.681606043272409e-7	236
geneComp_00058430	ENSG00000172006	ZNF554	RO_D100	RO_D45	6.155542654547979e-7	237
geneComp_00057586	ENSG00000168066	SF1	RO_D100	RO_D45	6.836362580630257e-7	238
geneComp_00047363	ENSG00000082397	EPB41L3	RO_D100	RO_D45	6.951307521304115e-7	239
geneComp_00050044	ENSG00000115170	ACVR1	RO_D100	RO_D45	8.152353417436845e-7	240
geneComp_00069112	ENSG00000230124	ACBD6	RO_D100	RO_D45	8.612019027580355e-7	241
geneComp_00078293	ENSG00000255794	RMST	RO_D100	RO_D45	8.814247018988853e-7	242
geneComp_00052363	ENSG00000133895	MEN1	RO_D100	RO_D45	8.993982662396713e-7	243
geneComp_00052328	ENSG00000133612	AGAP3	RO_D100	RO_D45	9.633806717452124e-7	244
geneComp_00050648	ENSG00000119977	TCTN3	RO_D100	RO_D45	9.868000881969632e-7	245
geneComp_00091236	ENSG00000290928		RO_D100	RO_D45	1.0310281740992436e-6	246
geneComp_00050195	ENSG00000116062	MSH6	RO_D100	RO_D45	1.1263347556910164e-6	247
geneComp_00046939	ENSG00000070770	CSNK2A2	RO_D100	RO_D45	1.1731610270423652e-6	248
geneComp_00059327	ENSG00000176915	ANKLE2	RO_D100	RO_D45	1.1806789500892418e-6	249
geneComp_00061955	ENSG00000196730	DAPK1	RO_D100	RO_D45	1.1823365265238262e-6	250
geneComp_00057942	ENSG00000169733	RFNG	RO_D100	RO_D45	1.1858734213343152e-6	251
geneComp_00061928	ENSG00000196628	TCF4	RO_D100	RO_D45	1.1867027634832545e-6	252
geneComp_00054386	ENSG00000147044	CASK	RO_D100	RO_D45	1.272293454754901e-6	253
geneComp_00061837	ENSG00000196338	NLGN3	RO_D100	RO_D45	1.3085340877892777e-6	254
geneComp_00061876	ENSG00000196440	ARMCX4	RO_D100	RO_D45	1.3085340877892777e-6	255
geneComp_00046988	ENSG00000072135	PTPN18	RO_D100	RO_D45	1.3504268007464612e-6	256
geneComp_00055518	ENSG00000157514	TSC22D3	RO_D100	RO_D45	1.3504268007464612e-6	257
geneComp_00048963	ENSG00000106052	TAX1BP1	RO_D100	RO_D45	1.4680912368626295e-6	258
geneComp_00052106	ENSG00000132153	DHX30	RO_D100	RO_D45	1.5939644018196137e-6	259
geneComp_00074451	ENSG00000244274	DBNDD2	RO_D100	RO_D45	1.7169284162616974e-6	260
geneComp_00055930	ENSG00000160888	IER2	RO_D100	RO_D45	1.7511667381170097e-6	261
geneComp_00051411	ENSG00000126012	KDM5C	RO_D100	RO_D45	1.7910207216678312e-6	262
geneComp_00059960	ENSG00000180573	H2AC6	RO_D100	RO_D45	1.9092310929664074e-6	263
geneComp_00060409	ENSG00000183087	GAS6	RO_D100	RO_D45	1.9841970832382442e-6	264
geneComp_00054098	ENSG00000144744	UBA3	RO_D100	RO_D45	2.0406309277198955e-6	265
geneComp_00062516	ENSG00000198722	UNC13B	RO_D100	RO_D45	2.081389933903808e-6	266
geneComp_00054762	ENSG00000150627	WDR17	RO_D100	RO_D45	2.0931699954698736e-6	267
geneComp_00047528	ENSG00000087266	SH3BP2	RO_D100	RO_D45	2.129192972747092e-6	268
geneComp_00053849	ENSG00000143248	RGS5	RO_D100	RO_D45	2.174990880569085e-6	269
geneComp_00050304	ENSG00000116871	MAP7D1	RO_D100	RO_D45	2.269666082543744e-6	270
geneComp_00050255	ENSG00000116641	DOCK7	RO_D100	RO_D45	2.3179226494968096e-6	271
geneComp_00055525	ENSG00000157570	TSPAN18	RO_D100	RO_D45	2.364622937150651e-6	272
geneComp_00050353	ENSG00000117266	CDK18	RO_D100	RO_D45	2.5247540558743458e-6	273
geneComp_00058572	ENSG00000172733	PURG	RO_D100	RO_D45	2.565774011775779e-6	274
geneComp_00059649	ENSG00000178761	FAM219B	RO_D100	RO_D45	2.695934390508162e-6	275
geneComp_00057785	ENSG00000168994	PXDC1	RO_D100	RO_D45	2.8201883497853403e-6	276
geneComp_00047487	ENSG00000086475	SEPHS1	RO_D100	RO_D45	2.915752556999386e-6	277
geneComp_00060582	ENSG00000183853	KIRREL1	RO_D100	RO_D45	2.927707921130522e-6	278
geneComp_00070481	ENSG00000232973	CYP1B1-AS1	RO_D100	RO_D45	3.0477572279627828e-6	279
geneComp_00049409	ENSG00000109861	CTSC	RO_D100	RO_D45	3.082505728858916e-6	280
geneComp_00055918	ENSG00000160813	PPP1R35	RO_D100	RO_D45	3.478731465174745e-6	281
geneComp_00053823	ENSG00000143153	ATP1B1	RO_D100	RO_D45	3.5942096073397246e-6	282
